"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI"
177480,100,95,2,16,22,0,43,272.4,99.7
235806,100,93,1,23,30,0,NA,193,81.3
152515,100,94,1,12,13,0,74,179,77.2
137199,100,94,1,12,0,0,63,210.6,88.7
52000,100,93,1,14,25,0,NA,120.9,57.4
86098,100,90,1,20,61,0,54,194,85.4
39817,100,45,1,6,168,163,48,172.9,91.2
52500,100,28,1,6,3,0,63,209.8,77.6
134235,100,113,1,5,13,7,44,225.6,99.6
47000,100,116,1,8,8,0,NA,161.1,65.9
82500,100,106,1,12,13,0,88,127.9,55.1
79745,100,107,1,12,13,0,69,182.9,77.8
8234,100,106,1,13,23,22,13,165,84.5
30000,100,107,1,5,7,0,19,371.9,147.5
53500,100,50,1,10,52,0,14,354.2,152.7
64460,100,107,1,12,15,0,69,178.7,100.7
96000,100,106,1,12,20,0,88,142.3,66.1
60972.9,100,106,1,12,8,0,94,126.6,62.6
46280,100,106,1,12,21,8,92,89.9,52.1
334170,90,86,1,27,50,0,61,236.6,99.6
78800,100,106,1,12,11,0,NA,105.3,40.8
84150,100,47,1,12,9,0,96,100.5,42.4
64856,100,104,1,12,19,0,75,204.6,94.9
74150,100,107,1,12,14,0,93,107.3,48.9
31000,100,105,1,12,142,0,24,266.5,143.4
179131,100,106,1,12,15,0,78,161.5,67.6
53100,100,106,1,12,21,2,NA,81.8,26.1
7000,100,32,1,11,15,13,NA,108.6,60.9
52976,100,67,1,12,9,0,NA,196.3,71.2
3000,100,47,1,12,20,18,NA,92.7,56.6
87969,100,105,2,12,19,0,89,131.3,46.6
55000,100,105,1,12,1,0,64,192.1,77
118785,100,107,1,12,28,0,81,161.3,100.3
52500,95,107,1,12,0,0,91,111.5,47.3
111611.3,100,90,1,18,0,0,94,133,77.4
150000,100,96,1,21,35,0,67,203.3,79.8
56500,100,104,1,12,12,0,85,142,80.7
56000,100,104,1,12,41,0,81,154.9,76.8
127658,100,94,1,12,18,0,67,200.1,112.7
107991,100,107,1,12,20,0,83,116.7,47.8
76454,100,107,1,12,4,0,37,207.8,88.8
48686,100,105,1,12,13,0,NA,121.1,56.9
190325,100,89,1,25,68,0,NA,91.1,42.5
53692,100,105,1,12,42,0,NA,118.4,54.5
71167,100,106,1,12,12,0,80,148.8,63.1
216841,100,91,1,20,90,0,NA,74.1,34.6
83642,100,87,1,22,27,0,NA,162.6,68.9
85517,100,105,2,12,52,0,1,757.4,292.9
384655,100,92,1,17,47,0,66,230.6,92.4
1117695,100,94,1,26,78,0,78,195.2,84.1
248714,90,90,1,25,280,0,91,134.8,56.7
54000,100,97,2,8,4,0,NA,247.7,150.2
88167,100,11,1,59,461,458,NA,124.3,66.8
769718,100,107,1,12,82,0,86,166.4,57.9
48500,100,92,1,14,70,0,11,533.6,203.7
53115,100,114,1,12,48,0,68,175.6,70.2
573804.6,80,63,1,25,1051,0,84,142.1,62
138728,100,57,1,18,29,0,44,268.4,118.7
437500,100,92,1,22,88,0,90,135.6,59.6
94000,100,104,1,13,0,0,93,115.1,36.7
252284,100,102,1,12,116,0,79,215.7,84.1
344355,100,92,2,24,111,0,88,163.9,60
175000,100,95,1,12,39,0,88,139,57.5
101203,100,72,1,16,23,0,84,164.2,87.1
227400,100,96,1,16,3,0,74,182.3,73.1
356246,100,92,1,25,86,0,100,74.6,33.7
57000,100,108,2,12,12,0,91,116,55.1
115124,100,106,1,22,34,0,91,114.2,53.5
99117,100,94,1,22,25,0,92,120.6,55
399639,100,92,1,21,65,0,91,224.4,83.4
102325,95,91,1,21,22,0,81,144.8,56.3
277434,100,89,1,16,37,0,88,160,63.7
110000,100,103,1,12,13,0,89,133.1,46.9
96346,100,93,1,14,18,0,95,98.6,38.7
423289,100,89,1,17,120,0,74,188.7,76.9
495296,100,103,2,20,0,0,65,206.8,79.2
217854,100,91,1,23,63,0,63,204.9,79.1
187653,75,89,1,23,62,0,87,134,58
499340,100,91,1,23,303,0,89,144.8,46.4
490672,100,92,1,22,109,0,88,134.5,52.2
1094991,75,67,1,42,352,0,78,165.4,82.3
809400,100,82,1,35,105,0,81,183.4,75.8
89990,100,90,1,16,97,0,80,157.7,60.8
420293,100,87,1,33,106,0,85,141.9,62
1145567,90,46,1,42,416,0,77,186.1,92.2
412191,95,89,2,23,79,0,94,143.8,48
173108,100,55,1,20,29,0,36,279.6,141
126457,100,103,2,25,114,0,90,128.6,62.9
364000,100,63,1,22,24,0,54,252.2,113
125508,80,114,1,11,13,0,83,134.7,56.6
261000,100,111,1,19,2,0,85,156.4,60.8
283678,100,107,1,18,22,0,70,196.7,75.5
107967,100,112,1,12,29,0,91,140.9,53.7
77035,100,106,1,12,14,0,83,146.1,73.1
60400,100,29,1,16,2,0,29,200.1,90.2
4600,100,102,1,11,11,6,NA,114.4,54.4
60257,100,111,1,11,7,0,48,220.3,84.4
71302,100,67,1,15,33,11,NA,220.1,108.3
47349,100,107,1,12,22,0,1,702.5,313.3
92058,100,115,1,11,7,0,79,136.6,58.8
120000,100,116,1,11,20,0,NA,174.4,67
234767,100,113,1,11,11,0,97,107.1,39.1
112462,100,106,1,12,15,0,42,241,108.3
51000,100,97,1,6,13,0,36,239.1,90.8
273900,100,115,1,11,19,0,74,195.8,79.9
92820,100,111,1,11,56,0,82,175.7,79.1
87600,100,94,1,12,3,0,NA,170.6,69.5
65690,100,115,1,7,2,0,86,195.8,82.5
120000,100,108,1,12,51,0,96,109.5,41.4
100794.9,100,109,1,12,62,0,90,152.3,64.8
59752,100,97,1,12,12,0,57,198.7,90.7
61500,100,110,1,15,13,1,88,146.2,61.8
62799,100,109,1,12,19,0,94,160.2,85.8
110000,100,107,1,12,51,0,86,152.8,68.5
118948,100,109,1,12,49,0,81,161.2,100.3
128000,100,106,1,12,17,0,75,191.4,83.5
159287,75,107,1,16,88,0,93,119,49.2
52500,100,110,1,12,15,0,94,85,36.3
460105,100,106,4,12,23,0,NA,172,68.4
74027,100,116,1,10,10,0,39,254.8,103
376132,100,87,1,19,37,0,85,177,92.1
209597,100,102,3,12,64,0,78,171.4,67.9
720042,90,107,1,14,34,0,55,246.8,97.8
70000,100,105,1,12,17,0,68,179.8,81.9
98778,100,110,1,11,51,0,60,209.8,106.6
272754,100,103,1,12,50,0,88,130.6,50.1
60000,100,101,1,16,16,0,80,153,68.9
1e+05,100,108,1,11,12,0,92,114.6,59.1
82720,100,87,1,12,25,0,56,219.3,95.8
122330,100,109,1,12,25,2,69,187.7,74.7
132000,100,102,1,16,63,0,90,156,63.6
121566,100,105,1,21,31,1,NA,98.9,75.9
388582,100,97,1,20,228,0,91,138.3,57.7
83875,100,87,1,18,19,0,69,177.4,87.9
17700,90,107,1,12,13,0,53,94.1,47.6
64000,100,108,1,12,14,0,93,117.8,60.7
4999,100,14,1,36,273,266,29,143,78.4
80804,100,87,1,10,22,0,80,152.5,73.1
142000,100,3,1,12,15,0,98,96.2,30.7
66000,100,109,1,11,11,0,21,300.8,130
141830,100,50,1,16,13,0,71,207.5,85.9
49700,100,101,1,12,13,0,74,157.1,89.4
75750,100,107,1,17,44,39,91,125.3,82.8
59151,100,87,1,10,81,0,96,119.8,46.7
65000,100,86,1,9,58,0,80,147.4,79
60500,100,102,1,12,15,0,65,207.5,119.2
13314,100,90,1,15,23,17,NA,136.5,83.6
51554,100,104,1,12,12,0,NA,95.3,51.1
130000,100,108,1,11,54,0,100,58.3,34.6
132844,90,102,1,16,114,0,98,90.3,43.8
60000,100,105,1,12,22,0,92,128.3,56.5
75370,100,102,1,14,18,0,83,143.4,66
52240,90,109,1,11,40,0,73,173.4,82.2
113000,90,104,1,17,17,0,90,131.8,66
54118,100,111,1,12,15,0,10,275.7,146.6
7061,100,113,1,10,75,70,NA,186.7,79.1
63000,100,106,1,17,59,0,65,201.6,124.1
185789,100,109,1,12,51,0,82,167,63.1
88636,100,115,1,11,49,0,73,175.4,66.8
136069,100,92,1,14,23,0,77,186.2,72
357630,100,103,1,12,133,0,82,154.8,59.6
155265,100,105,2,11,35,0,67,203.9,70.8
123533,100,105,1,12,80,0,81,163.2,74
2516,100,104,1,26,697,690,NA,95.1,61.1
2778517.2,100,87,1,102,513,0,87,177.5,72.6
226450,100,108,1,11,14,0,97,90.8,31.4
81831,100,110,1,12,21,0,63,198.9,78.6
246417,100,105,3,11,12,0,99,78.3,31.1
117000,100,93,1,13,39,0,78,197.2,80.2
436310,60,111,1,12,203,0,99,82.8,29.8
57853,100,111,1,12,41,0,75,163.7,70.5
80291,100,97,1,13,63,0,NA,247.1,107.6
141478,100,109,1,12,73,0,79,166.6,80.4
60176,90,110,1,8,8,0,68,180.5,75.6
87706,100,115,1,12,6,4,14,360.2,197.4
67900,100,102,1,12,28,0,75,161.4,78
65480,95,89,1,12,16,0,66,180.6,73
82500,100,105,1,12,11,0,73,181.1,84.3
120000,100,111,1,8,52,0,72,138.2,56.5
59367,100,97,1,13,12,0,57,202.5,97.3
65000,100,105,2,12,18,0,70,162.9,74.3
60149,90,106,1,12,1,0,89,122,68.5
128315,100,93,1,16,27,0,83,163,71.2
53000,100,31,1,24,339,320,35,190.3,122.6
58825,95,93,1,12,13,0,87,123.4,59.9
114319,100,97,1,12,13,0,61,212,116.5
77180,100,93,1,12,24,0,90,118.4,55.5
72994,100,87,1,13,14,0,96,100.4,38
52631,100,106,1,12,14,0,69,164.9,83.8
