"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI"
162656,100,114,1,12,121,121,1,352.2,295.4
204720,100,78,1,6,150,150,67,106.6,75.7
116744,100,78,1,6,84,84,80,97.7,77.1
175885,100,44,2,13,116,115,40,131,56.2
152308,100,65,4,3,192,192,67,105.5,49.5
228570,100,65,6,3,288,288,99,62.4,25.5
152380,100,65,4,3,192,192,12,158.2,65.3
304760,100,65,8,3,384,384,88,87.4,43.7
42352,100,109,1,8,49,49,100,11.2,6.1
53440,100,108,1,10,27,27,100,0.1,0.1
306659,100,58,5,17,1921,1904,100,46.9,16.1
322355,100,57,5,17,1921,1904,100,44.3,15.3
322571,100,57,5,17,1921,1904,100,53.3,18.2
54100,100,78,1,7,43,38,100,7.1,2.6
188572,100,108,2,12,141,131,100,36.4,29.8
87260,100,53,1,11,119,116,58,112.8,100.8
89091,100,50,1,10,115,111,100,26.3,17.2
53676,100,107,1,6,57,56,100,10.8,3.4
50292,100,107,1,6,47,47,100,15.6,5.5
62334,100,37,1,6,87,87,85,91.2,78.9
1385656,100,52,4,24,1038,1038,3,184.2,175.4
1989288,100,52,3,24,1547,1547,2,190.7,181.6
436115,95,89,6,6,550,538,17,163.4,122.5
74068,100,89,6,6,550,538,34,127.2,94.4
84442,100,89,6,6,550,538,22,141.3,112
72806,100,89,6,6,550,538,43,132.6,97
74549,100,89,6,6,550,538,6,140.1,105.2
96602,100,89,6,6,550,538,13,171.7,123.7
61782,100,89,6,6,550,538,1,196,150.6
735000,100,64,32,6,793,793,96,95.6,35.5
17500,100,64,32,6,793,793,NA,69.2,65.9
70000,100,64,32,6,793,793,100,67.5,65.2
70000,100,64,32,6,793,793,100,66.8,64.5
70000,100,64,32,6,793,793,100,68.2,65.9
70000,100,64,32,6,793,793,100,73.7,71.5
350000,100,64,20,6,383,383,98,86,27.4
70000,100,64,20,6,383,383,36,162.3,154.5
70000,100,64,20,6,383,383,69,136.5,130
665000,100,62,31,6,684,684,99,83.4,27.9
70000,100,62,31,6,684,684,100,62.4,59.4
70000,100,62,31,6,684,684,100,48.5,46.2
