"SqFt","OpenHours","WorkersCnt","ComputersCnt","IsBank","CooledPercent","CDD65","SOURCE_EUI","SourceEnergy","FINALWT","SourceEnergyLog"
246037.02,2.7,265.67,84.96,"No",0.64,2203.92,123.43,43201074,48.84,17.58
-98562.98,-14.3,-230.33,-317.04,"No",9.64,-75.08,87.34,471616.25,1828.05,13.06
171037.02,-2.3,315.67,154.96,"No",-15.36,-367.08,203.75,56031192.48,19.69,17.84
236037.02,-2.3,955.67,1558.96,"No",9.64,-9.08,351.4,119476181.3,23.72,18.6
-101262.98,-6.3,-230.33,-324.04,"No",9.64,51.92,165.61,447137.6,1729.17,13.01
-98762.98,-9.3,-228.33,-325.04,"No",9.64,2011.92,122.43,636652.8,74.84,13.36
-101062.98,-16.3,-231.33,-320.04,"No",-30.36,-283.08,96.32,279328,2249.14,12.54
136037.02,-22.3,665.67,674.96,"No",-0.36,1021.92,291.05,69851450.67,23.72,18.06
-45962.98,-22.3,-154.33,-306.04,"No",9.64,-192.08,131.01,7598432.45,265,15.84
111037.02,2.7,165.67,79.96,"No",-4.36,-732.08,139.8,30056491.64,52.15,17.22
251037.02,-2.3,649.67,1132.96,"No",-0.36,3140.92,166.49,59105266.37,23.72,17.89
-70962.98,-12.3,-144.33,-194.04,"No",4.64,27.92,84.7,2795037.35,632.52,14.84
-67962.98,105.7,-184.33,-293.04,"No",-15.36,-457.08,241.1,8679434.4,653.84,15.98
-90962.98,-12.3,-209.33,-282.04,"No",4.64,-413.08,181.15,2354931.95,751.73,14.67
496037.02,-2.3,1065.67,748.96,"Yes",-0.36,-431.08,285.73,171438839.3,25.32,18.96
-102062.98,-22.3,-232.33,-327.04,"No",-40.36,254.92,138.83,263774,1729.17,12.48
-98962.98,-12.3,-230.33,-325.04,"No",9.64,1818.92,23.07,115368.4,23.72,11.66
-100962.98,-22.3,-233.33,-325.04,"No",9.64,-725.08,227.67,683002.25,1831.78,13.43
-101862.98,-18.3,-228.33,-322.04,"No",-24.36,667.92,128.21,269234,1274.26,12.5
-95762.98,-7.3,-225.33,-316.04,"No",9.64,-540.08,137.78,1129788.8,1559.83,13.94
-100162.98,-7.3,-231.33,-323.04,"No",9.64,883.92,239.25,909160,1461.86,13.72
-101462.98,-22.3,-231.33,-324.04,"No",9.64,94.92,92.23,230566,1117.74,12.35
341037.02,2.7,265.67,469.96,"No",-0.36,169.92,187.76,83553851.07,23.72,18.24
-102162.98,-8.3,-232.33,-324.04,"No",9.64,-37.08,209.71,377477.8,1868.4,12.84
-97162.98,-0.3,-224.33,-321.04,"No",9.64,1674.92,148.65,1010836.4,23.72,13.83
-100862.98,-17.3,-231.33,-323.04,"No",9.64,-748.08,222.47,689642.45,1145.08,13.44
206037.02,-12.3,485.67,-125.04,"No",9.64,-269.08,132.57,41096674.69,143.95,17.53
-57962.98,-2.3,-148.33,-178.04,"No",9.64,-842.08,184.88,8504606.95,79.95,15.96
-72962.98,-22.3,-104.33,-174.04,"No",9.64,1050.92,280.46,8694287.35,657.71,15.98
38037.02,-2.3,-134.33,-168.04,"No",9.64,-653.08,233.99,33227149.09,64.98,17.32
496037.02,-7.3,1765.67,3119.96,"No",-0.36,270.92,174.67,104803992.53,10.86,18.47
-46962.98,-22.3,-130.33,-208.04,"No",9.64,-665.08,157.53,8979191.38,276.95,16.01
-99562.98,27.7,-227.33,-322.04,"No",-40.36,1940.92,77.08,339133.2,657.71,12.73
-98462.98,-22.3,-224.33,-317.04,"No",9.64,167.92,193.56,1064585.2,1522.98,13.88
2037.02,-7.3,36.67,-44.04,"No",-0.36,34.92,134.48,14254592.16,233.69,16.47
-97962.98,17.7,-221.33,-315.04,"No",9.64,-860.08,141.09,846563.55,233.3,13.65
-37962.98,-2.3,20.67,75.96,"No",9.64,-583.08,172.28,11370657.2,365.06,16.25
-32962.98,-12.3,11.67,-1.04,"No",9.64,1992.92,184.86,13125280,48.84,16.39
-100362.98,-17.3,-230.33,-318.04,"No",9.64,-289.08,52.23,188020.7,1779.41,12.14
-102062.98,-22.3,-228.33,-323.04,"No",-57.36,-1016.08,81.07,154026.53,1851.67,11.94
-66962.98,-2.3,-34.33,-181.04,"No",9.64,-297.08,178.31,6597419.75,276.95,15.7
-94062.98,51.7,-225.33,-321.04,"No",9.64,-196.08,167,1653268.4,23.72,14.32
-52962.98,-12.3,-104.33,-234.04,"No",9.64,-1368.08,62.23,3173976.3,532.96,14.97
-51962.98,-12.3,-134.33,-190.04,"No",9.64,-445.08,227.97,11854251.15,583.63,16.29
70037.02,-2.3,365.67,675.96,"No",9.64,935.92,270.87,47131672,20.29,17.67
-76962.98,-22.3,-194.33,-274.04,"No",9.64,816.92,208.04,5617206.46,1791.31,15.54
96038.02,-2.3,615.67,-165.04,"No",9.64,1726.92,278.82,55764481.4,48.84,17.84
-75962.98,-17.3,-164.33,-234.04,"No",-65.36,-591.08,169.9,4757119.5,657.71,15.38
-35962.98,-8.3,-74.33,-144.04,"No",9.64,-59.08,215.71,14668537.01,175.76,16.5
-100462.98,-10.3,-219.33,-312.04,"Yes",9.64,-238.08,237.73,832062,1851.67,13.63
46037.02,105.7,215.67,425.96,"No",4.64,-332.08,762.93,114439581.84,53.72,18.56
-102262.98,-2.3,-230.33,-324.04,"No",9.64,-642.08,103.35,175703.15,1559.83,12.08
-96962.98,-22.3,-224.33,-315.04,"No",9.64,-1110.08,136.52,955645.25,1484.52,13.77
32037.02,-22.3,-84.33,-24.04,"No",9.64,1343.92,236.13,32113069.1,50.32,17.28
-97962.98,105.7,-230.33,-321.04,"No",9.64,-71.08,667.53,4005157.45,23.72,15.2
596037.02,2.7,765.67,1181.96,"No",-10.36,1762.92,139.12,97383801.17,23.72,18.39
-100462.98,-22.3,-224.33,-317.04,"No",9.64,307.92,4.78,16746.8,920.12,9.73
-97962.98,-17.3,-229.33,-322.04,"No",-15.36,54.92,115.7,694220.8,1130.47,13.45
56037.02,-22.3,-34.33,-125.04,"No",8.64,2294.92,189.17,30267650,64.98,17.23
-85962.98,-12.3,-204.33,-279.04,"No",9.64,-160.08,39.96,719320,1807.46,13.49
116037.02,-2.3,265.67,19.96,"No",9.64,-727.08,257.98,56754584.25,452.42,17.85
-100962.98,-2.3,-227.33,-323.04,"No",9.64,1736.92,427.14,1281425.95,48.84,14.06
-98962.98,-22.3,-229.33,-322.04,"No",9.64,175.92,77.07,385372.4,4637.85,12.86
131037.02,105.7,565.67,884.96,"No",9.64,-13.08,278.7,65495211.6,62.96,18
-91712.98,-17.3,-220.33,-311.04,"No",-20.36,-1226.08,38.73,474384.05,1381.42,13.07
-93212.98,-2.3,-184.33,-294.04,"No",9.64,365.92,366.84,3943564.8,1023.61,15.19
-92962.98,-17.3,-174.33,-269.04,"No",9.64,396.92,161.24,1773615.2,1849.18,14.39
94037.02,-4.3,565.67,539.96,"No",9.64,-789.08,144.21,28554117.2,50.32,17.17
-100862.98,-17.3,-232.33,-325.04,"No",9.64,-263.08,119.74,371184.8,1667.76,12.82
-93962.98,-12.3,-194.33,-255.04,"No",9.64,-683.08,279.72,2797216.45,1868.4,14.84
-99962.98,-2.3,-214.33,-321.04,"No",9.64,-964.08,331.33,1325334.85,1522.98,14.1
-15962.98,-2.3,222.67,-29.04,"No",9.64,-1459.08,261.09,22976080.75,158.3,16.95
66037.02,2.7,165.67,138.96,"No",9.64,-808.08,189.73,32253598.31,53.72,17.29
-102462.98,-22.3,-231.33,-326.04,"No",-10.36,226.92,66.28,99417.15,1807.46,11.51
40037.02,105.7,185.67,84.96,"No",-28.36,-631.08,208.67,30048347.6,26.09,17.22
-93712.98,17.7,-219.33,-296.04,"No",9.64,2798.92,144.9,1485260,1197.39,14.21
-101462.98,-12.3,-230.33,-324.04,"No",9.64,-31.08,224.94,562352.35,316.26,13.24
276037.02,-2.3,1665.67,2294.96,"No",9.64,-770.08,195.7,74365570.19,25.32,18.12
696037.02,-2.3,1465.67,1669.96,"No",9.64,-1528.08,103.19,82552187.38,23.72,18.23
-97562.98,-12.3,-229.33,-321.04,"Yes",9.64,-564.08,111.04,710675,1879.46,13.47
-102961.98,-27.3,-232.33,-327.04,"No",-10.36,-352.08,275.73,276003.7,1879.46,12.53
-61462.98,-12.3,-204.33,-293.04,"No",-10.36,-326.08,46.75,1986833.1,249.44,14.5
256037.02,5.7,865.67,779.96,"No",9.64,377.92,72.39,26061339.43,23.72,17.08
-43962.98,-2.3,-79.33,-123.04,"No",9.64,-859.08,218.58,13114951.85,276.95,16.39
-89962.98,-2.3,-217.33,-314.04,"No",9.64,2357.92,131.28,1837924.2,270.64,14.42
496037.02,-7.3,1365.67,2696.96,"Yes",4.64,-540.08,147.21,88323912.51,25.32,18.3
-97062.98,-12.3,-211.33,-294.04,"No",9.64,-723.08,351.51,2425404.07,1197.39,14.7
-86962.98,-17.3,-227.33,-307.04,"No",9.64,-418.08,110.62,1880585,1667.76,14.45
74037.02,-17.3,-84.33,-205.04,"No",-10.36,-126.08,107.05,19054988.2,24.43,16.76
896037.02,-2.3,1865.67,1289.96,"No",-40.36,-284.08,53.08,53083717,19.69,17.79
231037.02,-7.3,665.67,366.96,"No",9.64,-369.08,157.12,52634863.3,48.84,17.78
-59462.98,-22.3,-150.33,-80.04,"No",9.64,-142.08,144.29,6420950.2,158.3,15.68
-73462.98,105.7,-134.33,-250.04,"No",9.64,-802.08,331.58,10113311.47,1879.46,16.13
-3961.98,105.7,-149.33,-132.04,"No",9.64,-1213.08,292.92,29292470.2,234.69,17.19
-51962.98,2.7,-174.33,-263.04,"No",9.64,-211.08,95.75,4978792,336.4,15.42
-39962.98,-12.3,-182.33,-293.04,"Yes",9.64,584.92,117.97,7550394.95,226.83,15.84
131037.02,-17.3,-134.33,-127.04,"No",4.64,426.92,91.02,21389980.15,19.69,16.88
-99462.98,-14.3,-229.33,-318.04,"Yes",9.64,-143.08,218.25,982119.6,1807.46,13.8
-100762.98,105.7,-229.33,-329.04,"No",-70.36,-148.08,38.38,122802.4,1868.4,11.72
-66962.98,-12.3,-204.33,-253.04,"No",9.64,-537.08,26.35,974820,19.69,13.79
-101962.98,-2.3,-229.33,-323.04,"No",-30.36,-385.08,77.73,155452.85,1851.67,11.95
-97662.98,-22.3,-222.33,-316.04,"No",-0.36,-22.08,134.31,846168.4,2140.91,13.65
-98662.98,-17.3,-222.33,-321.04,"No",9.64,414.92,202.22,1071750.4,1807.46,13.88
-83712.98,-22.3,-214.33,-295.04,"No",9.64,-1538.08,119.48,2419422.25,583.63,14.7
-66962.98,17.7,-214.33,-284.04,"No",9.64,-86.08,162.01,5994472.4,308.21,15.61
-97062.98,-12.3,-217.33,-284.04,"No",-50.36,154.92,128.34,885571.22,1130.47,13.69
-98362.98,-6.3,-231.33,-324.04,"No",9.64,1590.92,152.48,853902,48.84,13.66
-98962.98,17.7,-222.33,-308.04,"No",-15.36,-1488.08,137.81,689029.95,1667.76,13.44
-101962.98,-22.3,-226.33,-324.04,"No",9.64,-96.08,141.22,282436.37,1849.18,12.55
10037.02,-2.3,-34.33,81.96,"No",9.64,-1361.08,254.1,28967801.1,77.11,17.18
-101562.98,-24.3,-230.33,-324.04,"No",9.64,173.92,113.79,273101.85,1667.76,12.52
82037.02,-17.3,-34.33,-123.04,"No",9.64,1698.92,126.36,23502830.4,50.32,16.97
-77962.98,-17.3,-214.33,-284.04,"No",9.64,-826.08,192.76,5011722.8,48.84,15.43
101037.02,-22.3,260.67,232.96,"No",-15.36,-1470.08,93.71,19211010,48.84,16.77
126037.02,2.7,235.67,1178.96,"No",9.64,-152.08,179.97,41391973.11,15.24,17.54
-28962.98,3.7,5.67,-0.04,"No",9.64,14.92,204.37,15327418.4,48.84,16.55
-89212.98,105.7,-221.33,-311.04,"No",-30.36,322.92,111.08,1638393.05,583.35,14.31
-94962.98,12.7,-222.33,-319.04,"No",-0.36,-204.08,140.23,1262097.2,1655.24,14.05
-71462.98,105.7,-217.33,-320.04,"No",9.64,-117.08,69.9,2271654,482.29,14.64
-92212.98,9.7,-219.33,-281.04,"Yes",9.64,-849.08,198.73,2335083.1,1834.97,14.66
116037.02,-2.3,165.67,144.96,"No",9.64,-869.08,116.81,25697441.77,52.15,17.06
-100912.98,-12.3,-229.33,-321.04,"No",9.64,384.92,95.53,291376.4,788,12.58
-89962.98,7.7,-209.33,-283.04,"No",9.64,585.92,104.77,1466792.25,1155.43,14.2
-59962.98,22.7,-127.33,-244.04,"No",9.64,228.92,240.55,10584022.75,639.72,16.17
-67462.98,-12.3,-116.33,-135.04,"No",9.64,257.92,175.78,6416015.2,190.59,15.67
-99962.98,-22.3,-226.33,-322.04,"No",9.64,-117.08,218.31,873236,1807.46,13.68
266037.02,3.7,492.67,1032.96,"No",9.64,2023.92,246.59,91239469.91,23.72,18.33
-97262.98,-22.3,-222.33,-304.04,"No",-10.36,-769.08,198.06,1326992.45,751.73,14.1
-90462.98,105.7,-184.33,-240.04,"No",9.64,-949.08,1115.67,15061500.23,55.97,16.53
-101262.98,-9.3,-232.33,-319.04,"Yes",9.64,-166.08,104.97,283427.2,1807.46,12.55
221037.02,-2.3,365.67,381.96,"No",-10.36,-753.08,147.23,47851066.3,25.32,17.68
-102762.98,56.7,-231.33,-326.04,"No",9.64,2505.92,373.74,448484.4,23.72,13.01
-89962.98,-17.3,-219.33,-316.04,"Yes",9.64,95.92,153.2,2144809.8,918.03,14.58
-100962.98,-22.3,-226.33,-321.04,"Yes",-24.36,747.92,312.35,937038.9,1807.46,13.75
-101262.98,-12.3,-221.33,-314.04,"Yes",9.64,-1540.08,158.73,428573.6,1461.86,12.97
-101462.98,-22.3,-232.33,-323.04,"No",-10.36,1747.92,538.11,1345271.2,1879.46,14.11
-71962.98,-2.3,-129.33,-204.04,"No",9.64,-647.08,161.3,5161566.39,276.95,15.46
-5962.98,-12.3,-84.33,-130.04,"No",9.64,-164.08,279.88,27428396.2,170.03,17.13
-35962.98,-16.3,-84.33,-181.04,"No",9.64,-760.08,139.82,9507608.78,1851.67,16.07
-58962.98,-12.3,-134.33,-202.04,"No",-10.36,-942.08,193.03,8686486.55,545.86,15.98
-95962.98,-22.3,-211.33,-306.04,"Yes",-20.36,-708.08,87.36,698848.15,1791.31,13.46
-102712.98,7.7,-233.33,-326.04,"No",-55.36,-322.08,913.81,1142267.35,639.72,13.95
-72962.98,21.7,-169.33,-246.04,"No",9.64,-228.08,70.84,2195903.85,657.71,14.6
-78962.98,105.7,-144.33,-194.04,"No",9.64,858.92,454.19,11354649.95,657.71,16.25
28037.02,-12.3,115.67,0.96,"No",9.64,-651.08,182.92,24145885.75,50.32,17
-100862.98,-22.3,-231.33,-325.04,"No",-40.36,696.92,140.7,436179.8,1868.4,12.99
-95762.98,-17.3,-226.33,-318.04,"No",9.64,1486.92,45.93,376602.8,1197.39,12.84
12037.02,-22.3,65.67,-99.04,"No",9.64,1676.92,169.46,19657844.85,90.62,16.79
-45962.98,-17.3,-19.33,-114.04,"No",9.64,-1016.08,102.25,5930434.8,126.65,15.6
-97362.98,7.7,-194.33,-283.04,"No",9.64,444.92,607.58,4010047.3,1667.76,15.2
-5962.98,12.7,88.67,62.96,"No",-5.36,-820.08,129.07,12648864.2,55.97,16.35
-98862.98,-14.3,-230.33,-325.04,"No",9.64,-461.08,63.2,322295.05,1851.67,12.68
-98962.98,-22.3,-214.33,-320.04,"Yes",9.64,385.92,275.48,1377418,1868.4,14.14
-93462.98,105.7,-224.33,-300.04,"No",9.64,-1170.08,288.91,3033519.65,484.85,14.93
-97662.98,-22.3,-233.33,-327.04,"No",9.64,523.92,77.62,489011.6,48.84,13.1
-87212.98,7.7,-162.33,-260.04,"No",9.64,-695.08,132.29,2215846.5,1162.26,14.61
-101362.98,-22.3,-226.33,-311.04,"No",-15.36,-1125.08,101.09,262827.22,3231.29,12.48
-101062.98,-17.3,-232.33,-324.04,"No",9.64,-796.08,58.7,170234.4,1729.17,12.04
-99912.98,-22.3,-223.33,-302.04,"Yes",9.64,-1183.08,236.63,958342,1484.52,13.77
-99112.98,-2.3,-228.33,-325.04,"Yes",9.64,-700.08,128.73,624363.25,1667.76,13.34
-50962.98,-2.3,15.67,-49.04,"No",9.64,-361.08,197.19,10451142.8,158.3,16.16
-54962.98,-17.3,-150.33,-231.04,"No",9.64,-163.08,248.42,12172361.03,356.2,16.31
96037.02,-12.3,-34.33,119.96,"No",-5.36,-240.08,331.93,66385967.94,50.32,18.01
346037.02,12.7,765.67,1489.96,"No",9.64,257.92,236.14,106261234.8,28.66,18.48
-47962.98,17.7,115.67,28.96,"No",-30.36,-718.08,181.28,10151485.05,48.84,16.13
-28962.98,-17.3,-109.33,-153.04,"No",9.64,-54.08,154.78,11608606.8,44.15,16.27
-101962.98,-27.3,-233.33,-327.04,"No",9.64,-359.08,4.74,9486.4,1117.74,9.16
-83212.98,-22.3,-187.33,-272.04,"No",9.64,-639.08,127.91,2654062.95,1155.43,14.79
121037.02,-12.3,965.67,1074.96,"No",9.64,-622.08,172.11,38725264.55,19.69,17.47
-59962.98,2.7,-84.33,-272.04,"No",-20.36,2981.92,141.48,6225079,249.44,15.64
-98562.98,-22.3,-229.33,-324.04,"No",-5.36,-567.08,56.34,304228.05,1879.46,12.63
-99462.98,-17.3,-226.33,-317.04,"No",9.64,1486.92,362.1,1629462.8,1879.46,14.3
396038.02,-17.3,417.67,626.96,"No",7.64,-575.08,139.82,69911284.93,48.84,18.06
-100462.98,0.7,-229.33,-326.04,"No",9.64,2465.92,281.28,984472.65,75.27,13.8
-102062.98,-6.3,-232.33,-325.04,"No",-40.36,-1089.08,181.12,344123.92,316.08,12.75
-101112.98,-22.3,-230.33,-320.04,"Yes",9.64,585.92,131.16,373818.2,1451.62,12.83
-51962.98,-2.3,-130.33,-48.04,"No",7.64,-589.08,174.19,9057899.9,315.52,16.02
296037.02,3.7,764.67,-145.04,"No",-30.36,1688.92,78.67,31466269.21,23.72,17.26
-71462.98,9.7,-134.33,-262.04,"No",-40.36,-700.08,155.91,5066968.2,55.97,15.44
-38962.98,-22.3,15.67,23.96,"No",9.64,-193.08,178.23,11585219.32,212.43,16.27
-101362.98,-27.3,-231.33,-325.04,"No",9.64,2139.92,171.48,445846.8,1879.46,13.01
-100962.98,-22.3,-224.33,-321.04,"No",-15.36,-797.08,108.36,325071.6,583.35,12.69
-92962.98,-2.3,-212.33,-298.04,"No",9.64,-140.08,154.21,1696318.4,1023.61,14.34
-101762.98,-22.3,-229.33,-324.04,"No",9.64,-106.08,134.9,296783.2,1807.46,12.6
-83962.98,-2.3,-184.33,-257.04,"No",9.64,898.92,261.58,5231629.2,1162.26,15.47
-74962.98,-25.3,-198.33,-199.04,"No",9.64,-203.08,177.4,5144471.85,632.52,15.45
-87962.98,-17.3,-179.33,-245.04,"No",9.64,-1121.08,349.24,5587831.9,356.2,15.54
-75962.98,-14.3,-34.33,-158.04,"No",9.64,130.92,177.49,4969799.63,19.69,15.42
161037.02,-22.3,215.67,450.96,"No",9.64,-53.08,205.23,54387082.65,52.15,17.81
-99262.98,-5.3,-225.33,-319.04,"No",9.64,1815.92,299.15,1406022.8,23.72,14.16
-43962.98,-22.3,11.67,59.96,"No",9.64,-699.08,366,21960173.2,48.84,16.9
-73962.98,-2.3,-174.33,-251.04,"No",4.64,-898.08,237.26,7117832.05,647.99,15.78
596037.02,-2.3,1015.67,2119.96,"No",9.64,105.92,212.99,149091087.06,23.72,18.82
196037.02,-2.3,183.67,341.96,"No",9.64,-280.08,95.55,28664036.88,48.84,17.17
496037.02,2.7,690.67,919.96,"No",9.64,2933.92,210.98,126587071.67,23.72,18.66
26037.02,-7.3,165.67,199.96,"No",9.64,-386.08,208.18,27063375.2,53.72,17.11
-37962.98,105.7,193.67,49.96,"No",9.64,-1485.08,266.25,17572462.6,249.44,16.68
-101462.98,-7.3,-231.33,-328.04,"No",9.64,404.92,104.2,260498,23.72,12.47
-73962.98,105.7,-134.33,-210.04,"No",9.64,1568.92,84.08,2522265.2,281.11,14.74
22037.02,105.7,133.67,147.96,"No",9.64,-598.08,182.09,22943104.45,26.09,16.95
56037.02,-12.3,9.67,45.96,"No",9.64,184.92,110.52,17683387.34,148.3,16.69
52037.02,105.7,40.67,-30.04,"No",-15.36,-512.08,106.37,16594051.09,53.72,16.62
-98962.98,-22.3,-231.33,-327.04,"No",-24.36,90.92,39.04,195210.05,1807.46,12.18
-88212.98,-22.3,-229.33,-316.04,"No",-15.36,-716.08,87.19,1373320.55,1130.47,14.13
-99962.98,-24.3,-231.33,-322.04,"Yes",9.64,127.92,175.01,700029.4,1807.46,13.46
-98062.98,-2.3,-229.33,-321.04,"No",-25.36,-928.08,158.67,936152.7,1791.31,13.75
-98662.98,-8.3,-213.33,-301.04,"Yes",-24.36,-624.08,317.48,1682630.95,964.6,14.34
96038.02,105.7,115.67,229.96,"No",9.64,106.92,163.74,32749036.23,48.84,17.3
-85712.98,-22.3,-206.33,-300.04,"No",9.64,-55.08,114.17,2083611.6,1155.43,14.55
206037.02,-12.3,115.67,222.96,"No",-15.36,-141.08,111.04,34421934.63,25.32,17.35
186037.02,-12.3,165.67,119.96,"No",9.64,-1340.08,142.46,41312764.01,51.11,17.54
-99412.98,-2.3,-231.33,-324.04,"No",-57.36,-949.08,137.56,625917.6,1559.83,13.35
316037.02,-17.3,1284.67,946.96,"No",-0.36,-494.08,145.66,61178134.53,52.15,17.93
-92962.98,-17.3,-184.33,-266.04,"No",-10.36,-249.08,190.87,2099529.25,1130.47,14.56
696037.02,105.7,1765.67,1272.96,"No",-0.36,-504.08,61.94,49548918.49,25.32,17.72
28037.02,-17.3,-104.33,-180.04,"No",-46.36,2990.92,101.55,13404962.2,50.32,16.41
-89962.98,-12.3,-214.33,-309.04,"No",-50.36,5.92,76.71,1073996,1807.46,13.89
-97662.98,105.7,-221.33,-316.04,"No",9.64,424.92,372.15,2344529.6,48.84,14.67
-99362.98,-17.3,-222.33,-317.04,"No",9.64,2142.92,179.56,825966.4,1162.26,13.62
116037.02,-2.3,119.67,209.96,"No",4.64,-666.08,167.89,36936328.8,48.84,17.42
-100512.98,-22.3,-226.33,-314.04,"No",9.64,304.92,104.46,360396.05,1807.46,12.79
-97262.98,-2.3,-207.33,-294.04,"No",-5.36,395.92,145.93,977723.6,1828.05,13.79
-102662.98,-14.3,-231.33,-328.04,"Yes",9.64,3427.92,263.41,342428.8,1197.39,12.74
-98762.98,-22.3,-217.33,-310.04,"No",9.64,-324.08,421.61,2192390.9,1522.98,14.6
-8962.98,-12.3,-184.33,-260.04,"No",9.64,-497.08,56.95,5410300,79.35,15.5
28037.02,-7.3,365.67,261.96,"No",9.64,1543.92,186.48,24615230.43,183.79,17.02
80037.02,3.7,465.67,669.96,"No",9.64,-224.08,242.81,44677644.11,53.72,17.61
396037.02,-2.3,765.67,922.96,"No",9.64,-296.08,216.94,108468897.6,25.32,18.5
-99762.98,-22.3,-231.33,-319.04,"No",-10.36,173.92,137.09,575796.55,23.72,13.26
196037.02,-12.3,65.67,49.96,"No",-0.36,-1150.08,83.65,25096207.13,23.25,17.04
-79962.98,-4.3,-220.33,-300.04,"Yes",9.64,2086.92,124.77,2994590.9,281.11,14.91
206037.02,-22.3,190.67,256.96,"No",-30.36,-213.08,203.61,63120563,25.32,17.96
-102462.98,-2.3,-230.33,-325.04,"No",-40.36,-600.08,112.26,168392.7,1155.43,12.03
-101212.98,-21.3,-224.33,-313.04,"Yes",9.64,-218.08,328.31,902854.4,1522.98,13.71
196037.02,-12.3,415.67,669.96,"No",9.64,-395.08,141.53,42459917.85,25.32,17.56
-101962.98,-1.3,-228.33,-323.04,"No",9.64,1220.92,455.16,910324.8,23.72,13.72
-70462.98,17.7,-34.33,-155.04,"No",9.64,510.92,114.02,3819824.4,583.63,15.16
-59962.98,-12.3,-79.33,-266.04,"No",-15.36,-506.08,171.59,7550137,48.84,15.84
-83962.98,-2.3,-169.33,-263.04,"Yes",4.64,971.92,254.95,5098917.6,281.11,15.44
-102762.98,-12.3,-230.33,-327.04,"No",9.64,-1062.08,156.28,187537.14,1451.62,12.14
-99962.98,-27.3,-232.33,-322.04,"No",9.64,835.92,95.72,382880.75,1879.46,12.86
226037.02,7.7,69.67,-28.04,"No",9.64,-619.08,504.13,166362462.56,25.32,18.93
28037.02,-2.3,315.67,82.96,"No",9.64,385.92,79.38,10478731.2,148.3,16.16
-51962.98,-12.3,-19.33,-70.04,"No",4.64,-563.08,229.58,11938309.6,545.86,16.3
-100962.98,-17.3,-231.33,-327.04,"No",-10.36,-349.08,38.76,116270,1387.08,11.66
-101962.98,7.7,-230.33,-320.04,"No",9.64,-753.08,282.81,565614,1879.46,13.25
-95062.98,-18.3,-203.33,-287.04,"No",9.64,-2.08,154.78,1377532.1,1098.79,14.14
-93962.98,81.7,-214.33,-295.04,"No",9.64,407.92,508.92,5089184.8,1130.47,15.44
696037.02,5.7,2265.67,4739.96,"No",-15.36,457.92,193.27,154619970.46,16.67,18.86
-101762.98,-2.3,-233.33,-326.04,"No",9.64,-853.08,71.5,157291.05,1868.4,11.97
-100762.98,-17.3,-230.33,-324.04,"Yes",-40.36,-1176.08,111.69,357409.85,1274.26,12.79
161037.02,-12.3,190.67,1039.96,"No",9.64,401.92,157.48,41731328.8,74.84,17.55
-101462.98,7.7,-226.33,-313.04,"No",9.64,-323.08,86.08,215194,23.25,12.28
361037.02,-3.3,136.67,84.96,"No",-0.36,-421.08,110.82,51530918.31,15.95,17.76
-3962.98,-22.3,-204.33,-284.04,"No",-40.36,-423.08,65.14,6513693.91,787.08,15.69
-100162.98,-17.3,-226.33,-318.04,"No",9.64,-469.08,95.38,362437.25,1851.67,12.8
-86212.98,14.7,-162.33,-278.04,"No",9.64,156.92,201.94,3584410.2,1023.61,15.09
496037.02,-2.3,1765.67,3093.96,"No",9.64,-447.08,150.29,90172430.55,25.32,18.32
181037.02,-17.3,689.67,3209.96,"No",9.64,-1415.08,133.09,37931573.45,23.72,17.45
696037.02,-7.3,215.67,128.96,"No",-5.36,454.92,126.02,100815667.57,6.62,18.43
171037.02,5.7,665.67,769.96,"No",9.64,977.92,261.67,71959536.07,48.84,18.09
-7962.98,-2.3,50.67,789.96,"No",9.64,-496.08,359.19,34481809.25,177.34,17.36
-18962.98,-22.3,-74.33,-21.04,"No",9.64,384.92,139.91,11892297.55,316.08,16.29
-100762.98,-17.3,-230.33,-324.04,"No",-0.36,74.92,111.05,355345.2,1069.33,12.78
266037.02,-22.3,265.67,343.96,"No",-10.36,-572.08,75.11,27791875.02,52.15,17.14
296037.02,7.7,765.67,5294.96,"No",-0.36,-394.08,91.5,36601652.9,52.15,17.42
196037.02,105.7,1265.67,2104.96,"No",-15.36,-338.08,101.12,30335352.6,52.15,17.23
-86462.98,-24.3,-164.33,-253.04,"No",9.64,-312.08,409.5,7166166.35,1117.74,15.78
-62962.98,-22.3,-184.33,-323.04,"No",-10.36,-243.08,74.73,3064083.75,440.05,14.94
-101262.98,-27.3,-231.33,-323.04,"No",9.64,-281.08,144.74,390797.05,2249.14,12.88
-88712.98,105.7,-231.33,-327.04,"No",-80.36,-353.08,27.31,416488.8,1031.35,12.94
276037.02,34.7,965.67,2679.96,"No",8.64,-998.08,139.93,53171519.01,19.69,17.79
-99812.98,-17.3,-227.33,-321.04,"No",9.64,-669.08,88.21,366058.7,21.56,12.81
-23962.98,-12.3,-228.33,-310.04,"No",-30.36,-1528.08,74.07,5925824.1,157.11,15.59
-100662.98,-14.3,-230.33,-322.04,"Yes",-15.36,-726.08,482.46,1592125.5,1879.46,14.28
-62462.98,9.7,-194.33,-256.04,"No",-47.36,-1534.08,65.69,2726110.1,249.44,14.82
-54462.98,10.7,-34.33,324.96,"No",4.64,-701.08,293.03,14505134.35,42.76,16.49
