"y"
187.32
257.53
131.16
229.62
237.86
314.87
269.44
162.31
129.29
215.84
80.86
149.25
63.11
87.92
36.71
1044.59
271.54
188.45
131.77
230.81
145.91
404.03
48.7
20.32
144.51
19.28
553.35
187.62
512.96
135.28
33.12
257.33
284.04
286.99
123.91
367.81
179.49
163.74
128.2
113.69
54.02
156.66
106.77
250.12
258.74
85.82
65.04
118.87
327.71
109.11
124.84
235.51
213.83
163.5
184.85
47.38
207.87
197.64
517.79
142.9
86.64
282.29
130.18
297.95
92.72
189.11
446.73
217.96
386.65
211.14
65.96
70.86
159.49
140.01
169.85
49.63
82.7
320.36
128.59
52.72
240.06
103.79
27.31
175.33
155.6
143.09
75.28
99.89
92.91
81.93
137.81
64.91
164.39
85.67
196.34
160.14
172.3
89.69
141.98
138.5
219.91
24.92
149.73
234.23
252.06
88.51
39.02
41.56
101.81
297.71
204.32
188.3
245.14
238.51
231.1
96.35
119.45
180.48
173.11
92.77
69.82
177.07
254.12
105.57
79.34
205.38
200.4
38.73
106.03
140.62
91.62
244.92
192.79
181.98
63.5
124.05
268.89
105.21
110.04
195.27
135.01
191.16
182.37
132.24
339.22
321.04
209.91
282.58
119.43
177.94
147.07
115.17
192.9
106.99
243.15
197.08
273.55
80.27
201.27
132.23
158.3
176.91
172.48
564.65
307.99
116.42
74.98
205.99
126.08
80.11
211.18
75.2
113.28
127.52
50.02
253.21
273.9
55.97
123.28
28.15
47.65
286.76
65.84
137.75
252.73
142.41
118.97
73.11
94.2
39.39
128.31
153.49
69.42
165.02
232.9
196.14
207.81
210.89
77.09
153.6
56.17
137.32
66.13
393.4
24.9
148.43
183.18
112.9
400.63
236.41
51.65
159.59
128.39
99.34
85.86
358.4
153.69
122.67
124.45
43.92
271.99
66.35
249.79
103.9
243.74
291.94
156.77
290.95
357.32
184.6
138.17
75.33
73.79
426.05
122.73
405.05
128.26
128.68
279.73
247.43
144.65
211.29
105.53
98.49
238.98
187.13
206.56
327.99
68.58
57.2
121.33
148.07
131.13
163.88
168.42
53.35
250.82
167.95
148.05
102.29
141.69
63.96
168.95
88.61
228.08
372.62
300.77
136.7
124.67
250.79
87.95
69.7
79.19
138.63
133.93
123.43
87.34
203.75
351.4
165.61
122.43
96.32
291.05
131.01
139.8
166.49
84.7
241.1
181.15
285.73
138.83
23.07
227.67
128.21
137.78
239.25
92.23
187.76
209.71
148.65
222.47
132.57
184.88
280.46
233.99
174.67
157.53
77.08
193.56
134.48
141.09
172.28
184.86
52.23
81.07
178.31
167
62.23
227.97
270.87
208.04
278.82
169.9
215.71
237.73
762.93
103.35
136.52
236.13
667.53
139.12
4.78
115.7
189.17
39.96
257.98
427.14
77.07
278.7
38.73
366.84
161.24
144.21
119.74
279.72
331.33
261.09
189.73
66.28
208.67
144.9
224.94
195.7
103.19
111.04
275.73
46.75
72.39
218.58
131.28
147.21
351.51
110.62
107.05
53.08
157.12
144.29
331.58
292.92
95.75
117.97
91.02
218.25
38.38
26.35
77.73
134.31
202.22
119.48
162.01
128.34
152.48
137.81
141.22
254.1
113.79
126.36
192.76
93.71
179.97
204.37
111.08
140.23
69.9
198.73
116.81
95.53
104.77
240.55
175.78
218.31
246.59
198.06
1115.67
104.97
147.23
373.74
153.2
312.35
158.73
538.11
161.3
279.88
139.82
193.03
87.36
913.81
70.84
454.19
182.92
140.7
45.93
169.46
102.25
607.58
129.07
63.2
275.48
288.91
77.62
132.29
101.09
58.7
236.63
128.73
197.19
248.42
331.93
236.14
181.28
154.78
4.74
127.91
172.11
141.48
56.34
362.1
139.82
281.28
181.12
131.16
174.19
78.67
155.91
178.23
171.48
108.36
154.21
134.9
261.58
177.4
349.24
177.49
205.23
299.15
366
237.26
212.99
95.55
210.98
208.18
266.25
104.2
84.08
182.09
110.52
106.37
39.04
87.19
175.01
158.67
317.48
163.74
114.17
111.04
142.46
137.56
145.66
190.87
61.94
101.55
76.71
372.15
179.56
167.89
104.46
145.93
263.41
421.61
56.95
186.48
242.81
216.94
137.09
83.65
124.77
203.61
112.26
328.31
141.53
455.16
114.02
171.59
254.95
156.28
95.72
504.13
79.38
229.58
38.76
282.81
154.78
508.92
193.27
71.5
111.69
157.48
86.08
110.82
65.14
95.38
201.94
150.29
133.09
126.02
261.67
359.19
139.91
111.05
75.11
91.5
101.12
409.5
74.73
144.74
27.31
139.93
88.21
74.07
482.46
65.69
293.03
50.83
277.2
148.63
386.21
174.2
327.99
154.6
279.78
54.11
126.43
194.85
308.27
252.44
41.31
147.57
328.88
262.92
50.2
234.38
142.76
152.1
87.96
70.52
136.74
452.37
179.52
262.48
200.16
37.78
53.29
99.26
254.43
194.19
113.81
156.59
109.93
112.39
40.4
188.35
138.38
54.35
263.89
201.21
353.78
173.83
173.44
198.77
95.48
372.13
53.77
68.9
48.12
135.72
86.67
265.45
211.31
108.57
77.57
136.71
31.08
88.84
150.11
35.83
669.75
99.98
124.12
209.02
208.3
61.81
90.6
146.45
84.43
71.6
77.29
103.11
99.51
226.87
347.83
336.76
184.88
160.92
152.24
699.46
504.92
261.66
131.16
261.15
122.51
171.24
39.24
95.33
65.99
241.91
522.96
84.18
96.04
514.31
92.85
110.63
110.97
349.14
199.3
264.34
89.99
126.66
161.67
177.33
95.77
123.13
