"parcelId","BuildingType","PrimaryPropertyType","LargestPropertyUseType","YearBuilt","NumberofBuildings","NumberofFloors","SourceEUI","PropertyGFATotal","ENERGYSTARScore","SiteEnergyUse","Building Quality","Construction Class","Elevators","Heating System","Shape","Sprinklers"
"0351000000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",2005,1,3,77,47658,"53",1167967.125,"GOOD","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Very Irreg","Yes"
"0354000254","NonResidential","Low-Rise Multifamily","Multifamily Housing",2000,1,3,63.09999847,93079,"32",1997181.5,"GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg",NA
"0369000780","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1962,1,3,90.80000305,24059,"65",695955.8125,"AVERAGE","WOOD FRAME","No","ELECTRIC WALL","Very Irreg","No"
"0425049010","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1988,1,4,90.40000153,76285,"68",1742351.25,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","No"
"0425049013","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1990,1,3,90.69999695,46873,"90",864004.625,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0425049047","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1965,5,2,49.5,62900,"100",1552051.25,"AVERAGE/GOOD","WOOD FRAME","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"0425049065","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1998,1,3,92.30000305,27160,NA,681354.1875,"AVERAGE","WOOD FRAME",NA,"ELECTRIC","Very Irreg",NA
"0451900000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2000,1,6,57.20000076,152693,"100",4934559,"GOOD","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Long Rect or Irreg","Yes"
"0455000730","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1959,1,2,80.09999847,26211,"68",1422814.375,"AVERAGE/GOOD","WOOD FRAME","No","HOT WATER","Rect or Slight Irreg","No"
"0001800021","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1914,1,2,184.8000031,28260,NA,2213115.5,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"0002400002","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1910,1,11,107.0999985,321945,"31",6856153.5,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0050400000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2003,1,6,71.90000153,86955,"90",2822377.25,"GOOD","WOOD FRAME",NA,"ELECTRIC","Rect or Slight Irreg",NA
"0053000005","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",2003,1,11,101.5999985,286408,"78",6310254,"GOOD","WOOD FRAME","Yes","ELECTRIC","Very Irreg","Yes"
"0054500000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1992,1,4,89.40000153,21888,NA,777682,NA,NA,NA,NA,NA,NA
"0086000000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2002,1,7,89.19999695,66849,NA,1898210.25,"GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Long Rect or Irreg","Yes"
"0120600000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1926,1,4,84.59999847,30240,"68",679294.875,NA,NA,NA,NA,NA,NA
"0125000000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1991,1,5,126,59440,"51",2503690,NA,NA,NA,NA,NA,NA
"0135500000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1989,1,4,66,45878,"27",964498.8125,NA,NA,NA,NA,NA,NA
"0139100000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1995,1,5,71,37824,"88",1112533.875,NA,NA,NA,NA,NA,NA
"0139500000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1976,1,4,63.70000076,38765,"92",1339220.625,NA,NA,NA,NA,NA,NA
"0300100000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",2002,1,4,93,26815,NA,861007.8125,"AVERAGE","WOOD FRAME",NA,"FORCED AIR UNIT","Long Rect or Irreg",NA
"0321500000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2007,1,5,59,22529,NA,668915.8125,NA,NA,NA,NA,NA,NA
"0322800000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1991,1,8,124.8000031,148474,"64",3936546.75,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC","Very Irreg",NA
"0324000505","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1990,1,3,85.09999847,32235,"72",596155.625,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0324500000","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",2004,1,13,90.80000305,120405,NA,3366510,"AVERAGE","REINFORCED CONCRETE",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg",NA
"0347000000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1988,1,4,83.30000305,23976,"80",635951.8125,NA,NA,NA,NA,NA,NA
"0464700000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2004,1,6,88.30000305,169149,"84",4606967.5,"GOOD","WOOD FRAME","Yes","FORCED AIR UNIT","Long Rect or Irreg","Yes"
"0466000000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1992,1,5,76.30000305,25368,"72",770082.125,NA,NA,NA,NA,NA,NA
"0660001970","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1928,1,14,140.8000031,50141,"82",3077371,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","No"
"0660002340","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1993,1,6,83.40000153,140049,NA,3986982.75,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0660002545","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1925,1,5,68.59999847,58954,"85",2569106.5,"AVERAGE","MASONRY","Yes","HOT WATER","Long Rect or Irreg","Yes"
"0660002565","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1916,1,5,66.40000153,37992,"98",1128311.125,"AVERAGE","MASONRY","Yes","HOT WATER","Long Rect or Irreg","No"
"0662400000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2003,1,5,58.59999847,62876,NA,967432.8125,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0662430000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",2006,1,4,81.59999847,40562,NA,1256575.875,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Approx Square","Yes"
"0676000010","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1910,1,5,62.5,40489,"98",1603017.5,"AVERAGE/GOOD","MASONRY","No","HOT WATER","Rect or Slight Irreg","No"
"0676000070","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1925,1,3,96.40000153,34800,"55",874707,"AVERAGE","MASONRY","No","ELECTRIC WALL","Rect or Slight Irreg","No"
"0676000100","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1928,1,3,72.90000153,28058,NA,753721.125,"AVERAGE","WOOD FRAME","No","HOT WATER","Rect or Slight Irreg","No"
"0687800000","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",2003,1,13,85.19999695,106066,"61",4988493.5,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"0694000080","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1925,1,9,157.8000031,86560,"53",3229864.5,"AVERAGE","REINFORCED CONCRETE","Yes","ELECTRIC WALL","Rect or Slight Irreg","No"
"0694000115","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1978,1,13,166.6999969,91600,"18",4206839.5,"AVERAGE","REINFORCED CONCRETE","No","WARMED AND COOLED AIR","Long Rect or Irreg","Yes"
"0694000130","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2001,1,6,117.5,142063,"74",2807792.75,"GOOD","WOOD FRAME","Yes","ELECTRIC","Very Irreg","Yes"
"0695000005","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1992,1,8,90.09999847,188717,"85",4192895,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg","Yes"
"0695000080","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1924,1,3,85.09999847,33400,"82",1713381.75,"AVERAGE","MASONRY","No","HOT WATER","Rect or Slight Irreg","No"
"0512400000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1994,1,7,49.09999847,88144,"33",2306723.5,"GOOD","REINFORCED CONCRETE","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0520000000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",2000,1,3,66.90000153,37619,"62",1119640.25,"GOOD","WOOD FRAME","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"0544900000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1993,1,3,56,24178,"81",775728.8125,NA,NA,NA,NA,NA,NA
"0570000295","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1918,1,3,98.69999695,107518,"81",4086293,"AVERAGE/GOOD","WOOD FRAME","No","HOT WATER","Rect or Slight Irreg","No"
"0586100000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1997,1,6,70.09999847,30720,NA,846389.3125,NA,NA,NA,NA,NA,NA
"0586400000","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1982,1,24,50.40000153,167941,"100",2407904.5,"GOOD","REINFORCED CONCRETE","Yes","ELECTRIC","Long Rect or Irreg","Yes"
"0587130000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1986,1,4,66,38970,"85",818836.125,NA,NA,NA,NA,NA,NA
"0587530000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1989,1,5,73,24648,"90",572692.625,NA,NA,NA,NA,NA,NA
"0591900000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1988,1,4,94.40000153,34270,"52",635697.3125,NA,NA,NA,NA,NA,NA
"0592800000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1984,1,4,58.40000153,20837,NA,387226,NA,NA,NA,NA,NA,NA
"0643250000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1986,1,4,77.69999695,24864,"37",614985,NA,NA,NA,NA,NA,NA
"0653000130","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1990,1,5,81,39050,"95",1007356.313,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Long Rect or Irreg","Yes"
"0653000480","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",2001,1,16,84,590869,"93",14856602,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Very Irreg","Yes"
"0653000520","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2001,1,7,80.90000153,145275,"57",2653900,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC","Very Irreg","Yes"
"0654000085","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1903,1,3,174.1999969,26640,"3",2173356.25,"LOW/AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"0654000105","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2009,1,7,165.3999939,40329,NA,3696784.75,"AVERAGE","WOOD FRAME","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0654000145","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1987,1,4,70.59999847,34880,"90",922153.6875,"AVERAGE","WOOD FRAME","No","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0654000280","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1902,1,4,61.09999847,56776,"99",1583110.25,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg","Yes"
"0654000285","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1990,1,6,104.5999985,112676,"84",3073937.5,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Long Rect or Irreg","Yes"
"0156000000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1973,1,4,120.3000031,26880,"13",1195994.125,NA,NA,NA,NA,NA,NA
"0162200000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1987,1,4,69,23098,"89",507603.3125,NA,NA,NA,NA,NA,NA
"0164000035","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1993,1,5,83.5,214388,"96",4555219.5,"GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","No"
"0164000222","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1990,1,4,74.30000305,43228,"100",1022957.688,"GOOD","WOOD FRAME","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0193250000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1967,1,5,80.69999695,23231,"93",566665.1875,NA,NA,NA,NA,NA,NA
"0195500000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1999,1,6,49.59999847,208125,NA,3273645.5,"GOOD","WOOD FRAME","Yes","COMPLETE HVAC","Very Irreg","Yes"
"0200050000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1923,1,6,98,39251,"83",1082076,"AVERAGE","MASONRY","Yes","(unknown)","Rect or Slight Irreg",NA
"0200060000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1992,1,5,106.9000015,44715,"79",1809586.75,"AVERAGE","WOOD FRAME","Yes","(unknown)","Rect or Slight Irreg",NA
"0208600000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1990,1,5,69.80000305,21715,NA,528411.875,NA,NA,NA,NA,NA,NA
"0209000075","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1916,1,3,56.40000153,56652,"98",1638562.75,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","No"
"0222500000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1996,1,5,97.80000305,20798,"53",647792.875,NA,NA,NA,NA,NA,NA
"0242200000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1965,1,3,89.5,20296,"67",556700.6875,"AVERAGE","WOOD FRAME","No","ELECTRIC","Long Rect or Irreg",NA
"0253210000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1988,1,4,106.9000015,31537,"63",832986.875,NA,NA,NA,NA,NA,NA
"0255600000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1980,1,5,108.0999985,48744,"32",1678495.25,NA,NA,NA,NA,NA,NA
"0290050000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2010,1,5,75.59999847,23931,NA,635516.375,"GOOD","REINFORCED CONCRETE",NA,"HEAT PUMP","Long Rect or Irreg","Yes"
"0290900000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1999,1,4,74.69999695,39966,NA,871355.5,"AVERAGE","STRUCTURAL STEEL",NA,"FORCED AIR UNIT","Rect or Slight Irreg",NA
"0294200000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1999,1,7,109.4000015,72763,NA,2821489.25,"AVERAGE/GOOD","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg",NA
"0299400000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1980,1,4,74.09999847,59600,"48",1406648.125,NA,NA,NA,NA,NA,NA
"0299900000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1978,1,4,67.09999847,40948,"85",687953.6875,"AVERAGE/GOOD","WOOD FRAME","No","ELECTRIC","Very Irreg",NA
"0660001855","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1925,1,3,91.5,21712,"93",1224685.125,"AVERAGE","MASONRY","No","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0660001875","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1908,1,5,91.09999847,53232,NA,1759518.5,"AVERAGE","MASONRY",NA,"FORCED AIR UNIT","Rect or Slight Irreg","No"
"0925049417","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1984,1,4,88.09999847,57856,"59",1675510.875,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","No"
"0938000000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1981,1,3,59.5,53698,"97",1018111,NA,NA,NA,NA,NA,NA
"0939000085","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1911,1,6,110.5999985,23338,"62",2050861.125,"AVERAGE","MASONRY","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"0939000100","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1900,1,6,58.40000153,39594,"74",999856,"AVERAGE","MASONRY","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"0939000120","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1906,1,10,146.8000031,65535,NA,3245772,"AVERAGE","MASONRY","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0655000005","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1900,1,3,139.6999969,23015,NA,1458617.125,"AVERAGE","MASONRY",NA,"ELECTRIC WALL","Rect or Slight Irreg","No"
"0655000075","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2000,1,6,149.6000061,36676,NA,2214469.5,"AVERAGE","WOOD FRAME","Yes","COMPLETE HVAC","Very Irreg","Yes"
"0656000180","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1923,1,3,130.1000061,33440,"38",3288836,"AVERAGE","WOOD FRAME","No","HOT WATER","Long Rect or Irreg","No"
"0656000360","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1994,1,6,109.5,69590,"97",4188660.5,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0656000450","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1990,1,26,142.1999969,321050,"32",14168729,"GOOD","REINFORCED CONCRETE","Yes","ELECTRIC WALL","Long Rect or Irreg","Yes"
"0656000451","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2000,1,7,80.30000305,192077,"98",3644982.25,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg","Yes"
"0656000550","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2008,1,7,101.1999969,203940,"97",6485203,"GOOD","WOOD FRAME","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0656000600","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1918,1,3,77.90000153,21284,"94",785052.875,"AVERAGE","MASONRY","No","HOT WATER","Rect or Slight Irreg","Yes"
"0657000000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1908,1,5,81.40000153,48786,"87",968698.3125,"AVERAGE","WOOD FRAME","Yes","COMPLETE HVAC","Very Irreg",NA
"0659000265","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2002,1,6,107.5999985,98222,"82",2001936.5,"AVERAGE","WOOD FRAME","Yes","ELECTRIC","Very Irreg","Yes"
"0659000610","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",2001,1,31,95,538339,"47",22591288,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","HEAT PUMP","Long Rect or Irreg","Yes"
"0695000130","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1991,1,6,112,41030,"68",1135172.25,"AVERAGE","WOOD FRAME","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0695000180","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2002,1,6,137.6999969,41359,NA,2926089.5,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg","Yes"
"0695000245","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1989,1,5,103.0999985,188715,"72",3834440,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Very Irreg","Yes"
"0695000285","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1925,1,3,89.69999695,23989,"61",684941.375,"AVERAGE/GOOD","MASONRY","No","ELECTRIC WALL","Rect or Slight Irreg","No"
"0696000035","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1991,1,6,105.5999985,41834,NA,1044220.625,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0696000095","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1922,1,3,90.5,34060,"86",2195828,"AVERAGE","MASONRY","No","HOT WATER-RADIANT","Very Irreg","Yes"
"0696000135","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1925,1,7,113.3000031,37300,"46",1807738.25,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","ELECTRIC","Long Rect or Irreg","No"
"0696000250","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1998,1,6,89.59999847,328947,"79",8233527.5,"AVERAGE/GOOD","WOOD FRAME","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0696000260","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2000,1,6,85.5,160141,"74",3603765.25,"GOOD","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0696000290","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1925,1,3,89.09999847,44736,"82",2400507.25,"AVERAGE","MASONRY","No","HOT WATER","Rect or Slight Irreg","No"
"0696000300","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1923,1,3,104.3000031,22400,"57",743748.5,"AVERAGE","MASONRY","No","ELECTRIC WALL","Rect or Slight Irreg","No"
"0696000305","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1979,1,13,167.3999939,70200,"9",3742915,"GOOD","STRUCTURAL STEEL","Yes","HOT WATER","Long Rect or Irreg","Yes"
"0696000325","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1929,1,6,84.40000153,21840,"94",890977.8125,"AVERAGE","MASONRY","Yes","HOT WATER","Rect or Slight Irreg","No"
"0696000335","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1925,1,3,112.5999985,33880,"64",2204161.25,"AVERAGE/GOOD","REINFORCED CONCRETE","No","HOT WATER","Very Irreg","No"
"0697000025","Multifamily HR (10+)","High-Rise Multifamily","Multifamily Housing",1949,1,18,93.09999847,393841,"81",17431872,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","HOT WATER","Very Irreg","Yes"
"0698800000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",2002,1,8,98.30000305,34080,NA,1494727,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0699000000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1994,1,8,143.8000031,224732,"26",9851937,"GOOD","WOOD FRAME","Yes","ELECTRIC","Long Rect or Irreg","Yes"
"0699800000","Multifamily MR (5-9)","Mid-Rise Multifamily","Multifamily Housing",1914,1,6,98.80000305,62607,NA,1827817.25,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","ELECTRIC","Rect or Slight Irreg","Yes"
"0704600000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1989,1,4,30.39999962,31702,NA,255971.2031,NA,NA,NA,NA,NA,NA
"0705500000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1930,1,3,79.09999847,29765,"56",1308348.5,NA,NA,NA,NA,NA,NA
"0766850000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1928,1,4,100.6999969,27182,"37",2019672.875,NA,NA,NA,NA,NA,NA
"0777900000","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1969,1,4,73.09999847,22374,"85",520765.8125,NA,NA,NA,NA,NA,NA
"0809002696","Multifamily LR (1-4)","Low-Rise Multifamily","Multifamily Housing",1910,1,4,164.8000031,61802,"60",3906967,"GOOD/EXCELLENT","MASONRY","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
