"parcelId","BuildingType","PrimaryPropertyType","LargestPropertyUseType","YearBuilt","NumberofBuildings","NumberofFloors","SourceEUI","PropertyGFATotal","ENERGYSTARScore","SiteEnergyUse","Building Quality","Construction Class","Elevators","Heating System","Shape","Sprinklers"
"5458300285","NonResidential","Hotel","Hotel",1996,1,4,150.5,162222,"76",7946961,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"4088802955","NonResidential","Hotel","Hotel",1998,1,5,148.1999969,123920,"79",9373179,"GOOD","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Very Irreg","Yes"
"4088803586","NonResidential","Hotel","Hotel",1998,1,7,164.5,207656,"76",11171988,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HEAT PUMP","Long Rect or Irreg","Yes"
"4468400005","NonResidential","Hotel","Hotel",1968,1,4,184.6999969,64893,"70",6197825,"AVERAGE","WOOD FRAME","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"7666206720","NonResidential","Hotel","Hotel",2005,1,9,183,168449,"64",12726789,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Very Irreg","Yes"
"8817400055","NonResidential","Hotel","Hotel",1931,1,16,186.8999939,106860,"49",11935719,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"7666202317","NonResidential","Hotel","Hotel",1961,1,4,326.6000061,122309,"8",25453690,"GOOD","WOOD FRAME","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"7666202345","NonResidential","Hotel","Hotel",2003,1,8,204.8999939,254273,"29",26659244,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"0002400003","NonResidential","Hotel","Hotel",1923,1,12,210.1999969,542305,"45",56485204,NA,NA,NA,NA,NA,NA
"1975700025","NonResidential","Hotel","Hotel",1930,1,21,220.6000061,305548,"58",33729336,"GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1991200540","NonResidential","Hotel","Hotel",1979,1,5,199.1000061,109017,"34",9474745,"AVERAGE","REINFORCED CONCRETE","Yes","REFRIGERATED COOLING","Long Rect or Irreg","Yes"
"1978201320","NonResidential","Hotel","Hotel",2003,1,6,256.5,150545,"28",13410041,"GOOD","MASONRY","Yes","COMPLETE HVAC","Very Irreg","Yes"
"5457800400","NonResidential","Hotel","Hotel",2008,1,5,208.3000031,111856,"8",9444484,"GOOD","WOOD FRAME","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0656000290","NonResidential","Hotel","Hotel",1990,1,5,94.09999847,57800,"87",2443065.25,"AVERAGE","WOOD FRAME","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"0697000435","NonResidential","Hotel","Hotel",1967,1,4,112.5999985,44416,"61",2669564.25,"AVERAGE","MASONRY","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"0925049404","NonResidential","Hotel","Hotel",1961,2,2,109.1999969,24100,"91",1587454.75,"AVERAGE","WOOD FRAME",NA,"ELECTRIC WALL","Rect or Slight Irreg","No"
"0660000435","NonResidential","Hotel","Hotel",1960,1,7,132.1000061,61180,"24",3993913.25,"AVERAGE","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Approx Square","Yes"
"1142000445","NonResidential","Hotel","Hotel",1930,1,3,109.3000031,20571,"72",716279.6875,"AVERAGE","WOOD FRAME",NA,"FORCED AIR UNIT","Rect or Slight Irreg","No"
"1604500000","NonResidential","Hotel","Hotel",1925,1,9,176.6000061,104000,"8",8690648,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","HOT WATER","Approx Square","Yes"
"0942000120","NonResidential","Hotel","Hotel",1926,1,11,93.40000153,36240,"98",2147968.25,"LOW COST","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"0942001120","NonResidential","Hotel","Hotel",1909,1,6,155.3000031,35820,"94",3321603,"AVERAGE","MASONRY","Yes","HOT WATER","Approx Square","Yes"
"1977201140","NonResidential","Hotel","NULL",1910,1,8,150.3999939,61721,"93",2897079.75,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1991200765","NonResidential","Hotel","Hotel",1959,1,4,163.1999969,38520,"37",2804534,"LOW/AVERAGE","MASONRY","Yes","ELECTRIC WALL","Long Rect or Irreg","No"
"1991200800","NonResidential","Hotel","Hotel",1961,1,3,85.69999695,29186,"95",867184.375,"LOW COST","MASONRY","Yes","ELECTRIC WALL","Long Rect or Irreg","No"
"8590901030","NonResidential","Hotel","Hotel",1928,1,6,112.9000015,35770,"56",2640980.25,"GOOD","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","No"
"8590901105","NonResidential","Hotel","Hotel",1928,1,9,137.6000061,48006,"85",3239754,"AVERAGE","MASONRY","Yes","HOT WATER","Approx Square","No"
"5247800005","NonResidential","Hotel","Hotel",1914,1,4,116.9000015,45500,"77",2799595,"AVERAGE","MASONRY","Yes","ELECTRIC WALL","Approx Square","Yes"
"5247800130","NonResidential","Hotel","Hotel",1900,1,3,62.20000076,25450,"99",503744.6875,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"5247802370","NonResidential","Hotel","Hotel",1908,1,3,257.7000122,28800,NA,4644346,"AVERAGE","MASONRY",NA,"STEAM","Rect or Slight Irreg","No"
"6149700055","NonResidential","Hotel","Hotel",1990,1,4,97.5,41704,"73",1943899.25,"AVERAGE","WOOD FRAME","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"6920700025","NonResidential","Hotel","Hotel",1992,1,3,107,22452,"85",1244150,"AVERAGE","MASONRY",NA,"ELECTRIC WALL","Rect or Slight Irreg","Yes"
"5247801635","NonResidential","Hotel","Hotel",1925,1,4,303.7999878,33018,"49",4857581.5,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","No"
"5247801965","NonResidential","Hotel","Hotel",1910,1,5,42.79999924,40552,"99",1200180.875,"LOW COST","MASONRY",NA,"STEAM","Rect or Slight Irreg","Yes"
"6094680000","Multifamily HR (10+)","Hotel","Hotel",2008,1,20,279.6000061,326516,"3",59107620,NA,NA,NA,NA,NA,NA
"2767702985","NonResidential","Hotel","Hotel",2013,1,4,182.3000031,62381,"62",3497215.5,NA,NA,NA,NA,NA,NA
"3374400010","NonResidential","Hotel","Hotel",2015,1,14,105.4000015,144614,"89",5525072.5,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1931300480","NonResidential","Hotel","Hotel",2014,1,4,169.5,126823,"72",6042399.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
