"parcelId","BuildingType","PrimaryPropertyType","LargestPropertyUseType","YearBuilt","NumberofBuildings","NumberofFloors","SourceEUI","PropertyGFATotal","ENERGYSTARScore","SiteEnergyUse","Building Quality","Construction Class","Elevators","Heating System","Shape","Sprinklers"
"4310701070","Nonresidential COS","Small- and Mid-Sized Office","Office",1957,1,2,262.7000122,91130,NA,9472358,"AVERAGE/GOOD","REINFORCED CONCRETE",NA,"HOT WATER","Rect or Slight Irreg","No"
"5247800030","NonResidential","Small- and Mid-Sized Office","Office",1900,1,3,101.3000031,44558,"78",1677002.25,"AVERAGE","MASONRY","No","SPACE HEATERS","Rect or Slight Irreg","Yes"
"8822900465","NonResidential","Small- and Mid-Sized Office","Office",1972,1,5,170.3999939,50759,"62",3147042,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"7666202580","NonResidential","Small- and Mid-Sized Office","Office",1914,1,4,84.5,56500,"98",1380293.625,"AVERAGE/GOOD","MASONRY","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"0656000045","NonResidential","Small- and Mid-Sized Office","Office",1981,1,4,228.8999939,77662,"57",5007401,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0656000480","NonResidential","Large Office","Office",1978,1,12,276.6000061,234000,"39",18661606,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"9301500000","NonResidential","Large Office","Office",1989,1,25,202.5,369996,"74",24755086,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0659000165","NonResidential","Large Office","Office",1976,1,33,189.5,791396,"89",40847752,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"0659000235","NonResidential","Large Office","Office",2000,1,23,164.6000061,747747,"90",30985420,"EXCELLENT","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Long Rect or Irreg","Yes"
"0659000350","NonResidential","Small- and Mid-Sized Office","Office",1926,1,10,131.6999969,63409,"90",3444270,"AVERAGE","REINFORCED CONCRETE",NA,"STEAM WITHOUT BOILER","Rect or Slight Irreg","No"
"0659000365","NonResidential","Large Office","Office",1930,1,17,127.8000031,204790,"91",7739699,"AVERAGE","REINFORCED CONCRETE",NA,"STEAM WITHOUT BOILER","Rect or Slight Irreg","No"
"0659000385","NonResidential","Small- and Mid-Sized Office","Office",1916,1,5,191.6999969,73399,"61",3757006,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0659000555","NonResidential","Large Office","Office",1969,1,20,146.6999969,265851,"90",14633233,"AVERAGE","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0659000750","NonResidential","Large Office","Office",2009,1,25,142.3999939,758043,"95",27018020,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Very Irreg","Yes"
"0660000080","NonResidential","Large Office","Office",1968,1,12,139.5,206000,"91",8580279,"AVERAGE","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0660000650","NonResidential","Large Office","Office",2009,1,36,166.8999939,824887,"97",39523852,"GOOD/EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0660001135","NonResidential","Large Office","Office",1990,1,16,164.6000061,480840,"94",17867002,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0939000130","NonResidential","Small- and Mid-Sized Office","Office",1900,1,7,141.6000061,89550,"85",3903259.75,"GOOD","MASONRY","Yes","STEAM WITHOUT BOILER","Long Rect or Irreg","Yes"
"0939000150","NonResidential","Small- and Mid-Sized Office","Office",1900,1,6,145.3999939,89355,"66",4178233.5,"AVERAGE/GOOD","MASONRY","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0939000260","NonResidential","Large Office","Office",1922,1,15,144,388934,"89",18576900,"GOOD","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"0939000335","NonResidential","Large Office","Office",1929,1,22,89.30000305,384302,"98",10062436,"GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0939000355","NonResidential","Large Office","Office",1958,1,17,240.8999939,378525,"69",24906132,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0939000435","NonResidential","Large Office","Office",1983,1,47,133.5,1323055,"94",44683660,"GOOD/EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0939000475","NonResidential","Large Office","Office",1986,1,41,160.6999969,589921,"84",24603420,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0939000520","NonResidential","Small- and Mid-Sized Office","Office",1950,1,6,53.90000153,91091,NA,1835804.875,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0942000025","NonResidential","Large Office","Office",1968,1,8,138.5,157941,"81",3743228.5,"GOOD","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0942000030","NonResidential","Large Office","Office",1991,1,29,108.8000031,635303,"95",18221224,"GOOD/EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0942000045","NonResidential","Large Office","Office",1958,1,6,909.5999756,172842,NA,41399504,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0942000050","NonResidential","Large Office","Office",1980,1,34,168.3000031,776762,"81",32552428,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0942000140","NonResidential","Large Office","Office",1972,1,14,142.8000031,186768,"95",9641043,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0942000300","NonResidential","Large Office","Office",1969,1,49,149,1123435,"89",45163308,"GOOD","STRUCTURAL STEEL","Yes","FORCED AIR UNIT","Approx Square","Yes"
"0942000345","NonResidential","Large Office","Office",2002,1,37,145.3000031,1052469,"93",41213584,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0942000365","NonResidential","Large Office","Office",1973,1,42,361.2000122,617684,"28",69519808,"GOOD","STRUCTURAL STEEL","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"0942000550","NonResidential","Large Office","Office",1907,1,8,123.5,201480,"91",8921778,"AVERAGE","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"0942000720","Nonresidential COS","Large Office","Office",1990,1,63,158.1000061,1354987,"89",61576184,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0942000750","Nonresidential COS","Large Office","Office",2001,1,14,187.5,310490,NA,21169502,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0942000810","Nonresidential COS","Large Office","Office",2003,1,8,178.1000061,199530,"69",13214416,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0942001105","NonResidential","Large Office","Office",2006,1,13,119.0999985,372242,"98",13843866,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"0942001150","NonResidential","Large Office","Office",1909,1,7,65.40000153,114395,"99",2746560.75,"AVERAGE","REINFORCED CONCRETE","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"1142000280","NonResidential","Large Office","Office",1971,1,23,188.3000031,474546,"77",28450436,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1142000530","NonResidential","Large Office","Office",2002,1,6,144.8999939,135051,"88",4426136,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1142000550","NonResidential","Large Office","Office",2002,1,5,151.8000031,220649,"93",7046345.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0660002054","NonResidential","Large Office","Office",1980,1,18,218.3999939,413715,"79",24224888,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0660002410","NonResidential","Large Office","Office",1988,1,20,227.8999939,497513,"65",26823218,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0694000205","NonResidential","Large Office","Office",1979,1,24,187.3999939,543876,"79",25307744,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"0695000335","NonResidential","Large Office","Office",1982,1,6,233.3000031,396626,"64",20361158,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0696000175","NonResidential","Large Office","Office",2002,1,6,235.1000061,287471,"74",14913424,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0697000064","NonResidential","Large Office","Office",1947,1,3,112.4000015,192630,"94",5357833,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0698000040","NonResidential","Large Office","Office",1984,1,8,506.1000061,253103,"3",29949248,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0939000025","NonResidential","Small- and Mid-Sized Office","Office",1900,1,5,143.1999969,50176,"77",2933288.75,"AVERAGE","MASONRY","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"0939000060","NonResidential","Large Office","Office",1912,1,42,182.6000061,304346,"72",23262244,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"0002400002","NonResidential","Large Office","Office",1927,1,8,158,321945,"76",13656587,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0002400002","NonResidential","Large Office","Office",1964,1,22,182.6999969,336330,"77",18967014,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0002400002","NonResidential","Large Office","Office",1960,1,21,202.1000061,298426,"79",27076922,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"0002400003","NonResidential","Large Office","Office",1976,1,42,197.6000061,635824,"69",48479988,NA,NA,NA,NA,NA,NA
"0209000050","NonResidential","Large Office","Office",2001,1,5,176.1000061,176532,"60",5803409,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"0653000250","NonResidential","Large Office","Office",1916,1,6,154.1999969,350310,"90",18102026,"GOOD","REINFORCED CONCRETE","Yes","HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"1974700120","NonResidential","Large Office","Office",1988,1,55,140.1999969,1400000,"92",53079164,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700080","NonResidential","Large Office","Office",1989,1,46,157.3000031,1536606,"89",56606136,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700095","NonResidential","Large Office","Office",1958,1,10,111.0999985,135918,"91",6423556.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1975700125","NonResidential","Large Office","Office",1921,1,4,171.5,127268,"71",7711757.5,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"1975700160","NonResidential","Large Office","Office",1983,1,29,139,5e+05,"93",18848780,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700240","NonResidential","Large Office","Office",1984,1,6,275.8999939,109830,"45",7335905.5,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700305","NonResidential","Large Office","Office",1910,1,10,204.1000061,130513,"49",11651200,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700330","NonResidential","Small- and Mid-Sized Office","Office",1920,1,8,173.6999969,60660,NA,2586116,"LOW COST","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1975700340","NonResidential","Large Office","Office",1929,1,14,125.4000015,137350,"89",6366084.5,"AVERAGE","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"1975700345","NonResidential","Large Office","Office",1929,1,15,92.30000305,151039,"84",5446624,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700390","NonResidential","Large Office","Office",1985,1,30,217.1000061,755000,"72",52226204,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700440","NonResidential","Small- and Mid-Sized Office","Office",1906,1,4,154.5,63540,"72",3518459.5,"AVERAGE","MASONRY","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700465","NonResidential","Large Office","Office",1927,1,10,179.6000061,130893,"80",6962073,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"1976700125","NonResidential","Large Office","Office",1989,1,56,110.3000031,1605578,"97",49517704,"EXCELLENT","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1976700155","NonResidential","Large Office","Office",1980,1,36,108.6999969,794592,"96",26689658,"GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1976700185","NonResidential","Large Office","Office",1971,1,21,177.6000061,456304,"74",19397324,"GOOD","STRUCTURAL STEEL",NA,"HEAT PUMP","Rect or Slight Irreg","No"
"1977200020","NonResidential","Large Office","Office",1986,1,12,141.8000031,115857,"89",4757299.5,"GOOD/EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1977200135","NonResidential","Small- and Mid-Sized Office","Office",1999,1,4,199.1000061,87500,"72",4549892,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1977200187","NonResidential","Large Office","Office",1998,1,11,217.1000061,374405,"72",13329024,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1977200920","NonResidential","Large Office","Office",1923,1,11,98.5,102846,"96",5327249.5,"GOOD","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"1977201245","NonResidential","Small- and Mid-Sized Office","Office",1925,1,4,123.0999985,52800,"83",2429021,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1992200170","NonResidential","Large Office","Office",1981,1,5,225,275734,"77",16373232,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"2107700210","NonResidential","Large Office","Office",1962,1,3,360.3999939,158600,"19",18309150,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"2163901080","NonResidential","Large Office","Office",2001,1,7,166.1000061,139200,"81",4342597,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"2249000245","NonResidential","Small- and Mid-Sized Office","Office",1984,1,6,100.5,95721,"95",3063504.5,"AVERAGE","REINFORCED CONCRETE",NA,"HEAT PUMP","Rect or Slight Irreg","No"
"2249500490","NonResidential","Large Office","Office",1996,2,5,168.3999939,213283,"83",5661689.5,NA,NA,NA,NA,NA,NA
"2264501110","NonResidential","Large Office","Office",2001,1,3,350.2999878,103697,"7",11319836,"GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Very Irreg","Yes"
"2434900010","NonResidential","Small- and Mid-Sized Office","Office",1974,1,5,224.6999969,74880,"56",5134607.5,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2434900020","NonResidential","Small- and Mid-Sized Office","Office",1979,1,6,221.8000031,88774,"53",6029121.5,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"2434900030","NonResidential","Large Office","Office",1983,1,5,136.3999939,122250,"93",5535626,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2434900100","NonResidential","Small- and Mid-Sized Office","Office",1979,1,4,277.2000122,53730,"20",4742869,"GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2444600005","NonResidential","Small- and Mid-Sized Office","Office",1960,1,3,186.6999969,55593,"55",4224872.5,"AVERAGE","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Rect or Slight Irreg","No"
"2467400315","NonResidential","Large Office","Office",1982,1,4,204.6000061,134056,"54",4695139,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"2693100010","NonResidential","Large Office","Office",1929,1,8,550.7000122,287819,NA,48406556,"AVERAGE","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"1983200150","NonResidential","Large Office","Office",2009,1,5,148.5,184482,"95",5671256,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1983200245","NonResidential","Large Office","Office",2004,1,6,117.3000031,139282,"96",3238216,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1983200585","NonResidential","Large Office","Office",2009,1,5,131.5,271071,"96",7851334.5,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"1984200135","NonResidential","Large Office","Office",2002,1,5,202.1999969,560516,"71",30083496,"GOOD/EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1984200185","NonResidential","Large Office","Office",2001,1,6,281.6000061,226592,"49",11963428,"GOOD/EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1986200185","NonResidential","Large Office","Office",2006,1,4,135.1999969,209816,"97",6917478.5,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1986200215","NonResidential","Large Office","Office",2006,1,6,123.6999969,303103,"97",7519466.5,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"1989200615","NonResidential","Small- and Mid-Sized Office","Office",1974,1,5,165.6000061,88062,"80",3415561.25,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1989200720","NonResidential","Small- and Mid-Sized Office","Office",1972,1,5,171.1000061,87178,"69",3632613.75,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1989200740","NonResidential","Small- and Mid-Sized Office","Office",1970,1,5,164.3000031,87178,"86",3493093.75,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1989201010","NonResidential","Small- and Mid-Sized Office","Office",1985,1,4,161.3999939,86995,"81",2991674.75,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1989201020","NonResidential","Small- and Mid-Sized Office","Office",1971,1,5,157,88000,"75",3484915.5,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1972203220","NonResidential","Large Office","Office",1988,1,3,162.3999939,124071,"73",4991360.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1972206507","NonResidential","Small- and Mid-Sized Office","Office",2000,1,4,136,90000,"84",3897738,"AVERAGE","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Very Irreg","Yes"
"1973200353","NonResidential","Small- and Mid-Sized Office","Office",2001,1,3,273.1000061,96041,"70",5413418,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1973200385","NonResidential","Large Office","Office",1999,1,3,211.3000031,280957,"96",11325513,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"1973200387","NonResidential","Large Office","Office",1999,1,4,187.3999939,243334,"89",8651835,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"2738100010","NonResidential","Large Office","Office",1982,1,5,99.30000305,390295,"95",7683885,"GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2767701055","NonResidential","Small- and Mid-Sized Office","Office",1925,1,6,130.8999939,94033,NA,4758198,"AVERAGE","MASONRY","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"5247801292","NonResidential","Large Office","Office",2002,1,10,156.8000031,181694,"88",7637986,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"5367204756","NonResidential","Small- and Mid-Sized Office","Office",1964,1,1,77.19999695,53250,"96",1794187.25,"AVERAGE","MASONRY",NA,"COMPLETE HVAC","Rect or Slight Irreg","Yes"
"5457801420","NonResidential","Small- and Mid-Sized Office","Office",1987,1,6,79.30000305,78672,"98",2179719.75,"AVERAGE","REINFORCED CONCRETE","Yes","REFRIGERATED COOLING","Rect or Slight Irreg","Yes"
"6849700145","NonResidential","Large Office","Office",2005,1,6,113.5,336700,"95",9058916,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"7132300370","NonResidential","Small- and Mid-Sized Office","Office",1914,1,2,275.2999878,62220,"32",5444253.5,"GOOD","MASONRY","Yes","PACKAGE UNIT","Rect or Slight Irreg","No"
"7132800055","NonResidential","Small- and Mid-Sized Office","Office",1970,1,1,100.3000031,65430,"89",3181045.5,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","Yes"
"7174800132","NonResidential","Large Office","Office",2006,1,3,223.6999969,102290,"26",6062770.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"2902201000","NonResidential","Small- and Mid-Sized Office","Office",1978,1,4,287,85385,NA,4855036.5,"LOW/AVERAGE","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","No"
"2925049098","NonResidential","Large Office","Office",1990,1,5,205.3000031,144573,"62",5135040,"AVERAGE","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2926049277","NonResidential","Small- and Mid-Sized Office","Office",1974,1,5,231.1999969,86400,"53",9080022,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"2926049490","NonResidential","Small- and Mid-Sized Office","Office",1981,1,6,231,86483,"56",6361236.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"3025049001","NonResidential","Large Office","Office",1986,1,5,145.6999969,154029,"95",4636396.5,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"3481800010","NonResidential","Large Office","Office",2000,1,4,195.8999939,175885,"91",6486377.5,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"3573700330","NonResidential","Small- and Mid-Sized Office","Office",1948,1,1,114,53620,"86",2058955.25,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","No"
"3573700410","NonResidential","Small- and Mid-Sized Office","Office",1938,1,1,162.1000061,50008,"62",3202213,"AVERAGE/GOOD","MASONRY",NA,"FORCED AIR UNIT","Rect or Slight Irreg","No"
"3879902270","NonResidential","Large Office","Office",2009,1,4,106.5999985,291176,"98",6657348.5,NA,NA,NA,NA,NA,NA
