"SqFt","OpenHours","WorkersCnt","ComputersCnt","IsBank","CooledPercent","CDD65","SOURCE_EUI","SourceEnergy","FINALWT","SourceEnergyLog"
380000,60,1900,2625,"No",100,880,195.7,74365570.19,25.323,18.1245036264305
8e+05,60,1700,2000,"No",100,122,103.19,82552187.38,23.718,18.2289412256171
6400,50,5,9,"Yes",100,1086,111.04,710675,1879.456,13.4739705016098
1001,35,2,3,"No",80,1298,275.73,276003.7,1879.456,12.5281695504065
42500,50,30,37,"No",80,1324,46.75,1986833.1,249.445,14.5020525220323
360000,68,1100,1110,"No",100,2028,72.39,26061339.43,23.718,17.075963526268
60000,60,155,207,"No",100,791,218.58,13114951.85,276.953,16.3892634999077
14000,60,17,16,"No",100,4008,131.28,1837924.2,270.641,14.4241473405686
6e+05,55,1600,3027,"Yes",95,1110,147.21,88323912.51,25.323,18.2965214387646
6900,50,23,36,"No",100,927,351.51,2425404.07,1197.386,14.7015086952771
17000,45,7,23,"No",100,1232,110.62,1880585,1667.755,14.4470934566155
178000,45,150,125,"No",80,1524,107.05,19054988.2,24.435,16.7628394730299
1e+06,60,2100,1620,"No",50,1366,53.08,53083717,19.69,17.7873807913518
335000,55,900,697,"No",100,1281,157.12,52634863.3,48.841,17.778889258533
44500,40,84,250,"No",100,1508,144.29,6420950.2,158.3,15.6750766709448
30500,168,100,80,"No",100,848,331.58,10113311.47,1879.456,16.1293630813817
100001,168,85,198,"No",100,437,292.92,29292470.2,234.685,17.1928410511987
52000,65,60,67,"No",100,1439,95.75,4978792,336.402,15.4206978492948
64000,50,52,37,"Yes",100,2235,117.97,7550394.95,226.828,15.8371104311153
235000,45,100,203,"No",95,2077,91.02,21389980.15,19.69,16.8784331530544
4500,48,5,12,"Yes",100,1507,218.25,982119.6,1807.463,13.7974683721812
3200,168,5,1,"No",20,1502,38.38,122802.4,1868.403,11.7183318384781
37000,50,30,77,"No",100,1113,26.35,974820,19.69,13.7900081175519
2000,60,5,7,"No",60,1265,77.73,155452.85,1851.67,11.9540977491882
6300,40,12,14,"No",90,1628,134.31,846168.4,2140.906,13.6484736731532
5300,45,12,9,"No",100,2065,202.22,1071750.4,1807.463,13.8848037576815
20250,40,20,35,"No",100,112,119.48,2419422.25,583.627,14.6990393299606
37000,80,20,46,"No",100,1564,162.01,5994472.4,308.206,15.6063483358987
6900,50,17,46,"No",40,1805,128.34,885571.22,1130.475,13.6939881621069
5600,56,3,6,"No",100,3241,152.48,853902,48.841,13.6575717120876
5000,80,12,22,"No",75,162,137.81,689029.95,1667.755,13.4430400178464
2000,40,8,6,"No",100,1554,141.22,282436.37,1849.185,12.5512085652605
114000,60,200,412,"No",100,289,254.1,28967801.1,77.11,17.1816954642069
2400,38,4,6,"No",100,1824,113.79,273101.85,1667.755,12.5176000815143
186000,45,200,207,"No",100,3349,126.36,23502830.4,50.319,16.972631414415
26000,45,20,46,"No",100,824,192.76,5011722.8,48.841,15.427290286206
205000,40,495,563,"No",75,180,93.71,19211010,48.841,16.7709941101456
230000,65,470,1509,"No",100,1498,179.97,41391973.11,15.238,17.5385975337653
75000,66,240,330,"No",100,1665,204.37,15327418.4,48.841,16.5451538348403
14750,168,13,19,"No",60,1973,111.08,1638393.05,583.351,14.309226471875
9000,75,12,11,"No",90,1446,140.23,1262097.2,1655.242,14.0482853397196
32500,168,17,10,"No",100,1533,69.9,2271654,482.285,14.6360187584937
11750,72,15,49,"Yes",100,801,198.73,2335083.1,1834.966,14.663558037317
220000,60,400,475,"No",100,781,116.81,25697441.77,52.146,17.0619020028875
3050,50,5,9,"No",100,2035,95.53,291376.4,788.005,12.5823711811313
14000,70,25,47,"No",100,2236,104.77,1466792.25,1155.428,14.1985884315548
44000,85,107,86,"No",100,1879,240.55,10584022.75,639.722,16.1748561342455
36500,50,118,195,"No",100,1908,175.78,6416015.2,190.59,15.674307797603
4000,40,8,8,"No",100,1533,218.31,873236,1807.463,13.6799611304764
370000,66,727,1363,"No",100,3674,246.59,91239469.91,23.718,18.3289981455214
6700,40,12,26,"No",80,881,198.06,1326992.45,751.727,14.0984256237729
13500,168,50,90,"No",100,701,1115.67,15061500.23,55.969,16.5276523922405
2700,53,2,11,"Yes",100,1484,104.97,283427.2,1807.463,12.5547105790503
325000,60,600,712,"No",80,897,147.23,47851066.3,25.323,17.6836039598365
1200,119,3,4,"No",100,4156,373.74,448484.4,23.718,13.0136291772674
14000,45,15,14,"Yes",100,1746,153.2,2144809.8,918.03,14.578561435084
3000,40,8,9,"Yes",66,2398,312.35,937038.9,1807.463,13.7504800758337
2700,50,13,16,"Yes",100,110,158.73,428573.6,1461.857,12.9682177642309
2500,40,2,7,"No",80,3398,538.11,1345271.2,1879.456,14.1121061863801
32000,60,105,126,"No",100,1003,161.3,5161566.39,276.953,15.456750655345
98000,50,150,200,"No",100,1486,279.88,27428396.2,170.027,17.1270893923747
68000,46,150,149,"No",100,890,139.82,9507608.78,1851.67,16.0676029602127
45000,50,100,128,"No",80,708,193.03,8686486.55,545.858,15.9772791059352
8000,40,23,24,"Yes",70,942,87.36,698848.15,1791.31,13.4571887587034
1250,70,1,4,"No",35,1328,913.81,1142267.35,639.722,13.9485257486295
31000,84,65,84,"No",100,1422,70.84,2195903.85,657.711,14.6021042965
25000,168,90,136,"No",100,2509,454.19,11354649.95,657.711,16.2451379052175
132000,50,350,331,"No",100,999,182.92,24145885.75,50.319,16.9996245612307
3100,40,3,5,"No",50,2347,140.7,436179.8,1868.403,12.9858098226448
8200,45,8,12,"No",100,3137,45.93,376602.8,1197.386,12.8389463301218
116000,40,300,231,"No",100,3327,169.46,19657844.85,90.622,16.7939870456165
58000,45,215,216,"No",100,634,102.25,5930434.8,126.647,15.595608090377
6600,70,40,47,"No",100,2095,607.58,4010047.3,1667.755,15.2043135947244
98000,75,323,393,"No",85,830,129.07,12648864.2,55.969,16.3530779825455
5100,48,4,5,"No",100,1189,63.2,322295.05,1851.67,12.6832227093238
5000,40,20,10,"Yes",100,2036,275.48,1377418,1868.403,14.1357212901067
10500,168,10,30,"No",100,480,288.91,3033519.65,484.852,14.9252341040096
6300,40,1,3,"No",100,2174,77.62,489011.6,48.841,13.100141490057
16750,70,72,70,"No",100,955,132.29,2215846.5,1162.263,14.611145055497
2600,40,8,19,"No",75,525,101.09,262827.22,3231.29,12.4792521370934
2900,45,2,6,"No",100,854,58.7,170234.4,1729.173,12.0449315898575
4050,40,11,28,"Yes",100,467,236.63,958342,1484.515,13.7729599869828
4850,60,6,5,"Yes",100,950,128.73,624363.25,1667.755,13.3444876093891
53000,60,250,281,"No",100,1289,197.19,10451142.8,158.3,16.1622218892475
49000,45,84,99,"No",100,1487,248.42,12172361.03,356.198,16.3146784502558
2e+05,50,200,450,"No",85,1410,331.93,66385967.94,50.319,18.0109962659093
450000,75,1000,1820,"No",100,1908,236.14,106261234.8,28.661,18.4814110994729
56000,80,350,359,"No",60,932,181.28,10151485.05,48.841,16.1331305630946
75000,45,125,177,"No",100,1596,154.78,11608606.8,44.148,16.2672573464735
2000,35,1,3,"No",100,1291,4.74,9486.4,1117.742,9.1576144729531
20750,40,47,58,"No",100,1011,127.91,2654062.95,1155.428,14.7916022125078
225000,50,1200,1405,"No",100,1028,172.11,38725264.55,19.69,17.4720027757481
44000,65,150,58,"No",70,4632,141.48,6225079,249.445,15.6440966909976
5400,40,5,6,"No",85,1083,56.34,304228.05,1879.456,12.6255328636293
4500,45,8,13,"No",100,3137,362.1,1629462.8,1879.456,14.3037609479105
500001,45,652,957,"No",98,1075,139.82,69911284.93,48.841,18.0627376380933
3500,63,5,4,"No",100,4116,281.28,984472.65,75.267,13.7998613960761
1900,56,2,5,"No",50,561,181.12,344123.92,316.084,12.7487571040455
2850,40,4,10,"Yes",100,2236,131.16,373818.2,1451.617,12.8315248619569
52000,60,104,282,"No",98,1061,174.19,9057899.9,315.52,16.0191478520326
4e+05,66,999,185,"No",60,3339,78.67,31466269.21,23.718,17.2644267113297
32500,72,100,68,"No",50,950,155.91,5066968.2,55.969,15.4382532085355
65000,40,250,354,"No",100,1457,178.23,11585219.32,212.426,16.2652406470462
2600,35,3,5,"No",100,3790,171.48,445846.8,1879.456,13.0077306742355
3000,40,10,9,"No",75,853,108.36,325071.6,583.351,12.69180074474
11000,60,22,32,"No",100,1510,154.21,1696318.4,1023.608,14.3439708135629
2200,40,5,6,"No",100,1544,134.9,296783.2,1807.463,12.6007571848997
20000,60,50,73,"No",100,2549,261.58,5231629.2,1162.263,15.470233298048
29000,37,36,131,"No",100,1447,177.4,5144471.85,632.517,15.4534332689199
16000,45,55,85,"No",100,529,349.24,5587831.9,356.198,15.5361019165873
28000,48,200,172,"No",100,1781,177.49,4969799.63,19.69,15.4188900813647
265000,40,450,781,"No",100,1597,205.23,54387082.65,52.146,17.8116372323434
4700,57,9,11,"No",100,3466,299.15,1406022.8,23.718,14.1562755674375
60000,40,246,390,"No",100,951,366,21960173.2,48.841,16.9047410616419
30000,60,60,79,"No",95,752,237.26,7117832.05,647.987,15.7781137496629
7e+05,60,1250,2450,"No",100,1756,212.99,149091087.06,23.718,18.8200679996786
3e+05,60,418,672,"No",100,1370,95.55,28664036.88,48.841,17.1711538245974
6e+05,65,925,1250,"No",100,4584,210.98,126587071.67,23.718,18.6564409429495
130000,55,400,530,"No",100,1264,208.18,27063375.2,53.724,17.1136919031579
66000,168,428,380,"No",100,165,266.25,17572462.6,249.445,16.6818436097044
2500,55,3,2,"No",100,2055,104.2,260498,23.718,12.4703504626029
30000,168,100,120,"No",100,3219,84.08,2522265.2,281.109,14.7406679446178
126000,168,368,478,"No",100,1052,182.09,22943104.45,26.089,16.9485279896288
160000,50,244,376,"No",100,1835,110.52,17683387.34,148.303,16.6881361884514
156000,168,275,300,"No",75,1138,106.37,16594051.09,53.724,16.6245548210253
5000,40,3,3,"No",66,1741,39.04,195210.05,1807.463,12.1818314372915
15750,40,5,14,"No",75,934,87.19,1373320.55,1130.475,14.1327421243619
4000,38,3,8,"Yes",100,1778,175.01,700029.4,1807.463,13.4588776131436
5900,60,5,9,"No",65,722,158.67,936152.7,1791.31,13.7495338831793
5300,54,21,29,"Yes",66,1026,317.48,1682630.95,964.604,14.3358691680816
200001,168,350,560,"No",100,1757,163.74,32749036.23,48.841,17.3043840915209
18250,40,28,30,"No",100,1595,114.17,2083611.6,1155.428,14.5496132921251
310000,50,350,553,"No",75,1509,111.04,34421934.63,25.323,17.3542045537341
290000,50,400,450,"No",100,310,142.46,41312764.01,51.111,17.5366820661155
4550,60,3,6,"No",33,701,137.56,625917.6,1559.829,13.3469740120254
420000,45,1519,1277,"No",90,1156,145.66,61178134.53,52.146,17.9293004047217
11000,45,50,64,"No",80,1401,190.87,2099529.25,1130.475,14.5572237108979
8e+05,168,2000,1603,"No",90,1146,61.94,49548918.49,25.323,17.7184709918623
132000,45,130,150,"No",44,4641,101.55,13404962.2,50.319,16.4111355098049
14000,50,20,21,"No",40,1656,76.71,1073996,1807.463,13.8868968296492
6300,168,13,14,"No",100,2075,372.15,2344529.6,48.841,14.6675953427253
4600,45,12,13,"No",100,3793,179.56,825966.4,1162.263,13.6243093737096
220000,60,354,540,"No",95,984,167.89,36936328.8,48.841,17.4247061450137
3450,40,8,16,"No",100,1955,104.46,360396.05,1807.463,12.7949588446119
6700,60,27,36,"No",85,2046,145.93,977723.6,1828.052,13.7929822914862
1300,48,3,2,"Yes",100,5078,263.41,342428.8,1197.386,12.743819031862
5200,40,17,20,"No",100,1326,421.61,2192390.9,1522.982,14.6005032414431
95000,50,50,70,"No",100,1153,56.95,5410300,79.35,15.5038151021503
132000,55,600,592,"No",100,3194,186.48,24615230.43,183.793,17.0188759324956
184000,66,700,1000,"No",100,1426,242.81,44677644.11,53.724,17.6149838027089
5e+05,60,1000,1253,"No",100,1354,216.94,108468897.6,25.323,18.501974031786
4200,40,3,11,"No",80,1824,137.09,575796.55,23.718,13.2635096654785
3e+05,50,300,380,"No",90,500,83.65,25096207.13,23.251,17.0382272823251
24000,58,14,30,"Yes",100,3737,124.77,2994590.9,281.109,14.912318185878
310000,40,425,587,"No",60,1437,203.61,63120563,25.323,17.9605571539805
1500,60,4,5,"No",50,1050,112.26,168392.7,1155.428,12.0340540306821
2750,41,10,17,"Yes",100,1432,328.31,902854.4,1522.982,13.7133165790884
3e+05,50,650,1000,"No",100,1255,141.53,42459917.85,25.323,17.5640710794754
2000,61,6,7,"No",100,2871,455.16,910324.8,23.718,13.7215567378881
33500,80,200,175,"No",100,2161,114.02,3819824.4,583.627,15.1557150109398
44000,50,155,64,"No",75,1144,171.59,7550137,48.841,15.8370762667559
20000,60,65,67,"Yes",95,2622,254.95,5098917.6,281.109,15.4445388398753
1200,50,4,3,"No",100,588,156.28,187537.14,1451.617,12.1417321847774
4000,35,2,8,"No",100,2486,95.72,382880.75,1879.456,12.8554788619786
330000,70,304,302,"No",100,1031,504.13,166362462.56,25.323,18.9296794753262
132000,60,550,413,"No",100,2036,79.38,10478731.2,148.303,16.1648581608255
52000,50,215,260,"No",95,1087,229.58,11938309.6,545.858,16.2952630813667
3000,45,3,3,"No",80,1301,38.76,116270,1387.077,11.6636703516627
2000,70,4,10,"No",100,897,282.81,565614,1879.456,13.2456671457334
8900,44,31,43,"No",100,1648,154.78,1377532.1,1098.788,14.135804122823
10000,144,20,35,"No",100,2058,508.92,5089184.8,1130.475,15.4426282185293
8e+05,68,2500,5070,"No",75,2108,193.27,154619970.46,16.67,18.8564808608076
2200,60,1,4,"No",100,797,71.5,157291.05,1868.403,11.9658531897798
3200,45,4,6,"Yes",50,474,111.69,357409.85,1274.256,12.7866384414844
265000,50,425,1370,"No",100,2052,157.48,41731328.8,74.845,17.5467626948597
2500,70,8,17,"No",100,1327,86.08,215194,23.251,12.2792952258402
465000,59,371,415,"No",90,1229,110.82,51530918.31,15.946,17.7576925410267
1e+05,40,30,46,"No",50,1227,65.14,6513693.91,787.079,15.6894172741533
3800,45,8,12,"No",100,1181,95.38,362437.25,1851.67,12.8006066348445
17750,77,72,52,"No",100,1807,201.94,3584410.2,1023.608,15.0921044996527
6e+05,60,2000,3424,"No",100,1203,150.29,90172430.55,25.323,18.3172342903085
285000,45,924,3540,"No",100,235,133.09,37931573.45,23.718,17.4512943957997
8e+05,55,450,459,"No",85,2105,126.02,100815667.57,6.623,18.4288043337653
275000,68,900,1100,"No",100,2628,261.67,71959536.07,48.841,18.0916145199719
96000,60,285,1120,"No",100,1154,359.19,34481809.25,177.345,17.3559424748309
85000,40,160,309,"No",100,2035,139.91,11892297.55,316.084,16.2914014838096
3200,45,4,6,"No",90,1725,111.05,355345.2,1069.328,12.7808449903546
370000,40,500,674,"No",80,1078,75.11,27791875.02,52.146,17.1402542704754
4e+05,70,1000,5625,"No",90,1256,91.5,36601652.9,52.146,17.415603958554
3e+05,168,1500,2435,"No",75,1312,101.12,30335352.6,52.146,17.2278243428281
17500,38,70,77,"No",100,1338,409.5,7166166.35,1117.742,15.7848813903649
41000,40,50,7,"No",80,1407,74.73,3064083.75,440.046,14.93525914302
2700,35,3,7,"No",100,1369,144.74,390797.05,2249.135,12.8759436505041
15250,168,3,3,"No",10,1297,27.31,416488.8,1031.346,12.9396148494712
380000,97,1200,3010,"No",99,652,139.93,53171519.01,19.69,17.7890334540023
4150,45,7,9,"No",100,981,88.21,366058.7,21.56,12.8105489820373
80000,50,6,20,"No",60,122,74.07,5925824.1,157.112,15.5948303239211
3300,48,4,8,"Yes",75,924,482.46,1592125.5,1879.456,14.2805804739377
41500,72,40,74,"No",43,116,65.69,2726110.1,249.445,14.8183862792711
49500,73,200,655,"No",95,949,293.03,14505134.35,42.764,16.4900132378181
9000,168,10,7,"No",100,967,50.83,457458.05,1729.173,13.0334404655045
8e+05,55,260,258,"No",80,1040,277.2,221756822.1,6.623,19.217091943506
355000,76,585,490,"No",100,2157,148.63,52764268.55,23.251,17.7813447875825
2200,84,5,7,"No",85,1629,386.21,849660,1117.742,13.6525915484452
190000,60,500,782,"No",100,302,174.2,33098207.1,148.933,17.3149896727171
10500,60,11,35,"No",50,771,327.99,3443850.55,1145.08,15.0521007492793
5000,70,7,8,"No",100,1215,154.6,773021.2,810.405,13.558061752808
150000,56,300,566,"Yes",90,3482,279.78,41967272.1,183.793,17.5524006367714
4450,40,6,7,"No",31,944,54.11,240806.05,1851.67,12.3917471166859
4700,42,9,18,"No",100,2161,126.43,594244,961.783,13.2950452884108
59000,50,75,100,"No",100,1229,194.85,11496340.8,63.074,16.2575393513955
144000,55,550,750,"No",100,2118,308.27,44390308.97,50.319,17.6085317371374
4150,40,7,9,"Yes",100,3843,252.44,1047639.6,1879.456,13.8620501915886
18000,50,15,16,"No",100,2864,41.31,743604.4,657.711,13.5192644519717
122000,60,320,359,"No",100,461,147.57,18003013,50.319,16.7060496907414
3200,45,7,15,"No",60,854,328.88,1052413.6,1031.346,13.8665967509078
35500,168,52,66,"No",100,2984,262.92,9333668.02,657.711,16.0491386381142
2000,40,2,3,"No",100,1938,50.2,100399.6,1807.463,11.5169135021681
14000,40,40,75,"No",60,1539,234.38,3281280.8,583.627,15.0037443919447
62000,60,175,170,"No",95,612,142.76,8851031.35,217.118,15.9960445469174
174000,55,60,68,"No",100,864,152.1,26465035.7,150.44,17.0913350122248
7100,50,10,18,"No",80,690,87.96,624505,1851.67,13.3447146149208
78000,50,70,40,"No",60,780,70.52,5500708.05,62.703,15.5203873782805
3600,53,5,5,"No",100,4177,136.74,492270.45,48.841,13.1067835395694
305000,40,1000,1214,"No",100,1735,452.37,137973870.88,62.141,18.7425748837448
4800,44,4,7,"Yes",46,385,179.52,861673.54,1461.857,13.6666317540139
98000,60,285,360,"No",100,2884,262.48,25723494.73,178.394,17.0629153240754
42000,50,150,162,"No",100,3221,200.16,8406738.9,657.711,15.944544192183
4500,40,7,10,"No",100,2029,37.78,170031.4,1807.463,12.0437384048587
2500,40,3,5,"No",100,325,53.29,133218.05,1655.242,11.7997425384182
15000,40,5,9,"Yes",100,873,99.26,1488853.8,1879.456,14.213517120143
31500,168,70,110,"No",100,678,254.43,8014529.14,52.146,15.8967665949514
250000,45,400,700,"No",100,1083,194.19,48547391.2,62.141,17.6980510169633
8e+05,50,2200,4775,"No",80,64,113.81,91047273.8,23.718,18.3268894218994
36000,84,30,27,"No",100,1830,156.59,5637329.6,632.517,15.5449210361722
3900,72,12,6,"No",100,1107,109.93,428738.45,1667.755,12.9686023383239
5000,40,1,1,"No",100,1093,112.39,561960,953.188,13.2391859519656
26000,50,60,66,"No",58,2118,40.4,1050442.4,1868.403,13.8647219667311
9000,60,19,40,"No",100,1842,188.35,1695193.5,1130.475,14.343307451573
290000,60,875,628,"Yes",100,4636,138.38,40128998,48.841,17.5076097730801
39500,40,35,46,"No",100,504,54.35,2146702.95,639.722,14.5794437114435
2800,45,11,16,"Yes",65,585,263.89,738904.04,1851.67,13.5129233403487
7e+05,168,2400,3844,"No",80,1913,201.21,140849119.85,23.718,18.7631998034208
4000,50,22,31,"Yes",100,1034,353.78,1415109.86,1107.753,14.1627177256217
5400,50,7,18,"No",100,1165,173.83,938673.1,31.359,13.7522225612617
150000,50,80,122,"No",30,1479,173.44,26016454.45,16.67,17.0742397592737
90000,60,100,142,"No",100,744,198.77,17889074.94,84.056,16.6997007459311
62000,55,200,265,"No",100,814,95.48,5920041.4,276.953,15.593854000079
1500,42,3,7,"Yes",100,2035,372.13,558188.4,1107.753,13.2324518187864
5400,50,6,10,"No",85,1769,53.77,290334.8,1828.052,12.5787900188185
7600,50,40,63,"No",100,1861,68.9,523614,1117.742,13.1685100506283
44000,45,109,116,"No",100,876,48.12,2117325.31,532.964,14.5656642038761
1200,50,3,12,"No",90,3382,135.72,162859.2,1868.403,12.0006413028145
7900,40,22,28,"No",100,3864,86.67,684670.35,1868.403,13.4366927605349
136000,45,200,300,"No",70,763,265.45,36100604.05,321.82,17.4018201558501
40000,48,45,76,"Yes",100,951,211.31,8452288.95,1162.263,15.9499478443083
5500,50,19,25,"No",100,824,108.57,597123.1,1461.857,13.2998785687739
10001,53,35,41,"No",100,918,77.57,775748.75,1145.08,13.5615839709655
112000,60,160,161,"No",100,475,136.71,15311228.45,57.663,16.5440970028212
9900,50,5,10,"No",100,854,31.08,307650,2396.734,12.6367180521686
6700,50,12,36,"No",100,1741,88.84,595246.4,1828.052,13.2967307164518
5000,43,9,10,"No",100,666,150.11,750540,1667.755,13.5285482264368
6000,35,1,1,"No",20,1865,35.83,214999.75,1807.463,12.2783921443184
11000,50,49,90,"No",100,470,669.75,7367200.33,1667.755,15.8125483181824
6700,40,13,26,"No",75,2215,99.98,669875.15,1879.456,13.4148466307195
128000,50,250,375,"No",100,942,124.12,15887554.9,16.428,16.5810466500207
215000,68,800,887,"No",80,900,209.02,44939683.22,52.146,17.6208317757425
230000,61,600,1075,"No",90,1609,208.3,47908562.48,23.718,17.6848048038172
4000,60,10,15,"No",100,2097,61.81,247248.4,1729.173,12.418148778281
7000,40,10,16,"No",60,224,90.6,634225.2,48.841,13.3601593753963
37500,50,150,225,"No",100,3850,146.45,5491934,19.69,15.5187910283178
14000,50,20,25,"No",100,3121,84.43,1182008.8,1162.263,13.9827259219289
6600,50,5,11,"No",33,651,71.6,472592.4,575.39,13.065988562353
2500,60,8,12,"No",100,664,77.29,193230.8,1851.67,12.1716406083443
5200,80,9,10,"No",15,3190,103.11,536166.4,1879.456,13.1921998396352
7100,45,23,18,"No",100,2077,99.51,706546.4,1117.742,13.4681441548171
120000,64,312,588,"No",99,1428,226.87,27223994.35,64.479,17.1196092876254
5000,60,3,16,"No",100,3845,347.83,1739152.05,23.718,14.3689082248218
46500,75,75,83,"No",100,1144,336.76,15659254.1,247.574,16.5665726164858
99000,60,250,255,"No",100,1047,184.88,18303208,52.146,16.7225869029948
215000,55,625,970,"No",90,641,160.92,34596899.86,48.841,17.3592746365917
420000,60,425,542,"No",100,629,152.24,63938938.93,25.323,17.9734391066819
26000,50,76,23,"No",75,2686,699.46,18185857.9,196.322,16.7161548115346
106000,50,300,500,"No",100,1847,504.92,53521360.67,50.319,17.795591397041
2e+05,40,525,733,"No",100,475,261.66,52331644.49,57.663,17.773111803232
110000,64,175,175,"No",95,2060,131.16,14427504,50.319,16.4846469428155
120000,40,420,275,"No",100,124,261.15,31337681.2,20.286,17.2603318036418
1700,48,4,4,"No",100,230,122.51,208263.65,1667.755,12.2465601040995
8e+05,62,1534,1653,"No",100,3488,171.24,136989459.35,23.718,18.7354145417813
17750,168,20,100,"No",80,1842,39.24,696422.3,1031.346,13.45371150819
17000,40,33,35,"No",100,2116,95.33,1620626,1069.328,14.2983230523208
97000,55,150,164,"No",100,1239,65.99,6401113.6,239.385,15.6719825331937
2500,49,10,13,"No",100,3023,241.91,604768.15,1879.456,13.3126004404237
1800,52,4,5,"No",100,1690,522.96,941319.05,48.841,13.7550374152993
4000,40,9,10,"No",100,559,84.18,336715.75,1868.403,12.7269943816019
230000,40,450,1525,"No",90,470,96.04,22088382.4,62.141,16.9105623450102
25001,100,50,105,"No",100,1073,514.31,12858205.15,145.504,16.3694926986039
1200,40,2,3,"No",100,1607,92.85,111419.7,1729.173,11.6210594310564
186000,168,312,905,"No",100,1706,110.63,20577457.05,64.022,16.8397067165956
8200,42,20,21,"Yes",100,831,110.97,909971.3,1461.857,13.7211683395341
95000,55,175,710,"No",100,1348,349.14,33167996.4,62.141,17.3170960051193
17750,45,55,90,"No",100,1773,199.3,3537607.5,1117.742,15.0789612091645
2500,50,6,3,"No",100,2702,264.34,660850.4,19.69,13.4012827694668
5200,45,8,11,"No",100,1754,89.99,467972.75,1451.617,13.0561653467088
65000,40,60,11,"No",75,1052,126.66,8233208.04,179.596,15.9236862950005
6700,96,16,26,"No",80,1998,161.67,1083160.4,1828.052,13.8953936221262
66000,50,175,310,"No",85,1287,177.33,11703952.8,139.17,16.2754371888647
7500,50,20,25,"No",75,645,95.77,718257.81,1868.403,13.4845838504337
2500,50,7,15,"No",100,1192,123.13,307824.3,4458.21,12.6372844446392
43500,168,20,60,"No",100,1681,361.16,15710479.29,321.294,16.5698385183597
450000,168,1500,2350,"No",85,2090,199.46,89757275.84,23.251,18.312619649902
3e+05,55,550,852,"No",100,1602,201.49,60446165.15,86.871,17.917263694634
325000,98,425,386,"No",100,2761,159.04,51687758.15,23.251,17.7607315251734
41500,60,80,96,"No",100,1146,46.6,1934051.35,55.969,14.4751275058321
3000,168,3,3,"No",100,3815,209.12,627353.65,48.841,13.3492656956948
10750,50,11,19,"No",100,819,96.73,1039829,964.604,13.8545668345217
500001,55,400,662,"No",92,2081,160.98,80491685.75,14.6,18.2036644544461
2500,51,3,5,"No",100,1929,383.6,958991.6,23.718,13.7736375947031
370000,72,800,1321,"No",90,3352,234.66,86823364.87,23.718,18.279386323938
1550,50,4,6,"No",100,1422,147.94,229309.5,1655.242,12.3428278984283
14500,40,19,11,"No",50,1286,185.76,2693532.8,639.722,14.8063641984928
164000,60,502,547,"No",95,439,154.96,25414018.82,26.089,17.0508115017831
16000,40,31,39,"No",100,722,160.89,2574255.6,1031.346,14.7610709629075
1400,84,7,12,"No",100,768,60.32,84445.2,1559.829,11.3438580822547
43500,40,150,153,"No",98,3365,140.21,6098979.6,259.352,15.6236320364624
6300,35,6,4,"No",100,913,55.52,349775.65,1197.386,12.7650472279373
1600,50,4,6,"No",100,1603,204.3,326882.15,1522.982,12.6973549873671
76000,90,60,40,"No",75,817,270.33,20545327.6,942.557,16.838144105658
33500,60,17,21,"No",100,1218,548.34,18369538.6,62.703,16.7262043398372
5000,40,4,7,"No",100,3463,350.62,1753105.2,23.718,14.3768991735118
112000,168,700,848,"No",100,3479,225.91,25301533.6,50.319,17.0463755684614
6300,37,6,16,"No",100,1487,51.15,322252,961.783,12.6830891271437
1750,40,3,6,"No",75,1896,191.14,334490.8,1484.515,12.7203646544353
96000,45,500,910,"No",100,120,899.47,86348711.86,55.969,18.273904444785
4500,40,7,15,"No",100,1916,129.63,583334.15,1868.403,13.2765154572306
250000,55,250,950,"No",98,1247,156.85,39211266.67,19.69,17.4844746785159
6e+05,168,120,172,"No",90,2303,106.21,63728295.4,62.585,17.970139219718
1100,51,3,4,"No",100,2001,279.76,307739.95,19.69,12.6370103871365
4500,70,6,4,"No",100,1627,124.16,558723.2,23.718,13.2334094595538
100001,60,600,765,"No",100,510,221.97,22197508.9,57.663,16.9154906288346
3000,49,8,8,"Yes",100,2268,154.59,463766.8,1451.617,13.0471371186627
1600,42,6,9,"No",100,2577,122.2,195515.6,1461.857,12.1833954506205
7e+05,65,3000,4545,"No",80,1305,210.71,147495346.85,25.323,18.8093071864669
2000,57,4,4,"No",100,2260,394.3,788592,23.718,13.5780043558142
11000,40,17,21,"No",100,469,99.01,1089149.6,751.727,13.9009077662176
25000,40,100,126,"No",75,1600,158.58,3964530.15,639.722,15.19289790666
12000,50,40,99,"No",75,1384,108.28,1299404.4,632.517,14.0774165636011
7e+05,40,2100,1272,"No",100,1239,1245.06,871540355.35,23.718,20.5857727274748
75000,67,100,233,"No",90,3884,234.59,17594178,48.841,16.683078609829
160000,40,175,132,"No",100,14,211.44,33830090.98,84.056,17.3368612300823
7e+05,65,2200,2450,"No",98,1318,274.2,191939670.99,25.323,19.0726916670229
2750,50,3,7,"Yes",100,144,266.05,731636.5,1655.242,13.503039084905
1700,40,3,3,"No",100,902,69.3,117808.6,1559.829,11.6768165526283
5000,40,20,43,"No",100,2153,281.05,1405230.4,1807.463,14.1557118330709
4500,45,5,2,"No",100,1144,158.61,713741.35,1197.386,13.4782759207896
6e+05,67,925,1009,"No",100,1211,130.21,78125700.8,25.323,18.1738296362206
150000,168,500,450,"No",99,990,162.13,24319122.15,50.319,17.0067735186048
