"SqFt","OpenHours","WorkersCnt","ComputersCnt","IsBank","CooledPercent","CDD65","SOURCE_EUI","SourceEnergy","FINALWT","SourceEnergyLog"
1500,35,1,3,"No",100,1639,54.44,81664.8,1791.31,11.3103783434547
25001,60,60,296,"No",100,529,275.05,6876601.9,48.841,15.7436351780121
28000,168,200,280,"No",100,1888,463.57,12980089.85,1117.742,16.3789271914042
6000,40,17,17,"No",75,3920,95.22,571314.8,1134.75,13.2556956502058
2400,60,3,5,"Yes",75,715,75.3,180725.65,25.323,12.1047354144867
7e+05,66,500,790,"No",75,1162,129.32,90524734.02,25.323,18.3211336754178
22000,40,24,28,"No",100,54,22.77,500886.4,1667.755,13.1241346078491
59000,50,187,215,"No",100,500,175.78,10371016.6,7.577,16.1545256081877
2200,52,5,5,"No",100,3376,462.06,1016530.2,48.841,13.8319056213977
102000,85,200,245,"No",100,1021,181.73,18535992.3,57.663,16.7352249296864
310000,76,1279,2255,"No",95,1670,235.68,73060032.37,52.146,18.1067920223918
68000,168,150,121,"No",100,955,378.17,25715344.45,276.953,17.0625984320071
39500,55,75,59,"No",95,2313,231.36,9138914.4,48.841,16.028052161759
6000,60,12,16,"No",100,2647,155,929981.5,1807.463,13.7429199724585
6100,168,4,8,"No",90,3710,224.53,1369655.35,23.718,14.1300696968124
40000,45,25,44,"No",80,1529,103.4,4135881.05,48.841,15.2352109350857
1700,40,2,4,"No",100,1211,128.18,217912.1,738.088,12.2918470494506
12250,50,12,50,"Yes",70,2258,171.85,2105135.2,1031.346,14.5598902510646
5500,47,18,23,"No",100,1488,113.29,623077,1484.515,13.3424253856379
36500,50,60,68,"No",66,754,98.71,3602803.05,545.858,15.0972227254552
158000,60,130,460,"No",100,795,287.95,45495350.25,3.785,17.6331206863915
24000,60,20,60,"Yes",100,1295,258.16,6195778.05,445.923,15.6393786583796
14000,60,17,15,"No",40,2997,112.18,1570515.45,1117.742,14.2669144355438
5700,44,26,22,"No",100,1367,92.48,527157.05,1791.31,13.1752537907182
42000,50,30,48,"No",80,1885,173.22,7275360.75,632.517,15.8000039574213
4150,40,2,5,"No",80,1314,118.4,491358.7,1851.67,13.1049296899531
45000,40,20,110,"No",100,394,158.21,7119615.65,63.018,15.7783643001895
170000,55,380,423,"No",100,3806,182.09,30955164.8,50.319,17.2480504187785
180000,64,250,556,"No",90,1247,144.72,26049708.65,163.09,17.0755171418401
3000,54,7,13,"Yes",100,1800,230.17,690496.8,1807.463,13.4451666174978
2e+05,55,650,1288,"No",100,880,161.03,32205973.8,53.724,17.2876625150467
55000,45,175,178,"No",85,653,223.39,12286459.5,281.109,16.3240083602997
4000,54,1,2,"No",100,642,467.45,1869801.5,1107.753,14.4413428334639
96000,168,600,1000,"No",100,3198,583.86,56050979.6,178.394,17.8417721845822
345000,59,1100,1420,"No",100,3258,193.83,66870639.8,23.718,18.0182705618025
27000,50,3,8,"No",33,1172,58.17,1570465.4,653.843,14.2668825665179
14250,48,27,29,"No",100,999,114.29,1628679.15,1559.829,14.3032799068588
48500,168,100,120,"No",100,914,872.37,42310099.76,276.953,17.5605363805285
4400,40,12,14,"Yes",100,986,138.39,608905.85,1851.67,13.3194189370394
45000,40,62,91,"No",100,419,115.63,5203391.55,63.018,15.4648211921017
60000,85,150,200,"No",100,1202,342.77,20566302.4,213.483,16.8391644885434
58000,50,93,27,"No",70,131,117.61,6821153.5,833.878,15.7355391504153
5000,60,10,8,"No",100,1827,264.08,1320405.8,31.847,14.0934496715598
61000,60,175,83,"No",100,683,112.55,6865337.85,20.781,15.7419958093746
2400,48,3,8,"No",30,1892,139.46,334707.1,1807.463,12.721011100001
2000,40,3,4,"No",100,963,109.34,218689.8,1868.403,12.2954095663454
97000,50,300,400,"No",100,1717,271.59,26343966.17,143.946,17.0867498188741
45000,40,40,137,"No",75,1187,133.99,6029504.95,178.394,15.612175467489
3200,36,5,8,"Yes",100,1271,133.09,425882.45,1729.173,12.9619186482062
39500,40,40,45,"No",100,1802,86.25,3407062.4,48.841,15.0413610117087
4350,50,15,10,"No",100,3675,83.29,362320,1879.456,12.8002830782301
2950,44,2,7,"No",100,1546,60.13,177370.9,1791.31,12.0859982993256
32000,40,70,121,"No",100,913,235.99,7551780.49,279.456,15.8372939199126
6100,40,3,4,"No",66,3611,22.23,135584.4,1879.456,11.8173496036225
7e+05,80,1509,1870,"No",90,1254,187.32,131126109.44,25.323,18.6916700855792
116000,40,400,455,"No",100,1037,143.84,16685611.66,84.056,16.6300573287705
34000,45,48,35,"No",100,1124,169.95,5778406.9,356.198,15.5696385798202
225000,168,1100,620,"No",90,1001,196.28,44163087.17,15.946,17.6033998662306
76000,55,177,218,"No",100,1585,196.47,14931505.4,48.841,16.5189839949748
380000,50,1000,1012,"No",100,1652,135.51,51493617.46,143.946,17.7569684251381
18000,45,46,73,"Yes",100,1750,27.56,496137.6,579.248,13.1146085865883
95000,65,50,214,"No",100,1056,184.97,17571899.76,157.112,16.6818115795316
25500,40,40,42,"No",90,807,278.17,7093223.6,223.942,15.7746504637251
325000,45,469,378,"No",90,3499,189.47,61578309.5,90.622,17.935820247989
186000,50,250,383,"No",100,3950,175.33,32611930.69,24.435,17.3001887514714
62000,60,200,297,"No",100,3387,309.05,19160888.74,48.841,16.7683817146087
24000,84,24,4,"No",100,1569,220.61,5294745.05,1655.242,15.4822253866611
8000,56,5,6,"No",100,1761,146.89,1175146.7,48.841,13.976903548831
1600,50,4,9,"No",100,500,117.44,187898.9,1559.829,12.1436593312067
13500,54,41,62,"No",85,468,152.94,2064738.2,583.627,14.540513996679
295000,55,300,420,"No",90,2097,160.54,47359764.24,48.841,17.6732835704871
1001,37,1,1,"No",80,833,17.7,17721.2,1828.052,9.78251694195646
27000,40,121,156,"No",100,1970,174.3,4706215.85,519.502,15.3643947141959
16750,40,10,19,"No",100,1783,101.92,1707242.25,499.12,14.350389907349
126000,60,300,320,"No",100,863,153.06,19285780.5,53.724,16.7748786206748
67000,50,290,329,"No",100,175,155.64,10428181.4,249.445,16.160022449358
350000,50,900,880,"No",100,4904,177.66,62181064.04,17.191,17.9455610747032
24000,48,25,16,"No",100,1597,133.55,3205258.7,632.517,14.9803033627081
1200,40,4,4,"No",100,2201,226.24,271482.75,23.718,12.511653880426
24750,50,34,52,"No",75,1112,110.4,2732468.55,653.843,14.82071598936
53000,49,16,22,"No",30,1422,51.66,2737925.4,74.845,14.8227110382943
50000,168,100,100,"No",100,1791,369.73,18486599.95,626.865,16.73255670057
7500,60,15,18,"No",95,1662,102.27,767050.9,1274.256,13.5503084405986
8e+05,55,533,895,"No",100,1117,53.94,43151385.2,52.146,17.5802250769483
9200,50,9,22,"No",100,1224,347.34,3195507.35,1484.515,14.9772564281794
23000,50,80,28,"No",80,1881,283.48,6519969.2,632.517,15.6903802099653
5e+05,60,1000,1022,"No",100,1070,141.39,70695435.98,62.141,18.0738915740447
4900,50,7,7,"Yes",100,855,183.15,897424.15,1484.515,13.7072838832384
168000,80,50,61,"No",40,1073,315.22,52957325.05,228.758,17.7849969594428
9000,60,1,20,"No",100,741,223.28,2009550.2,1145.08,14.513421473898
380000,55,621,833,"No",78,1589,149.87,56950636.62,48.841,17.8576954263727
5900,50,15,25,"Yes",90,894,195.54,1153672.1,1851.67,13.9584605435598
2850,40,4,21,"No",100,1565,93.57,266680.4,1807.463,12.4938062166559
44500,60,30,38,"No",100,3637,136.3,6065466.4,61.581,15.6181219976509
150000,55,150,259,"No",30,1301,160.74,24111564.81,89.5,16.9982021509961
102000,80,360,650,"Yes",100,1825,286.68,29240988.03,53.724,17.1910819826306
305000,60,425,494,"No",100,975,161.72,49325810.8,61.581,17.7139580476497
2500,40,3,3,"No",100,2917,52.84,132106.8,1879.456,11.79136596534
210000,60,900,1246,"No",100,1067,265.01,55652089.52,52.146,17.8346301825101
26000,168,65,195,"No",90,1241,691.76,17985710.05,62.141,16.7050881144549
6500,45,8,11,"No",100,1789,161.42,1049232.8,2140.906,13.8635697884001
3200,100,3,4,"No",100,198,16.12,51570.4,2249.135,10.8507031434625
6e+05,55,900,495,"No",80,1213,147.81,88684911.35,6.203,18.300600324016
270000,65,418,516,"No",100,1490,241.87,65304598.21,48.841,17.9945730084597
1200,55,4,7,"No",60,2239,138.78,166538.4,1522.982,12.0229811924421
13500,40,41,91,"No",90,1309,51.48,695029.3,639.722,13.4517092819317
6000,70,6,18,"No",66,961,127.12,762692,1851.67,13.5446095590453
25000,168,80,46,"No",50,1220,75,1874922,74.845,14.4440776165213
470000,55,1200,1220,"No",100,1878,175.05,82271813.98,23.718,18.2255391280086
2200,48,3,5,"No",100,3855,85.7,188549.2,48.841,12.1471142597711
2000,40,5,12,"No",100,1734,164.9,329800.8,4637.851,12.7062441148172
11000,48,32,31,"No",75,819,179.79,1977739.05,1667.755,14.4974648562737
6000,56,4,5,"No",100,3643,187.63,1125786.9,23.718,13.9339928157745
3000,45,14,20,"No",100,2939,108.31,324931.25,1879.456,12.6913689004729
37000,54,91,108,"No",100,1201,169.16,6259024.45,657.711,15.649534892274
73000,60,200,309,"No",100,3071,290.23,21187104.4,274.455,16.8689032715442
6000,40,5,8,"No",100,918,72.07,432406.45,1559.829,12.9771212813797
51000,168,175,250,"No",100,1411,332.59,16962051.1,160.426,16.6464891185157
6000,44,14,20,"No",100,2279,434.21,2605239,880.783,14.7730349756022
6300,60,10,9,"No",100,3067,402.55,2536088.45,17.191,14.7461334716913
13500,40,20,24,"No",85,2837,68.52,925075.2,657.711,13.7376303104874
2100,35,2,3,"No",100,2033,73.58,154515.2,1451.617,11.9480477523578
7e+05,60,1500,2350,"No",85,53,99.62,69731677,23.718,18.0601652488148
40000,43,50,51,"Yes",75,2027,368.59,14743569.05,226.828,16.5063175490658
10500,50,25,30,"No",75,1885,649.22,6816810.35,692.221,15.7349022298024
8300,60,27,35,"No",100,1533,122.72,1018586.8,48.841,13.8339267343854
43000,40,50,59,"No",100,213,94.78,4075445.28,499.12,15.2204905698531
64000,55,100,91,"No",100,1621,77.98,4990579.97,212.426,15.4230626874268
8900,45,5,6,"No",100,919,108.47,965393.45,964.604,13.7802910174331
156000,105,800,1130,"No",81,531,149.62,23340582.63,64.601,16.9657041472361
70000,60,250,173,"No",80,840,155.32,10872615.6,233.303,16.2017578557267
4850,40,9,12,"No",100,1705,75.37,365531.6,1807.463,12.8091080113431
74000,61,228,201,"No",100,4898,132.19,9782157.87,48.841,16.0960706587776
1500,40,4,7,"No",100,2044,170.9,256343.85,1117.742,12.4542749862863
8000,40,20,21,"No",100,709,64.69,517531,1390.874,13.1568247057092
290000,60,875,1176,"No",100,4325,150.43,43625674.4,23.718,17.5911563973932
15250,40,4,10,"No",100,1984,59.51,907525.5,365.059,13.7184769438999
24750,50,35,25,"No",70,2008,154.92,3834375.65,23.718,15.1595171764006
6500,54,6,12,"Yes",100,729,212.12,1378775.65,1868.403,14.1367064531846
6000,44,4,9,"No",100,1637,24.01,144068.4,1791.31,11.8780434657813
4600,168,3,9,"No",100,429,97.45,448255.5,1667.755,13.0131186613308
47000,48,200,225,"No",100,1513,144.6,6796269.2,639.722,15.7318843725256
1001,40,2,4,"Yes",100,1728,515.7,516210.8,1807.463,13.154270488171
7e+05,60,1500,1450,"No",20,61,104.16,72915317.44,10.856,18.1048092906827
8000,90,8,9,"No",100,3270,311.95,2495594.15,48.841,14.7300373950904
6700,40,15,16,"No",100,1464,66.6,446219.2,365.059,13.0085655900862
2e+05,40,600,915,"No",80,1433,189.56,37912970.9,17.175,17.4508038516074
18500,72,50,70,"No",75,467,299.11,5533503.85,158.3,15.5263317804489
6e+05,168,317,406,"No",60,1409,244.57,146739016.4,84.056,18.8041661682155
3200,45,8,15,"No",100,779,70.64,226047.5,1868.403,12.3285004331615
2000,45,4,6,"No",100,2078,197.64,395271.45,1868.403,12.8873280230489
43500,42,30,45,"No",75,1418,126.24,5491399.2,751.727,15.5186936444015
12000,40,5,16,"No",100,1559,99.93,1199186.8,440.046,13.9971542183717
146000,45,550,537,"No",100,3512,361.08,52718395.94,64.983,17.7804750216714
3500,45,12,10,"No",100,1363,109.08,381783.5,1807.463,12.8526089729963
118000,50,400,1366,"No",90,1030,245.56,28976375.5,148.303,17.1819914180219
1500,32,4,5,"Yes",100,1257,189.45,284178.3,1522.982,12.5573571370502
184000,55,900,904,"No",100,161,142.83,26281142.01,50.319,17.084362206116
13000,70,35,102,"No",100,2568,189.44,2462656.35,1162.263,14.7167511423986
