Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
102452,1100 E 57th St,60637,Commercial,"> 250,000 Sq Ft",2018,HYDE PARK,41,5,41.79221307,-87.59994981,"(41.79221307, -87.59994981)"
158526,540 N Michigan Ave,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89213144,-87.62485893,"(41.89213144, -87.62485893)"
160382,1931 S Indiana Ave,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.85619357,-87.62223804,"(41.85619357, -87.62223804)"
254168,1050 W Sheridan,60660,Commercial,"50,000 - 250,000 Sq Ft",2020,Rogers Park,1,49,41.9982817,-87.65758,"(41.9982817, -87.65758)"
172795,1100 S MICHIGAN AVE,60605,Residential,"50,000 - 250,000 Sq Ft",2018,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
174197,5969 W PETERSON AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2018,Jefferson Park,11,39,41.9909006,-87.66661,"(41.9909006, -87.66661)"
175025,2600 W BALMORAL AVE,60625,Residential,"50,000 - 250,000 Sq Ft",2018,LINCOLN SQUARE,4,40,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
175097,5220 S KENWOOD AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
175212,6950 S CREIGER AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
175219,7834 7844 S ELLIS AVE,60619,Residential,"50,000 - 250,000 Sq Ft",2018,GREATER GRAND CROSSING,69,8,41.74401302,-87.60549928,"(41.74401302, -87.60549928)"
175221,7646 S ESSEX AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
175257,2255 S MICHIGAN AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
104836,445 W BARRY AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
101263,900 W ARGYLE ST,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,48,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
101410,2400 W BALMORAL AVE,60625,Residential,"50,000 - 250,000 Sq Ft",2018,LINCOLN SQUARE,4,40,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
106046,162 E OHIO ST,60611,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,42,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
105852,7100 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2020,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
116171,4724 S VINCENNES AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2018,GRAND BOULEVARD,38,3,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
114228,331 S PEORIA ST,60607,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
173863,5650 N KENMORE AVE,60660,Municipal,"50,000 - 250,000 Sq Ft",2020,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
151285,4651 N GREENVIEW AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,47,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
144107,140 W 62ND ST,60621,Residential,"50,000 - 250,000 Sq Ft",2018,ENGLEWOOD,68,20,41.7761313,-87.64068948,"(41.7761313, -87.64068948)"
172157,437 E 60TH ST,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WOODLAWN,42,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
172704,4116 N NARRAGANSETT AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2018,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
101329,340 E 38TH ST,60653,Residential,"50,000 - 250,000 Sq Ft",2018,DOUGLAS,35,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
173955,6310 N KEDZIE AVE,60659,Residential,"50,000 - 250,000 Sq Ft",2018,WEST RIDGE,2,50,41.99046172,-87.70620782,"(41.99046172, -87.70620782)"
101899,6830 N SHERIDAN RD,60626,Residential,"50,000 - 250,000 Sq Ft",2020,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
173935,6920 S CRANDON AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
117179,3318 N LAKE SHORE DR,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
117367,6526 W IRVING PARK RD,60634,Residential,"50,000 - 250,000 Sq Ft",2018,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
173944,1950 E 70TH ST,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
147565,2025 S INDIANA AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
105488,5600 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2020,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
175567,233 E ONTARIO ST,60611,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
101448,1401 W ROOSEVELT RD,60608,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
102380,4600 N CUMBERLAND AVE,60656,Residential,"50,000 - 250,000 Sq Ft",2020,OHARE,76,38,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
116122,4520 N CLARENDON AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
140247,3443 W ADDISON ST,60618,Commercial,"50,000 - 250,000 Sq Ft",2018,AVONDALE,21,35,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
147738,437 W DIVISION ST,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
103593,6145 S MICHIGAN AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
104505,5730 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
175294,540 W SURF ST,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
175358,2232 W FARWELL AVE,60645,Residential,"50,000 - 250,000 Sq Ft",2018,WEST RIDGE,2,50,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
175532,4000 N KEYSTONE AVE,60641,Residential,"50,000 - 250,000 Sq Ft",2018,IRVING PARK,16,39,41.94615136,-87.74707694,"(41.94615136, -87.74707694)"
175699,6700 S CONSTANCE AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
175931,2403 E 72ND ST,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
175959,5100 S HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
112622,5918 N KENMORE AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
114316,6433 W BELLE PLAINE AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2020,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
114252,607 W WRIGHTWOOD AVE,60614,Residential,"50,000 - 250,000 Sq Ft",2020,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
149001,201 W 69TH ST,60621,Residential,"50,000 - 250,000 Sq Ft",2018,GREATER GRAND CROSSING,69,6,41.7761313,-87.64068948,"(41.7761313, -87.64068948)"
165425,2320 W 113TH PL,60643,Residential,"50,000 - 250,000 Sq Ft",2018,MORGAN PARK,75,19,41.6981819,-87.66236671,"(41.6981819, -87.66236671)"
116752,3333 W MAYPOLE AVE,60624,Residential,"50,000 - 250,000 Sq Ft",2018,EAST GARFIELD PARK,27,28,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
176014,1201 N WELLS ST,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
176018,915 W WILSON AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
111000,2740 W ARMITAGE AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2020,LOGAN SQUARE,22,1,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
260051,3710 N PINE GROVE AVE,60613,Residential,"50,000 - 250,000 Sq Ft",2020,LAKE VIEW,6,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
117948,5130 W JACKSON BLVD,60644,Residential,"50,000 - 250,000 Sq Ft",2018,AUSTIN,25,28,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
115330,55 W GOETHE ST,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
101828,6000 S INDIANA AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
114817,5471 S HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2020,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
173635,125 W OHIO ST,60654,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
101999,1415 W LUNT AVE,60626,Residential,"50,000 - 250,000 Sq Ft",2020,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
149091,1930 S WABASH,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
150265,69 E 16TH ST,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
150267,1819 W CERMAK RD,60608,Residential,"50,000 - 250,000 Sq Ft",2018,LOWER WEST SIDE,31,25,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
102914,8915 S LOOMIS ST,60620,Residential,"50,000 - 250,000 Sq Ft",2020,WASHINGTON HEIGHTS,73,21,41.74023286,-87.65352897,"(41.74023286, -87.65352897)"
148784,35 S RACINE,60607,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
172064,4300 W FORD CITY DR,60652,Residential,"50,000 - 250,000 Sq Ft",2018,WEST LAWN,65,18,41.74592047,-87.71315983,"(41.74592047, -87.71315983)"
111083,3506 S STATE ST,60609,Residential,"50,000 - 250,000 Sq Ft",2018,DOUGLAS,35,3,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
105302,810 E HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2018,KENWOOD,39,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
100681,530 W SURF ST,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
172411,365 W OAK ST,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
172445,1440 W 13TH ST,60608,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,28,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
172464,3456 W ADAMS ST,60624,Residential,"50,000 - 250,000 Sq Ft",2018,EAST GARFIELD PARK,27,28,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
172541,1631 S MICHIGAN AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
172671,6619 W BELMONT AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2018,MONTCLARE,18,36,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
172692,1800 N LACROSSE AVE,60639,Residential,"50,000 - 250,000 Sq Ft",2018,AUSTIN,25,37,41.92039417,-87.75616669,"(41.92039417, -87.75616669)"
172810,1356 E 52ND ST,60615,Residential,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
174155,1040 W GRANVILLE AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2020,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
174166,1816 S INDIANA AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
175845,2451 W HOWARD ST,60645,Residential,"50,000 - 250,000 Sq Ft",2018,WEST RIDGE,2,50,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
174247,421 E 62ND ST,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WOODLAWN,42,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
175130,5925 N PAULINA ST,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,40,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
175181,652 E 50TH ST,60615,Residential,"50,000 - 250,000 Sq Ft",2020,GRAND BOULEVARD,38,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
175182,362 E 60TH ST,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
128905,2026 N CLARK ST,60614,Commercial,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
115108,3825 N PINE GROVE AVE,60613,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
175233,2136 INDIANA AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
175276,7650 N PAULINA ST,60626,Residential,"50,000 - 250,000 Sq Ft",2018,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
175398,5630 S MICHIGAN AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2018,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
175415,5920 N RIDGE AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
175421,7219 N SHERIDAN RD,60626,Residential,"50,000 - 250,000 Sq Ft",2018,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
175574,4108 S PRAIRIE AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2018,GRAND BOULEVARD,38,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
175579,7645 N SHERIDAN RD,60626,Residential,"50,000 - 250,000 Sq Ft",2018,ROGERS PARK,1,49,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
175590,68 E WACKER PL,60601,Residential,"50,000 - 250,000 Sq Ft",2020,LOOP,32,42,41.88570364,-87.62407853,"(41.88570364, -87.62407853)"
175800,1703 E 72ND ST,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
175808,5161 N ASHLAND AVE,60640,Residential,"50,000 - 250,000 Sq Ft",2018,Uptown,3,40,41.9722301,-87.6646,"(41.9722301, -87.6646)"
175892,4526 N SHERIDAN RD,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
103682,4624 S ELLIS AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
101086,1016 W HOLLYWOOD AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
174693,809 E 40TH ST,60653,Residential,"50,000 - 250,000 Sq Ft",2018,OAKLAND,36,4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
173862,5123 N SHERIDAN RD,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,48,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
173802,650 W GORDON TER,60613,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
173908,5000 S CORNELL AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
172808,575 E BROWNING AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2018,DOUGLAS,35,4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
174223,4440 N BROADWAY ST,60640,Residential,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
112013,6455 W BELLE PLAINE AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2018,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
116385,1010 W 95TH ST,60643,Residential,"50,000 - 250,000 Sq Ft",2018,WASHINGTON HEIGHTS,73,21,41.6981819,-87.66236671,"(41.6981819, -87.66236671)"
175216,5118 S DORCHESTER AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
175296,5623 W WASHINGTON BLVD,60644,Residential,"50,000 - 250,000 Sq Ft",2018,AUSTIN,25,29,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
175316,1248 E 79TH ST,60619,Residential,"50,000 - 250,000 Sq Ft",2018,AVALON PARK,45,8,41.74401302,-87.60549928,"(41.74401302, -87.60549928)"
175329,2040 2044 W BELMONT AVE,60618,Residential,"50,000 - 250,000 Sq Ft",2018,NORTH CENTER,5,32,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
173776,331 W OAKDALE AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
104849,660 W WRIGHTWOOD AVE,60614,Residential,"50,000 - 250,000 Sq Ft",2018,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
175462,741 E 79TH ST,60619,Residential,"50,000 - 250,000 Sq Ft",2019,CHATHAM,44,6,41.74401302,-87.60549928,"(41.74401302, -87.60549928)"
175528,1820 W IRVING PARK RD,60613,Residential,"50,000 - 250,000 Sq Ft",2018,NORTH CENTER,5,47,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
175539,6244 S KING DR,60637,Residential,"50,000 - 250,000 Sq Ft",2020,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
175686,1001 W BELMONT AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
175720,1260 W HARRISON ST,60607,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,28,41.87399385,-87.651678,"(41.87399385, -87.651678)"
175863,1746 W MAYPOLE AVE,60612,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,27,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
113548,1450 N ASTOR ST,60610,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,43,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
124139,2303 N CLYBOURN AVE,60614,Residential,"50,000 - 250,000 Sq Ft",2020,LINCOLN PARK,7,2,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
114819,5401 S HYDE PARK BLVD,60615,Residential,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
102987,4048 S LAKE PARK AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2019,OAKLAND,36,4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
116144,633 S PLYMOUTH CT,60605,Residential,"50,000 - 250,000 Sq Ft",2018,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
260054,2600 S KING DR,60616,Residential,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
101751,7500 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
102708,5854 N KENMORE AVE,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
175885,3158 W ROOSEVELT RD,60612,Residential,"50,000 - 250,000 Sq Ft",2019,NORTH LAWNDALE,29,24,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
175895,6364 N SHERIDAN RD,60660,Commercial,"50,000 - 250,000 Sq Ft",2020,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
104710,4645 W BELMONT AVE,60641,Residential,"50,000 - 250,000 Sq Ft",2018,BELMONT CRAGIN,19,31,41.94615136,-87.74707694,"(41.94615136, -87.74707694)"
105472,5816 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
150282,744 N CLARK ST,60654,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,2,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
173657,1 W WASHINGTON ST,60602,Residential,"50,000 - 250,000 Sq Ft",2018,LOOP,32,42,41.88319223,-87.62868858,"(41.88319223, -87.62868858)"
112016,4106 N NARRAGANSETT AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2018,DUNNING,17,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
106027,505 W BELMONT AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
115956,1245 S WOOD ST,60608,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
116215,1745 N KEYSTONE AVE,60639,Residential,"50,000 - 250,000 Sq Ft",2020,HUMBOLDT PARK,23,26,41.92039417,-87.75616669,"(41.92039417, -87.75616669)"
147625,828 W GRACE ST,60613,Residential,"50,000 - 250,000 Sq Ft",2018,LAKE VIEW,6,46,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
165253,1850 W ROOSEVELT RD,60608,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR WEST SIDE,28,27,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
147516,901 W MADISON,60607,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
146962,1440 S WABASH AVE,60605,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
118998,3845 S STATE ST,60609,Residential,"50,000 - 250,000 Sq Ft",2018,DOUGLAS,35,3,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
173929,2307 E 67TH ST,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
103314,1333 N CLEVELAND AVE,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
117005,1343 N CLEVELAND AVE,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
175262,6800 S NORMAL BLVD,60621,Residential,"50,000 - 250,000 Sq Ft",2018,ENGLEWOOD,68,6,41.7761313,-87.64068948,"(41.7761313, -87.64068948)"
175242,5850 W LAKE ST,60644,Residential,"50,000 - 250,000 Sq Ft",2018,AUSTIN,25,29,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
103409,7733 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
101527,4041 W ROOSEVELT RD,60624,Residential,"50,000 - 250,000 Sq Ft",2020,NORTH LAWNDALE,29,24,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
101904,2115 W FARWELL AVE,60645,Residential,"50,000 - 250,000 Sq Ft",2018,WEST RIDGE,2,50,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
112300,5301 N DELPHIA AVE,60656,Residential,"50,000 - 250,000 Sq Ft",2018,OHARE,76,41,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
260116,3812 S MICHIGAN AVE,60653,Residential,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
103205,7260 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2018,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
117024,1830 N WINCHESTER AVE,60622,Residential,"50,000 - 250,000 Sq Ft",2018,LOGAN SQUARE,22,32,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
103933,3161 N CAMBRIDGE AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2020,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
115942,501 W SURF ST,60657,Municipal,"> 250,000 Sq Ft",2020,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
116644,60 E 36TH PL,60653,Residential,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
