Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
165924,600 W Diversey Pkwy,60614,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.93284849,-87.64381155,"(41.93284849, -87.64381155)"
112638,1100 S Hamilton Ave,60612,Commercial,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,27,41.867488,-87.680301,"(41.867488, -87.680301)"
243057,6157 N Sheridan Rd,60660,Residential,"> 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99407784,-87.65485857,"(41.99407784, -87.65485857)"
221086,1500 N Lakeshore Dr,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,43,41.90981067,-87.62674615,"(41.90981067, -87.62674615)"
239994,1500 W Monroe St,60607,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,28,41.88047306,-87.66494946,"(41.88047306, -87.66494946)"
242643,100 E 14th St,60605,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.86449617,-87.62369303,"(41.86449617, -87.62369303)"
243345,6301 N Sheridan Rd,60660,Residential,"> 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99668692,-87.65474889,"(41.99668692, -87.65474889)"
100417,4200 W 115th St,60655,Commercial,"> 250,000 Sq Ft",2018,MOUNT GREENWOOD,74,19,41.68539508,-87.72369345,"(41.68539508, -87.72369345)"
244826,5415 N Sheridan Rd,60640,Residential,"> 250,000 Sq Ft",2018,EDGEWATER,77,48,41.98030005,-87.65445607,"(41.98030005, -87.65445607)"
101856,111 W Jackson Blvd,60604,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.87784862,-87.63130907,"(41.87784862, -87.63130907)"
101942,55 E GRAND AVE,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89129703,-87.6260419,"(41.89129703, -87.6260419)"
102284,330 W Diversey Pkwy,60657,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.932938,-87.638753,"(41.932938, -87.638753)"
239695,1550 N Lake Shore Dr,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,43,41.9109805,-87.62673635,"(41.9109805, -87.62673635)"
243547,645 N Kingsbury St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89320332,-87.64119962,"(41.89320332, -87.64119962)"
243683,3950 N Lake Shore Dr,60613,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,46,41.95419428,-87.64597649,"(41.95419428, -87.64597649)"
243690,400 E Randolph St,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88484798,-87.61650377,"(41.88484798, -87.61650377)"
244523,933 W Van Buren St,60607,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,25,41.87626053,-87.65105172,"(41.87626053, -87.65105172)"
244613,240 E Illinois St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89139925,-87.62079715,"(41.89139925, -87.62079715)"
158088,8765 W Higgins Rd,60631,Commercial,"> 250,000 Sq Ft",2018,OHARE,76,41,41.98712961,-87.84592168,"(41.98712961, -87.84592168)"
160399,400 N McClurg Ct,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.88919665,-87.61813032,"(41.88919665, -87.61813032)"
103656,222 Merchandise Mart Plz,60654,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.88798761,-87.63534171,"(41.88798761, -87.63534171)"
103782,136 148 E Huron St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.895221,-87.624214,"(41.895221, -87.624214)"
231486,4170 N Marine Dr,60613,Residential,"> 250,000 Sq Ft",2018,UPTOWN,3,46,41.95765183,-87.6471076,"(41.95765183, -87.6471076)"
160293,33 W Ontario St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89324294,-87.62922972,"(41.89324294, -87.62922972)"
239078,801 S Plymouth Ct,60605,Residential,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87118113,-87.62811845,"(41.87118113, -87.62811845)"
240299,21 E Huron St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89450091,-87.62713619,"(41.89450091, -87.62713619)"
240959,340 W Superior St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89555767,-87.63738137,"(41.89555767, -87.63738137)"
242048,3550 N Lake Shore Dr,60657,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,46,41.94795804,-87.64383164,"(41.94795804, -87.64383164)"
103602,190 S LaSalle St,60603,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.8797561,-87.63268685,"(41.8797561, -87.63268685)"
103679,300 S Riverside Plz,60606,Commercial,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.877973,-87.638874,"(41.877973, -87.638874)"
160330,901 E 104th St,60628,Residential,"> 250,000 Sq Ft",2018,PULLMAN,50,9,41.70541186,-87.60226555,"(41.70541186, -87.60226555)"
160375,77 W Huron St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89462133,-87.63070676,"(41.89462133, -87.63070676)"
241915,474 N Lake Shore Dr,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89083584,-87.61477288,"(41.89083584, -87.61477288)"
157348,1531 N Clybourn Ave,60610,Municipal,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,27,41.90965061,-87.64658669,"(41.90965061, -87.64658669)"
101356,3633 N California,60618,Commercial,"50,000 - 250,000 Sq Ft",2018,IRVING PARK,16,33,41.94809411,-87.69742569,"(41.94809411, -87.69742569)"
158061,5700 N ASHLAND AVE,60660,Commercial,"50,000 - 250,000 Sq Ft",2018,EDGEWATER,77,40,41.98552836,-87.67026391,"(41.98552836, -87.67026391)"
160099,108 E Superior St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.895753,-87.625059,"(41.895753, -87.625059)"
103712,845 N Michigan Ave,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.898304,-87.624041,"(41.898304, -87.624041)"
235845,1122 N Clark St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90237775,-87.63184484,"(41.90237775, -87.63184484)"
100002,1147 N Western Ave,60622,Municipal,"> 250,000 Sq Ft",2018,WEST TOWN,24,1,41.90261979,-87.68613497,"(41.90261979, -87.68613497)"
160242,787 E 83rd Pl,60619,Residential,"> 250,000 Sq Ft",2018,CHATHAM,44,6,41.743539,-87.60603,"(41.743539, -87.60603)"
160286,4643 S Wabash,60653,Residential,"> 250,000 Sq Ft",2018,GRAND BOULEVARD,38,3,41.81028171,-87.62440902,"(41.81028171, -87.62440902)"
165353,1340 S CANAL ST,60607,Commercial,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,11,41.86412029,-87.6398863,"(41.86412029, -87.6398863)"
100598,2345 S Christiana Ave,60623,Municipal,"> 250,000 Sq Ft",2018,SOUTH LAWNDALE,30,22,41.84837118,-87.70825259,"(41.84837118, -87.70825259)"
160278,2851 S King Dr,60616,Residential,"> 250,000 Sq Ft",2018,DOUGLAS,35,4,41.8426876,-87.61626372,"(41.8426876, -87.61626372)"
240842,200 E Delaware Pl,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.89952925,-87.62130263,"(41.89952925, -87.62130263)"
241405,501 N Clinton St,60654,Residential,"> 250,000 Sq Ft",2018,WEST TOWN,24,42,41.89102115,-87.64219094,"(41.89102115, -87.64219094)"
245071,1440 N LAKESHORE DR,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,43,41.90899977,-87.62663916,"(41.90899977, -87.62663916)"
160422,505 N State St,60654,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89108975,-87.62752252,"(41.89108975, -87.62752252)"
238957,2626 N Lakeview Ave,60614,Residential,"> 250,000 Sq Ft",2018,LINCOLN PARK,7,43,41.93028033,-87.63999004,"(41.93028033, -87.63999004)"
240019,1555 N Astor St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,43,41.91063947,-87.62728476,"(41.91063947, -87.62728476)"
240573,70 W Burton Pl,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90967117,-87.63125838,"(41.90967117, -87.63125838)"
240956,155 N Harbor Dr,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88497563,-87.61480633,"(41.88497563, -87.61480633)"
244387,420 E Waterside Dr,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88718713,-87.61626502,"(41.88718713, -87.61626502)"
230281,3440 N Lake Shore Dr,60657,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.94435889,-87.64163127,"(41.94435889, -87.64163127)"
100256,4975 S Archer Ave,60632,Municipal,"> 250,000 Sq Ft",2018,ARCHER HEIGHTS,57,14,41.802759,-87.722671,"(41.802759, -87.722671)"
101560,536 S Clark St,60605,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87500832,-87.63122808,"(41.87500832, -87.63122808)"
159639,2960 N Lake Shore Dr,60657,Residential,"> 250,000 Sq Ft",2018,LAKE VIEW,6,44,41.93596163,-87.63736893,"(41.93596163, -87.63736893)"
160279,151 - 155 N Michigan Ave,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88468249,-87.62412202,"(41.88468249, -87.62412202)"
160354,750 N Dearborn St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.896027,-87.629782,"(41.896027, -87.629782)"
106236,5131 S Linder Ave,60638,Municipal,"50,000 - 250,000 Sq Ft",2018,GARFIELD RIDGE,56,14,41.799519,-87.759992,"(41.799519, -87.759992)"
156414,1313 N Claremont Ave,60622,Municipal,"50,000 - 250,000 Sq Ft",2018,WEST TOWN,24,1,41.90580095,-87.68552861,"(41.90580095, -87.68552861)"
101736,71 S Wacker Dr,60606,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88099639,-87.63603964,"(41.88099639, -87.63603964)"
159411,1130 S Michigan Ave,60605,Residential,"> 250,000 Sq Ft",2018,LOOP,32,4,41.86850103,-87.62470375,"(41.86850103, -87.62470375)"
158405,250 S Wacker Dr,60606,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.87843521,-87.63727562,"(41.87843521, -87.63727562)"
159103,121 W Chestnut St,60610,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.8975933,-87.63238627,"(41.8975933, -87.63238627)"
160355,1133 N Dearborn St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90283681,-87.62951363,"(41.90283681, -87.62951363)"
160445,1350 N Wells St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90706428,-87.63503986,"(41.90706428, -87.63503986)"
160954,950 E 59TH,60637,Commercial,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,5,41.787764,-87.602285,"(41.787764, -87.602285)"
101958,17 N State St,60602,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.8825726,-87.6277938,"(41.8825726, -87.6277938)"
160137,610 S Canal St,60607,Commercial,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,25,41.87397525,-87.64002227,"(41.87397525, -87.64002227)"
103770,333 S LaSalle St,60604,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.877735,-87.631723,"(41.877735, -87.631723)"
160204,4025 W Peterson Ave,60646,Commercial,"50,000 - 250,000 Sq Ft",2018,NORTH PARK,13,39,41.99010152,-87.72974021,"(41.99010152, -87.72974021)"
160264,365 N Halsted St,60661,Residential,"> 250,000 Sq Ft",2018,WEST TOWN,24,42,41.888302,-87.647494,"(41.888302, -87.647494)"
160285,2001 S Michigan Ave,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.855384,-87.62384,"(41.855384, -87.62384)"
160425,850 N State St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.89836069,-87.62862299,"(41.89836069, -87.62862299)"
235008,1400 N Lake Shore Dr,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,43,41.90800039,-87.62632792,"(41.90800039, -87.62632792)"
158316,230 N Michigan Ave,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88660481,-87.62500515,"(41.88660481, -87.62500515)"
158874,5800 S Stony Island Ave,60637,Commercial,"50,000 - 250,000 Sq Ft",2018,HYDE PARK,41,5,41.78956469,-87.58708582,"(41.78956469, -87.58708582)"
238097,111 S Morgan St,60607,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,25,41.8796953,-87.65162494,"(41.8796953, -87.65162494)"
240284,2700 N Hampden Ct,60614,Residential,"50,000 - 250,000 Sq Ft",2018,LINCOLN PARK,7,43,41.93080836,-87.64197735,"(41.93080836, -87.64197735)"
234748,800 N Michigan Ave,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89701919,-87.62529836,"(41.89701919, -87.62529836)"
159525,233 E Wacker Dr,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88761895,-87.6212023,"(41.88761895, -87.6212023)"
100470,30 W Chicago,60654,Residential,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.896703,-87.629373,"(41.896703, -87.629373)"
157614,50 E 16th St,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.86023774,-87.62517138,"(41.86023774, -87.62517138)"
101549,400 S LaSalle St,60605,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87646435,-87.63221179,"(41.87646435, -87.63221179)"
103766,640 N LaSalle St,60654,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89361489,-87.63342151,"(41.89361489, -87.63342151)"
160237,134 N LaSalle St,60602,Commercial,"50,000 - 250,000 Sq Ft",2018,LOOP,32,42,41.88412485,-87.63273874,"(41.88412485, -87.63273874)"
158646,2550 N Lakeview Ave,60614,Residential,"> 250,000 Sq Ft",2018,LINCOLN PARK,7,43,41.92909901,-87.63926719,"(41.92909901, -87.63926719)"
159156,1 E Delaware Pl,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.89877964,-87.6278525,"(41.89877964, -87.6278525)"
159288,1926 1960 W HARRISON ST,60612,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,28,41.87466556,-87.67460693,"(41.87466556, -87.67460693)"
159311,1212 S Michigan Ave,60605,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.86688247,-87.62463952,"(41.86688247, -87.62463952)"
159416,900 S Clark St,60605,Residential,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87033029,-87.63101446,"(41.87033029, -87.63101446)"
159424,2951 S King Dr,60616,Residential,"> 250,000 Sq Ft",2018,DOUGLAS,35,4,41.84050662,-87.61620503,"(41.84050662, -87.61620503)"
159739,4645 N Sherdian Rd,60640,Municipal,"> 250,000 Sq Ft",2018,UPTOWN,3,46,41.96665021,-87.65416917,"(41.96665021, -87.65416917)"
235635,70 W Huron St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.89525082,-87.63086103,"(41.89525082, -87.63086103)"
237422,653 N Kingsbury St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89367088,-87.64108373,"(41.89367088, -87.64108373)"
103661,980 N Michigan Ave,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.90055628,-87.62421483,"(41.90055628, -87.62421483)"
160196,111 S Michigan Ave,60603,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.880452,-87.624229,"(41.880452, -87.624229)"
160319,500 N Lake Shore Dr,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.892001,-87.614665,"(41.892001, -87.614665)"
160379,200 E Illinios St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.891017,-87.619778,"(41.891017, -87.619778)"
160388,161 W Kinzie St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.8888492,-87.63363617,"(41.8888492, -87.63363617)"
232458,4800 - 4850 S Lake Park Ave,60615,Residential,"> 250,000 Sq Ft",2018,KENWOOD,39,4,41.80747487,-87.59126397,"(41.80747487, -87.59126397)"
234740,1600 S Indiana Ave,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.85995405,-87.62288793,"(41.85995405, -87.62288793)"
157988,65 W Jackson Blvd,60604,Residential,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87787288,-87.63001693,"(41.87787288, -87.63001693)"
101757,219 S Dearborn,60604,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.87881863,-87.62895341,"(41.87881863, -87.62895341)"
244600,1201 S Prairie Ave,60605,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.86712211,-87.62162242,"(41.86712211, -87.62162242)"
244760,50 E Bellevue Pl,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.90190664,-87.62669843,"(41.90190664, -87.62669843)"
159044,838 N Noble St,60642,Municipal,"> 250,000 Sq Ft",2018,WEST TOWN,24,1,41.89750905,-87.66328018,"(41.89750905, -87.66328018)"
103664,50 S LaSalle St,60603,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
101715,227 W Monroe,60606,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88003331,-87.63472342,"(41.88003331, -87.63472342)"
101720,131 S Dearborn,60603,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.87980869,-87.62854911,"(41.87980869, -87.62854911)"
101791,55 W Monroe,60603,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88038865,-87.6298223,"(41.88038865, -87.6298223)"
158407,226 W Jackson Blvd,60606,Municipal,"50,000 - 250,000 Sq Ft",2018,LOOP,32,42,41.87843051,-87.63488331,"(41.87843051, -87.63488331)"
158422,600 W Fulton St,60661,Commercial,"50,000 - 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.88716166,-87.64324873,"(41.88716166, -87.64324873)"
234641,6833 N Kedzie Ave,60645,Residential,"> 250,000 Sq Ft",2018,WEST RIDGE,2,50,42.00574707,-87.70855729,"(42.00574707, -87.70855729)"
100572,8131 S May St,60620,Commercial,"> 250,000 Sq Ft",2018,AUBURN GRESHAM,71,21,41.74538215,-87.65152078,"(41.74538215, -87.65152078)"
100668,3245 W ARTHINGTON ST,60624,Commercial,"> 250,000 Sq Ft",2018,EAST GARFIELD PARK,27,24,41.8704933,-87.70743828,"(41.8704933, -87.70743828)"
158236,1 W Wacker Dr,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88630552,-87.62834571,"(41.88630552, -87.62834571)"
159575,2150 N LINCOLN PARK,60614,Residential,"> 250,000 Sq Ft",2018,LINCOLN PARK,7,43,41.92173911,-87.63682868,"(41.92173911, -87.63682868)"
102544,10001 S Woodlawn Ave,60628,Municipal,"> 250,000 Sq Ft",2018,PULLMAN,50,8,41.71336917,-87.59225911,"(41.71336917, -87.59225911)"
224416,400 E Ohio St,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89285273,-87.61741095,"(41.89285273, -87.61741095)"
235970,5100 N Marine Dr,60640,Residential,"> 250,000 Sq Ft",2018,UPTOWN,3,48,41.97565447,-87.65244868,"(41.97565447, -87.65244868)"
160270,520 N Kingsbury St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89101955,-87.64008503,"(41.89101955, -87.64008503)"
160427,5844 S Stony Island Ave,60637,Residential,"> 250,000 Sq Ft",2018,HYDE PARK,41,5,41.78848818,-87.58709504,"(41.78848818, -87.58709504)"
160455,28 E Jackson Blvd,60604,Residential,"50,000 - 250,000 Sq Ft",2018,LOOP,32,42,41.878258,-87.626777,"(41.878258, -87.626777)"
168538,401 465 E Illinois St,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89104361,-87.6171899,"(41.89104361, -87.6171899)"
227642,6171 N Sheridan Rd,60660,Residential,"> 250,000 Sq Ft",2018,EDGEWATER,77,48,41.99444431,-87.65487158,"(41.99444431, -87.65487158)"
233920,860 W Blackhawk St,60642,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90876793,-87.65062844,"(41.90876793, -87.65062844)"
234374,330 N Jefferson Ct,60661,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.88774849,-87.64394791,"(41.88774849, -87.64394791)"
219559,200 N Jefferson St,60661,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.886209,-87.642799,"(41.886209, -87.642799)"
222943,1451 E 55th St,60615,Residential,"> 250,000 Sq Ft",2018,HYDE PARK,41,5,41.79535144,-87.59076509,"(41.79535144, -87.59076509)"
244318,210 S Des Plaines St,60661,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.87894567,-87.64445559,"(41.87894567, -87.64445559)"
231019,225 N Columbus Dr,60601,Residential,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88656117,-87.62004511,"(41.88656117, -87.62004511)"
237359,5555 N Sheridan Rd,60640,Residential,"> 250,000 Sq Ft",2018,EDGEWATER,77,48,41.98320653,-87.6546195,"(41.98320653, -87.6546195)"
241133,1845 S Michigan Ave,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.85653627,-87.62356312,"(41.85653627, -87.62356312)"
242162,635 N Dearborn St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89353083,-87.62967379,"(41.89353083, -87.62967379)"
241533,565 W Quincy St,60661,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.878622,-87.641992,"(41.878622, -87.641992)"
100395,7500 S Pulaski Ave,60652,Municipal,"> 250,000 Sq Ft",2018,WEST LAWN,65,18,41.75629268,-87.72224,"(41.75629268, -87.72224)"
231520,88 W Schiller St,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90808621,-87.63117012,"(41.90808621, -87.63117012)"
242359,1000 W Washington Blvd,60607,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,27,41.88334345,-87.65266744,"(41.88334345, -87.65266744)"
100674,3333 W Arthington St,60624,Commercial,"> 250,000 Sq Ft",2018,NORTH LAWNDALE,29,24,41.87000549,-87.70831909,"(41.87000549, -87.70831909)"
101038,2111 W Roosevelt Rd,60608,Commercial,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,28,41.86578401,-87.67979313,"(41.86578401, -87.67979313)"
157975,501 E 32nd St,60616,Residential,"> 250,000 Sq Ft",2018,DOUGLAS,35,4,41.83569627,-87.61275453,"(41.83569627, -87.61275453)"
158287,320 N Dearborn Ave,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.907571,-87.630092,"(41.907571, -87.630092)"
101804,401 N Michigan Ave,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.88961452,-87.62297649,"(41.88961452, -87.62297649)"
102160,108 N State St,60602,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88349,-87.62793,"(41.88349, -87.62793)"
160246,6415 S Calumet Ave,60637,Residential,"> 250,000 Sq Ft",2018,GREATER GRAND CROSSING,69,20,41.7774997,-87.61708529,"(41.7774997, -87.61708529)"
160287,826 W Montrose Ave,60613,Commercial,"> 250,000 Sq Ft",2018,UPTOWN,3,46,41.96185768,-87.65093005,"(41.96185768, -87.65093005)"
159494,7262 W Peterson Ave,60631,Residential,"> 250,000 Sq Ft",2018,NORWOOD PARK,10,41,41.99091328,-87.81067276,"(41.99091328, -87.81067276)"
159963,6840 N SACRAMENTO AVE,60645,Residential,"50,000 - 250,000 Sq Ft",2018,WEST RIDGE,2,50,42.0061506,-87.70564326,"(42.0061506, -87.70564326)"
160326,1010 W 35TH ST,60609,Commercial,"> 250,000 Sq Ft",2018,BRIDGEPORT,60,11,41.83093022,-87.6519988,"(41.83093022, -87.6519988)"
160363,222 W Erie St,60654,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.894001,-87.634532,"(41.894001, -87.634532)"
156871,850 858 N LAKESHORE DR,60611,Commercial,"50,000 - 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.8981792,-87.61802939,"(41.8981792, -87.61802939)"
101789,200 W Madison,60606,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88234782,-87.6343649,"(41.88234782, -87.6343649)"
159005,821 E 103rd St,60628,Municipal,"> 250,000 Sq Ft",2018,PULLMAN,50,9,41.70649646,-87.60268998,"(41.70649646, -87.60268998)"
165722,140 E Walton Pl,60611,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.90042423,-87.62339349,"(41.90042423, -87.62339349)"
233760,55 W Delaware Pl,60610,Residential,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,2,41.89821936,-87.63056762,"(41.89821936, -87.63056762)"
244360,1720 S Michigan Ave,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.85862339,-87.62421069,"(41.85862339, -87.62421069)"
244426,125 S Jefferson St,60661,Residential,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.87993249,-87.64207007,"(41.87993249, -87.64207007)"
159310,2138 S Indiana Ave,60616,Residential,"> 250,000 Sq Ft",2018,NEAR SOUTH SIDE,33,3,41.85321746,-87.62304215,"(41.85321746, -87.62304215)"
159728,920 W Lakeside Pl,60640,Residential,"> 250,000 Sq Ft",2018,UPTOWN,3,46,41.96853167,-87.65354801,"(41.96853167, -87.65354801)"
103594,455 N Cityfront Plaza Dr,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.890071,-87.621562,"(41.890071, -87.621562)"
103698,22 W Washington St,60602,Commercial,"> 250,000 Sq Ft",2018,LOOP,32,42,41.88356258,-87.62879915,"(41.88356258, -87.62879915)"
160164,40 E GARFIELD BLVD,60615,Commercial,"> 250,000 Sq Ft",2018,WASHINGTON PARK,40,3,41.79562488,-87.62464034,"(41.79562488, -87.62464034)"
101912,550 W Washington,60661,Commercial,"> 250,000 Sq Ft",2018,NEAR WEST SIDE,28,42,41.88353377,-87.6416697,"(41.88353377, -87.6416697)"
105864,600 E Grand Ave,60611,Commercial,"> 250,000 Sq Ft",2018,NEAR NORTH SIDE,8,42,41.89174315,-87.60470217,"(41.89174315, -87.60470217)"
102336,4750 N Sheridan Rd,60640,Commercial,"50,000 - 250,000 Sq Ft",2018,UPTOWN,3,46,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
159415,8 E 9th St,60605,Residential,"> 250,000 Sq Ft",2018,LOOP,32,4,41.87082611,-87.62708205,"(41.87082611, -87.62708205)"
