"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","RFGSTO","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","RFGSTP","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","RFGRES","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGRSN","RFGCOMPN","RFGWIN.1","RFGOPN.1","RFGCLN.1","RFGVNN.1","ZWKHRS","ZNWKER","ZRFGWIN","ZCOOLP","ZHEATP","HEATP.1","FURNP","PKGHP","BOILP","STHWP","HTPHP","SLFCNP","OTHTP","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
23500,1,NA,NA,NA,12,112,5,1,70,70,1,2,2,2,2,2,2,1,6,4,8,6,1,20,0,0,NA,2,6,7,NA,1460,1421,2,14,6,1390.8740006,5499654,4290051,1209603,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,6,4,8,6,0,0,0,0,0,70,NA,100,NA,NA,NA,100,NA,12012142.8,1270083.15,NA,NA,13282225.95,565.2,234.03
220000,2,3,2,NA,12,72,400,1,100,100,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,60,5,15,4,3,100,2,5522,1088,1,42,25,25.322576596,11467754,8994769,1921568,551417,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,2,NA,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,25185353.2,2017646.4,556931.17,NA,27759930.77,126.18,52.13
14500,2,NA,NA,NA,12,112,15,1,100,100,1,1,2,2,1,2,2,1,5,8,2,5,1,15,6,0,5,0,3,5,NA,5936,994,1,14,6,918.02992474,2464620,1640520,824100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,5,8,2,5,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,1,4593456,865305,NA,NA,5458761,376.47,169.97
14000,2,NA,NA,NA,12,70,20,2,100,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,10,0,NA,NA,1,2641,1376,NA,42,25,1117.7421223,1128770,850175,278595,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2380490,292524.75,NA,NA,2673014.75,190.93,80.63
94000,1,NA,NA,NA,12,84,13,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,4,0,1,1,1,8,2,6146,475,2,42,25,249.44526964,5580053,5062838,517215,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,3,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,14175946.4,543075.75,NA,NA,14719022.15,156.59,59.36
196000,2,1,NA,NA,12,168,65,1,100,70,1,2,1,2,1,1,2,2,7,16,24,3,2,NA,46,0,20,2,3,37,2,5189,1191,2,42,25,52.146233763,21902859,17831269,3575713,495877,NA,2,13,14,16,30,5,65,NA,NA,2,2,2,2,NA,3,7,16,24,3,0,1,0,0,0,100,NA,70,NA,NA,NA,30,NA,49927553.2,3754498.65,500835.77,NA,54182887.62,276.44,111.75
9100,1,NA,NA,NA,12,91,9,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,0,1,0,NA,2,NA,3174,1385,2,42,25,1807.4628666,234183,234183,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,1,NA,0,0,9,0,0,100,NA,NA,NA,NA,100,NA,NA,655712.4,NA,NA,NA,655712.4,72.06,25.73
6000,1,NA,NA,NA,12,60,6,1,100,100,2,2,2,2,1,2,2,2,NA,NA,NA,2,NA,NA,4,1,4,0,NA,NA,NA,4103,1431,1,42,25,626.86457515,306479,289259,17220,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,2,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,809925.2,18081,NA,NA,828006.2,138,51.08
126000,1,NA,NA,NA,12,98,90,1,100,100,2,1,2,2,2,2,2,2,5,220,41,8,NA,NA,30,0,20,2,3,33,3,3439,1346,2,42,25,62.141439538,9305285,7366805,1938480,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,5,220,41,8,0,0,0,0,0,100,100,NA,NA,NA,NA,NA,NA,20627054,2035404,NA,NA,22662458,179.86,73.85
8000,2,NA,NA,NA,12,46,2,1,100,75,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,NA,4050,1053,1,42,25,1729.17335,185138,156955,NA,28183,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,NA,NA,NA,75,25,NA,439474,NA,28464.83,NA,467938.83,58.49,23.14
265000,13,4,8,NA,12,72,55,2,100,60,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,35,6,5,1,2,35,1,4888,524,1,42,25,48.841044419,11291367,6874129,4417238,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,1,NA,NA,NA,2,0,1,9,0,0,100,NA,NA,99,NA,NA,1,NA,19247561.2,4638099.9,NA,NA,23885661.1,90.13,42.61
33000,1,NA,NA,NA,12,97,35,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,9,0,4,3,12,8,1,3681,1309,1,42,25,249.44526964,5576683,2563388,3013295,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,7,NA,NA,3,4,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,7177486.4,3163959.75,NA,NA,10341446.15,313.38,168.99
57000,2,NA,NA,NA,12,77,50,2,100,80,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,24,5,10,1,21,5,NA,3253,2143,1,42,25,279.45612766,2771420,1776042,995378,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,1,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,4972917.6,1045146.9,NA,NA,6018064.5,105.58,48.62
64000,1,NA,NA,NA,12,133,75,1,100,100,2,2,2,1,2,1,2,2,5,42,31,NA,1,NA,15,0,2,1,2,19,1,4878,1201,2,14,6,143.94634909,13409618,10139048,3270570,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,5,42,31,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,28389334.4,3434098.5,NA,NA,31823432.9,497.24,209.53
7600,1,NA,NA,NA,12,60,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,4,1,1,2,NA,4486,852,2,42,25,1655.242098,298029,129724,168305,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,363227.2,176720.25,NA,NA,539947.45,71.05,39.21
10750,1,NA,NA,NA,12,60,35,2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,9,0,NA,6,9,92,4190,NA,42,25,1162.262962,488322,488322,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,1367301.6,NA,NA,NA,1367301.6,127.19,45.43
120000,1,NA,NA,NA,12,126,100,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,30,2,12,1,6,16,4,886,3623,1,42,25,178.39372759,7932948,7932948,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,4,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,22212254.4,NA,NA,NA,22212254.4,185.1,66.11
12000,1,NA,NA,NA,12,97,25,2,100,90,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,14,0,5,2,2,5,1,1679,1144,2,42,25,1031.3463294,932998,932998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2612394.4,NA,NA,NA,2612394.4,217.7,77.75
5000,1,NA,NA,NA,12,80,12,2,50,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,8,0,2,1,1,8,1,938,3159,1,42,25,1879.4560061,342183,342183,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,1,0,0,9,0,0,50,NA,100,NA,NA,NA,NA,NA,958112.4,NA,NA,NA,958112.4,191.62,68.44
14250,1,NA,NA,NA,12,89,5,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,2,NA,NA,2,0,2,0,1,4,NA,3522,1563,2,42,25,1729.17335,973929,833606,140323,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,6,2,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,2334096.8,147339.15,NA,NA,2481435.95,174.14,68.35
9500,1,NA,NA,NA,12,54,7,2,100,75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11,0,1,1,1,NA,NA,5188,889,1,42,25,1155.42801,785906,561943,223963,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1573440.4,235161.15,NA,NA,1808601.55,190.38,82.73
20500,1,NA,NA,NA,12,70,7,1,100,100,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,5,1,3,1,NA,5,1,778,3459,2,42,25,1162.262962,1888840,1648477,240363,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,4615735.6,252381.15,NA,NA,4868116.75,237.47,92.14
66000,1,NA,NA,NA,12,72,19,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,2,NA,NA,6,2,3,0,6,10,1,2609,1903,1,42,25,227.79159189,3038182,2770042,268140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,4,2,1,0,9,0,0,100,NA,100,NA,NA,NA,5,NA,7756117.6,281547,NA,NA,8037664.6,121.78,46.03
120000,1,NA,NA,NA,12,84,25,1,100,100,1,2,2,2,1,1,2,1,3,1,120,12,1,20,30,0,6,0,30,20,2,4133,1280,1,42,25,52.146233763,13513505,9914115,3599390,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,1,120,12,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,27759522,3779359.5,NA,NA,31538881.5,262.82,112.61
6000,1,NA,NA,NA,12,50,6,2,60,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,1,3,0,NA,1,NA,6384,827,1,42,25,1851.6697201,97270,79332,17938,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,9,0,60,NA,60,NA,NA,NA,40,NA,222129.6,18834.9,NA,NA,240964.5,40.16,16.21
110000,2,NA,NA,NA,12,90,25,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,13,3,NA,NA,13,0,3,1,17,16,1,5737,777,1,42,25,62.703017691,7634812,4858702,2776110,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,NA,NA,NA,13,3,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,13604365.6,2914915.5,NA,NA,16519281.1,150.18,69.41
20000,1,NA,NA,NA,12,168,8,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,1,0,1,0,NA,4,NA,4179,1226,2,42,25,1145.0798138,1249005,1085210,163795,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,3,4,NA,0,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,3038588,171984.75,NA,NA,3210572.75,160.53,62.45
120000,1,NA,NA,NA,12,108,45,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,35,2,7,1,1,18,NA,4343,1043,1,42,25,178.39372759,10676770,9145054,1231743,299973,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,25606151.2,1293330.15,302972.73,NA,27202454.08,226.69,88.97
7000,1,NA,NA,NA,12,53,6,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,1,0,NA,NA,1,4666,943,1,42,25,2249.135161,540189,174776,365413,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,489372.8,383683.65,NA,NA,873056.45,124.72,77.17
10750,1,NA,NA,NA,12,89,6,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,2,1,1,0,NA,4,1,3761,1324,2,42,25,1879.4560061,1252064,1129884,122180,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,3,4,NA,0,1,9,0,0,100,NA,100,NA,NA,NA,NA,NA,3163675.2,128289,NA,NA,3291964.2,306.23,116.47
37000,1,NA,NA,NA,12,72,15,2,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4,1,2,1,1,5198,1056,NA,42,25,1162.262962,6322666,1308673,5013993,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,100,100,NA,NA,NA,NA,NA,NA,3664284.4,5264692.65,NA,NA,8928977.05,241.32,170.88
34000,1,NA,NA,NA,12,133,25,1,95,95,1,2,2,1,2,1,2,2,10,50,15,4,2,NA,20,5,3,1,NA,10,1,4226,1075,1,14,6,1145.0798138,12301711,6265295,5951868,84548,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,NA,10,50,15,4,1,1,0,0,0,95,NA,100,NA,NA,NA,NA,NA,17542826,6249461.4,85393.48,NA,23877680.88,702.28,361.82
5000,1,NA,NA,NA,12,72,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,1,1,0,NA,1,NA,1260,644,2,42,25,1667.7551609,103059,103059,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,1,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,288565.2,NA,NA,NA,288565.2,57.71,20.61
10750,5,1,NA,NA,12,45,5,2,25,25,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,1,6681,609,2,42,25,653.84310688,961379,106939,854440,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,0,0,9,0,0,25,NA,100,NA,NA,NA,NA,NA,299429.2,897162,NA,NA,1196591.2,111.31,89.43
15000,2,NA,NA,NA,12,50,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,1,0,2,0,1,1,NA,3906,1594,2,42,25,1729.17335,548015,548015,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,1,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1534442,NA,NA,NA,1534442,102.3,36.53
150000,1,NA,NA,NA,12,112,80,1,100,95,1,2,1,1,2,1,2,2,9,220,50,6,1,NA,15,0,5,1,2,25,3,6413,175,1,14,6,119.16979268,22562914,15638629,6924285,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,2,9,220,50,6,0,1,0,0,0,100,NA,100,NA,NA,NA,NA,NA,43788161.2,7270499.25,NA,NA,51058660.45,340.39,150.42
100000,1,NA,NA,NA,12,53,30,1,100,100,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,21,2,15,1,NA,21,3,5426,1004,1,42,25,218.64919831,4359434,1147391,3212043,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,3212694.8,3372645.15,NA,NA,6585339.95,65.85,43.59
8000,1,NA,NA,NA,12,40,5,2,66,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,0,3,0,2,2,NA,4343,1860,1,42,25,1729.17335,68993,65405,3588,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,1,NA,NA,NA,NA,0,1,9,0,0,66,NA,60,NA,NA,NA,40,NA,183134,3767.4,NA,NA,186901.4,23.36,8.62
48500,1,NA,NA,NA,12,126,20,1,100,100,2,2,2,1,2,1,2,2,8,70,30,10,1,NA,7,2,2,4,4,10,1,1106,2681,2,14,6,281.10925465,9899655,9899655,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,8,70,30,10,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,1,27719034,NA,NA,NA,27719034,571.53,204.12
174000,5,19,6,NA,12,66,140,1,NA,100,2,1,2,2,2,2,2,2,3,NA,15,NA,NA,NA,70,8,9,0,66,108,3,1171,972,2,42,25,48.841044419,14385199,13186513,754913,443773,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,4,3,NA,15,NA,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,36922236.4,792658.65,448210.73,NA,38163105.78,219.33,82.67
5000,1,NA,NA,NA,12,59,4,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,5,0,3,0,NA,NA,NA,6581,246,1,42,25,1484.5150471,185469,116281,69188,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,2,0,0,9,0,0,100,NA,NA,NA,NA,NA,100,NA,325586.8,72647.4,NA,NA,398234.2,79.65,37.09
15000,1,NA,NA,NA,12,60,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,3,0,NA,NA,NA,387,4717,1,42,25,1162.262962,278672,278672,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,NA,0,0,9,0,1,100,NA,100,NA,NA,NA,NA,NA,780281.6,NA,NA,NA,780281.6,52.02,18.58
6500,1,NA,NA,NA,12,80,10,2,25,25,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,0,6,1,1,3,NA,1342,2640,1,42,25,1879.4560061,344885,344885,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,25,NA,100,NA,NA,NA,NA,NA,965678,NA,NA,NA,965678,148.57,53.06
12000,2,NA,NA,NA,12,60,20,2,80,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,8,2,10,5,3,6133,480,NA,42,25,1031.3463294,752894,378974,373920,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,0,0,9,0,0,80,NA,80,NA,NA,NA,20,NA,1061127.2,392616,NA,NA,1453743.2,121.15,62.74
12000,1,NA,NA,NA,12,98,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,8,0,3,1,NA,8,1,1932,2712,2,42,25,1162.262962,754444,754444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,NA,NA,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,2112443.2,NA,NA,NA,2112443.2,176.04,62.87
162000,1,NA,NA,NA,12,70,200,1,100,100,2,1,2,1,2,2,2,2,7,36,2,4,1,NA,12,0,4,1,24,12,2,2146,1049,2,42,25,227.79159189,18140387,13880384,4260003,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,7,36,2,4,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,38865075.2,4473003.15,NA,NA,43338078.35,267.52,111.98
5000,1,NA,NA,NA,12,87,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,1,0,1,1,NA,2,NA,6340,642,2,42,25,1484.5150471,428295,378377,49918,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,4,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1059455.6,52413.9,NA,NA,1111869.5,222.37,85.66
31000,2,1,NA,NA,12,75,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14,3,6,1,6,5,NA,6714,853,1,42,25,519.50232556,817463,549015,268448,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,1537242,281870.4,NA,NA,1819112.4,58.68,26.37
48000,2,NA,NA,NA,12,59,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,15,NA,NA,NA,0,1,1,0,3,6,NA,2514,2765,2,42,25,1162.262962,2478109,1758354,719755,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,15,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,4923391.2,755742.75,NA,NA,5679133.95,118.32,51.63
8000,1,NA,NA,NA,12,105,4,1,100,100,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,8,0,1,0,NA,2,NA,2288,1857,2,42,25,1807.4628666,342991,342991,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1,NA,NA,NA,NA,0,0,9,0,0,100,NA,100,NA,NA,NA,NA,NA,960374.8,NA,NA,NA,960374.8,120.05,42.87
64000,1,NA,NA,NA,12,126,60,1,100,60,2,2,2,1,1,1,2,2,9,40,54,10,1,NA,10,0,10,1,1,19,1,5629,171,1,14,6,157.11184884,11389233,10321798,1067435,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,9,40,54,10,0,0,0,0,0,100,NA,60,NA,NA,NA,40,40,28901034.4,1120806.75,NA,NA,30021841.15,469.09,177.96
205000,1,NA,NA,NA,12,168,150,1,95,95,2,1,2,2,2,2,2,1,12,62,35,1,2,10,49,4,14,11,20,57,5,1407,2454,2,42,25,344.88529993,22124327,19688107,2436220,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,12,62,35,1,0,0,1,0,0,95,NA,100,NA,NA,NA,NA,NA,55126699.6,2558031,NA,NA,57684730.6,281.39,107.92
28000,2,NA,NA,NA,12,105,35,2,100,80,NA,NA,NA,NA,NA,NA,NA,2,5,8,6,NA,1,NA,6,1,5,0,4,8,1,1348,2162,2,14,6,583.6267448,4180911,3984111,196800,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,5,8,6,NA,0,0,0,0,0,100,NA,100,NA,NA,NA,NA,NA,11155510.8,206640,NA,NA,11362150.8,405.79,149.32
210000,1,NA,NA,NA,12,168,150,1,95,95,2,1,2,2,2,2,2,2,9,55,46,4,4,NA,31,0,13,10,1,53,1,5363,1103,2,42,25,247.69461038,22500757,15100359,7400398,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,9,55,46,4,0,0,0,0,0,95,NA,100,NA,NA,NA,NA,NA,42281005.2,7770417.9,NA,NA,50051423.1,238.34,107.15
55000,1,NA,NA,NA,12,134,115,1,95,100,1,1,2,1,2,1,2,1,8,7,9,1,1,2,5,0,3,2,8,13,NA,3151,1200,1,14,6,51.110778412,10478552,6956242,3522310,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,8,7,9,1,0,0,0,0,0,95,NA,100,NA,NA,NA,NA,NA,19477477.6,3698425.5,NA,NA,23175903.1,421.38,190.52
12000,2,NA,NA,NA,12,50,45,1,90,66,2,2,1,2,2,2,2,2,2,NA,NA,2,NA,NA,3,2,3,0,2,3,NA,5227,565,2,42,25,1451.6174232,1202823,816823,NA,NA,386000,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,NA,NA,2,0,1,0,0,0,90,NA,NA,NA,100,NA,NA,NA,2287104.4,NA,NA,463200,2750304.4,229.19,100.24
110000,1,NA,NA,NA,12,103,57,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,5,3,15,1,30,33,2,2039,500,1,42,25,144.55799843,7105729,6448806,656923,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,NA,NA,NA,NA,3,0,0,9,0,0,100,NA,100,NA,NA,NA,1,NA,18056656.8,689769.15,NA,NA,18746425.95,170.42,64.6
84000,1,NA,NA,NA,12,97,25,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,11,1,NA,NA,13,0,3,1,30,20,1,5052,1464,1,42,25,469.38782931,4060167,4060167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,3,NA,NA,11,1,0,0,9,0,0,100,95,5,NA,NA,NA,1,NA,11368467.6,NA,NA,NA,11368467.6,135.34,48.34
205000,1,NA,NA,NA,12,168,125,1,95,95,2,1,2,1,2,2,2,2,6,13,3,3,5,NA,25,6,30,0,3,200,4,7707,843,1,42,25,247.69461038,20579385,15404672,5174713,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,6,13,3,3,0,1,1,0,0,95,NA,100,NA,NA,NA,NA,NA,43133081.6,5433448.65,NA,NA,48566530.25,236.91,100.39
154000,1,NA,NA,NA,12,168,80,1,95,95,2,1,2,2,2,2,2,1,7,93,53,10,2,10,45,0,13,11,1,37,1,1389,2476,2,42,25,231.99496099,14531128,14531128,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,7,93,53,10,0,0,1,0,0,95,NA,98,NA,NA,NA,2,NA,40687158.4,NA,NA,NA,40687158.4,264.2,94.36
