"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","MANU","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","MCHEQP","POOL","HTPOOL","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGSTP","RWSEAT","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
56000,4,1,NA,NA,12,1,76,10,1,2,100,10,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,3,3,1,6,NA,NA,5090,977,21,12,178.39372759,2515871,748873,1766998,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,2096844.4,1855347.9,NA,NA,3952192.3,70.57,44.93
5200,1,NA,NA,NA,12,1,18,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,NA,NA,NA,1330,2868,21,12,1107.7533448,67793,67793,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,189820.4,NA,NA,NA,189820.4,36.5,13.04
4000,1,NA,NA,NA,12,1,8,0,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,5993,677,21,12,1868.403437,190353,33905,NA,156448,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,94934,NA,158012.48,NA,252946.48,63.24,47.59
13250,2,NA,NA,NA,12,1,60,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,1,4163,1127,21,12,1145.0798138,604189,150319,453870,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,420893.2,476563.5,NA,NA,897456.7,67.73,45.6
110000,1,NA,NA,NA,12,1,60,25,2,2,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,60,0,2,20,1,1,2902,1351,21,12,19.690263031,2261665,2261665,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,6332662,NA,NA,NA,6332662,57.57,20.56
6000,2,NA,NA,NA,12,1,10,2,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,3714,1807,21,12,788.00495761,369992,29077,340915,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,81415.6,357960.75,NA,NA,439376.35,73.23,61.67
16000,2,NA,NA,NA,12,2,2,0,2,2,45,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2284,1581,21,12,787.07922084,191627,95072,96555,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,266201.6,101382.75,NA,NA,367584.35,22.97,11.98
30500,1,NA,NA,NA,12,1,80,20,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,15,3,9,3,18,2,3,4730,1199,21,12,657.71092576,2559182,1136994,1422188,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,3183583.2,1493297.4,NA,NA,4676880.6,153.34,83.91
25000,1,NA,NA,NA,12,1,60,2,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,2,6,3,0,8,NA,1,4828,1198,21,12,1117.7421223,2055152,829867,1225285,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,2323627.6,1286549.25,NA,NA,3610176.85,144.41,82.21
7600,2,NA,NA,NA,12,1,40,3,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,5489,991,21,12,1162.262962,457145,121150,335995,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,339220,352794.75,NA,NA,692014.75,91.05,60.15
5000,1,NA,NA,NA,12,1,20,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,795,2794,21,12,1162.262962,51839,51839,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,145149.2,NA,NA,NA,145149.2,29.03,10.37
17500,3,NA,NA,NA,12,1,20,12,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,NA,NA,4468,1572,21,12,787.07922084,383461,119318,264143,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,334090.4,277350.15,NA,NA,611440.55,34.94,21.91
2000,2,NA,NA,NA,12,1,15,3,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,1,NA,1,3676,1724,21,12,1807.4628666,167946,37361,130585,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,104610.8,137114.25,NA,NA,241725.05,120.86,83.97
14000,1,NA,NA,NA,12,1,30,12,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,3,0,3,3,4,5141,867,21,12,1155.42801,655247,110767,544480,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,310147.6,571704,NA,NA,881851.6,62.99,46.8
32000,3,1,NA,NA,12,1,64,17,1,2,50,40,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,15,15,3,0,2,NA,3,4272,1242,21,12,276.95327433,1759251,471484,41820,1245947,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,1320155.2,43911,1258406.47,NA,2622472.67,81.95,54.98
19500,1,NA,NA,NA,12,1,48,4,1,2,95,95,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,3,NA,2,5415,847,21,12,1145.0798138,1033087,262799,770288,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,735837.2,808802.4,NA,NA,1544639.6,79.21,52.98
29500,4,1,NA,NA,12,1,70,20,1,2,100,60,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,5,1,3,NA,3,4962,990,21,12,276.95327433,2251716,727336,1524380,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,2036540.8,1600599,NA,NA,3637139.8,123.29,76.33
3500,1,NA,NA,NA,12,1,8,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,4,NA,NA,545,5221,21,12,1879.4560061,223547,223547,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,625931.6,NA,NA,NA,625931.6,178.84,63.87
100000,3,1,NA,NA,12,1,80,34,1,2,100,100,1,2,2,2,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,1,38,8,20,4,12,NA,3,4788,1075,21,12,175.75631596,3696049,2208144,NA,1487905,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,1500,6182803.2,NA,1502784.05,NA,7685587.25,76.86,36.96
8900,1,NA,NA,NA,12,1,80,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,1,4438,1648,21,12,1484.5150471,131233,68093,63140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,190660.4,66297,NA,NA,256957.4,28.87,14.75
3600,1,NA,NA,NA,12,1,10,0,1,2,50,50,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,1,942,949,21,12,1667.7551609,160790,39122,121668,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,175,109541.6,127751.4,NA,NA,237293,65.91,44.66
16000,1,NA,NA,NA,12,1,96,2,1,2,100,50,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,4,NA,1,6063,872,21,12,904.01813769,162237,162237,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,454263.6,NA,NA,NA,454263.6,28.39,10.14
28000,3,1,NA,NA,12,1,35,3,1,2,100,75,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,0,NA,NA,NA,4792,1272,21,12,657.71092576,1928276,496248,1432028,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,600,1389494.4,1503629.4,NA,NA,2893123.8,103.33,68.87
34000,1,NA,NA,NA,12,1,42,5,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,0,7,NA,2,5053,1060,21,12,1130.4747375,1347283,1347283,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,3772392.4,NA,NA,NA,3772392.4,110.95,39.63
23250,2,NA,NA,NA,12,1,25,4,1,2,75,75,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2,0,2,NA,1,2356,1716,21,12,632.51710677,230326,99433,130893,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,700,278412.4,137437.65,NA,NA,415850.05,17.89,9.91
18000,1,NA,NA,NA,12,1,35,4,1,2,100,80,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,3,2,2,1,3,NA,1,2637,2218,21,12,653.84310688,608415,280620,327795,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,785736,344184.75,NA,NA,1129920.75,62.77,33.8
15000,1,NA,NA,NA,12,1,50,2,2,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,4,NA,1,1241,729,21,12,787.07922084,163843,150210,13633,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,420588,14314.65,NA,NA,434902.65,28.99,10.92
16000,1,NA,NA,NA,12,1,20,16,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2161,533,21,12,941.81790866,798094,276164,521930,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,400,773259.2,548026.5,NA,NA,1321285.7,82.58,49.88
27000,3,NA,NA,NA,12,1,60,4,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,0,3,NA,NA,2059,2286,21,12,507.98988438,1176622,556907,619715,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,1559339.6,650700.75,NA,NA,2210040.35,81.85,43.58
5800,2,NA,NA,NA,12,1,60,10,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,0,1,NA,1,6231,563,21,12,1667.7551609,336138,115660,220478,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,225,323848,231501.9,NA,NA,555349.9,95.75,57.95
17250,1,NA,NA,NA,12,1,20,1,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,NA,0,NA,NA,NA,5481,876,21,12,1162.262962,330155,330155,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,924434,NA,NA,NA,924434,53.59,19.14
25000,4,1,NA,NA,12,1,50,5,2,2,100,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,0,3,NA,2,6716,474,21,12,583.6267448,984157,192549,791608,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,539137.2,831188.4,NA,NA,1370325.6,54.81,39.37
35000,2,NA,NA,NA,12,1,10,1,2,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3121,2141,21,12,226.82776714,1956802,621022,1335780,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,1738861.6,1402569,NA,NA,3141430.6,89.76,55.91
2750,1,NA,NA,NA,12,1,48,1,2,2,90,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,0,2,NA,1,2256,569,21,12,1522.9817889,69692,48167,21525,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,134867.6,22601.25,NA,NA,157468.85,57.26,25.34
12000,1,NA,NA,NA,12,1,70,2,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,NA,NA,2,379,3290,21,12,1162.262962,201683,201683,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,564712.4,NA,NA,NA,564712.4,47.06,16.81
4500,1,NA,NA,NA,12,1,10,2,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1340,2440,21,12,1879.4560061,33537,33537,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,80,93903.6,NA,NA,NA,93903.6,20.87,7.45
3000,1,NA,NA,NA,12,1,4,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1277,2364,21,12,1107.7533448,12154,12154,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,80,34031.2,NA,NA,NA,34031.2,11.34,4.05
17500,1,NA,NA,NA,12,1,20,2,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,3,NA,2,4941,1052,21,12,904.01813769,401195,92465,308730,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,258902,324166.5,NA,NA,583068.5,33.32,22.93
1200,1,NA,NA,NA,12,1,30,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,NA,1,1827,2408,21,12,1791.3103533,110784,75729,35055,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,212041.2,36807.75,NA,NA,248848.95,207.37,92.32
4650,2,NA,NA,NA,12,1,10,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,7329,796,21,12,1667.7551609,90154,24246,65908,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,175,67888.8,69203.4,NA,NA,137092.2,29.48,19.39
14500,2,NA,NA,NA,12,1,40,2,1,2,100,5,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,0,1,0,1,NA,2,5147,1043,21,12,1851.6697201,542516,87313,455203,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,244476.4,477963.15,NA,NA,722439.55,49.82,37.41
7500,2,NA,NA,NA,12,1,40,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,0,6,NA,1,1897,2311,21,12,1791.3103533,390439,390439,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,1093229.2,NA,NA,NA,1093229.2,145.76,52.06
7000,1,NA,NA,NA,12,1,30,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,1,NA,2,3723,1587,21,12,1069.3275783,265836,265836,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,175,744340.8,NA,NA,NA,744340.8,106.33,37.98
27000,3,NA,NA,NA,12,1,7,3,1,2,100,100,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,1,4,1,0,7,NA,1,2389,2206,21,12,857.77359907,547903,234868,313035,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,657630.4,328686.75,NA,NA,986317.15,36.53,20.29
2000,1,NA,NA,NA,12,1,5,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,1,NA,NA,2634,1609,21,12,1807.4628666,43844,43844,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,122763.2,NA,NA,NA,122763.2,61.38,21.92
96000,2,NA,NA,NA,12,1,84,22,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,24,1,18,NA,2,5619,915,21,12,1145.0798138,5017222,3222344,1794878,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,9022563.2,1884621.9,NA,NA,10907185.1,113.62,52.26
8000,2,NA,NA,NA,12,1,2,1,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,7769,390,21,12,1461.8570616,498998,80520,NA,418478,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,225456,NA,422662.78,NA,648118.78,81.01,62.37
7400,1,NA,NA,NA,12,1,3,1,1,2,66,66,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,1,5166,1223,21,12,1729.17335,156184,46611,109573,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,130510.8,115051.65,NA,NA,245562.45,33.18,21.11
11500,1,NA,NA,NA,12,1,16,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,4,NA,NA,4184,1582,21,12,1274.2560839,356931,86638,270293,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,242586.4,283807.65,NA,NA,526394.05,45.77,31.04
2950,1,NA,NA,NA,12,1,20,2,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,5645,796,21,12,1868.403437,86134,32793,NA,53341,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,80,91820.4,NA,53874.41,NA,145694.81,49.39,29.2
23000,3,1,NA,NA,12,1,61,4,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,1,2,3,0,NA,NA,1,6458,779,21,12,1868.403437,713577,202328,445260,65989,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,566518.4,467523,66648.89,NA,1100690.29,47.86,31.03
13500,2,1,NA,NA,12,1,14,1,1,2,100,NA,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,1,6426,547,21,12,1851.6697201,326887,34475,NA,292412,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,NA,90,96530,NA,295336.12,NA,391866.12,29.03,24.21
1550,1,NA,NA,NA,12,1,8,2,1,2,100,50,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,2,NA,NA,5161,1389,21,12,1879.4560061,147714,19486,128228,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,54560.8,134639.4,NA,NA,189200.2,122.06,95.3
6000,2,NA,NA,NA,12,1,20,2,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,NA,NA,963,3449,21,12,1162.262962,182153,182153,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,510028.4,NA,NA,NA,510028.4,85,30.36
8000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,NA,1,6928,848,21,12,519.50232556,260943,260943,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,600,730640.4,NA,NA,NA,730640.4,91.33,32.62
34000,3,1,NA,NA,12,1,49,8,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,6,0,5,NA,1,3326,2000,21,12,217.11766093,1617732,530822,1086910,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,1486301.6,1141255.5,NA,NA,2627557.1,77.28,47.58
14000,2,NA,NA,NA,12,1,60,6,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,0,2,NA,2,2981,2020,21,12,788.00495761,236198,117605,118593,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,329294,124522.65,NA,NA,453816.65,32.42,16.87
9100,3,NA,NA,NA,12,1,32,1,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,4,NA,1,5051,1210,21,12,1484.5150471,245134,93741,151393,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,262474.8,158962.65,NA,NA,421437.45,46.31,26.94
4000,1,NA,NA,NA,12,1,35,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,1,3509,1839,21,12,1484.5150471,46396,46396,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,125,129908.8,NA,NA,NA,129908.8,32.48,11.6
