"GFA","NumBldgs","NumFlors","BuildQlty","ConClass","HeatSys","Shape","Age","ENERGYSTARScore","SourceEUI","SiteEnergy","SourceEnergy"
56896,1,4,"AVERAGE","REINFORCED CONCRETE","HEAT PUMP","Rect or Slight Irreg",52,96,87.19999695,1402048.5,4961331.0264672
36630,1,2,"AVERAGE","MASONRY","STEAM WITHOUT BOILER","Rect or Slight Irreg",87,90,51.59999847,541943.3125,1890107.9439561
41920,1,5,"AVERAGE","MASONRY","STEAM WITHOUT BOILER","Rect or Slight Irreg",111,95,82.69999695,1103594.75,3466783.872144
36879,1,5,"GOOD","MASONRY","COMPLETE HVAC","Very Irreg",112,92,93,1537570.25,3429747
26510,1,2,"GOOD","MASONRY","COMPLETE HVAC","Rect or Slight Irreg",47,91,94.30000305,987063.6875,2499893.0808555
44510,1,3,"AVERAGE","MASONRY","FORCED AIR UNIT","Long Rect or Irreg",10,23,261.3999939,2188051.25,11634913.728489
31432,1,3,"AVERAGE","MASONRY","HEAT PUMP","Rect or Slight Irreg",108,NA,143.8000031,1439572.375,4519921.6974392
35017,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",48,66,108.3000031,1295485.25,3792341.2085527
20410,1,3,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",22,8,287.7999878,2720238.25,5873997.750998
24696,1,3,"AVERAGE/GOOD","WOOD FRAME","WARMED AND COOLED AIR","Rect or Slight Irreg",34,87,106.5,624125.625,2630124
23422,1,3,"AVERAGE","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",97,65,151,2701872,3536722
27938,1,2,"AVERAGE/GOOD","MASONRY","HEAT PUMP","Rect or Slight Irreg",92,97,118.8000031,1027394.313,3319034.4866078
25834,1,3,"GOOD","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",59,73,148.6000061,2076289.625,3838932.5575874
25111,1,3,"AVERAGE","MASONRY","HEAT PUMP","Rect or Slight Irreg",35,77,98,954352.6875,2460878
28848,1,3,"AVERAGE","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",35,82,118.6999969,726917.5,3424257.5105712
20535,1,2,"AVERAGE","MASONRY","REFRIGERATED COOLING","Rect or Slight Irreg",29,7,210.6000061,1835804,4324671.1252635
268130,1,11,"GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Long Rect or Irreg",17,88,175.6000061,15026352,47083629.635593
68452,1,11,"GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Long Rect or Irreg",17,79,173.5,3782378.25,11876422
273185,1,11,"GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Long Rect or Irreg",17,88,164,14709151,44802340
54015,1,5,"GOOD","REINFORCED CONCRETE","PACKAGE UNIT","Very Irreg",35,75,175.6000061,3020001.5,9485034.3294915
73102,1,6,"EXCELLENT","STRUCTURAL STEEL","COMPLETE HVAC","Rect or Slight Irreg",32,84,145.8999939,4307238.5,10665581.3540778
26263,1,1,"GOOD","WOOD FRAME","(unknown)","Rect or Slight Irreg",24,64,195.3999939,1634669.375,5131790.0397957
162157,1,4,"EXCELLENT","REINFORCED CONCRETE","HEAT PUMP","Very Irreg",12,NA,718.7999878,40613740,116558449.621685
526423,1,11,"GOOD","STRUCTURAL STEEL","COMPLETE HVAC","Long Rect or Irreg",5,97,129.8999939,17463744,68382344.4888197
157345,1,6,"GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",5,63,228.8000031,11624548,36000536.4877695
354086,1,13,"GOOD/EXCELLENT","STRUCTURAL STEEL","COMPLETE HVAC","Rect or Slight Irreg",29,88,167.6999969,13458948,59380221.1023334
62662,1,3,"GOOD/EXCELLENT","REINFORCED CONCRETE","COMPLETE HVAC","Long Rect or Irreg",4,67,164.6000061,2502131,10314165.5822382
333714,1,7,"GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",3,NA,72.80000305,4581493,24294380.2178277
37873,1,5,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",2,NA,136.3999939,2346692.5,5165876.9689747
513816,1,10,"GOOD","STRUCTURAL STEEL","COMPLETE HVAC","Rect or Slight Irreg",2,NA,153.1000061,18760766,78665232.7342776
480702,1,12,"GOOD/EXCELLENT","STRUCTURAL STEEL","COMPLETE HVAC","Long Rect or Irreg",3,99,109.0999985,12720069,52444587.478947
483397,1,12,"GOOD/EXCELLENT","STRUCTURAL STEEL","COMPLETE HVAC","Long Rect or Irreg",2,98,114.5999985,13998638,55397295.4749045
536697,1,13,"EXCELLENT","STRUCTURAL STEEL","COMPLETE HVAC","Rect or Slight Irreg",3,98,99.19999695,13239050,53240340.7630742
24990,1,2,"GOOD","STRUCTURAL STEEL","SPACE HEATERS","Rect or Slight Irreg",88,9,367,4420650.5,9171330
13661,1,1,"AVERAGE","REINFORCED CONCRETE","SPACE HEATERS","Rect or Slight Irreg",65,75,115.5,502667.6875,1577845.5
12294,1,1,"AVERAGE","MASONRY","HOT WATER","Very Irreg",27,46,161.6999969,849745.6875,1987939.7618886
