"GFA","NumBldgs","NumFlors","BuildQlty","ConClass","HeatSys","Shape","Age","ENERGYSTARScore","SourceEUI","SiteEnergy","SourceEnergy"
67235,1,2,"AVERAGE/GOOD","MASONRY","WARMED AND COOLED AIR","Long Rect or Irreg",18,89,84.30000305,2284133.75,5667910.70506675
58118,1,3,"AVERAGE/GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",26,97,66.09999847,1407277.25,3841599.71107946
70762,1,1,"AVERAGE","WOOD FRAME","HOT WATER","Rect or Slight Irreg",92,87,68,3606416,4811816
241066,1,4,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",20,79,60.79999924,7791957,14656812.6167898
71714,1,1,"GOOD","MASONRY","HOT WATER","Very Irreg",18,87,91.40000153,2371358,6554659.70972242
208981,1,2,"GOOD/EXCELLENT","MASONRY","WARMED AND COOLED AIR","Rect or Slight Irreg",15,80,90,8164853,18808290
269297,1,3,"GOOD","MASONRY","HOT WATER","Very Irreg",11,80,96.80000305,10498344,26067950.4213559
75174,1,3,"AVERAGE","MASONRY","HOT & CHILLED WATER","Rect or Slight Irreg",16,77,82.40000153,2733846,6194337.71501622
75214,1,3,"GOOD/EXCELLENT","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",14,88,80.80000305,2334260,6077291.4294027
134918,1,3,"GOOD/EXCELLENT","MASONRY","HOT WATER","Rect or Slight Irreg",12,91,74.59999847,3822102.5,10064882.5935755
64414,1,2,"AVERAGE","MASONRY","HEAT PUMP","Rect or Slight Irreg",26,67,110.3000031,2295176.5,7104864.3996834
92437,1,3,"GOOD","REINFORCED CONCRETE","FORCED AIR UNIT","Rect or Slight Irreg",90,78,74.40000153,4626443,6877312.94142861
204961,1,3,"AVERAGE","MASONRY","COMPLETE HVAC","Rect or Slight Irreg",10,94,88.09999847,8190809,18057063.7864097
61183,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",67,92,64.30000305,2424724.25,3934067.08660815
46732,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",62,87,79,2331952.75,3691828
51489,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",63,93,70.90000153,1984067.625,3650570.17877817
37327,1,2,"AVERAGE","WOOD FRAME","HOT WATER","Rect or Slight Irreg",92,92,73.19999695,1967476.375,2732336.28615265
47602,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",87,78,86.59999847,2249592.5,4122333.12716894
35805,1,1,"AVERAGE","MASONRY","SPACE HEATERS","Rect or Slight Irreg",16,100,27,431471.6875,966735
21600,1,2,"AVERAGE","REINFORCED CONCRETE","WARMED AND COOLED AIR","Rect or Slight Irreg",60,72,120.3000031,1261536.75,2598480.06696
22860,1,3,"GOOD","MASONRY","COMPLETE HVAC","Rect or Slight Irreg",22,43,127.9000015,931148.625,2923794.03429
38624,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",59,83,76.40000153,1424157.25,2950873.65909472
21500,5,3,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",28,44,144.8999939,6689184,3115349.86885
55206,1,1,"AVERAGE/GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",46,75,96.09999847,2345752.5,5305296.51553482
33462,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",95,76,93.09999847,3987215.5,3115312.14880314
49744,1,3,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",52,98,64.40000153,2096835.5,3203513.67610832
51704,1,1,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",46,62,83.69999695,1799402.75,4327624.6423028
62078,1,3,"AVERAGE","WOOD FRAME","STEAM","Rect or Slight Irreg",16,97,71.80000305,1955013.5,4457200.5893379
32691,1,3,"AVERAGE/GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",95,99,59.90000153,971990.3125,1958190.95001723
95501,1,3,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",18,88,79.09999847,3009967,7554128.95388347
23190,1,1,"GOOD","MASONRY","STEAM","Rect or Slight Irreg",31,79,121.0999985,1705515.25,2808308.965215
28820,1,3,"GOOD","MASONRY","STEAM","Rect or Slight Irreg",95,43,122.8000031,2595783.5,3539096.089342
48789,1,1,"LOW/AVERAGE","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",92,94,64.69999695,1298307.625,3156648.15119355
33105,1,1,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",92,79,84.59999847,1725336.25,2800682.94934935
48660,1,4,"AVERAGE","MASONRY","ELECTRIC","Rect or Slight Irreg",10,82,74.69999695,1881516.125,3634901.851587
45960,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",87,56,133.1999969,4167253.75,6121871.857524
49252,1,2,"GOOD","MASONRY","FORCED AIR UNIT","Very Irreg",18,23,119.4000015,3485865.5,5880688.873878
34005,1,1,"GOOD","MASONRY","COMPLETE HVAC","Very Irreg",67,94,59,991918,2006295
41221,1,1,"GOOD","WOOD FRAME","COMPLETE HVAC","Very Irreg",68,83,93.09999847,2246747.5,3837675.03693187
75605,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",17,83,73.59999847,2274873.5,5564527.88432435
29525,1,2,"GOOD","WOOD FRAME","COMPLETE HVAC","Very Irreg",9,77,114.4000015,1297812.75,3377660.0442875
43594,1,5,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",49,38,128.5,2478045.5,5601829
38582,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",62,85,85.80000305,1848878.5,3310335.7176751
35448,1,3,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",95,97,57.40000153,1379932.5,2034715.25423544
23983,1,3,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",87,61,104.9000015,1164364.75,2515816.7359745
31343,3,2,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",13,5,144.8999939,3846501.25,4541600.5088077
42975,1,2,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",93,92,64,959352,2750400
50546,1,1,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",46,94,64.59999847,1155080.5,3265271.52266462
52609,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",46,67,78.30000305,1801941.75,4119284.86045745
21592,1,2,"GOOD","MASONRY","HOT WATER-RADIANT","Rect or Slight Irreg",95,47,120.3000031,1431784,2597517.6669352
23923,1,2,"AVERAGE","MASONRY","HOT & CHILLED WATER","Rect or Slight Irreg",86,69,79.40000153,805643.5,1899486.23660219
64493,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",17,85,86.59999847,1989763.875,5585093.70132571
42252,1,2,"AVERAGE/GOOD","MASONRY","ELECTRIC","Long Rect or Irreg",105,49,70.5,2203758.5,2978766
41428,1,1,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",56,90,68.80000305,1404702.25,2850246.5263554
41526,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",47,79,89.90000153,1814947,3733187.46353478
51672,1,3,"GOOD","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",28,97,78.30000305,1436510.375,4045917.7575996
64314,1,1,"AVERAGE","WOOD FRAME","HOT WATER","Rect or Slight Irreg",69,86,80.59999847,2936336.25,5183708.30159958
43645,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",68,71,87.59999847,2053956.375,3823301.93322315
36701,1,1,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",58,87,80.30000305,1564891.75,2947090.41193805
29874,1,3,"AVERAGE","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",55,95,62,1274049.75,1852188
117116,1,3,"AVERAGE","MASONRY","STEAM","Rect or Slight Irreg",86,83,69.69999695,5722325.5,8162984.8427962
46100,1,4,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",94,75,101.1999969,2177064.75,4665319.85709
51410,1,1,"AVERAGE","WOOD FRAME","HOT WATER","Very Irreg",55,87,75.30000305,1968907.25,3871173.1568005
73769,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",92,92,61.5,2556131,4536793.5
43578,1,1,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",56,83,84.90000153,1436773.875,3699772.26667434
28500,4,2,"GOOD","MASONRY","(unknown)","Long Rect or Irreg",8,92,87.5,1162561.125,2493750
38297,1,3,"GOOD","MASONRY","STEAM","Rect or Slight Irreg",92,85,84.69999695,1845150.625,3243755.78319415
23222,1,2,"AVERAGE","REINFORCED CONCRETE","FORCED AIR UNIT","Rect or Slight Irreg",79,62,114.6999969,1219863.125,2663563.3280118
60000,1,3,"AVERAGE/GOOD","WOOD FRAME","PACKAGE UNIT","Rect or Slight Irreg",113,52,143.8999939,3625407.5,8633999.634
39929,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",53,82,103.4000015,1813718,4128658.6598935
52901,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",46,75,94.80000305,2240342,5015014.96134805
33300,1,2,"GOOD","WOOD FRAME","HOT WATER","Rect or Slight Irreg",107,92,77.30000305,1594733.625,2574090.101565
42239,1,1,"AVERAGE","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",47,83,84.5,2145603.5,3569195.5
51360,1,3,"AVERAGE","MASONRY","STEAM","Rect or Slight Irreg",92,89,68.19999695,1403094.75,3502751.843352
61052,1,2,"AVERAGE","MASONRY","STEAM","Rect or Slight Irreg",17,80,98.5,2366929.5,6013622
22344,1,2,"AVERAGE","WOOD FRAME","HEAT PUMP","Rect or Slight Irreg",92,40,123.5,1522596.75,2759484
54943,1,2,"AVERAGE","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",89,94,63.79999924,2155390.25,3505363.35824332
42128,1,1,"AVERAGE/GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",63,93,86.90000153,1709307.5,3660923.26445584
44753,1,2,"AVERAGE/GOOD","MASONRY","STEAM","Rect or Slight Irreg",85,96,62.09999847,1638691.625,2779161.23152791
57298,1,2,"AVERAGE/GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",28,91,81.80000305,1586388.75,4686976.5747589
45174,1,1,"GOOD","MASONRY","FORCED AIR UNIT","Rect or Slight Irreg",61,84,82.5,1980825.25,3726855
32961,1,2,"AVERAGE","WOOD FRAME","COMPLETE HVAC","Rect or Slight Irreg",29,86,78.40000153,1573155,2584142.45043033
109794,1,1,"AVERAGE","MASONRY","COMPLETE HVAC","Very Irreg",67,87,56.20000076,3296526.25,6170422.88344344
30562,1,2,"AVERAGE","MASONRY","(unknown)","Long Rect or Irreg",17,69,100.8000031,1622231.375,3080649.6947422
27273,1,2,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",92,90,81.90000153,1258619.125,2233658.74172769
20811,1,1,"AVERAGE","WOOD FRAME","HOT WATER","Rect or Slight Irreg",64,95,114.6999969,1267348.5,2387021.6354859
97500,1,3,"AVERAGE","REINFORCED CONCRETE","STEAM","Rect or Slight Irreg",93,97,59.79999924,3736960,5830499.9259
138705,1,2,"GOOD","WOOD FRAME","COMPLETE HVAC","Very Irreg",8,84,82.80000305,4959298,11484774.4230503
48925,1,2,"GOOD","MASONRY","HOT WATER","Rect or Slight Irreg",3,82,73,1662054.125,3571525
