"GFA","NumBldgs","NumFlors","BuildQlty","ConClass","HeatSys","Shape","Age","ENERGYSTARScore","SourceEUI","SiteEnergy","SourceEnergy"
47343,1,7,"AVERAGE","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",3,"98",59.59999847,1430356.75,2821642.72756521
439262,1,8,"GOOD","REINFORCED CONCRETE","FORCED AIR UNIT","Long Rect or Irreg",3,"99",82.40000153,9341427,36195189.4720709
123075,1,6,"AVERAGE/GOOD","WOOD FRAME","COMPLETE HVAC","Very Irreg",3,"95",79.59999847,2759071.5,9796769.81169525
45167,1,6,"AVERAGE/GOOD","REINFORCED CONCRETE","ELECTRIC WALL","Rect or Slight Irreg",3,"93",73.59999847,1118490,3324291.13089449
434839,1,32,"GOOD","REINFORCED CONCRETE","ELECTRIC","Rect or Slight Irreg",3,"47",121.6999969,11962615,52919904.9519991
201839,1,13,"AVERAGE/GOOD","REINFORCED CONCRETE","HEAT PUMP","Very Irreg",3,"84",108.6999969,5887101.5,21939898.6742991
135643,1,7,"GOOD","REINFORCED CONCRETE","PACKAGE UNIT","Long Rect or Irreg",3,"98",74.90000153,3165129.5,10159660.9075338
31928,1,2,"AVERAGE","WOOD FRAME","ELECTRIC","Long Rect or Irreg",4,"35",105.6999969,1075019.375,3374789.5010232
278554,2,7,"GOOD","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",3,"100",72.69999695,6352846.5,20250874.9504103
118344,1,5,"AVERAGE","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",3,"91",73.5,2309007.25,8698284
107556,1,6,"AVERAGE/GOOD","WOOD FRAME","COMPLETE HVAC","Long Rect or Irreg",2,"56",120.6999969,2711776.5,12982008.8665764
619416,1,26,"AVERAGE","STRUCTURAL STEEL","ELECTRIC","Very Irreg",3,"89",114.3000031,23853556,70799250.7201896
269065,1,26,"AVERAGE/GOOD","REINFORCED CONCRETE","HEAT PUMP","Rect or Slight Irreg",3,"92",102.5,8052614.5,27579162.5
83296,3,6,"AVERAGE","STRUCTURAL STEEL","PACKAGE UNIT","Rect or Slight Irreg",4,"83",91.69999695,1957505.75,7638242.9459472
112264,1,4,"GOOD","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",3,"62",90.69999695,2549649.75,10182344.4575948
94909,1,7,"GOOD","WOOD FRAME","STEAM","Rect or Slight Irreg",3,"97",87,2483074.25,8257083
74509,1,7,"AVERAGE/GOOD","WOOD FRAME","WALL FURNACE","Rect or Slight Irreg",3,"20",152.6999969,4216639.5,11377524.0690221
118800,1,7,"GOOD","REINFORCED CONCRETE","PACKAGE UNIT","Rect or Slight Irreg",4,"71",118.5,4423607,14077800
21267,1,4,"AVERAGE","WOOD FRAME","ELECTRIC","Long Rect or Irreg",3,"100",87.09999847,728167,1852355.66746149
30649,1,5,"AVERAGE","WOOD FRAME","WALL FURNACE","Long Rect or Irreg",3,"100",83.30000305,1038351.875,2553061.79347945
39286,1,6,"AVERAGE/GOOD","REINFORCED CONCRETE","ELECTRIC","Rect or Slight Irreg",3,"14",179.3000031,1392299.75,7043979.9217866
42905,2,7,"AVERAGE/GOOD","REINFORCED CONCRETE","WALL FURNACE","Rect or Slight Irreg",3,"95",131.5,1649327.625,5642007.5
85647,1,7,"AVERAGE/GOOD","WOOD FRAME","PACKAGE UNIT","Very Irreg",3,"7",156.8000031,4135280.25,13429449.8655057
499477,1,41,"GOOD","REINFORCED CONCRETE","HEAT PUMP","Long Rect or Irreg",3,"40",140.1000061,20657852,69976730.7468097
26198,1,6,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",3,"100",109.3000031,1060818.25,2863441.4812138
418285,1,7,"GOOD","WOOD FRAME","ELECTRIC","Long Rect or Irreg",3,"100",50.5,8374301,21123392.5
70191,1,5,"AVERAGE/GOOD","WOOD FRAME","HEAT PUMP","Rect or Slight Irreg",3,"98",73.80000305,2152312.5,5180096.01408255
82087,1,7,"AVERAGE/GOOD","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",3,"100",66.80000305,1747090.375,5483411.85036535
31990,1,8,"AVERAGE","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",3,"98",76.59999847,1072487.875,2450433.9510553
33625,1,7,"GOOD","WOOD FRAME","(unknown)","Long Rect or Irreg",2,"97",69.59999847,974940.375,2340299.94855375
22455,1,5,"AVERAGE","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",2,"95",100.1999969,689373.8125,2249990.9303895
182378,1,4,"AVERAGE/GOOD","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",3,"100",51.79999924,4249212,9447180.26139272
62049,1,7,"AVERAGE","WOOD FRAME","COMPLETE HVAC","Long Rect or Irreg",3,"91",107.5,1066276.75,6670267.5
43566,1,4,"AVERAGE/GOOD","WOOD FRAME","HEAT PUMP","Rect or Slight Irreg",3,"62",83.80000305,1163324.75,3650830.9328763
123686,1,12,"GOOD","REINFORCED CONCRETE","ELECTRIC","Approx Square",3,"77",76.80000305,4524791,9499085.1772423
283479,1,6,"GOOD","REINFORCED CONCRETE","ELECTRIC WALL","Very Irreg",2,"100",76.90000153,6821833,21799535.5337229
81993,1,6,"AVERAGE/GOOD","WOOD FRAME","PACKAGE UNIT","Rect or Slight Irreg",3,"84",83.59999847,2530075.25,6854614.67455071
271922,2,6,"AVERAGE/GOOD","WOOD FRAME","HEAT PUMP","Rect or Slight Irreg",2,"87",95,7682562.5,25832590
110964,1,8,"GOOD","WOOD FRAME","ELECTRIC","Very Irreg",3,"98",74.09999847,3220534,8222432.23022508
318835,2,7,"GOOD","WOOD FRAME","PACKAGE UNIT","Rect or Slight Irreg",3,"100",73.30000305,7180055,23370606.4724468
92208,1,7,"AVERAGE/GOOD","WOOD FRAME","COMPLETE HVAC","Long Rect or Irreg",2,"100",55.79999924,2015280.125,5145206.32992192
42393,2,7,"AVERAGE","REINFORCED CONCRETE","WALL FURNACE","Rect or Slight Irreg",3,"96",132.1000061,1625695.75,5600115.5585973
128460,1,6,"AVERAGE","WOOD FRAME","(unknown)","Long Rect or Irreg",2,"99",52,2127077.25,6679920
319481,1,40,"GOOD","REINFORCED CONCRETE","ELECTRIC","Rect or Slight Irreg",2,NA,96.09999847,15404161,30702123.6111941
48230,1,3,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",36,"80",94,783345.6875,4533620
53100,1,4,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",36,"70",94.80000305,966812.125,5033880.161955
91128,1,7,"AVERAGE","WOOD FRAME","COMPLETE HVAC","Rect or Slight Irreg",2,"99",49.09999847,1953919.875,4474384.66057416
121218,1,6,"AVERAGE/GOOD","WOOD FRAME","ELECTRIC","Rect or Slight Irreg",2,"100",48.79999924,1962106.75,5915438.30787432
233757,1,7,"GOOD","WOOD FRAME","ELECTRIC","Long Rect or Irreg",2,"100",60.90000153,4433091.5,14235801.6576482
149976,1,20,"AVERAGE/GOOD","STRUCTURAL STEEL","COMPLETE HVAC","Approx Square",2,"99",83.5,4832277.5,12522996
213952,1,7,"AVERAGE/GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",2,"100",86.30000305,6562457.5,18464058.2525536
41403,1,4,"AVERAGE/GOOD","WOOD FRAME","COMPLETE HVAC","Rect or Slight Irreg",2,"88",66,1170777.125,2732598
25442,1,3,"GOOD","REINFORCED CONCRETE","ELECTRIC WALL","Rect or Slight Irreg",2,NA,121.1999969,2181833.5,3083570.3211298
63825,1,7,"GOOD/EXCELLENT","WOOD FRAME","ELECTRIC","Long Rect or Irreg",2,"99",78.59999847,2337651.25,5016644.90234775
208136,1,7,"AVERAGE/GOOD","WOOD FRAME","ELECTRIC","Long Rect or Irreg",2,"100",46.90000153,3552185,9761578.71844808
20246,1,4,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",3,"99",106.0999985,789847.1875,2148100.569631
