BBL,StreetNumber,StreetName,Boroguth,ZipCode_ll84,SourceEUI,WeatherNormalizedSourceEUI,ENERGYSTARScore,Reported_Property_FloorArea_Building,DOF_Property_FloorArea_Buildngs_and_Parking,Primary_Property_Type_Self_Selected,DOF_Number_of_Buildings,TotalEnergy,Borough,Block,Lot,ZipCode_pluto,Address,LandUse,BldgArea,BldgClass,AssessTot,AssessLand,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt,YearAlter1,YearAlter2,BldgFront,BldgDepth,AreaUnitPrice
1008410018,35,WEST   39 STREET,MANHATTAN,10018,147.5,146.1,81,51e3,51e3,Office,1,7522500,MN,841,18,10018,35 WEST 39 STREET,5,51000,O6,5110650,2250000,4345,1,12,43,0,51000,0,1912,1989,0,44,98,100.20882352941176
1011450025,115,WEST   73 STREET,MANHATTAN,10023,123.1,120.9,,55016,55012,Multifamily Housing,1,6771977.2,MN,1145,25,10023,115 WEST 73 STREET,4,55012,D6,3376800,918900,8378,1,9,39,38,1500,53512,1920,1983,0,82,83,61.38297098814804
1013110001,445,PARK AVENUE,MANHATTAN,10022,230.6,226.4,68,321483,316384,Office,1,72958150.4,MN,1311,1,10022,445 PARK AVENUE,5,329507,O4,69174900,13950000,18075,1,22,53,0,329507,0,1947,0,0,200,90,209.93453856822464
1007840019,225,WEST   34 STREET,MANHATTAN,10119,129.5,127,88,569071,461386,Office,1,59749487,MN,784,19,10122,225 WEST 34 STREET,5,461386,O4,60557400,8910000,22614,1,22,139,0,461386,0,1924,1925,0,154,196,131.25105659902988
1008280033,1140,BROADWAY,MANHATTAN,10001,152.3,,91,139503,128011,Office,1,19496075.3,MN,828,33,10001,1140 BROADWAY,5,128010,O6,12980700,4140000,8788,1,16,63,0,128010,0,1915,1989,0,103,108,101.40379657839232
1007590037,501,8 AVENUE,MANHATTAN,10018,164.7,161.3,88,263139,266912,Office,1,43960406.4,MN,759,37,10018,501 8 AVENUE,5,266912,O4,23780250,2619000,11275,1,25,59,0,266912,0,1930,0,0,78,129,89.0939710466371
1007600012,347,WEST   36 STREET,MANHATTAN,10018,177.9,174,69,98454,98454,Office,1,17514966.6,MN,760,12,10018,347 WEST 36 STREET,6,98454,L1,12051900,652500,8229,1,16,34,0,98454,0,1928,1988,0,83,98,122.41148150405266
1015850001,1680,YORK AVENUE,MANHATTAN,10128,97.9,91.7,81,84455,67425,Multifamily Housing,1,6600907.5,MN,1585,1,10128,1680 YORK AVENUE,4,67425,D7,4716900,1741500,14372,1,6,67,66,5000,62425,1949,1986,0,127,95,69.95773081201335
1006290044,305,WEST   13 STREET,MANHATTAN,10014,114.2,108.9,71,76125,56508,Multifamily Housing,1,6453213.6,MN,629,44,10014,305 WEST 13 STREET,3,56508,D1,8376300,2385000,14517,1,6,77,77,0,56508,1964,0,0,125,87,148.23210872796773
1014730038,420,EAST   79 STREET,MANHATTAN,10075,121.8,117.9,53,114325,111820,Multifamily Housing,1,13619676,MN,1473,38,10075,420 EAST 79 STREET,3,111820,D3,9997200,1575000,10217,1,16,113,112,6000,105820,1959,0,0,100,67,89.40439992845644
1008037502,301,7 AVENUE,MANHATTAN,10001,213.2,209.6,63,157595,163650,Office,1,34890180,MN,803,7502,10001,301 7 AVENUE,5,119248,RC,14431949,3630598,8068,1,21,35,0,119248,0,1920,0,0,0,0,121.02466288742788
1012520001,200,RIVERSIDE DRIVE,MANHATTAN,10025,94.9,91.5,85,80600,63794,Multifamily Housing,1,6054050.6,MN,1252,1,10025,200 RIVERSIDE DRIVE,3,63794,D3,5179050,2056500,8950,1,9,59,59,0,63794,1906,1986,0,62,130,81.18396714424554
1004680001,87,3 AVENUE,MANHATTAN,10003,92.7,90.2,,158740,92304,Multifamily Housing,1,8556580.8,MN,468,1,10003,87 3 AVENUE,4,92304,D7,16677000,4590000,20662,1,6,121,120,8500,83804,1930,1988,0,220,101,180.67472698907957
1014250017,225,EAST   70 STREET,MANHATTAN,10021,92.9,,79,140420,83220,Multifamily Housing,1,7731138,MN,1425,17,10021,225 EAST 70 STREET,4,83220,D6,8445150,1161000,11849,1,13,91,90,7000,76220,1961,0,0,118,85,101.47981254506128
1011260029,135,CENTRAL PARK WEST,MANHATTAN,10023,80.2,,,290600,217280,Multifamily Housing,1,17425856,MN,1126,29,10023,135 CENTRAL PARK WEST,3,217281,D3,35878500,6615000,20433,1,13,64,64,7390,209890,1906,1987,0,204,100,165.12488436632748
1010350001,622,9 AVENUE,MANHATTAN,10036,260.8,261.9,49,238e3,236280,Office,1,61621824,MN,1035,1,10036,630 9 AVENUE,5,236280,O6,19222200,3420000,18276,1,13,139,0,236280,0,1929,0,0,200,90,81.35347892331133
1012900044,66,EAST   55 STREET,MANHATTAN,10022,196.4,196.4,61,154691,135e3,Office,1,26514e3,MN,1290,44,10022,66 EAST 55 STREET,5,135000,O4,21494250,5805000,7280,1,25,28,0,135000,0,1985,0,0,19,60,159.21666666666667
3051000051,49,EAST   19 STREET,BROOKLYN,11226,126.1,122.5,50,58945,57228,Multifamily Housing,1,7216450.8,BK,5100,51,11226,49 EAST 19 STREET,3,57228,D1,1252350,542700,12695,1,6,54,54,0,57228,1929,0,0,115,101,21.88351855734955
1007600032,307,WEST   36 STREET,MANHATTAN,10018,159.9,156.3,85,219730,232459,Office,1,37170194.1,MN,760,32,10018,307 WEST 36 STREET,6,232458,L1,13388850,1174500,14900,1,18,20,0,232458,0,1926,0,0,77,196,57.596856206282425
1007470001,212,9 AVENUE,MANHATTAN,10011,113.8,,65,197396,247986,Multifamily Housing,1,28220806.8,MN,747,1,10011,212 9 AVENUE,3,250908,D4,27009450,3361500,71700,3,21,197,186,37363,213545,1963,0,0,131.5,128.33,107.64682672533358
1000260021,45,WALL STREET,MANHATTAN,10005,125.7,124.9,43,488895,493187,Multifamily Housing,1,61993605.9,MN,26,21,10005,45 WALL STREET,3,493187,D9,61500150,4725000,20249,1,27,440,435,36487,456700,1958,1996,0,107,185,124.69945477070563
1000330001,77,WATER STREET,MANHATTAN,10005,182.9,180.1,73,662800,541568,Office,1,99052787.2,MN,33,1,10005,77 WATER STREET,5,541568,O4,78352650,14220000,25779,1,26,35,0,541568,0,1969,2008,0,171,122,144.6773996986528
1007480001,311,WEST   24 STREET,MANHATTAN,10011,113.7,,69,409200,817041,Multifamily Housing,3,92897561.7,MN,748,1,10011,311 WEST 24 STREET,3,817317,D4,65765250,9675000,206175,3,21,763,756,10356,806961,1963,0,0,128.42,297.83,80.46480129496878
2028190001,1504,SHERIDAN AVENUE,BRONX,10457,92.1,89.9,87,147660,138e3,Multifamily Housing,1,12709800,BX,2819,1,10457,1504 SHERIDAN AVENUE,4,138000,D7,3669750,116100,28926,1,7,115,108,9500,128500,1929,0,0,318,88,26.592391304347824
1007490001,250,9 AVENUE,MANHATTAN,10001,141.9,,31,197396,201369,Multifamily Housing,1,28574261.1,MN,749,1,10001,250 9 AVENUE,3,202095,D4,19843650,2340000,49375,1,22,186,186,1536,200559,1963,0,0,126,152,98.18971275885103
1007510001,270,9 AVENUE,MANHATTAN,10001,113.8,,69,409200,1467268,Multifamily Housing,4,166975098.4,MN,751,1,10001,270 9 AVENUE,3,1489943,D4,114663150,18360000,393100,5,22,1521,1510,281603,1208340,1960,2000,0,258,129,76.95807826205431
1006970042,508,WEST   26 STREET,MANHATTAN,10001,84.6,80.7,,146416,146416,Other,1,12386793.6,MN,697,42,10001,508 WEST 26 STREET,5,146416,O6,10282950,1224000,12343,1,9,46,0,146416,0,1927,2004,0,125,98,70.23105398317124
1007520001,305,9 AVENUE,MANHATTAN,10001,114.3,,65,197396,399932,Multifamily Housing,2,45712227.6,MN,752,1,10001,305 9 AVENUE,3,398907,D4,41871600,3973500,84550,2,22,567,560,4485,394422,1963,0,0,128,126,104.96581910069264
2025050084,1115,JEROME AVENUE,BRONX,10452,119.8,116.5,,83804,80581,Multifamily Housing,1,9653603.8,BX,2505,84,10452,1115 JEROME AVENUE,4,80581,D7,1428300,97200,14400,1,8,82,80,1000,79581,1928,0,0,160,78,17.7250220275251
2024770034,1005,WALTON AVENUE,BRONX,10452,111.5,108.2,73,73799,70961,Multifamily Housing,1,7912151.5,BX,2477,34,10452,1005 WALTON AVENUE,3,70961,D1,1689300,60300,14658,1,6,72,72,0,70961,1926,0,0,146,90,23.806034300531277
1007640001,80,8 AVENUE,MANHATTAN,10011,146.4,140.5,86,164609,185198,Office,1,27112987.2,MN,764,1,10011,80 8 AVENUE,5,185198,O4,20589300,2232000,9653,1,20,0,0,185198,0,1930,0,0,103.25,93,111.17452672275078
4013010010,40-33,69 STREET,QUEENS,11377,155.3,150.6,14,76230,72072,Multifamily Housing,1,11192781.6,QN,1301,10,11377,40-33 69 STREET,3,72072,D1,3983850,218250,10200,1,11,104,104,0,72072,1964,0,0,110,67,55.27597402597402
3067650012,1530,EAST   19 STREET,BROOKLYN,11230,140.6,,,67100,67100,Multifamily Housing,1,9434260,BK,6765,12,11230,1530 EAST 19 STREET,3,67100,D1,1789200,251550,16000,1,6,60,60,0,67100,1941,0,0,160,84,26.66467958271237
1008230029,15,WEST   21 STREET,MANHATTAN,10010,211.8,213.4,68,138e3,137007,Office,1,29018082.6,MN,823,29,10010,15 WEST 21 STREET,5,137007,O6,12861450,1620000,11200,1,12,17,0,137007,0,1910,1988,1989,59,195,93.87440057807265
2024350007,1200,COLLEGE AVENUE,BRONX,10456,118.5,114.4,54,85904,82600,Multifamily Housing,1,9788100,BX,2435,7,10456,1200 COLLEGE AVENUE,3,82600,D1,1504800,72450,17831,1,6,72,72,0,82600,1941,0,0,177,85,18.217917675544793
1007870011,247,WEST   37 STREET,MANHATTAN,10018,165.2,164.5,80,205729,214130,Office,1,35374276,MN,787,11,10018,247 WEST 37 STREET,5,214130,O6,13620600,1746000,14812,1,18,50,0,214130,0,1924,0,0,150,99,63.609022556390975
2028210032,1560,GRAND CONCOURSE,BRONX,10457,100.6,96.8,,150822,139650,Multifamily Housing,1,14048790,BX,2821,32,10457,1560 GRAND CONCOURSE,4,139650,D7,3239100,121500,30360,1,6,119,118,1200,138450,1929,1987,0,265,85,23.194414607948442
2025370047,1425,UNIVERSITY AVENUE,BRONX,10452,156.8,151.8,25,55620,54e3,Multifamily Housing,1,8467200,BX,2537,47,10452,1425 UNIVERSITY AVENUE,3,54000,D1,938700,76050,11280,1,6,55,55,0,54000,1926,0,0,109.75,103.75,17.383333333333333
2033040030,2700,GRAND CONCOURSE,BRONX,10458,104.1,100.1,77,98580,93e3,Multifamily Housing,1,9681300,BX,3304,30,10458,2700 GRAND CONCOURSE,3,93000,D1,1650150,369900,20540,1,6,66,66,0,93000,1929,0,0,150.33,117,17.743548387096773
2033150054,2825,GRAND CONCOURSE,BRONX,10468,105.2,102,79,89580,85314,Multifamily Housing,1,8975032.8,BX,3315,54,10468,2825 GRAND CONCOURSE,3,85314,D1,1911150,181350,16100,1,6,62,62,0,85314,1926,0,0,162,88,22.401364371615443
1012630034,580,5 AVENUE,MANHATTAN,10036,246.3,,67,446328,373005,Office,1,91871131.5,MN,1263,34,10036,580 5 AVENUE,5,373005,O4,62259300,34155000,25104,1,32,2,0,373005,0,1927,2005,0,100,250,166.91277596815056
4004120001,22-09,QUEENS PLAZA NORTH,QUEENS,11101,123.8,117,68,73704,67600,Office,1,8368880,QN,412,1,11101,22-09 QUEENS PLAZA NORTH,6,67600,E9,3064500,990000,81500,1,2,1,0,67600,0,1949,0,0,200,338,45.332840236686394
1007880037,209,WEST   38 STREET,MANHATTAN,10018,165.5,161.4,70,140720,144635,Office,1,23937092.5,MN,788,37,10018,209 WEST 38 STREET,5,144635,O6,9442800,2299500,11850,1,12,57,0,144635,0,1910,1974,0,120,90,65.28710201541813
1008420023,5,UNION SQUARE,MANHATTAN,10003,221.2,218.6,67,116274,92433,Office,1,20446179.6,MN,842,23,10003,5 UNION SQUARE,5,92433,O6,9404100,3150000,10325,1,8,11,0,92433,0,1900,1989,0,77,167,101.73963844081659
1008000061,138,WEST   25 STREET,MANHATTAN,10001,150.3,149.4,86,96e3,96e3,Office,1,14428800,MN,800,61,10001,138 WEST 25 STREET,5,96000,O6,9898650,2160000,7483,1,12,20,0,96000,0,1911,1989,0,90,81,103.1109375
1007620050,318,WEST   39 STREET,MANHATTAN,10018,124.8,,95,156446,156508,Office,1,19532198.4,MN,762,50,10018,318 WEST 39 STREET,6,156508,L1,11059650,976500,12343,1,12,12,0,156508,0,1915,0,0,125,99,70.66507782349784
1013680005,405,EAST   56 STREET,MANHATTAN,10022,74.9,,100,140250,160264,Multifamily Housing,1,12003773.6,MN,1368,5,10022,405 EAST 56 STREET,4,160264,D6,14713200,3069000,19175,1,13,175,173,10000,150264,1961,1982,0,200,96,91.80602006688963
1008720035,166,3 AVENUE,MANHATTAN,10003,107.7,,,236275,236064,Multifamily Housing,1,25424092.8,MN,872,35,10003,166 3 AVENUE,4,236064,D6,24219900,2623500,17296,1,19,236,231,28250,207814,1963,1987,2013,159,100,102.59887149247662
1008280041,228,5 AVENUE,MANHATTAN,10001,126.4,122.4,94,420582,404245,Office,1,51096568,MN,828,41,10001,228 5 AVENUE,5,404245,O4,45933750,15210000,19575,1,20,228,0,404245,0,1914,1989,0,62,240,113.62849262204851
4096770167,147-28,90 AVENUE,QUEENS,11435,80.8,79.5,96,61e3,61e3,Multifamily Housing,1,4928800,QN,9677,167,11435,147-28 90 AVENUE,3,61000,D1,2130300,88200,11000,1,6,54,54,0,61000,1928,1987,0,100,102,34.92295081967213
1015270028,1571,2 AVENUE,MANHATTAN,10028,163.4,,,189e3,189612,Multifamily Housing,1,30982600.8,MN,1527,28,10028,1571 2 AVENUE,4,189612,D6,18134100,1917000,15580,1,20,182,177,7500,182112,1963,0,0,98,148,95.63793430795519
1008177501,108,5 AVENUE,MANHATTAN,10011,153.1,149.9,,77e3,7e4,Multifamily Housing,1,10717e3,MN,817,7501,10011,108 5 AVENUE,4,60752,RM,10512451,1509301,5896,1,21,51,50,5400,55352,1986,0,0,0,0,173.03876415591256
1015240001,1225,PARK AVENUE,MANHATTAN,10128,110.6,106.5,72,182417,165834,Multifamily Housing,1,18341240.4,MN,1524,1,10128,1225 PARK AVENUE,3,165834,D3,15694200,981000,12533,1,16,86,86,2000,163834,1925,1985,0,98,110,94.63801150548139
1011507503,130,WEST   79 STREET,MANHATTAN,10024,181.3,175.6,,86765,78877,Multifamily Housing,1,14300400.1,MN,1150,7503,10024,130 WEST 79 STREET,4,65725,RM,12357450,2250003,7356,1,19,94,93,5326,60399,1987,0,0,72,0,188.01749714720427
1008640041,16,PARK AVENUE,MANHATTAN,10016,115.7,110.4,95,64725,58841,Multifamily Housing,1,6807903.7,MN,864,41,10016,16 PARK AVENUE,3,58841,D4,7062750,1372500,4567,1,16,67,64,2880,55961,1924,1986,0,62,63,120.03110076307337
1012297501,203,WEST   81 STREET,MANHATTAN,10024,95.7,93.5,80,88692,80629,Multifamily Housing,1,7716195.3,MN,1229,7501,10024,203 WEST 81 STREET,3,59153,R4,7349854,1567355,11493,1,9,55,55,0,59153,1920,0,0,0,0,124.25158487312562
1013310014,227,EAST   57 STREET,MANHATTAN,10022,112.7,108.1,72,102468,93153,Multifamily Housing,1,10498343.1,MN,1331,14,10022,227 EAST 57 STREET,3,93153,D4,10462950,1525500,8033,1,20,120,118,5000,88153,1931,1987,0,80,80,112.32005410453769
4033530059,80-40,LEFFERTS BOULEVARD,QUEENS,11415,90.8,90.9,,74591,67810,Multifamily Housing,1,6157148,QN,3353,59,11415,80-40 LEFFERTS BOULEVARD,3,67810,D1,1935000,382950,20000,2,6,48,48,0,67810,1930,0,0,72,160,28.5356142161923
1021770175,860,WEST  181 STREET,MANHATTAN,10033,110.3,108.1,78,66858,60780,Multifamily Housing,1,6704034,MN,2177,175,10033,860 WEST 181 STREET,3,60780,D4,1945350,160200,13625,1,6,66,66,0,60780,1923,1986,0,102,137,32.006416584402764
1021770170,870,WEST  181 STREET,MANHATTAN,10033,89.4,89.4,93,69960,63600,Multifamily Housing,1,5685840,MN,2177,170,10033,870 WEST 181 STREET,3,63600,D4,2020050,176400,14550,1,6,61,61,0,63600,1923,1987,0,108,116,31.76179245283019
1005720038,20,5 AVENUE,MANHATTAN,10011,129.6,,52,132420,132420,Multifamily Housing,1,17161632,MN,572,38,10011,20 5 AVENUE,4,132420,D6,17662050,2448000,10315,1,17,115,114,6006,126414,1940,0,0,80,114,133.37902129587675
1012910001,711,5 AVENUE,MANHATTAN,10022,216.6,215.4,70,305640,31e4,Office,1,67146e3,MN,1291,1,10022,711 5 AVENUE,5,310000,O6,163006650,24383700,18062,1,18,15,0,310000,0,1927,1958,0,120,150,525.8279032258065
3002210020,80,CRANBERRY STREET,BROOKLYN,11201,135.2,,,108750,108780,Multifamily Housing,1,14707056,BK,221,20,11201,80 CRANBERRY STREET,4,108780,D6,9972000,553500,11325,1,13,137,131,5000,103780,1900,1989,2000,113,101,91.67126309983453
1015340012,217,EAST   88 STREET,MANHATTAN,10128,177.4,,,120549,120555,Multifamily Housing,1,21386457,MN,1534,12,10128,217 EAST 88 STREET,2,120555,C4,6044850,1534500,32731,13,5,181,181,0,120555,1901,0,0,25,84,50.141843971631204
1013620012,20,BEEKMAN PLACE,MANHATTAN,10022,87.5,,94,98800,98808,Multifamily Housing,1,8645700,MN,1362,12,10022,20 BEEKMAN PLACE,3,98808,D3,8131500,1152000,9539,1,13,78,78,0,98808,1957,1989,0,91,80,82.2959679378188
1011210017,25,WEST   68 STREET,MANHATTAN,10023,113.5,,72,106500,106519,Multifamily Housing,1,12089906.5,MN,1121,17,10023,25 WEST 68 STREET,3,106519,D3,8440200,1930500,13255,1,9,76,75,2145,104374,1925,1968,0,132,81,79.23656812399666
1013640022,435,EAST   52 STREET,MANHATTAN,10022,109.3,,75,453997,460973,Multifamily Housing,1,50384348.9,MN,1364,22,10022,435 EAST 52 STREET,3,460973,D4,47748150,9270000,54050,1,26,82,80,94454,366519,1931,2014,0,208,199,103.58122926939322
1013120033,157,EAST   57 STREET,MANHATTAN,10022,65.3,,,159150,173168,Multifamily Housing,1,11307870.4,MN,1312,33,10022,157 EAST 57 STREET,4,173168,D6,17629650,3069000,12050,1,19,121,112,8658,164510,1960,0,0,82,120,101.8066270904555
1018750036,892,AMSTERDAM AVENUE,MANHATTAN,10025,169.8,,,59100,59096,Multifamily Housing,1,10034500.8,MN,1875,36,10025,892 AMSTERDAM AVENUE,4,59096,D7,3341700,675000,12592,1,6,53,44,4000,55096,1921,1988,0,125,100,56.54697441451198
1008910039,165,EAST   35 STREET,MANHATTAN,10016,274.1,,2,96100,96102,Multifamily Housing,1,26341558.2,MN,891,39,10016,165 EAST 35 STREET,4,96102,D6,10601100,1948500,9875,1,14,132,130,3500,92602,1955,0,0,99,100,110.31091964787413
1010290036,910,7 AVENUE,MANHATTAN,10019,194.3,,,94160,94166,Multifamily Housing,1,18296453.8,MN,1029,36,10019,910 7 AVENUE,4,94166,D6,9189450,2362500,10041,1,13,71,61,7500,86666,1913,1980,0,99,86,97.58777053288873
1011430060,166,WEST   72 STREET,MANHATTAN,10023,146.6,,,59200,59210,Multifamily Housing,1,8680186,MN,1143,60,10023,166 WEST 72 STREET,4,59210,D6,5236650,1174500,6028,1,12,51,48,4800,54410,1911,1972,0,59,95,88.44198615098801
1008940032,137,EAST   38 STREET,MANHATTAN,10016,121.1,,65,105e3,105e3,Multifamily Housing,1,12715500,MN,894,32,10016,137 EAST 38 STREET,3,105000,D3,8526150,1260000,11410,1,13,108,108,0,105000,1936,1983,0,113,84,81.20142857142856
1008160042,96,5 AVENUE,MANHATTAN,10011,196.3,,12,16e4,18e4,Multifamily Housing,1,35334e3,MN,816,42,10011,96 5 AVENUE,4,180000,D6,20479500,3204000,15487,1,18,230,223,20000,160000,1962,1987,0,98,150,113.775
1010080008,139,WEST   55 STREET,MANHATTAN,10019,160.8,,,106430,106438,Multifamily Housing,1,17115230.4,MN,1008,8,10019,139 WEST 55 STREET,4,106438,D6,7539750,1539000,10041,1,16,93,90,6000,100438,1921,1979,0,100,91,70.83701309682633
1011440056,160,WEST   73 STREET,MANHATTAN,10023,120.7,,69,126500,126513,Multifamily Housing,1,15270119.1,MN,1144,56,10023,160 WEST 73 STREET,3,126513,D3,9649350,1368000,11413,1,14,147,146,1350,125163,1929,1986,0,112,84,76.2716084513054
1009990003,1560,BROADWAY,MANHATTAN,10036,209,207.4,69,281862,224919,Office,2,47008071,MN,999,3,10036,1560 BROADWAY,5,224919,O6,52898400,7020000,14834,1,17,126,0,224919,0,1925,0,0,60,180,235.18866792045137
1012160140,120,WEST   86 STREET,MANHATTAN,10024,115.9,,69,57800,57799,Multifamily Housing,1,6698904.1,MN,1216,140,10024,120 WEST 86 STREET,3,57799,D3,4601250,1156500,6410,1,12,50,49,1156,56643,1912,1936,0,60,89,79.60777868129206
3002440013,185,MONTAGUE STREET,BROOKLYN,11201,298.5,,,58e3,58e3,Office,1,17313e3,BK,244,13,11201,185 MONTAGUE STREET,5,58000,O6,5442750,535500,5000,1,15,15,0,58000,0,1929,0,0,50,90,93.84051724137932
2028000013,176,EAST  176 STREET,BRONX,10457,58.2,55.6,100,69e3,69e3,Multifamily Housing,1,4015800,BX,2800,13,10457,176 EAST 176 STREET,4,69000,D7,1581750,104400,15250,1,6,61,60,1000,68000,1936,0,0,140,90,22.92391304347826
2024530030,1210,SHERMAN AVENUE,BRONX,10456,118.1,115.6,70,53e3,53e3,Multifamily Housing,1,6259300,BX,2453,30,10456,1210 SHERMAN AVENUE,4,53000,D7,2347650,40050,10000,1,6,56,50,3000,50000,1938,0,0,100,90,44.29528301886793
2028020046,255,EAST  176 STREET,BRONX,10457,159.8,154.6,19,53856,52800,Multifamily Housing,1,8437440,BX,2802,46,10457,255 EAST 176 STREET,3,52800,D1,838350,132300,11776,1,6,54,54,0,52800,1939,0,0,127,77,15.877840909090908
2031950012,2176,GRAND AVENUE,BRONX,10453,106.2,103.6,79,65208,62700,Multifamily Housing,1,6658740,BX,3195,12,10453,2176 GRAND AVENUE,3,62700,D1,1210050,56250,12500,1,6,54,54,0,62700,1954,0,0,125,100,19.29904306220096
2033110072,3175,GRAND CONCOURSE,BRONX,10468,148.7,144.5,22,66822,64876,Multifamily Housing,1,9647061.2,BX,3311,72,10468,3175 GRAND CONCOURSE,3,64876,D1,1428300,179550,13306,1,6,68,68,0,64876,1930,0,0,135.58,84.17,22.015845613169738
2031830013,2324,WALTON AVENUE,BRONX,10468,98.5,96,78,71663,68250,Multifamily Housing,1,6722625,BX,3183,13,10468,2324 WALTON AVENUE,3,68250,D1,846450,78750,16625,1,6,60,60,0,68250,1950,0,0,175,65,12.402197802197803
2031420018,2050,VALENTINE AVENUE,BRONX,10457,130.1,127.1,59,75644,72735,Multifamily Housing,1,9462823.5,BX,3142,18,10457,2050 VALENTINE AVENUE,4,72736,D7,1648350,85950,18915,1,6,74,73,0,72735,1959,0,0,128,111,22.66209304883414
2028460047,1549,TOWNSEND AVENUE,BRONX,10452,93.6,91.6,77,86496,81600,Multifamily Housing,1,7637760,BX,2846,47,10452,1549 TOWNSEND AVENUE,3,81600,D1,752850,69300,17750,1,6,63,63,0,81600,1950,1992,0,177,84,9.226102941176471
1013000050,140,EAST   46 STREET,MANHATTAN,10017,161.6,,,131175,131175,Multifamily Housing,1,21197880,MN,1300,50,10017,140 EAST 46 STREET,4,131175,D6,17035650,3519000,15063,1,12,201,195,5000,126175,1924,2014,0,100,150,129.8696397941681
2031460055,2345,TIEBOUT AVENUE,BRONX,10458,112.5,108,76,61182,59400,Multifamily Housing,1,6682500,BX,3146,55,10458,2345 TIEBOUT AVENUE,3,59400,D1,1073250,65250,14150,2,6,66,66,0,59400,1940,0,0,125,90,18.068181818181817
4002530017,47-14,32 PLACE,QUEENS,11101,92.2,,,47500,71276,Other,1,6571647.2,QN,253,17,11101,47-14 32 PLACE,4,71276,K4,3368700,888750,39500,1,2,5,0,71276,0,1923,1985,0,200,180,47.26275324092261
2037970001,2001,BRUCKNER BOULEVARD,BRONX,10472,161.7,156.6,34,114908,112507,Multifamily Housing,1,18192381.9,BX,3797,1,10472,2001 BRUCKNER BOULEVARD,3,112507,D3,3354750,521550,77288,1,10,118,118,0,112507,1964,0,0,223,59,29.81814464877741
1007720018,235,WEST   22 STREET,MANHATTAN,10011,130.9,,77,96500,116586,Multifamily Housing,1,15261107.4,MN,772,18,10011,235 WEST 22 STREET,3,116586,D1,12546900,1917000,19918,1,6,150,150,26720,89866,1974,0,0,198,89,107.61926817971283
1008660001,389,5 AVENUE,MANHATTAN,10016,225.8,,57,12e4,122686,Office,1,27702498.8,MN,866,1,10016,389 5 AVENUE,5,122686,O6,11379600,4500000,9975,1,12,38,0,122686,0,1930,1986,0,39,169,92.75385944606556
1008290007,49,WEST   27 STREET,MANHATTAN,10001,163.4,160.3,76,86050,83050,Office,1,13570370,MN,829,7,10001,49 WEST 27 STREET,5,83050,O6,10326600,2610000,9875,1,10,22,0,83050,0,1945,1988,0,100,96,124.3419626730885
1015680001,1700,1 AVENUE,MANHATTAN,10128,201.8,,,227750,227259,Multifamily Housing,1,45860866.2,MN,1568,1,10128,1700 1 AVENUE,4,227259,D6,18266850,4770000,21359,1,16,213,205,25000,202259,1964,0,0,196,101,80.37899489129143
1008867503,127,EAST   30 STREET,MANHATTAN,10016,95.9,95.9,,75e3,77154,Multifamily Housing,1,7399068.6,MN,886,7503,10016,127 EAST 30 STREET,3,63418,R4,9775348,1934997,6441,1,19,71,71,0,63418,1988,0,0,0,0,154.14153710303069
1008360007,43,WEST   34 STREET,MANHATTAN,10001,152.3,,,103e3,89582,Office,1,13643338.6,MN,836,7,10001,43 WEST 34 STREET,5,89582,O6,12494250,3366000,7900,1,12,21,0,89582,0,1907,0,0,50,192,139.47277354825746
1014240010,219,EAST   69 STREET,MANHATTAN,10021,157.3,,30,143800,163875,Multifamily Housing,1,25777537.5,MN,1424,10,10021,219 EAST 69 STREET,3,163875,D3,16798050,2722500,19079,1,13,145,145,20000,143875,1957,0,0,190,94,102.50526315789473
1008740004,233,PARK AVENUE SOUTH,MANHATTAN,10003,155.7,152.3,96,145e3,142173,Office,1,22136336.1,MN,874,4,10003,233 PARK AVENUE SOUTH,5,142173,O6,29215350,8370000,12300,1,12,15,0,142173,0,1909,1987,0,82,150,205.4915490282965
1008330038,302,5 AVENUE,MANHATTAN,10001,147,,81,77370,75700,Office,1,11127900,MN,833,38,10001,302 5 AVENUE,5,75700,O6,5506200,2372400,5402,1,14,18,0,75700,0,1915,1986,0,29,125,72.73712021136063
1022410014,77,COOPER STREET,MANHATTAN,10034,87.3,84.3,,52928,50583,Multifamily Housing,1,4415895.9,MN,2241,14,10034,77 COOPER STREET,4,50583,D7,1857150,136350,10000,1,6,52,44,4000,46583,1936,1987,0,92,100,36.71490421683174
1000290001,91,BROAD STREET,MANHATTAN,10004,133.2,131.8,,1258500,993569,Financial Office,1,132343390.8,MN,29,1,10004,85 BROAD STREET,5,1007569,O4,92836350,40500000,42762,1,31,39,0,1007569,0,1983,0,0,115,246,92.13895028529063
2028190005,1510,SHERIDAN AVENUE,BRONX,10457,123.8,123.1,62,89479,85218,Multifamily Housing,1,10549988.4,BX,2819,5,10457,1510 SHERIDAN AVENUE,3,85218,D1,1278000,86400,21417,1,6,70,70,0,85218,1928,1987,0,153,126,14.996831655284096
4040780026,116-02,15 AVENUE,QUEENS,11356,157.1,142.2,35,199400,224500,Distribution Center,1,35268950,QN,4078,26,11356,116-02 15 AVENUE,6,224500,F4,8032500,2979900,490105,1,2,7,0,224500,0,1916,1966,2000,255,210,35.779510022271715
