PropertyId,PropertyName,BBL10digits,PostalCode,StreetNumber,StreetName,Borough_ll84,DOFGrossFloorArea,PrimaryPropertyTypeSelfSelected,ListofAllPropertyUseTypesatProperty,LargestPropertyUseType,LargestPropertyUseTypeGrossFloorArea,X2ndLargestPropertyUseType,X2ndLargestPropertyUseGrossFloorArea,X3rdLargestPropertyUseType,X3rdLargestPropertyUseTypeGrossFloorArea,YearBuilt_ll84,NumberofBuildingsSelfreported,Occupancy,MeteredAreas.Energy.,ENERGYSTARScore,WeatherNormalizedSiteElectricity_kWh,SourceEUI,SiteEUI,BBL,Borough_pluto,Block,Lot,ZipCode,Address,LandUse,BldgArea,BldgClass,AssessTot,AssessLand,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt_pluto,YearAlter1,YearAlter2,BldgFront,BldgDepth
13286,201/205,1013160001,10017,675,3 AVENUE,Manhattan,289356,Office,Office,Office,293447,,,,,1963,2,100,Whole Building,,11082770.5,619.4,305.6,1013160001,MN,1316,1,10017,675 3 AVENUE,5,289356,O4,49459500,11925000,18578,1,31,50,0,289356,0,1966,0,0,176,105
28400,NYP Columbia (West Campus),1021380040,10032,180,FT WASHINGTON AVENUE,Manhattan,3693539,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),3889181,,,,,1969,12,100,Whole Building,55,96261312.1,404.3,229.8,1021380040,MN,2138,40,10032,180 FT WASHINGTON AVENUE,8,3693539,I1,335164050,5849550,364433,6,22,0,0,3693539,0,1930,1987,1997,0,310
4778226,MSCHoNY North,1021380030,10032,3975,BROADWAY,Manhattan,152765,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),231342,,,,,1924,1,100,,,,,,1021380030,MN,2138,30,10032,3975 BROADWAY,8,152765,I1,16604100,900000,16922,1,12,1,0,152765,0,1944,0,0,170,125
4778267,Herbert Irving Pavilion & Millstein Hospital,1021390001,10032,161,FT WASHINGTON AVENUE,Manhattan,891040,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1305748,,,,,1971,1,100,,,,,,1021390001,MN,2139,1,10032,161 FT WASHINGTON AVENUE,8,891040,I1,98439750,8550000,245035,2,14,1,0,891040,0,1989,1997,0,160,145
4778288,Neuro Institute,1021390085,10032,193,FT WASHINGTON AVENUE,Manhattan,211400,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),179694,,,,,1932,1,100,,,,,,1021390085,MN,2139,85,10032,193 FT WASHINGTON AVENUE,8,211400,I1,7555050,1125000,33500,1,16,0,0,211400,0,1948,0,0,110,163
28402,NYP Cornell (East Campus),1014800001,10021,1176,YORK AVENUE,Manhattan,2230742,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),2971874,,,,,1932,12,100,Whole Building,55,24550859.4,414.2,359.9,1014800001,MN,1480,1,10065,1176 YORK AVENUE,8,2230742,I9,250869150,52150050,275925,9,27,1,0,2230742,0,1956,0,0,461.67,583.08
4778352,Annex Building & Garage,1014820040,10021,512,EAST 71 STREET,Manhattan,245000,Mixed Use Property,Other,Other,245000,,,,,1932,1,60,,,,,,1014820040,MN,1482,40,10021,512 EAST 71 STREET,8,245000,I9,27729900,11970000,58880,1,10,3,0,245000,0,1930,1988,0,303,192
2610789,North Shore Towers,4084890001,11005,269,GRAND CENTRAL PKWY,Queens,3750565,Multifamily Housing,"Financial Office, Medical Office, Multifamily Housing, Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Other - Public Services, Other - Recreation, Other - Services, Parking, Restaurant, Retail Store, Social/Meeting Hall, Supermarket/Grocery Store, Swimming Pool",Multifamily Housing,2400000,Parking,900000,Other,230200,1974,4,100,Whole Building,,,151172.9,143974.4,4084890001,QN,8489,1,11005,269 GRAND CENTRAL PKWY,3,3750565,D4,179244900,107561700,4228300,10,34,1866,1844,1060000,2690565,1972,2011,0,410,73
2611745,Towers Golf Course and Irrigation Wells,4084890001,11005,269,GRAND CENTRAL PKWY,Queens,3750565,Other,Other,Other,200,,,,,1974,1,100,Whole Building,,63979.9,3574.2,1138.3,4084890001,QN,8489,1,11005,269 GRAND CENTRAL PKWY,3,3750565,D4,179244900,107561700,4228300,10,34,1866,1844,1060000,2690565,1972,2011,0,410,73
3616379,North Shore Towers Bld 1,4084890001,11005,269,GRAND CENTRAL PKWY,Queens,3750565,Multifamily Housing,Other,Other,2738875,,,,,1974,1,100,Whole Building,,,,,4084890001,QN,8489,1,11005,269 GRAND CENTRAL PKWY,3,3750565,D4,179244900,107561700,4228300,10,34,1866,1844,1060000,2690565,1972,2011,0,410,73
5870374,North Shore Towers Bld 2,4084890001,11005,269,GRAND CENTRAL PKWY,Queens,3750565,Multifamily Housing,Other,Other,2738875,,,,,1974,1,100,Whole Building,,,,,4084890001,QN,8489,1,11005,269 GRAND CENTRAL PKWY,3,3750565,D4,179244900,107561700,4228300,10,34,1866,1844,1060000,2690565,1972,2011,0,410,73
5870375,North Shore Towers Bld 3,4084890001,11005,269,GRAND CENTRAL PKWY,Queens,3750565,Multifamily Housing,Other,Other,2738875,,,,,1974,1,100,Whole Building,,,,,4084890001,QN,8489,1,11005,269 GRAND CENTRAL PKWY,3,3750565,D4,179244900,107561700,4228300,10,34,1866,1844,1060000,2690565,1972,2011,0,410,73
2637863,Cadman Towers,3002320001;3002380035,11201,,,,,Multifamily Housing,"Multifamily Housing, Other, Parking",Multifamily Housing,412503,Other,20000,Parking,18800,1903,2,100,Whole Building,93,3249755.2,87.9,32,3002320001;3002380035,,,,,,,,,,,,,,,,,,,,,,
5871253,Cadman - 10 Clinton St,3002380035,11201,10,CLINTON STREET,Brooklyn,212656,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,162656,Parking,40000,Retail Store,10000,1903,1,100,Whole Building,1,1004824,352.2,295.4,3002380035,BK,238,35,11201,10 CLINTON STREET,3,212656,D4,9758700,1750500,50412,1,12,121,121,62744,149912,1971,0,0,200.33,62
2777235,STATEN ISLAND UNIVERSITY HOSPITAL Seaview,5033550032;5033550065,10305,,,,,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),567517,,,,,1950,2,100,Whole Building,80,18295844.6,599.5,352.7,5033550032;5033550065,,,,,,,,,,,,,,,,,,,,,,
5245390,Seaview child 475,5033550032,10305,475,SEAVIEW AVENUE,Staten Island,567517,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),567517,,,,,1950,1,100,,,,,,5033550032,SI,3355,32,10305,475 SEAVIEW AVENUE,8,567517,I1,55949400,7526250,842573,11,4,1,0,567517,0,1978,2011,2009,376,376
4045810,242 Mason Ave,5033550065,10305,242,MASON AVENUE,Staten Island,53917,Medical Office,Medical Office,Medical Office,58893,,,,,1950,1,100,,,,,,5033550065,SI,3355,65,10305,242 MASON AVENUE,8,53917,I5,6236100,2449800,257900,1,2,1,0,53917,0,1989,0,0,285,90
2777309,Barnard College,1019890001,10029,,,,,College/University,"College/University, Residence Hall/Dormitory",College/University,323000,Residence Hall/Dormitory,275000,,,1907,7,100,Whole Building,,5217062.4,188.7,120,1019890001,MN,1989,1,10027,3009 BROADWAY,8,675797,W6,71019900,4635000,151100,7,14,1,0,675797,0,1901,1987,1994,250,40
2780056,720-730 Ft. Washington Owners Corp.,1021800614;1021800628,10040,,,,,Multifamily Housing,Multifamily Housing,Multifamily Housing,321464,,,,,1939,2,100,Whole Building,72,1121931.8,103.3,76.2,1021800614;1021800628,,,,,,,,,,,,,,,,,,,,,,
4988574,- 720 Ft. Washington Ave. bldg,1021800614,10040,720,FT WASHINGTON AVENUE,Manhattan,179130,Multifamily Housing,Multifamily Housing,Multifamily Housing,204720,,,,,1939,1,100,Whole Building,67,820016.2,106.6,75.7,1021800614,MN,2180,614,10040,720 FT WASHINGTON AVENUE,3,179130,D4,7642350,371700,47275,1,6,150,150,0,179130,1939,1988,0,172,233
4988569,- 730 Ft. Washington Ave bldg,1021800628,10040,730,FT WASHINGTON AVENUE,Manhattan,102150,Multifamily Housing,Multifamily Housing,Multifamily Housing,116744,,,,,1939,1,100,Whole Building,80,308074.6,97.7,77.1,1021800628,MN,2180,628,10040,730 FT WASHINGTON AVENUE,3,102150,D4,4715100,336150,28050,1,6,84,84,0,102150,1939,1988,0,125,179
2806486,Park 76th Street Inc.,1013900037;1013910034,10021,,,,,Multifamily Housing,Multifamily Housing,Multifamily Housing,189766,,,,,1911,2,100,Whole Building,100,1156269.9,115.6,68,1013900037;1013910034,,,,,,,,,,,,,,,,,,,,,,
4988686,- 830 Park Avenue bldg,1013900037,10021,830,PARK AVENUE,Manhattan,151666,Multifamily Housing,Multifamily Housing,Multifamily Housing,130629,,,,,1911,1,100,Another configuration,100,894049,74.3,23.7,1013900037,MN,1390,37,10021,830 PARK AVENUE,3,151666,D4,16586100,4590000,13588,1,13,38,38,0,151666,1913,0,0,97,120
4988688,- 840 Park Avenue bldg,1013910034,10021,840,PARK AVENUE,Manhattan,64827,Multifamily Housing,Multifamily Housing,Multifamily Housing,54913,,,,,1911,1,100,Another configuration,100,262377.2,53.9,17.9,1013910034,MN,1391,34,10021,840 PARK AVENUE,3,64827,D4,9738000,283050,5619,1,13,20,18,3000,61827,1912,0,0,92,54
2809896,560 Riverside Drive,,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,535632,,,,,1964,2,100,Whole Building,,1620,121.7,115.9,,,,,,,,,,,,,,,,,,,,,,,
4954491,558 RIVERSIDE DRIVE,1019950053,10027,558,RIVERSIDE DRIVE,Manhattan,256528,College/University,College/University,College/University,256528,,,,,1964,1,100,Whole Building,,0,0,0,1019950053,MN,1995,53,10027,558 RIVERSIDE DRIVE,3,256528,D3,8005500,585000,21075,1,26,146,146,78896,177632,1968,0,0,85,126
4954504,564 RIVERSIDE DRIVE,1019950063,10027,564,RIVERSIDE DRIVE,Manhattan,339104,College/University,College/University,College/University,339104,,,,,1964,1,100,Whole Building,,0,0,0,1019950063,MN,1995,63,10027,564 RIVERSIDE DRIVE,3,339104,D3,7861500,1048500,42200,1,26,182,182,137000,202104,1964,0,0,84.17,265
2825730,Meyer Hall,1005460031,10003,4,WASHINGTON PLACE,Manhattan,54725,College/University,College/University,College/University,199058.1,,,,,1971,2,100,Whole Building,,1570079.7,84.5,26.9,1005460031,MN,546,31,10003,4 WASHINGTON PLACE,8,54725,W6,4408200,837000,4975,1,11,1,0,54725,0,1904,0,0,49.75,100
5101913,713 Broadway MEYER,1005460033,10003,713,BROADWAY,Manhattan,61582,College/University,College/University,College/University,61582,,,,,1971,0,100,,,,,,1005460033,MN,546,33,10003,713 BROADWAY,8,61582,W6,5367600,841500,4975,1,10,1,0,61582,0,1971,0,0,49.75,100
2831114,MCKINLEY,2026380090,10456,725,EAST 161 STREET,Bronx,750000,Multifamily Housing,Multifamily Housing,Multifamily Housing,855844,,,,,1962,6,100,Whole Building,,,,,2026380090,BX,2638,90,10456,725 EAST 161 STREET,3,750000,D3,11284650,1192500,231000,7,16,619,619,0,750000,1960,1999,0,170.42,55
3111973,Metro North - 420-440 East 102 St.,1016940003,10029,455,EAST 102 STREET,Manhattan,175885,Multifamily Housing,Multifamily Housing,Multifamily Housing,175885,,,,,1973,2,100,Whole Building,40,1887619.4,131,56.2,1016940003,MN,1694,3,10029,455 EAST 102 STREET,4,175885,D7,8863650,702000,65100,2,13,116,115,31185,144700,1973,0,0,158,160
3129181,Benjamin: 86-02 208 St (Parent),4105990100,11427,206-09,86 ROAD,Queens,167856,Multifamily Housing,Multifamily Housing,Multifamily Housing,152308,,,,,1952,4,100,Whole Building,67,1121175.7,105.5,49.5,4105990100,QN,10599,100,11427,206-09 86 ROAD,2,167856,C9,5483700,1601550,197950,4,3,192,192,22800,145056,1952,0,0,80,100.25
3129218,Benjamin: 206-10 86 Rd (Parent),4105900100,11427,86-50,FRANCIS LEWIS BLVD,Queens,217584,Multifamily Housing,Multifamily Housing,Multifamily Housing,228570,,,,,1952,6,100,Whole Building,99,1121175.7,62.4,25.5,4105900100,QN,10590,100,11427,86-50 FRANCIS LEWIS BLVD,2,217584,C9,6153300,3195450,355025,6,3,288,288,0,217584,1952,0,0,99,223
3129231,Benjamin: 209-30 86 Drive (Parent),4105920150,11427,210-10,GRND CNTRL PKWY SR E,Queens,145056,Multifamily Housing,Multifamily Housing,Multifamily Housing,152380,,,,,1952,4,100,Whole Building,12,1892619.8,158.2,65.3,4105920150,QN,10592,150,11427,210-10 GRND CNTRL PKWY SR E,2,145056,C9,7839000,2025000,225000,4,3,192,192,0,145056,1951,0,0,99,223
3129256,Benjamin: 209-31 86 Drive (Parent),4105930002,11427,86-09,GRAND CENTRL PARKWAY,Queens,290112,Multifamily Housing,Multifamily Housing,Multifamily Housing,304760,,,,,1952,8,100,Whole Building,88,1749805.6,87.4,43.7,4105930002,QN,10593,2,11427,86-09 GRAND CENTRL PARKWAY,2,290112,C9,9958050,3888000,432200,8,3,384,384,0,290112,1951,0,0,80,100
3612678,Columbia University (morningside),,10027,,,,,College/University,College/University,College/University,6386382,,,,,1897,56,100,Whole Building,,103574436.6,300.4,175.9,,,,,,,,,,,,,,,,,,,,,,,
2658438,Business Law,1018670042,10027,,,,,Office,Office,Office,83131,,,,,1996,1,100,Whole Building,100,0,0,0,1018670042,MN,1867,42,10025,1125 AMSTERDAM AVENUE,8,83170,W5,19064250,351450,10068,2,10,1,0,83170,0,1997,0,0,100.68,100
2977441,Kings Crown-420 West 116th,1018670067,10027,,,,,Office,Office,Office,50000,,,,,1906,1,100,Whole Building,,,,,1018670067,MN,1867,67,10027,420 WEST 116 STREET,5,55067,O6,4390200,302850,7569,2,10,66,65,55067,0,1907,1989,1996,75,99
3114649,438 W 116th St,1018670074,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,54138,,,,,1950,1,100,Whole Building,100,,0.5,0.5,1018670074,MN,1867,74,10025,1129 AMSTERDAM AVENUE,4,36664,D7,2749050,720000,10092,1,7,48,45,5000,31664,1925,0,0,85,98
2646962,Ruggles,1018850037,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,48608,,,,,1898,1,100,Whole Building,99,219920,49.1,16,1018850037,MN,1885,37,10025,508 WEST 114 STREET,8,48108,W6,1177650,459000,7575,1,8,1,0,48108,0,1930,0,0,75,84
2977473,514 West 114th Street,1018850040,10027,514,WEST 114 STREET,Manhattan,57300,Multifamily Housing,Multifamily Housing,Multifamily Housing,42352,,,,,1908,1,100,Whole Building,100,28872,11.2,6.1,1018850040,MN,1885,40,10025,514 WEST 114 STREET,3,57300,D3,1842750,360000,7575,1,8,49,49,0,57300,1920,1962,0,75,82
2658221,520 West 114th,1018850043,10027,520,WEST 114 STREET,Manhattan,57430,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,42128,,,,,1908,1,100,Whole Building,100,50598,15.8,6.8,1018850043,MN,1885,43,10025,520 WEST 114 STREET,3,57430,D3,1495800,274050,7575,1,8,37,37,0,57430,1921,0,0,75,84
2746882,Hogan Hall,1018850061,10027,2910,BROADWAY,Manhattan,52624,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,72109,,,,,1898,1,100,Whole Building,89,617399.9,93,30.4,1018850061,MN,1885,61,10025,2910 BROADWAY,8,52624,H8,1952550,794700,12615,1,7.5,3,0,2624,0,1925,1983,2010,100,98
2658276,Broadway Residence,1018857501,10027,2900,BROADWAY,Manhattan,135458,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,140056,,,,,1924,1,100,Whole Building,86,1403199.9,107.3,34.2,1018857501,MN,1885,7501,10025,2900 BROADWAY,5,135458,RC,12005497,1016550,15155,1,14,374,0,23387,0,2000,0,0,101,125
2658264,Alfred Lerner Hall,1018860001,10027,,,,,Office,Office,Office,258119,,,,,1999,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2658465,Butler Library,1018860001,10027,,,,,Office,Office,Office,441108,,,,,1934,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2658502,Carman,1018860001,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,157385,,,,,1908,1,100,Whole Building,100,,0,0,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2746906,Hartley Hall,1018860001,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,79951,,,,,1924,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2746908,Hamilton Hall,1018860001,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,87639,,,,,1907,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2746913,Wallach Hall,1018860001,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,78464,,,,,1924,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2747205,Furnald,1018860001,10027,,,,,Office,Office,Office,77271,,,,,1925,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2747207,Journalism,1018860001,10027,,,,,Office,Office,Office,103681,,,,,1925,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2747212,Dodge Hall,1018860001,10027,,,,,Office,Office,Office,101704,,,,,1924,1,100,Whole Building,,,,,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2747271,John Jay,1018860001,10027,,,,,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,169396,,,,,1935,1,100,Whole Building,100,,0,0,1018860001,MN,1886,1,10027,1100 AMSTERDAM AVENUE,8,1510966,W6,1535389200,17325000,398094,9,14,1,0,1510966,0,1912,1997,0,100,150
2747217,Wien Hall,1019610001,10027,1145,AMSTERDAM AVENUE,Manhattan,710600,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,105156,,,,,1925,1,100,Whole Building,100,,0,0,1019610001,MN,1961,1,10027,1145 AMSTERDAM AVENUE,8,710600,W6,68378400,3870000,117824,3,9,1,0,710600,0,1923,0,0,70,200
2780716,Jerome Greene Law School,1019610001,10027,1145,AMSTERDAM AVENUE,Manhattan,710600,Office,Office,Office,249978,,,,,1961,1,100,Whole Building,73,5374399.3,230.3,73.4,1019610001,MN,1961,1,10027,1145 AMSTERDAM AVENUE,8,710600,W6,68378400,3870000,117824,3,9,1,0,710600,0,1923,0,0,70,200
3114587,President's House,1019610001,10027,1145,AMSTERDAM AVENUE,Manhattan,710600,Office,Office,Office,16803,,,,,1950,1,100,Whole Building,100,,0,0,1019610001,MN,1961,1,10027,1145 AMSTERDAM AVENUE,8,710600,W6,68378400,3870000,117824,3,9,1,0,710600,0,1923,0,0,70,200
3114642,Faculty House,1019610001,10027,1145,AMSTERDAM AVENUE,Manhattan,710600,Office,Office,Office,36752,,,,,1950,1,100,Whole Building,,,,,1019610001,MN,1961,1,10027,1145 AMSTERDAM AVENUE,8,710600,W6,68378400,3870000,117824,3,9,1,0,710600,0,1923,0,0,70,200
3114648,Jerome Greene Annex,1019610001,10027,1145,AMSTERDAM AVENUE,Manhattan,710600,Office,Office,Office,6287,,,,,1950,1,100,Whole Building,,,,,1019610001,MN,1961,1,10027,1145 AMSTERDAM AVENUE,8,710600,W6,68378400,3870000,117824,3,9,1,0,710600,0,1923,0,0,70,200
2780735,International Affairs,1019610039,10027,1165,AMSTERDAM AVENUE,Manhattan,422915,Office,Office,Office,423521,,,,,1910,1,100,Whole Building,71,8677598.9,219.5,69.9,1019610039,MN,1961,39,10027,1165 AMSTERDAM AVENUE,8,422915,W6,35154450,2178000,62064,1,12,1,0,422915,0,1970,0,0,226,63
2780733,East Campus,1019610057,10027,74,MORNINGSIDE DRIVE,Manhattan,365100,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,352040,,,,,1980,1,100,Whole Building,100,,0,0,1019610057,MN,1961,57,10027,74 MORNINGSIDE DRIVE,4,365100,D7,15173100,513000,25228,1,23,158,157,10870,354230,1980,0,0,200,50
2658274,Avery && Extension,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,95954,,,,,1977,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2658585,CEPSR Schapiro,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,204069,,,,,1988,1,100,Whole Building,1,36587500.2,5874.8,4377.4,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2658588,Chandler,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,77917,,,,,1950,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2746865,Mathematics,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,60373,,,,,1897,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2746866,Fayerweather,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,62004,,,,,1987,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2746873,Lewisohn,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,59847,,,,,1924,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2746880,Philosophy,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,64447,,,,,1911,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2747235,Kent,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,111632,,,,,1910,1,100,Common areas only,,0,0,0,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2747246,Pupin,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,147145,,,,,1927,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780688,Dodge Physical Fitness,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,148666,,,,,1974,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780700,Low Library,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,149779,,,,,1987,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780703,Havemeyer Hall,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,126670,,,,,1897,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780705,Uris,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,199107,,,,,1964,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780706,Schemerhorn Extension,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,90679,,,,,1897,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780707,Schemerhorn,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,133021,,,,,1930,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
2780711,University Hall,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,166959,,,,,1964,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
3105049,Mudd,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,College/University,College/University,College/University,287737,,,,,1950,1,100,Whole Building,,,0.3,0.3,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
3114643,St. Pauls Chapel,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Worship Facility,Worship Facility,Worship Facility,20035,,,,,1950,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
3114644,Engineering Terrace,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,163689,,,,,1950,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
3114645,Havemeyer Extension,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,34637,,,,,1950,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
3114650,Buell Hall,1019730001,10027,530,WEST 120 STREET,Manhattan,1368870,Office,Office,Office,11712,,,,,1950,1,100,Whole Building,,,,,1019730001,MN,1973,1,10027,530 WEST 120 STREET,8,1368870,W6,158833800,24299550,734180,26,7,0,0,1368870,0,1901,2009,1989,205,54
