PropertyId,PropertyName,BBL10digits,PostalCode,StreetNumber,StreetName,Borough_ll84,DOFGrossFloorArea,PrimaryPropertyTypeSelfSelected,ListofAllPropertyUseTypesatProperty,LargestPropertyUseType,LargestPropertyUseTypeGrossFloorArea,X2ndLargestPropertyUseType,X2ndLargestPropertyUseGrossFloorArea,X3rdLargestPropertyUseType,X3rdLargestPropertyUseTypeGrossFloorArea,YearBuilt_ll84,NumberofBuildingsSelfreported,Occupancy,MeteredAreas.Energy.,ENERGYSTARScore,WeatherNormalizedSiteElectricity_kWh,SourceEUI,SiteEUI,BBL,Borough_pluto,Block,Lot,ZipCode,Address,LandUse,BldgArea,BldgClass,AssessTot,AssessLand,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt_pluto,YearAlter1,YearAlter2,BldgFront,BldgDepth
4351763,Woodstock,1009960014,10036,127,WEST 43 STREET,Manhattan,172065,Multifamily Housing,Multifamily Housing,Multifamily Housing,172065,,,,,1902,1,80,Whole Building,4,2372046.6,182.6,79.1,1009960014,MN,996,14,10036,127 WEST 43 STREET,5,172065,HR,9368100,4486500,14476,1,13,3,0,8000,0,1902,1985,2004,144.17,100.42
1151970,1133,1009960029,10036,1133,AVENUE OF THE AMER,Manhattan,1039529,Office,"Financial Office, Office, Parking, Retail Store",Office,838075,Financial Office,118576,Parking,44888,1968,1,100,Whole Building,91,13534587.4,171.7,67.8,1009960029,MN,996,29,10036,1133 AVENUE OF THE AMER,5,1039529,O4,142554600,60300000,42050,2,44,44,0,1039529,0,1968,0,0,201,243
2782186,SKS: 120 West 44th Street,1009960043,10036,120,WEST 44 STREET,Manhattan,99109,Hotel,"Hotel, Retail Store",Hotel,99301,Retail Store,6000,,,1933,1,100,Whole Building,49,974155.1,165.8,93.5,1009960043,MN,996,43,10036,120 WEST 44 STREET,5,99109,H3,21916800,4027500,7500,1,16,3,0,6000,0,1933,1986,2006,75,90
5847192,130 West 44th Street,1009960046,10036,130,WEST 44 STREET,Manhattan,75421,Hotel,Hotel,Hotel,75421,,,,,1905,1,100,Whole Building,1,3352982.3,484.2,154.2,1009960046,MN,996,46,10036,130 WEST 44 STREET,5,75421,H1,20016450,2250000,7656,1,10,1,0,3700,0,1905,2009,2009,76.25,100.42
4400086,Millennium Broadway,1009970010,10036,153,WEST 44 STREET,Manhattan,471985,Hotel,Hotel,Hotel,471985,,,,,1990,1,90,Whole Building,65,5839689.3,164.4,69.2,1009970010,MN,997,10,10036,153 WEST 44 STREET,5,471985,H1,58055850,21105000,16820,3,48,1,0,1985,0,1988,0,0,117.42,200.83
4400090,Premier Hotel,1009970017,10036,133,WEST 44 STREET,Manhattan,85000,Hotel,Hotel,Hotel,85000,,,,,1999,1,90,Whole Building,35,963199.9,181.8,88.8,1009970017,MN,997,17,10036,133 WEST 44 STREET,5,85000,H1,11875950,7560000,6025,1,21,1,0,0,0,1998,0,0,60,85
4389732,"123 West 44th Street, New York",1009970019,10036,123,WEST 44 STREET,Manhattan,115355,Multifamily Housing,"Multifamily Housing, Other, Restaurant",Multifamily Housing,95287,Other,8358,Restaurant,4100,1894,1,100,Whole Building,1,2863878,388.6,188.4,1009970019,MN,997,19,10036,123 WEST 44 STREET,5,115355,HS,14511600,5040000,10000,1,13,109,106,12135,0,1900,1982,0,100,100
7365,1155,1009970029,10036,1155,AVENUE OF THE AMER,Manhattan,734668,Office,"Office, Retail Store",Office,680759,Retail Store,6079,,,1982,1,95,Whole Building,79,12570717.2,211.5,74.4,1009970029,MN,997,29,10036,1155 AVENUE OF THE AMER,5,734668,O4,151125750,52650000,33639,1,40,43,0,734668,0,1984,0,0,200,210
2712453,SL Green Realty Corporation 120 West 45th Street,1009970041,10036,120,WEST 45 STREET,Manhattan,426056,Office,"Office, Parking, Retail Store",Office,391742,Parking,9782,Retail Store,5446,1988,1,100,Whole Building,98,3772603.4,116.5,44.7,1009970041,MN,997,41,10036,120 WEST 45 STREET,5,426056,O4,67780350,22500000,15565,1,40,66,0,426056,0,1988,0,0,80,140
5861024,AB & Sons - 145 West 45th: 145 West 45th Street,1009980012,10036,145,WEST 45 STREET,Manhattan,76660,Office,"Office, Retail Store",Office,93260,Retail Store,5764,,,2000,1,100,Whole Building,58,1421186.8,193.1,84,1009980012,MN,998,12,10036,145 WEST 45 STREET,5,76660,O6,9494100,2137500,6886,1,12,85,0,76660,0,1911,1989,0,69,98
4372242,Room Mate Hotel,1009980018,10036,125,WEST 45 STREET,Manhattan,57520,Hotel,"Hotel, Swimming Pool",Hotel,57520,Swimming Pool,0,,,1926,1,90,Whole Building,9,1058789.4,324.4,167.5,1009980018,MN,998,18,10036,125 WEST 45 STREET,5,57520,H3,11017800,2115000,4715,1,16,2,0,4670,0,1928,2004,0,57.5,73.75
3122148,St. James 109 W 45 ST,1009980026,10036,109,WEST 45 STREET,Manhattan,57909,Hotel,"Hotel, Restaurant, Retail Store",Hotel,57909,Restaurant,2000,Retail Store,300,1900,1,100,Whole Building,,,112.5,49.8,1009980026,MN,998,26,10036,109 WEST 45 STREET,5,57909,H3,8360100,4126500,6025,1,12,1,0,0,0,1900,2004,0,60,90
1513221,1177 Avenue of the Americas,1009980029,10036,1177,AVENUE OF THE AMER,Manhattan,912955,Office,Office,Office,997901,,,,,1992,1,100,Whole Building,78,19541411.4,224.8,78.2,1009980029,MN,998,29,10036,1177 AVENUE OF THE AMER,5,912955,O4,201025350,42300000,32134,1,48,0,0,912955,0,1988,1964,0,172,197
5839515,Muse Hotel,1009980047,10036,126,WEST 46 STREET,Manhattan,113969,Hotel,Hotel,Hotel,113969,,,,,1923,1,90,Whole Building,26,2097992.1,270.6,131.5,1009980047,MN,998,47,10036,126 WEST 46 STREET,5,113969,H1,23035500,2250000,8033,1,17,2,0,5000,0,1912,1999,0,80,91
2598106,1540 Broadway,1009987501,10036,1538,BROADWAY,Manhattan,936254,Office,"Office, Parking, Retail Store",Office,789380,Retail Store,169173,Parking,37039,1990,1,100,Whole Building,43,26806378.5,312.1,105.9,1009987501,MN,998,7501,10036,1540 BROADWAY,5,921210,RC,300533400,31149449,38700,1,44,4,0,921210,0,1989,0,0,0,200
2652757,1560 Broadway Assoc,1009990003,10036,1560,BROADWAY,Manhattan,224919,Office,"Office, Other",Office,231862,Other,50000,,,1913,1,100,Whole Building,73,4566715.2,197.9,77.3,1009990003,MN,999,3,10036,1560 BROADWAY,5,224919,O6,31082400,7020000,14834,1,17,126,0,224919,0,1925,0,0,60,180
8604,114,1009990019,10036,114,WEST 47 STREET,Manhattan,565000,Financial Office,Financial Office,Financial Office,577534,,,,,1989,1,95,Whole Building,89,6909711.1,153.9,62.2,1009990019,MN,999,19,10036,114 WEST 47 STREET,5,565000,O4,100429650,41400000,26100,1,25,34,0,565000,0,1987,0,0,125,200.83
2712407,SL Green Realty Corporation 1185 Ave of the Americas,1009990029,10036,1185,AVENUE OF THE AMER,Manhattan,1047390,Office,"Financial Office, Food Service, Office, Other, Retail Store",Office,672763,Financial Office,349917,Other,11100,1970,1,100,Whole Building,75,19450734.2,264.3,117.4,1009990029,MN,999,29,10036,1185 AVENUE OF THE AMER,5,1047390,O4,280363950,54000000,42049,2,42,50,0,1047390,0,1970,0,0,197,209
2689296,A & R Kalimian LLC,1009990054,10036,150,WEST 47 STREET,Manhattan,66182,Multifamily Housing,Multifamily Housing,Multifamily Housing,66182,,,,,1902,1,100,Whole Building,9,676739.4,163.6,85.4,1009990054,MN,999,54,10036,150 WEST 47 STREET,4,66182,D6,7873650,1575000,7112,1,13,105,103,5000,61182,1979,1989,0,71,98
2811107,Double Tree Times Square Hotel LP,1009999062,10036,1568,BROADWAY,Manhattan,447123,Hotel,Hotel,Hotel,429900,,,,,1990,1,100,Whole Building,42,5453767.2,207.3,102,1009999062,MN,999,9062,10036,1568 BROADWAY,5,447123,H2,84038850,24570000,21756,1,43,468,0,4585,0,1989,2009,0,0,0
2801279,"157 West 47th Street TS Hotel,LLC",1010000007,10036,157,WEST 47 STREET,Manhattan,60619,Hotel,Hotel,Hotel,73440,,,,,1932,1,100,Whole Building,1,299260242.1,44424.6,14195.9,1010000007,MN,1000,7,10036,157 WEST 47 STREET,5,60619,HB,16756650,4009500,8040,1,10,2,0,8000,0,1906,1988,2006,80,100
3111253,1211 Avenue of the Americas,1010000029,10036,1211,AVENUE OF THE AMER,Manhattan,1984228,Office,"Data Center, Fast Food Restaurant, Office, Parking, Restaurant",Office,1895861,Data Center,28396,Parking,13060,1973,1,90,Whole Building,85,37022560.3,250.3,104.2,1010000029,MN,1000,29,10036,1211 AVENUE OF THE AMER,5,1984228,O4,398219850,134548200,84851,1,45,102,0,1984228,0,1973,2008,2008,188,421
3884221,McGraw Hill - 1221 AOA,1010010029,10020,1221,AVENUE OF THE AMER,Manhattan,2508386,Office,"Data Center, Fast Food Restaurant, Office, Other, Restaurant, Retail Store",Office,2357401,Other,98746,Retail Store,44281,1968,1,100,Whole Building,,46780019.8,250.6,107.8,1010010029,MN,1001,29,10036,1221 AVENUE OF THE AMER,5,2508386,O4,482222700,197042400,102452,1,51,71,0,2508386,0,1971,0,0,192,494
2665710,"49th St Realty Co. LLC, Radio City Apts",1010010055,10019,142,WEST 49 STREET,Manhattan,71615,Hotel,"Hotel, Retail Store",Hotel,71615,Retail Store,8654,,,1910,1,100,Whole Building,49,807572.4,225.4,146.7,1010010055,MN,1001,55,10019,142 WEST 49 STREET,5,71615,H2,10058400,3690000,6925,1,13,3,0,3000,0,1903,1979,0,64,94
2811093,729 Acquisition LLC,1010017501,10019,729,7 AVENUE,Manhattan,172075,Office,Office,Office,178208,,,,,1916,1,100,Whole Building,91,1883144.4,132.8,51.4,1010017501,MN,1001,7501,10019,729 7 AVENUE,5,172075,RC,34501050,7740000,10050,1,15,2,0,172075,0,1915,0,0,0,0
3478248,1251 Avenue of the Americas - Hines,1010027501,10020,1251,AVENUE OF THE AMER,Manhattan,2200404,Office,"Financial Office, Food Service, Office, Parking, Restaurant, Retail Store",Office,1625892,Financial Office,943990,Parking,18210,1970,1,90,Whole Building,75,41779081.6,208.9,84.6,1010027501,MN,1002,7501,10020,1251 AVENUE OF THE AMER,5,1793091,RC,484857451,105705442,98206,1,54,56,0,1793091,0,1970,0,0,201,528
5867578,135 W 50th Street,1010030005,10020,135,WEST 50 STREET,Manhattan,865759,Office,"Office, Restaurant",Office,803125,Restaurant,39269,,,1962,1,100,Whole Building,58,15318204.3,233.2,95.2,1010030005,MN,1003,5,10020,135 WEST 50 STREET,5,865759,O4,173313450,37350000,48200,1,23,52,0,865759,0,1963,0,0,290,190
4044650,Time and Life Building - 1271 AOA,1010030029,10020,1261,AVENUE OF THE AMER,Manhattan,1962900,Office,"Data Center, Financial Office, Office, Other, Parking, Retail Store",Office,1638377,Financial Office,201409,Retail Store,93901,1957,1,100,Whole Building,,20859064.6,144.5,62.5,1010030029,MN,1003,29,10020,1261 AVENUE OF THE AMER,5,1962900,O4,302345550,133300350,82340,1,47,86,0,1962900,0,1961,1988,0,201,410
4951978,AKAM - 150 West 51st Street,1010037501,10019,76179,7 AVENUE,Manhattan,526729,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,405550,Retail Store,44612,,,1927,1,100,Whole Building,,6553980.2,243,130.1,1010037501,MN,1003,7501,10019,150 WEST 51 STREET,4,450162,RM,78225776,25155008,30125,1,20,448,445,44612,252149,1927,0,0,0,0
1483343,5678-Sheraton New York Hotel & Towers,1010050001,10019,801,7 AVENUE,Manhattan,1172021,Hotel,"Hotel, Parking",Hotel,1165000,Parking,60000,,,1990,1,100,Whole Building,36,16369172.4,230.8,123,1010050001,MN,1005,1,10019,801 7 AVENUE,5,1172021,H1,198138600,77400000,60775,1,49,13,0,0,0,1960,2002,2010,198,296
1677104,1301 Avenue of the Americas,1010050029,10019,1301,AVENUE OF THE AMER,Manhattan,1482208,Office,"Data Center, Office, Parking, Retail Store",Office,2011890,Retail Store,18349,Parking,2049,1963,1,100,Whole Building,72,22006139.5,212.7,122.4,1010050029,MN,1005,29,10019,1301 AVENUE OF THE AMER,5,1482208,O4,321553350,142650000,74631,1,46,3,0,1482208,0,1965,1989,0,159.67,345.58
4998265,DEPM 2564 - 135 West 52nd Street,1010057501,10019,135,WEST 52 STREET,Manhattan,292546,Multifamily Housing,Multifamily Housing,Multifamily Housing,295546,,,,,1980,1,100,Whole Building,57,2714155.3,124.7,56.4,1010057501,MN,1005,7501,10019,135 WEST 52 STREET,4,221937,RM,30600883,7785008,16318,1,47,111,109,47448,174489,1987,0,0,0,0
1578383,1325 Avenue of the Americas,1010060013,10019,141,WEST 53 STREET,Manhattan,753137,Office,"Office, Other, Social/Meeting Hall",Office,816757,Social/Meeting Hall,69019,Other,12967,1989,1,100,Whole Building,85,12985417.1,173.5,64.1,1010060013,MN,1006,13,10019,141 WEST 53 STREET,5,753137,O4,134538300,57600000,35799,1,35,35,0,753137,0,1988,0,0,162,201
2705491,162 West 54th Street,1010060063,10019,162,WEST 54 STREET,Manhattan,98616,Multifamily Housing,Multifamily Housing,Multifamily Housing,98606,,,,,1911,1,100,Whole Building,12,792597.2,174,111.9,1010060063,MN,1006,63,10019,162 WEST 54 STREET,4,98616,D6,13388400,3208500,10041,1,12,77,72,35700,62916,1911,1988,0,89,100
3129518,Tower 53,1010067501,10019,159,WEST 53 STREET,Manhattan,392397,Mixed Use Property,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,200000,Office,145000,Parking,50000,1960,1,100,Whole Building,32,4613200,219.1,110.9,1010067501,MN,1006,7501,10019,159 WEST 53 STREET,4,332705,RM,65063027,12925824,21300,1,38,213,210,169090,164507,1968,0,0,0,0
2781043,Hilton New York,1010067502,10019,1335,AVENUE OF THE AMER,Manhattan,1501000,Hotel,"Hotel, Parking",Hotel,1523020,Parking,100550,,,1963,2,100,Whole Building,39,15061864,254.3,164.1,1010067502,MN,1006,7502,10019,1335 AVENUE OF THE AMER,5,1440995,RH,257305050,90090000,91625,1,46,4,0,0,0,1963,0,0,200.75,462.5
2771469,CQ- 841 7 Avenue,1010070001,10019,841,7 AVENUE,Manhattan,85309,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,79309,Retail Store,6000,,,1923,1,100,Whole Building,18,785778.8,171.2,98.8,1010070001,MN,1007,1,10019,841 7 AVENUE,4,85309,D7,9960750,2700000,7541,1,15,59,54,6000,79309,1923,1982,0,74,92
5849466,London NYC Hotel,1010070005,10019,153,WEST 54 STREET,Manhattan,625844,Hotel,"Hotel, Parking",Hotel,625844,Parking,25000,,,1987,1,90,Whole Building,6,8367801.5,202.9,94.4,1010070005,MN,1007,5,10019,153 WEST 54 STREET,5,625844,H1,92466900,49950000,22275,1,57,3,0,50603,0,1987,2006,0,200,100.42
1470683,Fisher - 1345 Avenue of the Americas,1010070029,10105,1345,AVENUE OF THE AMER,Manhattan,1931978,Office,"Office, Restaurant",Office,1832312,Restaurant,34454,,,1969,1,100,Whole Building,38,44031276,324.2,139.3,1010070029,MN,1007,29,10105,1345 AVENUE OF THE AMER,5,1931978,O9,527807700,130950000,90375,2,49,51,0,1931978,0,1968,1988,0,175,232
4020137,136 West 55th Street,1010070049,10019,136,WEST 55 STREET,Manhattan,70478,Hotel,Hotel,Hotel,70478,,,,,1929,1,100,Whole Building,21,1123534.5,211.4,94.2,1010070049,MN,1007,49,10019,136 WEST 55 STREET,5,70478,H3,13659300,3870000,5020,1,16,119,0,3000,0,1929,1989,2004,50,100
4457939,150 West 55th Street,1010070054,10019,146,WEST 55 STREET,Manhattan,75600,Multifamily Housing,Multifamily Housing,Multifamily Housing,75600,,,,,1923,1,100,Whole Building,52,360926.5,112.7,76,1010070054,MN,1007,54,10019,150 WEST 55 STREET,3,75600,D4,8515350,1575000,10041,1,9,61,57,7027,68573,1923,1979,0,100,84
4040013,853 Seventh Avenue,1010070061,10019,853,7 AVENUE,Manhattan,158617,Multifamily Housing,Multifamily Housing,Multifamily Housing,158617,,,,,1906,1,70,Whole Building,50,1309776.7,163.5,100.8,1010070061,MN,1007,61,10019,853 7 AVENUE,4,158617,D7,13255200,3123000,17575,1,12,103,96,15000,143617,1906,1989,0,125,139
2926719,Wellington Hotel (1),1010080001,10019,859,7 AVENUE,Manhattan,207700,Hotel,"Hotel, Other",Hotel,258230,Other,690,,,1911,2,100,Whole Building,30,3256089.5,259.5,162.7,1010080001,MN,1008,1,10019,859 7 AVENUE,5,207700,H3,47393100,24930000,22240,3,26,6,0,7700,0,1911,0,0,125,175
2959005,Wellington Hotel (2),1010080008,10019,139,WEST 55 STREET,Manhattan,106438,Hotel,Hotel,Hotel,63100,,,,,1921,1,100,Whole Building,26,575938.2,203.2,131.7,1010080008,MN,1008,8,10019,139 WEST 55 STREET,4,106438,D6,6659100,1539000,10041,1,16,93,90,6000,100438,1921,1979,0,100,91
2290685,Waterman - 125 West 55th Street,1010080019,10019,127,WEST 55 STREET,Manhattan,540000,Office,Office,Office,571246,,,,,1989,1,100,Whole Building,90,8872702.7,176.3,60.2,1010080019,MN,1008,19,10019,127 WEST 55 STREET,5,540000,O4,151876800,49050000,29221,1,23,1,0,540000,0,1988,0,0,166,200.1
2941942,Melohn Foundation,1010080026,10019,105,WEST 55 STREET,Manhattan,54838,Multifamily Housing,Multifamily Housing,Multifamily Housing,53837,,,,,1917,1,100,Whole Building,2,514236,191,119.2,1010080026,MN,1008,26,10019,105 WEST 55 STREET,4,54838,D7,6191100,1638000,8334,1,9,55,52,4000,50838,1917,1989,0,83,80
2725900,The Claridge,1010080029,10019,1361,AVENUE OF THE AMER,Manhattan,243671,Multifamily Housing,Multifamily Housing,Multifamily Housing,243671,,,,,1925,1,100,Whole Building,15,2113090.6,147.9,81.2,1010080029,MN,1008,29,10019,1361 AVENUE OF THE AMER,4,243671,D6,33115050,13500000,20083,1,18,169,158,24424,219247,1925,1980,0,200,100
2669740,112 West 56th St,1010087501,10106,112,WEST 56 STREET,Manhattan,120000,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,291952,Other,120000,,,1982,1,100,Whole Building,,1559777.5,80.6,50,1010087501,MN,1008,7501,10019,112 WEST 56 STREET,4,106502,RM,17203036,5030992,7531,1,32,51,50,27650,77262,1982,0,0,0,0
2674055,DEPM 2420 - 162 West 56th St,1010087502,10019,162,WEST 56 STREET,Manhattan,100613,Multifamily Housing,"Medical Office, Multifamily Housing, Office, Retail Store",Multifamily Housing,91500,Office,21300,Medical Office,5300,1925,1,100,Whole Building,32,1213630.9,150,76.4,1010087502,MN,1008,7502,10019,162 WEST 56 STREET,4,76364,RM,16866449,5058001,7541,1,15,67,65,26191,50173,1926,0,0,0,0
1407884,CitySpire,1010087503,10019,150,WEST 56 STREET,Manhattan,847000,Office,"Fast Food Restaurant, Office, Restaurant",Office,369742,Restaurant,2063,Fast Food Restaurant,1835,1988,1,100,Whole Building,87,,167.4,59.7,1010087503,MN,1008,7503,10019,150 WEST 56 STREET,4,698686,RM,134295540,33282000,24237,1,70,341,339,352734,345952,1987,0,0,225.6,100.5
4037700,Parker Meridien Hotel,1010090019,10019,123,WEST 56 STREET,Manhattan,537719,Hotel,Hotel,Hotel,537719,,,,,1939,1,100,Whole Building,21,6342756.9,273.7,184.3,1010090019,MN,1009,19,10019,123 WEST 56 STREET,5,537719,H1,114287400,40230000,22088,1,41,1,0,1000,0,1939,0,0,200,75
2694259,Carnegie House,1010090029,10019,1381,AVENUE OF THE AMER,Manhattan,418114,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,350000,Parking,54000,Retail Store,25986,1961,1,100,Whole Building,75,1823281.2,124.8,80.7,1010090029,MN,1009,29,10019,1381 AVENUE OF THE AMER,3,418114,D4,42804900,10170000,25125,1,21,328,324,63462,354652,1962,0,0,197,144
2705550,130 West 57th Street,1010090046,10019,130,WEST 57 STREET,Manhattan,73444,Office,"Multifamily Housing, Office",Office,45204,Multifamily Housing,37900,,,1908,1,100,Whole Building,84,523156.9,114.9,68.3,1010090046,MN,1009,46,10019,130 WEST 57 STREET,5,73444,O6,8725500,5265000,8000,1,15,46,10,61928,11515,1908,1987,0,80,85
4409994,Feil - 140 West 57th Street,1010090050,10019,140,WEST 57 STREET,Manhattan,90000,Office,Office,Office,87438,,,,,1908,1,100,Whole Building,72,1448690.8,177.5,56.5,1010090050,MN,1009,50,10019,140 WEST 57 STREET,5,90000,O6,12889800,5265000,8000,1,14,1,0,90000,0,1908,1986,1998,80,79
2669628,146 West 57th Street - Metropolitan Tower Condominium,1010097501,10019,146,WEST 57 STREET,Manhattan,636916,Multifamily Housing,"Food Service, Multifamily Housing, Other",Multifamily Housing,636916,Food Service,3000,Other,480,1986,1,100,Whole Building,3,8223567.6,170,70.2,1010097501,MN,1009,7501,10019,146 WEST 57 STREET,4,531657,RM,101162244,27089989,18577,1,78,242,241,237695,293962,1986,2008,2008,0,0
4519309,Salisbury Hotel: 123 West 57th Street,1010100015,10019,123,WEST 57 STREET,Manhattan,191261,Hotel,Hotel,Hotel,225000,,,,,1930,1,100,Whole Building,35,1468032.8,136.9,77.6,1010100015,MN,1010,15,10019,123 WEST 57 STREET,5,191261,H3,13181400,7065000,16066,1,16,2,0,2500,0,1930,1986,2005,160,100
2710362,17197 - 119 West 57th Street,1010100021,10019,119,WEST 57 STREET,Manhattan,112147,Office,"Office, Retail Store",Office,103707,Retail Store,10000,,,1926,1,100,Whole Building,68,1602517.4,187.2,76.4,1010100021,MN,1010,21,10019,119 WEST 57 STREET,5,112147,O6,11626200,4860000,9575,1,16,80,0,112147,0,1926,1984,0,46,200
3965416,The Quin Hotel,1010100029,10019,1401,AVENUE OF THE AMER,Manhattan,112977,Hotel,"Hotel, Restaurant",Hotel,131671,Restaurant,14914,,,1924,1,100,Whole Building,34,1442219.4,173.5,99.9,1010100029,MN,1010,29,10019,1401 AVENUE OF THE AMER,5,112977,H1,33248250,4680000,7750,1,18,7,0,6000,0,1927,1980,2000,75,100
2659441,180 West 58th St,1010100061,10019,911,7 AVENUE,Manhattan,120738,Multifamily Housing,"Multifamily Housing, Restaurant",Multifamily Housing,132078,Restaurant,11484,,,1907,1,100,Whole Building,9,1199768.2,151.7,88,1010100061,MN,1010,61,10019,911 7 AVENUE,3,120738,D4,11857050,2700000,12525,1,12,77,75,8082,112656,1909,0,0,100,115
4527949,ABC REALTY 140 W 58th St.,1010107501,10019,140,WEST 58 STREET,Manhattan,51388,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,43569,Medical Office,24000,,,1930,1,95,Whole Building,57,,130.5,90.5,1010107501,MN,1010,7501,10019,140 WEST 58 STREET,4,57302,RM,5620950,1354500,7230,1,9,42,35,13537,43765,1930,0,0,72,100.42
5007538,Nippon profile,1010107503,10019,145,WEST 57 STREET,Manhattan,76240,Office,"Food Service, Office, Outpatient Rehabilitation/Physical Therapy",Office,69437,Food Service,3619,Outpatient Rehabilitation/Physical Therapy,3579,1991,1,100,Whole Building,59,1462781.5,217.4,76.2,1010107503,MN,1010,7503,10019,145 WEST 57 STREET,5,54473,RC,12195002,2884052,4518,1,22,19,0,54473,0,1990,0,0,45,100
4404709,100 West 58th Street,1010107505,10019,100,WEST 58 STREET,Manhattan,133124,Multifamily Housing,Multifamily Housing,Multifamily Housing,126200,,,,,1926,1,100,Whole Building,18,1361466.5,172,83.1,1010107505,MN,1010,7505,10019,100 WEST 58 STREET,4,126196,RM,16596009,6750010,10017,1,17,106,103,12032,114164,1926,2005,0,100,100
4929285,One57- EXTELL Management Services,1010107506,10019,157,WEST 57 STREET,Manhattan,724798,Multifamily Housing,"Hotel, Multifamily Housing, Parking, Retail Store",Multifamily Housing,437241,Hotel,259966,Parking,15587,2013,1,100,Whole Building,2,14009666,291.5,129.1,1010107506,MN,1010,7506,10019,157 WEST 57 STREET,4,702619,RM,174870895,8378541,23808,1,77,172,170,20999,410464,2009,0,0,0,0
2714174,New York Athletic Club,1010110001,10019,919,7 AVENUE,Manhattan,353996,Other - Lodging/Residential,Other - Lodging/Residential,Other - Lodging/Residential,400000,,,,,1927,1,100,Whole Building,,5145785.5,254.4,140.6,1010110001,MN,1011,1,10019,919 7 AVENUE,5,353996,H5,24567750,9405000,20083,1,22,4,0,1700,0,1929,1989,2005,200.83,100
4037223,145 W. 58th Street,1010110013,10019,145,WEST 58 STREET,Manhattan,122813,Multifamily Housing,Multifamily Housing,Multifamily Housing,122813,,,,,1925,1,95,Whole Building,52,937422.4,126.2,67.5,1010110013,MN,1011,13,10019,145 WEST 58 STREET,4,122813,D7,12374100,2700000,10265,1,13,111,109,9000,113813,1928,1977,0,127,65
4389694,"117 West 58th Street, New York",1010110025,10019,117,WEST 58 STREET,Manhattan,66173,Multifamily Housing,"Multifamily Housing, Other, Restaurant",Multifamily Housing,68423,Other,2250,Restaurant,2250,1900,1,100,Whole Building,59,517477.9,149.5,93.2,1010110025,MN,1011,25,10019,117 WEST 58 STREET,4,66173,D6,6667650,1800000,6750,1,12,102,99,4300,61873,1900,1986,0,75,89
4038139,110 Central Park South,1010110038,10019,112,CENTRAL PARK SOUTH,Manhattan,142283,Multifamily Housing,Multifamily Housing,Multifamily Housing,142283,,,,,1926,1,100,Whole Building,1,2366927.6,218.2,88.7,1010110038,MN,1011,38,10019,112 CENTRAL PARK SOUTH,3,142283,D4,16497450,2484000,8312,1,25,69,68,1000,141283,1927,2005,1994,75,111
2810292,(7108) - 120 Owners Corp,1010110042,10019,120,CENTRAL PARK SOUTH,Manhattan,98493,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,131768,Office,3232,,,1942,1,100,Whole Building,,490281.7,75.9,47,1010110042,MN,1011,42,10019,120 CENTRAL PARK SOUTH,3,98493,D4,11303100,4486500,8312,1,20,119,115,3232,95261,1941,1988,0,75,90
2704684,DEPM 2374 - 128 Central Park South,1010110045,10019,128,CENTRAL PARK SOUTH,Manhattan,90425,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,91121,Medical Office,4730,,,1928,1,100,Whole Building,,428826.7,101.2,65.1,1010110045,MN,1011,45,10019,128 CENTRAL PARK SOUTH,3,90425,D4,9524250,4144500,7675,1,16,63,60,4734,85691,1925,1988,0,71,79
2662181,Hampshire House,1010110052,10019,150,CENTRAL PARK SOUTH,Manhattan,307549,Multifamily Housing,"Bank Branch, Multifamily Housing, Other",Multifamily Housing,317234,Bank Branch,12766,Other,8000,1940,1,100,Whole Building,38,3015735,139.2,72.3,1010110052,MN,1011,52,10019,150 CENTRAL PARK SOUTH,3,307549,D4,32515200,7695000,14250,1,36,223,220,5121,302428,1940,0,0,110,132
4175569,33722-JW Marriott Essex House,1010117501,10019,160,CENTRAL PARK SOUTH,Manhattan,654775,Hotel,Hotel,Hotel,723209,,,,,2012,1,100,Whole Building,1,7930035,186.6,102.2,1010117501,MN,1011,7501,10019,160 CENTRAL PARK SOUTH,4,497529,RM,129275555,45000405,41437,1,42,185,182,89082,170397,1930,0,0,0,0
2614200,106 Central Park South,1010117502,10019,106,CENTRAL PARK SOUTH,Manhattan,377353,Multifamily Housing,Multifamily Housing,Multifamily Housing,469910,,,,,1930,1,100,Whole Building,52,3087323.2,117.9,61.1,1010117502,MN,1011,7502,10019,106 CENTRAL PARK SOUTH,4,349853,RM,48167943,12098677,17924,1,37,336,335,36799,313054,1930,1929,0,0,0
