SourceEUI,YearAlter1,LandUse,BBL,logkBTU,DOF_Property_Area,BldgClass,AssessTot,AssessLand,BldgArea,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt,BldgFront,BldgDepth,AreaUnitPrice
109.5,0,3,1017510001,15.6857662319541,59269,D9,2772450,102150,59269,11990,1,6,41,40,2365,56904,1921,99,109,46.77740471410012
88.6,2013,6,1017550033,16.0609331241687,106596,L9,4148100,1214100,106596,17985,1,6,59,0,106596,0,1896,201,90,38.91421816953732
395.5,0,3,1017550047,16.8391497847713,52e3,D1,3426750,925650,52e3,12490,1,6,40,40,0,52e3,2009,124,70,65.89903846153847
152.1,0,3,1017560039,16.0352673671675,60520,D1,3200400,821250,60520,13322,1,7,61,61,0,60520,2008,133,60,52.88169200264375
216.8,1997,3,1017570001,18.1728345799978,36e4,D9,13749300,3825450,36e4,249211,7,14,527,527,0,36e4,1947,80.83,115.83,38.1925
157,0,3,1017600001,18.538239754517,716400,D9,26138700,2938950,716400,248323,5,13,915,914,1800,714600,1947,229,98,36.48618090452261
212,1984,3,1017600101,17.7128618177813,232414,D9,4844250,1125e3,232414,81025,2,13,206,206,0,232414,1946,37,95,20.843193611400345
114.9,0,3,1017630001,17.5675180530186,370814,D4,13648500,1192500,370814,61225,1,16,634,629,49322,321492,1970,136,306,36.806862739810256
97.1,0,3,1017640001,17.5926842352437,449973,D4,16487550,2025e3,449973,96775,6,19,329,329,40558,409415,1970,199.83,230.92,36.64119847190832
206.5,0,3,1017670005,16.4412546585174,66900,D9,2568600,171e3,66900,15138,1,6,91,91,0,66900,1999,148,60,38.39461883408072
138.7,0,4,1017670016,17.1447457068035,201276,D7,5339250,337500,201276,20991,1,18,135,134,1e4,191276,1975,200,87,26.527007690931853
143.9,0,3,1017680012,16.6089850523047,113535,D3,4550850,9e5,113535,45363,1,12,150,150,0,113535,1986,172,66,40.08323424494649
123.1,0,4,1017680033,16.3075955814678,98184,D7,6183900,246150,98184,14338,3,11,92,90,16650,81534,2008,126,100,62.98276704962112
144.2,1989,3,1017690005,16.9388199614011,157569,D3,7677000,1125e3,157569,63576,1,11,200,200,0,157569,1986,136,158,48.72151248024675
62.6,1998,3,1017690021,15.8350742739061,120368,D1,4430700,54e4,120368,29265,1,8,125,125,117118,3250,1984,61,190,36.80961717399973
209.1,0,3,1017700158,18.1322175665175,358400,D9,13189050,1953e3,358400,83092,1,32,344,341,5150,353250,1974,172,76,36.7998046875
166.5,0,3,1017700159,16.4647074862347,84941,D3,3118500,291600,84941,18502,1,12,92,92,0,84941,1973,152,40,36.71371893431912
224.9,0,8,1017730007,17.167598224406,127e3,I6,10560150,657e3,127e3,20183,1,10,321,320,127e3,0,1995,100,127,83.1507874015748
708.4,0,5,1017730020,17.6353031187316,64363,K1,3780450,135e4,64363,68681,1,1,2,0,64363,0,1998,420,141,58.736385811724126
141.9,0,5,1017740001,16.5858310847926,112500,O3,9010800,463500,112500,8993,1,12,15,0,112500,0,1901,90,100,80.096
216.5,0,5,1017740056,16.3620015257757,58948,O9,4086900,245700,58948,9091,1,6,6,0,58948,0,2008,99.92,115,69.3305964578951
149.7,0,3,1017750006,17.4937987269077,264386,D1,13421250,1684350,264386,76722,1,11,255,255,2617,261769,1980,218,137,50.76384528681549
123,0,3,1017750045,16.0152366705173,73354,D3,3055500,958500,73354,21433,1,8,90,90,0,73354,2003,200,145,41.65417018840145
157.1,0,3,1017770005,17.2623750225267,199884,D3,5185800,913500,199884,64945,1,9,56,56,0,199884,1973,213,169,25.944047547577593
183.2,0,3,1017780006,16.7849000060753,106332,D9,8080200,63e4,106332,57994,3,8,146,142,5286,101046,1984,260,166,75.99029454914795
124.2,0,3,1017830012,16.0726873428618,76941,D3,1995300,634500,76941,16820,1,7,76,76,0,76941,2007,75,,25.93285764416891
250.5,0,3,1017870001,18.0843522919936,285185,D9,7969050,63e4,285185,26945,1,35,216,208,77803,207382,1974,25.17,80,27.94344022301313
247.9,0,3,1017870060,17.9308004342366,247156,D9,6999300,765e3,247156,33807,2,35,148,148,71768,175388,1974,70.67,74.17,28.319361051319813
247.8,0,3,1017870070,18.1155393405398,297425,D9,8310150,585e3,297425,26865,1,35,216,208,84708,212717,1974,77.67,77.67,27.940321089350256
250.1,0,3,1017870080,18.0229845877342,268639,D9,7497450,765e3,268639,35501,1,35,100,92,71075,197564,1974,77.17,77.17,27.90901544451848
125.7,0,4,1017890021,17.0817171282826,208526,D6,11907450,1593900,208526,24927,1,12,189,185,37517,171009,2009,247,100,57.10295119073881
145.5,0,4,1017897501,16.183051163268,73341,RM,4390326,487351,63700,9675,1,8,52,49,5664,58036,2010,74,130,68.92191522762951
166.1,0,5,1017920005,16.534014039327,91256,G8,7360650,135e4,91256,44347,1,3,1,0,91256,0,2004,199.08,130,80.65935390549663
135.1,0,5,1017920019,16.737074389844,137456,G8,8658000,9e5,137456,29568,1,3,1,0,137456,0,2004,108,264,62.987428704458154
105.3,0,3,1017950035,15.6490480925312,59411,D4,3163500,18e4,59411,2775,1,8,41,41,0,59411,2004,,,53.247715069599906
99,0,3,1017960020,16.0889338489018,98107,D4,4138650,432e3,98107,30644,1,8,70,70,0,98107,2005,,,42.18506324727084
192.6,0,3,1017970001,18.4639227167617,542155,D3,15149700,45e5,542155,396653,9,16,995,995,0,542155,1957,30,136,27.943484796783206
212.4,1986,3,1018070030,16.2087011812339,51546,D3,1230300,110250,51546,8747,1,6,42,42,0,51546,1900,86,86,23.868001396810616
154.8,1983,3,1018200061,15.8906163136943,51456,D4,1478700,27e4,51456,11101,1,6,36,36,0,51456,1904,100,100,28.737173507462686
130.3,0,4,1018207503,16.4187014289053,103659,RM,7763521,356869,103821,20092,1,19,88,85,9647,94174,2006,171,84,74.777944731798
146.6,2002,3,1018230010,15.9475262384002,57516,D4,651600,171450,57516,9531,1,7,52,48,1e4,47516,1904,125,94,11.329021489672439
152.8,1994,4,1018230018,16.1120106146201,65048,D7,619200,27e4,65048,11425,1,7,54,53,7e3,58048,1915,104,130,9.519124338949698
142.8,0,3,1018237501,15.9370126708115,58429,R4,2414698,341099,47419,10111,1,7,54,54,0,47419,1915,103,133,50.922583774436404
151.5,0,3,1018240016,16.9715208295035,154962,D1,7495650,198e4,154962,88301,1,11,161,161,0,154962,1981,106,184,48.370890928098504
122,1986,3,1018240055,15.8841461753753,64869,D4,972000,27e4,64869,11196,1,7,56,56,0,64869,1926,114,141,14.984044767146095
119.9,0,3,1018250059,16.029086279306,76300,D1,3199500,405e3,76300,18216,1,9,89,89,0,76300,1983,120,65,41.93315858453473
107.6,0,4,1018257501,15.6853421792111,60290,RM,3627581,92254,36839,4037,1,16,33,32,1951,34888,2006,40,71,98.4712125736312
101.4,1988,3,1018260036,15.7056059883361,65286,D1,2486700,436500,65286,15138,1,6,48,48,0,65286,1920,100,132,38.0893300248139
139.2,0,3,1018270001,16.5002240028872,105273,D1,5181300,9e5,105273,42889,1,7,113,113,0,105273,1985,160,140,49.217748140548856
138.8,0,3,1018270053,15.8297733736191,54e3,D1,4272300,946800,54e3,15138,1,6,62,62,0,54e3,2002,,,79.11666666666666
68.3,0,3,1018287506,15.3245720689378,66215,R4,3130181,279442,32354,9461,1,6,35,35,0,32354,2006,93,100,96.74788279656302
106.2,1985,3,1018290029,15.5969478362078,55917,D4,1568700,405e3,55917,10092,1,7,35,35,0,55917,1920,100,96,28.05408015451473
44.6,1996,3,1018290033,14.8279351303411,61710,D4,1227150,405e3,61710,10092,1,7,51,51,0,61710,1925,100,95,19.88575595527467
132.9,2009,4,1018297501,16.3147944333524,91601,RM,7822800,536848,87773,15142,1,11,91,88,11107,76666,1900,151,100,89.12535745616533
87.4,1982,3,1018320010,15.9200229090017,93857,D4,4452750,828e3,93857,8384,1,15,61,61,0,93857,1926,82,80,47.441853031739775
214,1986,3,1018320016,17.1709365643253,133915,D3,6643350,1125e3,133915,13077,1,18,92,92,0,133915,1927,129,82,49.60870701564425
117.6,1989,3,1018320025,16.2833695181281,100316,D4,6671700,9e5,100316,9082,1,18,80,80,0,100316,1931,90,98,66.50683839068543
120.2,1965,3,1018320036,16.1349884016081,84612,D4,4914900,1125e3,84612,20183,2,6,74,74,0,84612,1918,90,199,58.087505318394555
95.4,0,3,1018320043,17.3022222966406,342540,D3,6465600,9e5,342540,42536,1,14,243,243,2e4,322540,1969,361.5,57.42,18.87545980031529
121,0,3,1018337501,17.6713015250401,390628,R4,15034953,6371569,323840,136041,1,19,414,414,0,323840,1961,322,62,46.427102890316206
155.2,0,3,1018337502,17.9202255871924,390628,R4,16368768,5608391,323725,102811,1,19,413,413,0,323725,1961,64,321,50.5638056992818
135.4,0,3,1018337503,17.7837443399215,390628,R4,14696145,3879881,323200,132356,1,19,413,413,0,323200,1960,321,61,45.47074566831683
130.8,0,3,1018337504,17.7491804184664,390628,R4,13744808,3074412,324023,102811,1,19,414,414,0,324023,1961,321,61,42.419235671541834
109.7,1990,3,1018360001,18.1412392643566,689340,D1,20362050,1152e4,689340,340742,8,20,904,896,0,689340,1940,160,136,29.538471581512752
90.1,0,3,1018360036,16.0191316340138,100530,D4,5208750,1125e3,100530,7567,1,16,99,99,0,100530,1929,76,92,51.81289167412713
119,1989,3,1018370029,16.5763026603829,132877,D4,7351650,1026e3,132877,11202,1,17,93,92,1300,131577,1926,101,100,55.32673073594377
131.3,1986,3,1018377501,16.2632584606185,88060,R4,4902754,1160989,72427,11808,1,10,88,88,0,72427,1902,100,110,67.6923522995568
158,1970,3,1018390029,16.7220076017819,115776,D3,3745350,9e5,115776,20183,1,6,124,124,0,115776,1930,202,97,32.349968905472636
56.5,1987,3,1018400029,16.2488913863324,201723,D4,8620650,1575e3,201723,15137,1,19,120,120,0,201723,1930,101,142,42.735087223568954
107.4,1988,3,1018420029,15.8500329733304,71216,D1,3846600,99e4,71216,13286,1,6,66,66,0,71216,1956,76,160,54.013143113906985
112,0,3,1018427501,16.378325947828,115824,R4,4800156,849596,92525,10123,1,16,99,99,0,92525,1929,76,115,51.87955687651986
125.2,1987,2,1018440020,16.4605587351345,112493,C1,7101900,162e4,112493,23251,5,6,181,181,0,112493,1890,53,87,63.13192820886633
161.7,1986,3,1018440033,15.9976260998487,54824,D4,1404450,562500,54824,10092,1,7,68,67,900,53924,1900,94,100,25.617430322486502
153.1,0,3,1018457501,18.3888540214327,632707,R4,21137445,5316091,251334,96024,1,20,342,342,0,251334,1989,,,84.10101697342978
324.1,0,4,1018457502,17.3235266685743,102999,RM,4078396,346951,82820,16237,1,15,30,25,55536,27284,2005,75,146,49.244095629075105
46.8,1988,3,1018460031,14.7896121308015,56598,D1,6417000,1423350,56598,10092,1,7,58,58,0,56598,1920,91,93,113.37856461359058
127.5,0,3,1018467501,18.2058790833675,632707,R4,26751616,4622649,185295,96024,2,20,256,256,0,185295,1989,1,,144.37311314390567
138.4,0,3,1018480036,16.072009826763,69e3,D1,2322900,495e3,69e3,12615,1,6,66,66,0,69e3,1912,115,100.92,33.665217391304346
93.8,1986,3,1018480042,15.5760545200394,62e3,D1,1285650,232200,62e3,12110,1,6,49,49,0,62e3,1914,117,85,20.736290322580643
140.8,0,3,1018490023,15.8707217002168,55458,D4,1936800,36e4,55458,17011,1,6,36,36,0,55458,1903,95,137,34.92372606296657
123.5,0,4,1018510008,17.9456019940406,503511,D6,26422200,2412e3,503511,69605,2,14,427,418,80780,422731,1968,439,189,52.47591413097231
106.9,2002,3,1018510012,16.3813149113511,121713,D4,7445250,828e3,121713,10092,1,17,140,140,0,121713,1930,100,78,61.17054053387888
100.3,0,3,1018520001,16.8363324579711,204468,D3,3331800,1809e3,204468,22793,1,16,140,140,0,204468,1965,55,190,16.29497036211045
132.2,0,3,1018520020,17.3441001258284,257760,D3,11303100,653400,257760,19935,1,16,287,287,0,257760,1963,232,80,43.851256983240226
148.7,0,3,1018520031,17.4617150518769,257760,D3,11205000,819450,257760,24757,1,16,287,287,0,257760,1958,80,227,43.470670391061454
229.5,0,4,1018527501,18.7937226450258,632743,RM,59825701,11306250,588459,113410,1,29,370,359,251588,336871,2007,685,99,101.66502848966537
172.9,0,4,1018527502,17.0668214756494,149359,RM,15891381,3455999,149359,22800,1,15,103,100,71477,77882,2008,285,80,106.39721074725996
105.8,0,3,1018550001,18.1206361022049,700175,D3,32392350,5454900,700175,628400,12,17,1162,1162,0,700175,1958,170,57,46.26321990930839
149.1,0,4,1018597501,16.0728948647575,64105,RM,4620706,381150,64105,16947,1,10,69,56,24562,39543,1990,125,100,72.08027454956712
119.1,0,3,1018610010,16.8238112667966,170050,D1,15682950,45e5,170050,52981,1,9,230,230,0,170050,1981,250,125,92.22552190532197
73.3,0,6,1018610040,15.9375138359357,113886,E7,4296150,904500,113886,15138,3,9,1,0,113886,0,1921,50,90,37.72324956535483
136.4,0,3,1018640009,17.7160955985603,362400,D4,12200400,27e5,362400,54514,2,12,317,317,0,362400,1974,213,172,33.66556291390729
42.4,1989,4,1018640036,15.4194337723647,117276,D7,9076500,9e5,117276,15e3,2,7,143,140,9e3,108276,1908,136,169,77.39435178553157
96,1990,3,1018640039,15.9359289621717,86819,D1,2852100,45e4,86819,1e4,1,12,35,35,0,86819,1930,99,79,32.85110402100923
160.2,0,8,1018650001,21.4898024915164,13435076,M1,30175200,10395e3,13435076,447578,8,9,1,0,13435076,0,1900,60,100,2.246001436835936
134.1,0,3,1018650040,17.6891061994544,358800,D9,31403700,45e4,358800,24876,1,18,295,295,0,358800,2008,280,90,87.52424749163879
287.7,0,8,1018660001,18.9286399673151,577649,I1,34383150,5625e3,577649,112650,7,9,0,0,577649,0,1954,150.83,100.83,59.52256474087205
103.8,1986,3,1018680001,16.4589197900146,135463,D3,7098300,18e5,135463,12615,1,13,107,107,0,135463,1915,101,104,52.400286425075485
186.4,0,4,1018680044,16.1839508049543,57300,D7,6431400,45e4,57300,10092,1,7,34,31,6549,50751,1910,100,94,112.24083769633508
121.1,0,4,1018687501,17.8225528245204,454038,RM,39480804,3640087,395377,37843,1,35,307,301,96038,299339,1983,201,175,99.85609683921928
116.2,1987,3,1018690001,16.2111916540088,94455,D4,4761000,54e4,94455,8180,1,15,75,75,0,94455,1926,92,79,50.40495474035255
263.5,0,4,1018690029,16.6507967521814,64650,D7,4582800,54e4,64650,13274,1,7,47,44,8e3,56650,1901,75,143,70.88631090487239
51.8,1985,4,1018690044,16.0122908588465,173668,D6,12078900,234e4,173668,17437,1,12,138,133,8740,164928,1911,100,168,69.55167330769054
223.1,1986,4,1018697501,16.7954584205669,88242,RM,7519950,1481850,72520,15876,1,7,61,56,4840,67680,1901,101,160,103.69484280198566
132.5,0,4,1018697502,16.388952596457,98950,RM,5767741,323101,76453,9192,1,13,61,60,1239,75214,1914,82,100,75.4416569657175
124.1,1988,4,1018697503,17.3761326927606,283522,RM,20462867,3633331,242125,27753,2,15,173,166,27971,214154,1923,175,201,84.51364790913784
131.9,0,3,1018700056,15.7883669455337,54520,D3,3519450,405e3,54520,8410,2,9,43,43,0,54520,1925,83,84,64.55337490829054
109.9,1986,4,1018707501,15.6979972972475,59780,RM,4811402,1172703,54250,10092,1,7,37,31,1e4,44250,1899,96,100,88.68943778801844
132.6,0,4,1018707502,16.9523414279993,173686,RM,13722751,1567351,150289,19710,2,12,58,47,11097,139192,1911,100,230,91.30908449720205
108.9,1963,3,1018710001,16.272135010304,107120,D3,4963500,99e4,107120,11706,1,12,132,132,0,107120,1920,90,115,46.33588498879761
106.7,1990,3,1018710020,16.1282158485714,94674,D4,3481200,675e3,94674,5092,1,20,91,87,3e3,91674,1930,51,89,36.77039102604728
171.7,1982,4,1018710052,16.7709577293039,111883,D6,10092600,2074500,111883,7866,1,14,192,187,1e4,101883,1923,41,217,90.20673382015141
125,0,3,1018710061,16.4169865442107,107869,D3,4723200,9e5,107869,9600,1,16,96,96,0,107869,1926,101,82,43.78644466899665
183.5,0,4,1018717501,17.2655090243712,171664,RM,22024355,1750956,171998,23908,1,31,71,68,19242,152756,2008,35,161,128.05006453563414
152,0,4,1018717502,16.8341437912763,134627,RM,11303552,1133551,113202,9356,1,38,65,64,1722,111480,2006,54,83,99.85293546050423
178.9,1966,3,1018720029,17.1018786623276,149500,D9,6109200,9e5,149500,28675,1,20,159,159,0,149500,1964,172,45,40.864214046822745
90.3,0,4,1018720043,16.9700616884323,259607,D6,15663600,2506500,259607,22650,1,15,176,167,13500,246107,1926,148,140,60.33581529003455
119.7,1986,3,1018720061,16.3783597809171,108377,D3,4323600,63e4,108377,11683,1,12,68,68,2400,105977,1913,106,100,39.89407346577226
173.6,1984,4,1018730020,16.6225876596626,95400,D6,1597050,54e4,95400,12683,1,10,89,81,5250,90150,1907,127,88,16.74056603773585
193.5,1989,4,1018730031,16.5818474028822,82172,D7,6572700,9e5,82172,7045,1,20,125,120,5011,77161,1931,75,75,79.98710022878839
150,1984,3,1018730052,16.0358004082315,61400,D4,1826550,765e3,61400,13146,1,6,34,27,6e3,55400,1920,100,115,29.748371335504885
163.3,1966,3,1018740029,16.9975113803475,147550,D3,6056550,1485e3,147550,23972,1,16,160,160,0,147550,1964,180,54,41.047441545238904
133.9,1981,3,1018740052,16.9296454973864,168140,D9,8651250,135e4,168140,12110,1,10,140,135,1e4,158140,1910,101,120,51.45265849886999
110.9,1983,3,1018740058,15.9662103947867,77465,D4,3138750,495e3,77465,7266,1,14,78,78,0,77465,1917,72,100,40.5182985864584
126.2,1986,3,1018740061,15.8691867299806,61779,D4,1655100,54e4,61779,4880,1,15,60,60,0,61779,1923,61,69,26.790657019375516
151.8,0,4,1018747501,17.4206195775563,242330,RM,17862750,1219050,242330,16248,1,16,347,346,20356,221974,1927,101,149,73.71249948417447
118.9,0,3,1018750001,16.2328161529532,94328,D1,2834550,675e3,94328,9939,1,13,66,66,0,94328,1920,101,87,30.049932151641084
169.8,1988,4,1018750036,16.1215397930858,59096,D7,2443950,675e3,59096,12592,1,6,53,44,4e3,55096,1921,125,100,41.35559090293759
80.7,0,5,1018757501,16.2083875785528,135625,RC,15014700,2007e3,134422,15981,1,13,85,0,134422,0,2005,102,152,111.69823392004285
90.9,0,4,1018760001,16.5660324896236,172176,D7,9264600,1575e3,172176,13228,1,16,129,128,1350,170826,1927,80,141,53.80889322553666
98.9,1989,3,1018760007,16.4828993419308,145625,D4,7484850,144e4,145625,13408,1,15,84,79,8514,137111,1926,104,129,51.39811158798283
93.6,1986,3,1018760046,16.1701032621609,112541,D4,4768650,1395e3,112541,10330,1,14,74,69,5e3,107541,1920,71,133,42.372557556801524
126.3,1998,3,1018760061,16.5384135482585,120542,D3,6707250,2025e3,120542,17270,1,15,90,90,0,120542,1925,121,81,55.64243168356258
85.4,1985,3,1018770001,16.4350388308595,160764,D4,9841500,162e4,160764,17270,1,13,75,74,8750,152014,1913,99,187,61.21706352168396
93.2,1988,3,1018770042,15.6395846403469,66492,D4,3959100,45e4,66492,15138,1,6,50,50,0,66492,1925,150,90,59.54250135354629
128.1,1987,4,1018780012,17.2810509291489,249756,D6,13553100,126e4,249756,20449,1,16,181,175,7790,241966,1928,112,170,54.26536299428242
91.1,1987,4,1018780021,16.0845568507218,106149,D7,4912200,81e4,106149,10092,1,16,78,76,1500,104649,1925,100,78,46.27646044710737
87.5,1987,3,1018780025,16.0620066650764,108052,D3,4904100,9e5,108052,10092,1,16,76,76,0,108052,1926,100,80,45.386480583422795
262,0,4,1018787501,17.2716258305536,120968,RM,18389702,1260009,121072,10197,1,20,66,64,11445,109627,2004,112,125,151.890627064887
100.1,1989,3,1018790001,16.7979912660815,197170,D4,12552300,225e4,197170,16757,1,15,119,117,12e3,185170,1929,108,162,63.66232185423746
102.3,1985,3,1018790036,16.1503992555964,100961,D4,7447950,585e3,100961,8207,1,17,118,111,6e3,94961,1930,100,75,73.77056487158407
152.7,1985,3,1018800001,16.73961198721,121922,D4,7024500,135e4,121922,12614,1,12,106,102,7500,114422,1910,100,113,57.614704483194174
303.6,0,4,1018807501,16.5633184818504,51411,RM,3442062,526517,43092,10092,1,6,48,44,8708,34384,1925,91,101,79.8770537454748
134.2,0,8,1018810003,16.8916040300067,161502,W6,23605650,2052e3,161502,17104,3,12,29,27,161502,0,1998,136.83,125,146.16320540922095
155.1,1985,3,1018817501,16.6256070005803,107102,R4,6151515,576916,94023,14184,2,12,148,148,0,94023,1909,200,58,65.42564053476278
104.6,0,3,1018817502,15.6483859625078,59769,R4,3402004,574660,46657,7092,1,12,36,36,0,46657,1911,100,53,72.91518957498339
125.1,1986,3,1018820008,16.7503599085325,150429,D4,6417900,1570500,150429,15910,1,14,140,140,0,150429,1923,175,72,42.663981014299104
130,0,3,1018820020,16.1997889955808,83471,D3,5420250,99e4,83471,10800,1,12,83,83,0,83471,1909,108.33,81,64.93572618035006
144.8,1988,3,1018820024,16.3081829098163,83519,D3,6407550,99e4,83519,10800,1,12,94,94,0,83519,1909,88,78,76.71966857840731
105.1,0,4,1018820028,16.0505171002766,88930,D7,4581000,9e5,88930,11990,1,10,69,66,5e3,83930,1910,96,114,51.51242550320477
98.3,0,3,1018820036,15.5187710715788,55868,D4,1306800,675e3,55868,11990,1,6,42,38,6e3,49868,1910,96,114,23.390849860385195
107.8,0,3,1018820051,15.5599273399226,53085,D4,2330100,63e4,53085,8410,1,8,41,41,0,53085,1910,83,82,43.89375529810681
99.6,0,3,1018820054,15.4809625363887,53093,D4,2219850,63e4,53093,8410,1,8,40,40,0,53093,1910,83,82,41.81059650048029
124.4,0,3,1018827501,15.9182115882417,65822,R4,4490556,541805,47387,10833,1,9,56,56,0,47387,1920,108,83,94.76345833245405
348.8,0,4,1018827502,17.527585309129,117370,RM,13824227,2068204,117417,13638,2,11,55,54,37565,79852,2005,150,91,117.73616256589762
141.2,0,3,1018830036,16.0705933930814,67536,D3,3942450,405e3,67536,16090,1,9,94,94,0,67536,1991,56,134,58.37553304904051
131.8,0,8,1018830059,16.602890535742,123205,H8,3720600,1064700,1e4,15771,1,10,8,0,1e4,0,1908,126,114,372.06
103,0,4,1018837501,16.6217621492306,160658,RM,11541601,1536300,163354,20813,1,10,128,122,13011,150343,1930,76,76,70.6539233811232
127.1,0,5,1018840001,15.8305719393001,59018,O5,5859000,72e4,59018,10092,1,7,6,0,59018,0,1900,101,95,99.27479751940086
18,0,3,1018840011,14.1231731830591,75569,D3,1583100,351450,75569,10100,1,8,41,41,1301,74268,1912,100,85,20.949066416123014
54.8,0,3,1018840015,14.9108747773619,54567,D3,1878750,36e4,54567,7569,1,8,49,49,0,54567,1925,75,85,34.430150090714164
16.2,0,3,1018840048,13.7319506722653,56780,D3,1451700,495e3,56780,7575,1,8,48,48,0,56780,1919,75,81,25.56710109193378
159.2,0,8,1018840061,16.4900499724115,91116,H8,7927650,1506150,11606,12615,1,8,4,0,11606,0,1909,101,112,683.0647940720318
55.1,1990,4,1018850029,15.4096341017833,89365,D6,3405600,315e3,89365,5092,1,20,98,96,2840,86525,1932,50,90,38.10887931516813
293.5,0,8,1018850036,17.5959120714602,149348,I4,11367900,711e3,149348,15091,1,17,88,47,149348,0,1968,151,100,76.11685459463803
15.2,1962,3,1018850040,13.6773513305551,57300,D3,1542150,36e4,57300,7575,1,8,49,49,0,57300,1920,75,82,26.913612565445025
24.5,0,3,1018850043,14.156995211409,57430,D3,1284750,274050,57430,7575,1,8,37,37,0,57430,1921,75,84,22.370712171339022
95.2,1983,8,1018850061,15.4269075102262,52624,H8,2002500,794700,2624,12615,1,7.5,3,0,2624,0,1925,100,98,763.1478658536586
110.6,0,5,1018857501,16.522336997242,135458,RC,11577150,1016550,135458,15155,1,14,374,0,23387,112071,2000,101,125,85.46671292946891
91.8,0,4,1018870003,16.32294362217,133697,D7,16198650,954e3,133697,16867,1,15,173,172,600,133097,2001,175,90,121.15941270185569
111.8,1986,3,1018870022,16.2104236247671,98097,D4,4227300,81e4,98097,7567,1,5,49,49,0,98097,1925,75,92,43.09306094987614
78.1,0,3,1018870040,15.9387517246194,107019,D3,3809700,54e4,107019,12423,1,9,71,71,0,107019,1918,102,126,35.59835169455891
93.9,1989,3,1018870050,16.2080485972876,116520,D4,5668650,855e3,116520,12600,1,12,65,65,0,116520,1915,100,117,48.64958805355304
103.8,1989,3,1018870065,16.5022382413218,141460,D4,8053200,1305e3,141460,10908,1,12,52,52,0,141460,1912,101,99,56.92916725576135
126,0,3,1018880001,16.2207033210112,87941,D3,2541150,468e3,87941,10176,1,10,66,66,0,87941,1915,104,111,28.89607805233054
76.6,0,3,1018880007,15.3119544490851,58300,D3,1543050,27e4,58300,7575,1,8,42,42,0,58300,1920,86,75,26.467409948542024
103.2,1981,3,1018880010,16.2516092434244,110740,D4,5471100,117e4,110740,22657,2,7,88,88,0,110740,1930,100,87.92,49.404912407440854
125.7,1987,3,1018880015,16.2592484083105,91615,D3,5215950,390150,91615,7280,1,16,80,80,0,91615,1927,80,80,56.93336244064837
99.9,1988,3,1018880025,16.1819836105266,106704,D4,3960450,72e4,106704,10885,1,13,65,65,0,106704,1916,110,90,37.11622807017544
112,0,3,1018880031,16.1939093675026,96318,D4,5421150,945e3,96318,12e3,1,8,66,66,0,96318,1920,120.5,88,56.28387217342553
101.5,0,3,1018880043,16.3095811321092,119315,D3,6148350,45e4,119315,12955,1,12,57,57,0,119315,1920,105,102,51.53040271550098
124.7,1988,3,1018880067,16.4464253483289,111359,D4,4874850,945e3,111359,12625,1,12,74,74,0,111359,1940,100,114,43.775985775734334
112.9,0,3,1018887503,16.390043804433,116255,R4,3778656,81e4,102056,12615,1,13,76,76,0,102056,1920,100,111,37.02531943246845
101,0,3,1018890001,16.8749282232194,211041,D3,10854000,1035e3,211041,16370,1,15,125,125,0,211041,1940,100,156,51.43076463815088
155,0,3,1018890022,15.9705319790821,55665,D4,1922400,405e3,55665,9700,1,7,43,43,0,55665,1925,97,94,34.535165723524656
80.5,0,3,1018890036,16.3697477444461,159770,D4,9256050,9e5,159770,13517,1,15,86,86,0,159770,1940,102,141,57.933592038555425
113.1,0,3,1018890040,16.3066390866579,106763,D3,3963150,308250,106763,7436,1,15,58,58,0,106763,1924,52,132,37.12100634114815
64.5,0,3,1018890072,15.6262321052475,94804,D4,4429350,675e3,94804,9086,1,12,57,57,0,94804,1911,76,106,46.72112991013037
118.2,0,4,1018897501,16.9715671125358,198628,RM,14132248,652048,166832,15832,1,16,107,106,2657,164175,1928,104,142,84.70945621943032
78.4,1973,3,1018900001,16.5212765522513,190890,D4,8127000,765e3,190890,14632,2,14,114,114,0,190890,1923,102,130,42.57425742574257
100.2,0,3,1018900015,16.4819829790123,143604,D3,5622750,675e3,143604,12110,1,15,77,77,0,143604,1925,90.92,120,39.15455001253447
76.4,1987,3,1018900024,16.3102178574368,158615,D4,10192950,855e3,158615,14052,1,15,76,76,0,158615,1924,100,134,64.26220723134634
119.1,0,3,1018900028,15.8395457529789,63550,D4,3390750,45e4,63550,7585,1,13,73,73,0,63550,1964,75,90,53.35562549173879
106.6,1974,3,1018900036,16.4193315291895,126785,D3,5804100,585e3,126785,12625,1,12,63,63,0,126785,1911,100,113,45.77907481168908
139.3,1989,3,1018900040,17.1647721897858,204463,D4,11484000,1395e3,204463,13518,1,24,325,323,15e3,189463,1929,115,120,56.166641397221014
116.1,1985,3,1018900053,16.2457143970378,97857,D4,4144950,54e4,97857,10092,1,13,55,55,0,97857,1916,89,100,42.357215120022076
76.4,1988,3,1018900061,16.0247756015302,119228,D4,4342050,54e4,119228,1e4,1,12,47,47,0,119228,1916,100,90,36.41803938672124
102.6,0,3,1018900073,16.3942185680425,128461,D4,6241950,495e3,128461,8683,1,19,93,93,0,128461,1931,86.83,90,48.590233611757654
