SourceEUI,YearAlter1,LandUse,BBL,logkBTU,DOF_Property_Area,BldgClass,AssessTot,AssessLand,BldgArea,LotArea,NumBldgs,NumFloors,UnitsTotal,UnitsRes,ComArea,ResArea,YearBuilt,BldgFront,BldgDepth,AreaUnitPrice
131.9,1988,3,1014020021,15.882943180351,59928,D4,7256250,2933100,59928,5925,1,11,19,17,1750,58178,1907,59,90,121.08279935923107
210.8,0,4,1014027501,17.2314254373167,144425,RM,19379700,3793500,144425,1e4,1,19,164,163,15105,129320,1965,,,134.1852172407824
96.5,0,3,1014030033,18.2961360100774,914921,D4,68674950,198e5,914921,84350,1,28,391,378,30497,884424,1959,200.83,420,75.06107084655396
77.1,1988,3,1014040022,15.4825058613031,68693,D4,7305750,117e4,68693,7532,1,11,21,21,3e3,65693,1924,90,72,106.35363137437585
90.3,0,3,1014040033,16.2991645234708,132724,D4,9642600,2763e3,132724,9540,1,20,66,60,6985,125739,1961,98,95,72.65151743467648
104.6,1988,3,1014040052,15.5601098289065,54719,D4,4884300,976500,54719,6353,1,12,31,29,2800,51919,1924,79,63,89.26149966190903
87.1,0,4,1014047501,16.0777349979204,110269,RM,12240014,2915992,83161,8353,1,18,79,76,3600,79561,1969,,,147.18454564038433
157.7,1989,3,1014050033,16.7387784018545,117958,D4,10771200,2641500,117958,8797,1,20,48,47,6208,111750,1959,75.42,112.5,91.31385747469439
110.6,1987,3,1014050040,16.9708180916695,212118,D4,21634650,459e4,212118,15052,1,20,103,95,11164,200954,1962,125,125,101.99346590105507
62.1,0,3,1014050051,15.5232144411817,88829,D4,7195950,2065500,88829,10039,1,11,52,42,3780,85049,1927,84,111,81.009017325423
149.2,2012,3,1014050072,16.655145007235,114675,D4,9372150,2907e3,114675,7029,1,30,30,30,0,114675,1972,76,62,81.72792674950948
85.6,0,3,1014060017,16.6988174181383,208800,D4,18760950,486e4,208800,15121,1,22,112,101,19326,189474,1959,190,88,89.85129310344827
158.9,2011,3,1014060041,17.7619456567195,325680,D4,34164450,14151600,325680,28589,1,34,130,125,33712,291968,1962,204,149.83,104.90189756816507
106.1,1987,4,1014067503,15.9721143821039,81449,RM,11193303,2236503,67283,8347,1,12,28,24,5234,62049,1914,102,68,166.361532630828
103.6,0,3,1014070016,16.7017229220071,173024,D4,18612900,4288500,173024,15835,1,14,66,62,8e3,165024,1917,101,152,107.57409376733864
137.9,0,3,1014070020,15.861883227057,56126,D4,6179400,774e3,56126,4597,1,15,16,15,3800,52326,1924,88,45,110.09870648184442
122.7,1980,3,1014070026,16.3062640068614,98373,D4,9936000,2142e3,98373,9195,1,16,40,39,2200,96173,1929,90,78,101.0033240828276
84.1,0,4,1014077501,16.0717761142738,113524,RM,11357103,2182499,88955,11238,1,15,144,139,5190,83765,1924,,,127.67245236355461
144.5,1984,3,1014080020,16.2377436132242,78e3,D4,8022150,1728e3,78e3,8391,1,11,31,24,6e3,72e3,1925,124,49,102.84807692307692
101.8,1987,3,1014080033,16.7124084740885,177975,D4,17602200,3186e3,177975,11749,1,19,119,116,15800,162175,1958,98,114,98.90265486725664
111,0,3,1014080040,16.6920154470421,159929,D4,17552250,2385e3,159929,10715,1,20,123,120,7280,152649,1966,96,102,109.75026417972975
91.9,1985,3,1014080041,15.5401658887827,61051,D4,5241600,1165500,61051,10710,1,9,31,31,0,61051,1926,90,82,85.85608753337374
129,0,3,1014090001,16.7680516263837,148485,D4,11904300,3874500,148485,10216,1,21,80,75,6e3,142485,1960,98,98,80.17173451863825
112.6,1986,4,1014090021,15.8969353067881,71189,D6,7362000,1408500,71189,7026,1,11,35,34,6471,64718,1923,73,85,103.4148534183652
147.1,1987,3,1014090033,16.5772885543172,107600,D4,11844000,153e4,107600,7666,1,21,99,96,5380,102220,1963,76.67,100,110.07434944237919
133.6,1988,3,1014090040,16.8948208211734,162750,D4,14985000,3483e3,162750,12766,1,20,141,136,8137,154613,1961,127,97,92.07373271889401
133.2,1988,3,1014090061,15.8338476752408,56500,D4,5067000,1129500,56500,8735,1,9,38,35,5e3,51500,1923,76,82,89.68141592920354
129.6,1984,3,1014090069,16.3878828815335,101056,D4,11041650,2830500,101056,8330,1,14,55,49,6e3,95056,1917,96,101,109.26268603546548
261.4,0,4,1014097501,16.5145926252998,56871,RM,6802650,1759501,53744,7050,1,11,27,19,26409,27335,1986,,,126.57505954153022
79.7,0,4,1014097502,16.1426383596307,128588,RM,15692400,3453750,128588,14624,1,11,60,58,10696,117892,1929,132.72,109.8,122.03627088064205
132.5,0,4,1014097503,15.8448873266308,57429,RM,7820550,1356750,4174,6170,1,11,33,31,4174,0,1925,63.5,85.5,1873.6344034499282
132.6,1988,3,1014100005,15.9672155270278,64853,D4,6257250,1165500,64853,9842,1,10,29,26,4e3,60853,1920,96,84,96.4835859559311
98.9,0,3,1014100014,16.1366323400378,103004,D4,11448000,2308500,103004,8684,1,16,105,104,6866,96138,1962,102,84,111.14131490039222
138,0,4,1014100033,17.0901526147033,191549,D6,16956000,4036500,191549,12260,1,21,114,110,21016,170533,1962,102,108,88.52043080360639
147.6,1985,3,1014100069,16.5404792311828,103360,D4,12626550,2965500,103360,11716,1,12,53,52,2e3,101360,1930,96,106,122.16089396284829
185.5,0,4,1014107501,17.0846775532615,141722,RM,17722351,3523502,23092,11851,1,16,108,99,17179,5913,1961,102.11,116,767.4671314741036
154.1,1989,3,1014107504,15.9663779191115,55758,R4,4845601,1125001,52480,6e3,1,13,11,11,0,52480,1920,50,78,92.33233612804878
548.3,1959,8,1014110001,19.867751810147,775241,I1,99994050,3879e4,775241,81503,9,14,1,0,775241,0,1930,195.92,203.33,128.984470635583
65.3,0,3,1014110023,16.2908364165276,182015,D4,17757000,3766500,182015,20297,1,13,122,120,16e3,166015,1959,199,77,97.55789358019943
144.7,0,3,1014110040,17.1576764562158,195441,D4,20958750,4095e3,195441,17875,1,17,173,165,11498,183943,1957,153.17,112.67,107.2382458133145
101.2,0,3,1014110053,16.7737605456243,190358,D4,19022850,3838500,190358,17368,1,16,104,97,17340,173018,1959,102.17,170,99.93197028756343
178.9,0,3,1014117501,16.4270246748149,76130,R4,8521657,1163252,62074,7151,1,15,20,20,4859,57215,1999,70,102,137.28222766375617
170.3,2006,4,1014117502,16.6040556045103,95463,RM,11605054,1885493,84263,12770,1,10,59,54,6842,77421,1942,120,80,137.72419685983172
132.9,0,3,1014120001,15.8183731425046,55758,D4,4979700,1665e3,55758,5116,1,12,25,23,5500,50258,1920,50,88,89.30915743032389
168.5,1989,3,1014120071,17.1000985587178,158445,D4,17997300,4135500,158445,15316,1,13,50,46,4e3,154445,1912,138,99,113.58704913376882
108.3,0,4,1014127501,15.6231240356104,56287,RM,5657850,870750,56487,8173,1,9,35,34,1520,54967,1927,,,100.16198417334962
167.8,0,4,1014127502,17.3159729433406,197442,RM,34380462,4895998,184211,17304,2,31,74,72,18424,165787,2000,,,186.63631379233595
119.1,0,3,1014127503,15.968487557943,72296,R4,6724801,1808991,72438,10260,1,12,57,57,0,72438,1942,,,92.83526602059692
116.7,2010,3,1014130001,16.8102351689969,171207,D4,18180900,459e4,171207,15350,1,15,41,36,9e3,162207,1927,73,163,106.19250381117594
94.3,1982,3,1014130027,15.4774966880403,55883,D4,5149350,1012500,55883,7458,1,10,39,38,1200,54683,1928,73,83,92.14519621351752
72.7,2008,3,1014130040,16.6871581068622,243e3,D4,25992000,4995e3,243e3,21071,1,18,135,130,10030,232970,1930,102.17,196,106.96296296296296
157.9,1981,3,1014130045,15.9207301229631,51988,D4,5384700,819e3,51988,4470,1,15,26,26,0,51988,1927,40,80,103.57582519042856
136.6,1987,3,1014130050,16.4676153269138,103835,D4,12546000,2038500,103835,10216,1,14,62,60,2800,101035,1917,98,100,120.82631097414166
101.7,0,3,1014130057,16.2047679679736,107231,D4,8779950,1642500,107231,9297,1,14,25,25,0,107231,1929,91,80,81.87884100679841
114.9,1989,3,1014130071,17.0279566120887,216186,D4,27367200,5535e3,216186,15961,1,21,44,37,8e3,208186,1930,100,141,126.59099109100497
111.2,0,4,1014147501,16.3716408336998,115880,RM,12897444,3035240,98288,13496,1,13,144,137,17273,81015,1965,,,131.2209425362201
224.9,0,4,1014147502,17.2201383789355,133851,RM,18677250,3064490,97321,8434,1,25,63,62,17600,79721,2003,79.92,99.83,191.91387264824652
109.6,1988,4,1014150021,16.2422687510404,103304,D7,8458200,2925e3,103304,16066,2,6,108,94,14004,89300,1940,201,85,81.87679083094555
126.9,2010,4,1014160002,17.2370920154957,241275,D6,32113800,1035e4,241274,20128,1,30,133,120,30425,210849,1967,175,123,133.1009557598415
128.1,2007,3,1014170001,16.8573550130911,163496,D4,15828300,2691e3,163496,11907,2,20,71,69,7e3,156496,1963,119,101,96.81154279003768
170.9,0,4,1014170028,17.3829237027398,207284,D6,16474500,2911500,207284,15564,1,21,191,186,7290,199994,1964,100,57.33,79.47791435904364
142.2,1984,4,1014170035,17.0419471123463,177143,D6,21029850,2709e3,177143,24750,1,14,195,193,15550,161593,1963,200,126,118.71679942193595
110.7,1984,3,1014180001,16.6803337120141,158500,D4,14980500,333e4,158500,13055,1,20,138,131,4875,153625,1963,101,130,94.51419558359622
552.3,0,8,1014180006,18.7959797170898,263521,I1,8974350,3222e3,263521,14877,1,9,1,0,263521,0,1930,125,200.83,34.055540165679396
111.5,1989,4,1014180011,16.2784223342394,105282,D6,18197100,252e4,105282,12552,1,14,153,151,12425,92857,1962,125,95,172.84151136946485
163.2,1982,4,1014180021,18.3414724320738,566083,D6,57308400,1548e4,566083,38500,1,34,547,532,42200,523883,1963,201,225,101.23674443500335
272.6,1988,4,1014180045,17.6763838334358,174273,D6,20066400,5805e3,174273,13054,1,30,116,112,7225,167048,1968,100,130,115.14348177858876
113.1,0,4,1014197501,16.9049059192472,194198,RM,23139901,6079494,181711,20100,1,14,90,88,69433,112278,1963,,,127.344525097545
167.3,0,4,1014197502,18.159496199941,460334,RM,73534967,11686497,458574,46191,1,50,296,295,142151,316423,1987,,,160.35572666570718
207,0,4,1014197503,18.210791588754,391630,RM,43270425,10561426,343069,43683,1,26,288,281,79294,263775,1978,280,200,126.12746998417228
73.9,1983,3,1014210001,16.8178865133094,272440,D4,29483550,3987e3,272440,20083,1,21,260,256,1e4,262440,1961,98,202,108.220342093672
98.9,1987,4,1014210005,16.6401539671587,170424,D7,14637150,3114e3,170424,41170,10,6,257,250,1e4,160424,1880,45,84,85.88667089142375
230.3,0,4,1014210021,18.5428732046784,490652,D6,65223900,2718e4,490652,40168,12,45,339,333,67e3,423652,1979,184,93,132.9331175660142
154.7,1988,3,1014210037,16.5603952942268,100600,D4,9607950,153e4,100600,12050,1,14,116,115,1e4,90600,1964,120,93,95.50646123260438
144,1984,4,1014220021,17.7301445517936,348130,D6,30803850,657e4,348130,24268,1,31,181,172,42349,305781,1973,201,122,88.48375606813546
123.2,1984,4,1014220048,17.2179207505405,243802,D6,28077300,7425e3,243802,21087,1,16,217,200,16500,227302,1929,198,100,115.16435468125775
144.5,2005,4,1014230010,18.7251300916768,938324,D6,67836600,1548e4,938324,80333,1,32,624,608,59305,879019,1916,200,400,72.29549707776845
154.6,0,4,1014237501,18.1296373887137,483495,RM,63706521,14091755,366603,42175,2,57,277,275,67952,298651,1950,,,173.7752309719233
148.4,1980,4,1014240001,17.6649898512996,316500,D6,48192300,2025e4,316500,20115,1,14,309,300,20083,296417,1927,100,200,152.26635071090047
106,1986,3,1014240006,15.9816383821296,82306,D4,9218250,1165500,82306,11246,1,11,76,72,5306,77e3,1929,112,81,111.99973270478459
157.3,0,3,1014240010,17.0650140311302,163875,D3,14904450,2722500,163875,19079,1,13,145,145,2e4,143875,1957,190,94,90.95011441647597
211.3,0,8,1014240034,16.577802057816,74946,I9,8140500,1852650,74946,5624,1,15,65,64,74946,0,1986,56,100,108.61820510767753
242.2,0,4,1014247501,17.8256051742069,227713,RM,22715791,3081150,23051,19564,1,16,208,204,23051,0,1957,,,985.4579410871546
428.7,1988,4,1014250001,18.5519337705711,265980,D6,30162150,99e5,265980,19075,1,20,201,190,25980,24e4,1961,200,110,113.40006767426122
125,2011,4,1014250005,17.9273552621952,488474,D6,45694800,1125e4,488474,43e3,1,35,273,268,2e3,486474,1975,75,122,93.54602292036014
92.9,0,4,1014250017,15.8607666283567,83220,D6,7103250,1161e3,83220,11849,1,13,91,90,7e3,76220,1961,118,85,85.35508291276136
129.2,1988,3,1014250029,15.7062226561262,51270,D4,4752450,1251e3,51270,12050,1,6,60,60,0,51270,1929,120,82,92.69455822118198
138.8,0,4,1014257501,16.4109953280068,96564,RM,8439300,2574e3,7341,7248,1,16,92,90,7341,0,1957,90.5,72,1149.6117695136902
108.4,1987,4,1014260029,16.1800802887102,98150,D6,7395300,1593e3,98150,8513,1,17,75,68,4e3,94150,1930,83,102,75.34691798267957
342.8,0,8,1014260035,17.6124369161613,13e4,W6,15244200,5805e3,13e4,28772,3,8,1,0,13e4,0,1929,142.92,102,117.26307692307692
104.9,1988,4,1014260044,17.4937954700906,377297,D6,50128650,2025e4,377297,15e3,1,35,865,855,19185,358112,1979,127,102,132.86257245618174
187.8,0,3,1014270001,17.4734526284298,206504,D4,20041650,306e4,206504,24480,3,27,152,149,29052,177452,1966,72.5,91.17,97.05211521326463
113.7,1989,3,1014270007,16.0399319917669,81338,D4,6771150,1566e3,81338,7662,1,15,34,32,960,80378,1929,75,80,83.24706779119231
101.1,0,3,1014270018,16.2935495291406,117882,D4,9349650,1759500,117882,10216,1,20,125,120,5200,112682,1930,100,80,79.31363566956787
197.6,0,4,1014270028,17.3085868818866,166432,D6,15069600,405e4,166432,12770,1,21,149,141,8600,157832,1964,102.17,125,90.54508748317632
69,0,3,1014270030,15.6336504828665,89281,D4,7103700,1566e3,89281,10216,1,12,92,92,0,89281,1937,100,82.17,79.56564106584828
122.4,1989,3,1014270034,16.2226070061815,90700,D4,7233750,1759500,90700,10216,1,13,92,92,0,90700,1932,100,76,79.75468577728776
123,1989,3,1014270038,16.039199510725,75133,D4,6236100,1372500,75133,10216,1,11,81,81,0,75133,1929,100,97,83.00081189357539
119.5,1989,3,1014280009,16.0048997408363,74726,D4,6063300,1476e3,74726,10216,1,10,73,71,4e3,70726,1930,100,84,81.14043304873806
127.4,1990,3,1014280013,16.2439031509756,89016,D4,7125750,1566e3,89016,10216,1,13,88,88,0,89016,1932,100,80,80.05021569156106
85.1,1980,3,1014280017,15.8397129384482,88955,D4,7197300,1566e3,88955,10216,1,13,84,84,0,88955,1936,100,80,80.90944859760553
151.6,2013,3,1014280045,17.2012615764187,194856,D4,17460900,3262500,194856,13753,1,21,155,153,8e3,186856,1962,101.67,135,89.60924990762409
77.8,0,3,1014290005,16.2523292969452,147e3,D4,11055600,2502e3,147e3,17879,1,13,120,120,960,146040,1963,165,91,75.20816326530613
261.5,0,4,1014297502,18.011673424615,254038,RM,35589322,3532516,215331,12767,2,30,80,77,45713,169618,2007,100,127,165.27728009436635
144.8,0,4,1014307501,17.4533446027541,262496,RM,28404000,5391e3,261701,21455,1,16,295,293,22960,238741,1957,,,108.53607743187837
105.1,0,3,1014310016,15.9701791730489,82065,D3,6145650,1381500,82065,13281,1,9,90,90,0,82065,1937,130,79,74.8875891061963
153.6,0,3,1014310021,16.3251332347027,80080,D4,8084250,135e4,80080,10433,1,10,100,92,5e3,75080,1959,97,100,100.95217282717283
167.1,0,3,1014320001,16.9648208345403,139557,D4,11806200,2308500,139557,9705,1,19,99,90,12112,127445,1965,95,100,84.59769126593434
128.1,0,3,1014320005,16.1163518113535,77928,D4,5556600,1512e3,77928,9535,1,14,113,113,0,77928,1962,93,66,71.30428087465353
151,1987,3,1014320045,17.0936480432978,175671,D4,16231950,2691e3,175671,12089,1,21,128,126,7e3,168671,1965,99,116,92.39971310005636
101.3,1985,3,1014330031,15.6766926018992,63488,D4,5875200,976500,63488,6206,1,16,66,64,4400,59088,1929,61,89,92.54032258064517
188.3,1987,3,1014330034,16.6257500898284,88231,D4,8955000,1152e3,88231,7287,1,19,110,107,1500,86731,1964,71,67,101.49493942038512
104.9,0,4,1014337501,17.0646461277058,245644,RM,24895800,5067e3,245136,15835,1,20,222,218,11653,233483,1931,,,101.55913452124535
154.7,0,4,1014337502,17.0264273294297,160322,RM,25676101,5861700,118381,8684,1,19,47,45,6676,111705,2011,102,85,216.89376673621612
7.2,1967,5,1014350044,12.9481242694437,58340,O9,8791200,3843e3,58340,11243,2,7,19,0,58340,0,1901,111,99,150.6890641069592
154.1,0,4,1014357501,16.7891345751008,126948,RM,15780606,4547248,140493,10042,1,39,158,157,14849,125644,1986,,,112.32307659456343
25.5,1987,6,1014360003,14.8123226521693,106260,E7,4049100,787500,106260,8760,1,14,1,0,106260,0,1927,75,100,38.1055900621118
95.3,0,3,1014360122,15.5061155795417,56902,D9,2436750,350100,56902,5582,1,15,53,53,0,56902,1999,49.4,100,42.82362658606024
138.5,0,4,1014367501,16.6414574178971,121855,RM,14443188,3212998,100343,6750,1,31,111,110,9282,91061,1986,,,143.93817206980057
312.3,0,4,1014367502,16.9023696048855,70151,RM,7725610,2862006,57942,12517,1,6,94,93,3463,54479,1977,76,144,133.33350591971282
71.6,1985,3,1014370001,15.9690717003016,120328,D4,9626850,1921500,120328,11800,1,14,131,130,10620,109708,1959,99,115,80.00506947676351
146.3,1983,6,1014370007,16.0365493133997,63e3,L8,6042600,1584e3,63e3,11748,1,6,10,0,63e3,0,1930,113,87,95.91428571428571
163.8,1981,3,1014370029,16.2241428907671,67880,D9,6102450,1377e3,67880,6522,1,16,77,75,5e3,62880,1900,25,114,89.90055981143193
117.9,0,3,1014380001,16.7142979052437,153962,D4,11253150,2308500,153962,10946,1,16,168,166,13771,140191,1959,100,109.42,73.09043790026111
190.3,1998,3,1014380006,17.2596748354005,164567,D9,18018900,8100900,164567,11649,1,17,112,110,34663,129904,1931,116,100,109.49279017056882
172.2,2014,3,1014380049,17.0137096774813,142209,D9,16842600,4477500,142209,6302,1,27,105,103,24061,118148,1996,50.42,100,118.43554205430036
207.7,0,3,1014387501,18.466898388696,504238,R4,50546278,9675064,404296,35147,1,34,300,300,0,404296,1965,,405.58,125.02294853275818
111.9,0,3,1014390001,16.8349180828697,183013,D4,17518500,2448e3,183013,15200,1,18,141,136,13897,169116,1963,50,200,95.72270822291313
130.2,0,4,1014390030,17.0499239984712,195019,D6,20048400,2718e3,195019,13500,1,21,166,159,17500,177519,1962,150,90,102.8022910588199
111.2,1985,3,1014390046,15.9563764016311,76500,D9,6394050,1165500,76500,8175,1,13,88,86,2e3,74500,1965,81,67,83.58235294117647
239.8,0,4,1014397501,17.4703552239407,161224,RM,21490306,4547253,126193,9670,1,39,136,126,6206,119987,1987,,,170.29713217056414
133.2,1987,3,1014400005,16.7665690533947,143590,D4,9799200,2110500,143590,20300,2,13,133,132,0,143590,1962,175,188,68.24430670659517
124.9,1987,3,1014400033,15.8952605395716,64071,D1,5134500,976500,64071,12500,1,6,60,60,10625,53446,1940,125,85,80.13765978367748
582.7,0,8,1014400049,18.752874085574,239235,I5,45254250,72e5,239235,20164,1,16,1,0,239235,0,2006,100,200,189.16232992664118
202.3,1984,3,1014410017,17.2348464608436,151009,D4,12780450,2308500,151009,17572,1,14,191,191,0,151009,1964,175,95,84.63369732929826
127.3,2002,3,1014410031,15.8321781540603,59020,D3,4983750,580500,59020,7531,1,13,62,60,1814,57206,1964,75,65,84.4417146729922
608.3,0,8,1014410040,18.2640009873715,140552,I1,16321500,954e4,140552,45187,1,3,1,0,140552,0,1930,225,200,116.124281404747
188.4,0,4,1014417501,17.5908722766125,231493,RM,26739450,5264993,208802,20083,1,16,201,199,27555,181247,1956,,,128.06127335945058
124.2,1984,3,1014430001,17.5130242991077,324854,D4,26122950,5085e3,324854,30875,1,17,296,289,12300,312554,1931,123,237,80.41443232960037
55.3,1987,3,1014430011,15.8079482180809,132611,D4,10074150,2353500,132611,18525,1,16,64,64,600,132011,1928,150,103,75.96767990589017
318.6,0,8,1014430020,16.8020466762032,62200,I9,15720300,1881e3,62200,9262,2,6,1,0,62200,0,2000,75,100,252.7379421221865
146.3,1989,3,1014440008,16.3729988740269,88198,D4,8915850,1152e3,88198,12150,1,13,138,135,3e3,85198,1961,121,93,101.08902696206263
158,0,3,1014440015,17.0474659906053,160311,D4,12489300,1912500,160311,20167,1,13,117,116,0,160311,1963,201,93,77.90669386380223
175.6,1989,3,1014440023,16.9743260117966,134070,D4,12630150,2115e3,134070,9957,1,18,137,133,7200,126870,1963,99,99,94.20563884537928
137.4,0,3,1014440043,16.6097751518819,119e3,D4,11532150,18e5,119e3,15765,1,12,136,135,1500,117500,1959,154,90,96.90882352941176
145.9,0,4,1014447501,17.301223968601,223754,RM,18799650,3503250,21284,16912,1,19,201,195,21284,0,1963,125.92,150,883.2761698928773
108.5,1989,3,1014450007,16.4829580460578,132748,D4,13130550,1930500,132748,17572,1,12,125,124,3860,128888,1960,155,67,98.91335462681171
184.9,2002,3,1014450023,16.7899806805354,105891,D3,10673550,18e5,105891,12552,1,20,150,150,0,105891,1975,81,120,100.79751820268011
77.5,1989,3,1014450035,15.2427117100091,53768,D9,4027950,117e4,53768,12552,1,6,60,56,2e3,51768,1940,125,85,74.9135173337301
22.4,1986,3,1014450040,14.0943536817489,59e3,D1,3939750,1359e3,59e3,15062,1,7,67,67,3e3,56e3,1959,147,96,66.77542372881356
132.3,0,4,1014457501,17.5295189952987,310037,RM,29865150,5492250,306463,22595,1,18,287,285,28985,277478,1961,200.38,88,97.45107892306739
132.3,1989,3,1014460008,16.1755537398912,80056,D4,6664950,1152e3,80056,10216,1,13,96,96,900,79156,1962,100,85,83.25359748176277
78.4,1987,4,1014460014,15.3705683112793,60400,D7,4167450,1165500,60400,12771,1,6,55,54,1500,58900,1940,125,84,68.99751655629139
132.7,0,3,1014460023,18.1247200648708,560525,D4,48783600,675e4,560525,40866,1,34,466,460,66580,493945,1963,204.33,190,87.03197894830738
94.6,0,3,1014460038,15.9599631107032,90247,D4,7590150,1174500,90247,8513,1,16,35,33,2e3,88247,1930,83.33,82,84.10418074839053
163.2,0,3,1014467501,16.2622516816932,70776,R4,7351198,1700991,55096,5109,1,22,36,36,0,55096,1988,,,133.42525773195877
151.4,0,4,1014467502,16.8826340566545,141876,RM,16688695,3248994,141876,10030,1,22,81,75,16321,125555,1996,130,70,117.628739180693
134,0,3,1014470005,16.603317641280402,121234,D9,9398700,1561500,121234,11749,1,17,131,128,3e3,118234,1929,80,115,77.52528168665556
141.2,0,3,1014470009,17.4800747065486,276481,D4,30361500,3069e3,276481,21e3,1,20,219,219,0,276481,1958,99.92,154,109.81405593874443
132.2,0,3,1014470013,16.2326379388374,84823,D4,6974100,1368e3,84823,10216,1,16,60,60,1500,83323,1927,100,52,82.21944519764686
113.8,0,3,1014470019,16.2729675049627,102593,D4,11242800,1917e3,102593,8582,1,35,139,138,1500,101093,1975,84,76,109.58642402503095
165.4,0,4,1014470023,17.1252563850766,165527,D6,12847050,1948500,165527,11238,2,19,145,144,8e3,157527,1962,109.75,91.75,77.6130178158246
54.4,0,4,1014470027,15.6274370325392,112541,D6,10685250,1029150,112541,5100,1,31,52,51,1790,110751,2009,51,100,94.94539767729094
139,0,4,1014477501,17.1149671980079,194949,RM,19857600,9054e3,29561,37800,2,17,179,178,19562,9999,1961,,,671.7499408003789
108.7,0,3,1014480003,17.4542802275928,35e4,D4,31014900,4203e3,35e4,25542,2,37,244,235,9855,340145,1967,153.08,200,88.614
143.2,0,3,1014480017,16.9122304640439,154506,D4,13240350,2119500,154506,17753,1,13,143,143,0,154506,1961,175,70.83,85.69473030173586
233.4,0,4,1014490003,18.4811865653005,455173,D6,70555500,2925e4,455173,35400,1,32,479,470,54828,400345,1979,66,169,155.00809582290688
101.3,1987,3,1014490038,15.8614054505003,76368,D1,3698550,1165500,76368,17879,1,6,66,66,0,76368,1936,175,86,48.43062539283469
227.4,1986,3,1014500001,17.1884863299443,128255,D4,10767600,1732500,128255,10216,1,19,139,138,10900,117355,1966,100,95,83.95462165217731
147.4,0,3,1014500023,17.8638031362774,388735,D4,32992650,558e4,388735,35975,1,19,374,369,37300,351435,1966,204.33,100,84.87182785187854
131,1987,3,1014510023,17.1635087248628,217143,D4,20671650,3253500,217143,19754,1,20,218,215,9234,207909,1963,122,136,95.19832552741741
118.2,1987,3,1014510031,15.8842586782676,66962,D4,6372900,1165500,66962,15325,1,6,80,80,900,66062,1920,150,83,95.17188853379528
168.7,0,4,1014517501,17.3412397598087,201414,RM,23413499,2663995,184553,11865,1,31,87,86,21777,162776,2000,117,102.2,126.86598971569143
115.3,0,3,1014520010,15.6585083350681,54774,D4,5564700,936e3,54774,12738,1,6,59,59,0,54774,1940,124.67,86.83,101.59382188629642
119.7,0,4,1014530021,15.6945710372343,54698,D6,5267250,2025e3,54698,7071,1,19,67,64,3286,51412,1986,50,101,96.29693955903323
97.5,0,3,1014530037,15.9017141851232,82608,D4,8244900,1143e3,82608,11851,1,10,70,70,0,82608,1941,116,82,99.8075246949448
89,1986,3,1014530043,16.6765450446346,196400,D4,21552300,2331e3,196400,17266,1,16,198,195,2425,193975,1928,169,79,109.7367617107943
223.3,0,4,1014537501,16.6810883307709,78635,RM,10358999,1286552,62546,5712,1,18,35,34,5976,56570,2006,76,75,165.62208614459757
502.1,0,3,1014550013,18.85340232961,307e3,D8,33337350,6165e3,307e3,40334,1,41,234,234,0,307e3,2001,30,59.3,108.59071661237785
206.8,0,4,1014557501,18.3175349118493,436168,RM,62574766,4223270,376948,40200,1,38,220,218,125649,251299,1999,100,200.83,166.00370873436123
188.3,1987,3,1014560026,17.258249272161,166078,D4,11636550,2493e3,166078,11547,1,19,148,147,1e3,165078,1960,100,115,70.06677585231036
90.1,0,6,1014560035,16.5900094546586,177920,E7,7692750,324e4,177920,25575,1,6,3,0,177920,0,1963,250,113,43.23712904676259
160.3,0,5,1014567501,17.257391556573,194920,RB,21835801,5998502,163173,22543,1,13,21,0,163173,0,1980,,,133.81993957333628
483.4,2007,5,1014567502,17.2572784465263,64630,RB,8383050,1125e3,39057,9602,1,7,2,0,39057,0,1928,95,109,214.6363007911514
149.9,0,4,1014570017,18.5019320336118,723578,D6,37582200,8685e3,723578,96300,4,12,509,503,103842,619736,1950,200.83,85,51.939390086486874
160.8,0,4,1014577501,16.0291944020124,56899,RM,5569647,1394978,38213,5063,1,19,55,54,957,37256,1985,,,145.75267579096118
148.6,1988,3,1014580005,16.7158665075265,122346,D4,9495450,1138500,122346,15083,1,13,154,154,0,122346,1957,150,94,77.6114462262763
126.7,0,4,1014587502,17.543663569989,328352,RM,28291501,5602500,21078,22003,1,18,233,232,21078,0,1958,210,97.5,1342.228911661448
52.9,2011,4,1014590001,16.1838419861448,201882,C7,11081250,3852e3,201882,42777,8,6,246,237,36e3,165882,1903,50,90,54.88973756947127
127.9,0,2,1014590010,16.6557984652394,133860,C1,9181800,2713500,133860,30125,5,6,290,290,0,133860,1920,60,90.42,68.59255939040789
158.6,2007,2,1014590022,16.414742687761,84826,C1,4160250,18e5,84826,20083,2,6,190,190,0,84826,1920,100.42,89,49.04451465352604
139.3,0,2,1014590030,16.6719145895815,124902,C1,6335550,2713500,124902,30125,4,6,235,235,0,124902,1920,60,86,50.72416774751405
122.4,1980,3,1014600001,16.6495235821911,139e3,D4,13813650,1534500,139e3,11045,1,16,148,147,11e3,128e3,1962,100,110,99.37877697841726
124.1,0,3,1014600017,16.4089350836981,107780,D4,7858350,18e5,107780,11305,1,14,120,120,0,107780,1963,113,95,72.91102245314529
102.1,0,2,1014600022,15.7603081454953,68484,C1,2130300,1368e3,68484,20275,1,6,82,82,0,68484,1915,200,90,31.106535833187312
