FACILID,FACSIZE,CHAIN,own2,occu_cat,perroom1,perroom2,perapt1,perapt2,unitmicro,unitcook,unitoven,unitfrig,unitsink,unitlock,unitfull,unithalf,KITCHEN,resspou2,rcfyear2,RCFBUILT,smokeres2,smokercf2,wateres2,watercf2,GRABRCF,wheelrcf2,callres2,wheelres2,WHEELBAT,grabath2,RESPITE,ADULTDAY,anyddmi,RISKAGRE,RISKOTH,LGFURN,smfurn2,PETRCF,PETRES,carpark2,MEDICAID,resmed2,WAITLIST,waitnum2,waitdays2,movein2,DIED2,moveout2,movehosp2,movenh2,movercf2,movepriv2,moveothp2,movecost2,rnhour2,lpnhour2,aidehour2,acthour2,dirhour2,rnhppd2,lpnhppd2,aidehppd2,CONTRACT,VOLWORK,volnum2,VOLOFFIC,VOLHOME,VOLPERS,VOLTRAN,VOLVISIT,VOLFAM,VOLRELIG,VOLMEAL,VOLSHOP,VOLREC,VOLEXER,VOLOTHER,resvol2,nightstf2,dirnum2,rnnum2,lpnnum2,aidenum2,dirleft2,rnleft2,lpnleft2,aideleft2,FLUSTAFF,FLUST_IMP,VACRECOM,VACSITE,VACFREE,VACCOST,VACINCEN,VACPROF,VACFURLO,VACMAIN,PNEUMAIN,PANDEMIC,TRAINAID,trainhrs2,HOUSEKP,JANITOR,FOODPREP,HELPREC,HELPLAUN,HELPTRAN,anytask,HIFAM,HIAIDE,LIFEAIDE,PENSAIDE,PAYPREM,FORMFUNC,physcog2,INDSERV,EHRS,COMPUTER,ITDEM,ITMDINFO,ITFUNC,ITSERPLN,ITNOTE,ITPROB,ITRXADM,ITRXLIST,ITALLERG,ITPRESC,ITCONTRA,ITORDER,ITVIEW,ITREMIND,ITDISCH,ITPUBLIC,anyitcap,ITMD,ITNH,ITHOSP,ITPHARM,ITLAB,ITLTC,ITPERS,ITPHR,ITCORP,itanyexch,PDA,HISPN_IMP,reshisp2,GENDER_IMP,resmale2,resfemale2,AGE_IMP,reslt55,reslt65,reslt75,reslt85,resge85,RACE_IMP,reswhite2,resblack2,resother2,resmem2,urincont2,bedchair2,wheelchr2,bedhelp2,eathelp2,medhelp2,walkhelp2,bathhelp2,demwing2,perdembed2,perdemres2,DEMLOCK,DEMWATCH,DEMYARD,DEMRATIO,DEMTRAIN,ADEMER,DCEMER,ADCOG,DCCOG,ADBEH,DCBEH,ADSNC,DCSNC,ADMON,DCMON,ADURINE,DCURINE,ADFECES,DCFECES,ADLIFT,DCLIFT,ADDRUG,DCDRUG,ADEOLC,DCEOLC,ADOTH,DCOTH,SERVDIET,STAFDIET,SERVNURS,STAFNURS,SERVBHM,STAFBHM,SERVOUT,STAFOUT,SERVCONT,STAFCONT,SERVAPPT,STAFAPPT,SERVSTOR,STAFSTOR,SERVCOUN,STAFCOUN,SERVCASE,STAFCASE,SERVOCC,STAFOCC,SERVPT,STAFPT,SERVWORK,STAFWORK,SERVEDU,STAFEDU,CABLETV,PHONE,INTERNET,PUBNET,AMPHONE,TDD,LISTEN,SIGNAL,BOARD,OTHEAR,MEDSTORE,MEDMIND,MEDDELIV,MEDHAND,MEDTAKE,MEDCUE,MEDDROP,MEDIV,MEDINJ,MEDOTH,RNHAND,LPNHAND,CERTHAND,AIDEHAND,DIRHAND,RNADM,LPNADM,CERTADM,AIDEADM,DIRADM,PERSLIC,DRMEDS,RESTRAIN,DRUGBEH,RATETYPE,FFSTYPE,DEPOSIT,PRIORFEE,costapt1,costapt1a,costapt2,costapt2a,costrm1,costrm1a,costrm2,costrm2a,SNSBAS,SNSEX,CONTBAS,CONTEX,APPTBAS,APPTEX,OCCBAS,OCCEX,PTBAS,PTEX,PRIVNURS,mealsbas2,MEALTIME,MEALROOM,RESNOENG,SPEAKLAN,FAMHELP,HANDSIGN,OTHCOMM,FACRESP,totalfac2,certif_comb,thisfac2,DIRGEND,dirage2,DIRHISP,DIRWHITE,DIRBLACK,DIRASIAN,dirother,dired2,msa2,PUFSTRATA,PUFPOPFAC,FACFNWT
2095,1,2,2,1,40,60,0,0,25,25,25,25,25,25,25,75,2,0,1,1,1,1,2,2,1,1,1,1,3,1,2,2,2,1,-1,1,1,1,1,1,1,50,2,-1,-1,2,1,2,5,95,5,5,5,5,28,7,50,30,10,4,4,5,1,1,4,2,1,2,1,1,2,1,2,1,1,1,2,95,2,2,3,3,14,0,0,0,2,6,2,1,1,2,2,2,2,2,5,5,3,1,2,1,1,2,1,2,2,1,1,-1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,100,2,25,25,25,75,25,2,100,0,0,0,5,5,5,2,5,1,2,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,3,1,3,1,3,1,1,1,3,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,-1,-1,-1,-1,2550,-1,2550,-1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,120,1,36,1,1,2,1,2,2,2,3,2,8,2395,22
2096,1,2,1,1,0,100,0,0,25,25,25,25,25,75,75,25,1,0,1,2,1,1,2,2,3,1,2,1,1,1,2,2,2,1,-1,1,1,2,1,1,2,-1,2,-1,-1,15,4,3,50,5,50,5,5,5,0,0,39,20,25,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,95,1,3,0,0,1,1,0,0,0,8,2,1,2,2,2,2,2,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,80,20,2,40,40,25,25,25,2,100,0,0,0,5,5,5,5,5,4,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,2,1,3,3,2,1,2,1,3,1,2,1,2,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1200,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,1,1,2,2,-1,-1,-1,-1,1,120,1,68,2,2,2,2,1,2,1,2,1,6,3318,25
2097,2,2,1,3,57.1,42.9,0,0,25,25,25,25,25,25,28.6,25,1,0,2,2,1,1,2,2,3,2,3,1,1,1,2,2,2,1,-1,1,1,1,2,1,1,20,2,-1,-1,2,1,2,5,5,5,66.7,33.3,5,0,0,200,1,40,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,5,0,0,0,0,8,2,1,1,2,2,2,2,2,4,4,3,1,2,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,33.3,66.7,2,25,25,44.4,55.6,25,2,88.9,11.1,0,95,1,5,4,5,5,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,-1,-1,-1,-1,2900,-1,2000,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,-1,-1,-1,1,276,1,120,2,3,2,1,2,2,2,1,1,11,2516,9
2098,4,1,1,2,0,0,97.1,2.9,25,25,25,25,25,75,75,25,2,8.3,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,-1,1,1,2,1,1,2,-1,1,1,60.8,35,6,4,5,12.2,63.5,12.2,12.2,5,0,40,539,63,25,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,0,2,3,0,1,15,0,0,1,12,6,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,-1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0,2,26,74,2,25,25,25,25,72.7,2,96.9,3.1,0,52.1,3,5,4,4,5,2,5,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,4395,-1,3500,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,288,1,54,2,2,2,1,2,2,2,3,-8,9,682,11
2099,3,2,1,2,94,6,0,0,25,25,25,25,25,25,71.6,28.4,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,-1,2,-1,-1,16,4,4,5,66.7,6.7,5,26.7,5,0,40,728,70,10,1,2,3,2,1,4,2,2,2,2,1,2,2,2,2,1,1,2,64.8,3,3,0,1,15,0,0,1,12,7,2,1,1,1,2,2,2,2,2,4,3,1,2,2,2,2,2,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,38.9,61.1,2,25,25,25,25,75,2,98.1,1.9,0,18.5,4,5,5,3,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,3,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,3,1,3,1,1,1,3,2,-1,2,-1,1,3,1,3,1,3,1,3,2,-1,2,-1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,-1,-1,-1,-1,2365,-1,1950,-1,1,2,2,1,-1,-1,1,2,1,2,1,2,1,1,2,-1,-1,-1,-1,1,30,1,30,1,1,2,1,2,2,2,3,1,10,3778,12
2100,2,2,1,3,21.4,78.6,0,0,25,25,25,25,25,25,75,25,2,0,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,75,1,4,100.3,3,1,2,5,66.7,33.3,5,5,5,3,0,320,3,80,2,1,4,2,1,4,2,2,2,2,1,2,2,2,2,1,2,2,0,2,2,1,0,15,0,0,0,0,8,2,1,1,1,2,2,2,2,5,5,3,1,2,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,36.4,31.8,2,100,0,0,13.6,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,2,1,2,3,1,2,2,1,2,1,2,1,1,2,3,2,2,2,1,1,2,-1,1,1,1,3,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,-1,-1,-1,-1,1650,-1,1650,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,2,2,1,1,2,-1,-1,-1,-1,1,144,2,120,2,3,2,1,2,2,2,3,2,7,1539,7
2101,3,1,1,1,0,0,100,0,25,25,25,25,25,75,75,25,2,6.3,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,20,1,2,30,28,4,3,5,16.7,16.7,5,66.7,5,24,0,840,40,60,2,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,0,15,0,0,0,1,4,2,2,1,2,2,2,2,2,1,3,3,1,3,1,2,2,1,1,1,1,2,2,1,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,42.2,57.8,2,25,25,28.1,35.9,25,2,78.1,18.8,3.2,62.5,5,5,3,4,5,1,4,4,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,1,2,2,1,1,2,3,3,3,3,1,2,3,3,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,2,-1,2,-1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2500,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,240,1,24,2,2,2,2,2,1,2,2,1,1,1789,10
2102,1,2,1,4,100,0,0,0,25,25,25,25,25,25,25,25,1,0,1,1,1,1,2,2,3,1,1,1,1,1,2,2,2,1,-1,1,1,2,2,1,2,-1,1,2,91.3,1,1,1,-1,-1,-1,-1,-1,-1,0,0,216,0,42,1,1,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,95,1,1,1,0,4,0,0,0,0,4,2,1,1,1,2,2,2,2,4,4,1,1,3,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,25,75,2,100,0,0,66.7,2,4,3,2,3,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,3,1,1,2,1,2,1,2,1,2,3,1,1,2,2,1,1,1,1,3,1,1,2,-1,1,1,1,3,2,-1,2,-1,2,-1,1,3,1,3,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,-1,-1,-1,-1,4500,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,264,1,60,2,2,2,1,2,2,2,2,1,4,9825,35
2103,3,2,1,4,96,4,0,0,25,25,25,30,25,25,75,25,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,1,1,1,1,1,1,47.9,1,8,60.8,20,6,1,-1,-1,-1,-1,-1,-1,80,88,840,80,45,3,3,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,3,15,0,0,0,12,4,2,1,1,1,2,2,2,2,4,3,3,1,4,2,2,1,2,1,2,1,2,2,2,1,-1,1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,19.8,80.2,2,25,25,25,36.5,44.8,2,100,0,0,72.9,1,3,2,3,4,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,-1,-1,-1,-1,3900,4000,3500,-1,1,2,1,2,-1,-1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,300,1,42,2,2,2,1,2,2,2,4,1,11,2516,8
2104,3,1,1,1,22.9,50,27.1,0,75,25,25,75,75,75,75,25,1,0,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,-1,1,1,2,1,1,2,-1,2,-1,-1,31,5,4,13.5,10.8,21.6,18.9,35.1,10.8,50,40,577,32,80,3,3,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,2,15,2,1,1,12,4,2,1,2,1,2,2,2,2,3,4,3,1,2,1,2,1,1,1,2,1,1,-1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,40.6,59.4,2,25,25,25,25,75,2,100,0,0,50,3,5,5,5,5,1,4,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,3,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,3,1,3,1,2,1,3,1,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2400,3000,-1,-1,4050,-1,2100,2500,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,15,2,2,2,1,2,2,2,4,1,1,1789,10
2105,3,1,1,3,0,0,88.7,11.3,75,25,25,75,75,75,75,25,1,5.5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,1,1,2,1,1,1,20,2,-1,-1,42,6,4,5,53.3,13.3,33.3,5,13.3,0,40,588,40,40,1,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,1,15,0,0,0,12,3,2,2,1,2,1,2,2,2,4,4,3,1,2,2,2,2,2,1,2,1,1,-1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0.1,2,23.3,76.7,2,25,25,25,25,75,2,97.3,2.7,0,95,2,5,3,5,5,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,3,1,3,1,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,-1,2,2,1,2,1,2,1,2350,-1,2675,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,24,1,24,2,2,2,1,2,2,2,1,1,5,2908,12
2106,1,1,1,2,80,20,0,0,25,25,25,25,25,75,75,25,1,0,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,-1,1,1,1,1,1,1,50,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,160,25,20,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,4,1,0,0,0,8,2,1,1,2,2,2,2,2,4,4,3,1,4,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0.1,2,25,75,2,25,25,25,25,75,2,75,0,5,95,1,5,3,5,2,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,3,3,1,1,2,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,-1,-1,-1,-1,3000,-1,3000,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,2,1,108,1,108,1,3,2,2,2,1,2,4,1,4,9825,35
2107,2,2,1,3,85,15,0,0,75,25,25,75,75,75,75,25,1,20,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,-1,1,1,2,1,1,1,75,1,6,91.3,5,2,3,5,83.3,16.7,5,5,5,2,0,386,0,16,2,1,4,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,0,2,2,0,0,12,1,0,0,11,4,2,2,2,1,2,2,2,2,3,3,2,1,2,1,1,1,1,1,2,1,1,-1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,0,2,20,80,2,25,25,25,45,30,2,100,0,0,15,4,5,1,3,5,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,3,2,1,2,2,2,1,1,3,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,3,2,-1,1,2,1,2,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,-1,-1,-1,-1,3500,-1,3500,-1,-1,-1,2,1,-1,-1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,72,1,60,1,2,2,1,2,2,2,3,1,11,2516,8
2108,2,2,1,3,30.8,69.2,0,0,25,25,25,25,25,25,30.8,38.5,2,0,1,-8,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,75,2,-1,-1,9,1,3,25,12.5,5,62.5,5,5,0,0,111,0,20,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,7,0,0,0,5,3,2,1,2,2,2,2,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,68.4,31.6,2,42.1,42.1,25,25,25,2,89.5,10.5,0,95,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,-1,2,-1,1,3,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,-1,-1,-1,-1,2670,-1,2670,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,2,-1,1,60,1,3,2,2,2,2,1,4,1,11,2516,6
2109,3,1,1,2,5.9,0,94.1,0,75,25,25,75,75,75,75,25,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,1,1,2,2,1,1,38.7,1,3,180,8,1,2,25,50,5,5,25,5,6,8,320,30,20,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,12,1,0,0,5,6,2,1,1,1,2,2,2,2,1,5,1,1,2,1,1,2,1,1,2,1,2,2,1,2,-1,1,2,1,1,-1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,0,2,15.6,84.4,2,25,25,25,32.3,48.4,2,100,0,0,3.2,5,5,5,5,5,2,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,2,2,1,1,2,1,2100,-1,-1,-1,2170,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,150,1,120,2,3,2,1,2,2,2,1,2,5,2908,12
2110,2,1,1,3,25,75,0,0,25,25,25,25,25,25,25,25,1,0,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,-1,1,1,1,1,1,2,-1,2,-1,-1,7,5,1,5,95,5,5,5,95,0,5,336,14,10,1,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,0,13,0,0,0,7,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,-1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,50,50,2,25,25,25,33.3,41.7,2,100,0,0,95,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,3850,3850,3250,3250,-1,-1,1,2,1,2,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,156,2,120,2,2,2,1,2,2,2,1,1,11,2516,8
2111,1,2,1,1,80,20,0,0,25,25,25,25,25,25,25,40,1,0,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,-1,1,1,2,2,2,2,-1,2,-1,-1,2,2,1,5,5,5,95,5,5,0,0,480,0,80,1,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,0,0,0,0,8,2,2,2,2,2,2,2,2,4,4,1,1,4,1,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,100,2,25,25,25,33.3,66.7,2,100,0,0,66.7,1,3,3,3,3,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,-1,-1,-1,-1,2300,-1,2000,-1,2,1,1,2,1,2,1,2,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,36,2,3,2,1,2,2,2,3,1,4,9825,34
