"SQFT","NFLOOR","NELVTR","NESLTR","EDSEAT","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","POOL","HTPOOL","RFGRES","RFGCOMPN","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TRNGRM","STDNRM","WBOARDS","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","PRUSED","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI","NGBTU_PERCENT","SUMBTU"
94000,1,NA,NA,600,NA,12,2,60,74,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,2,2,NA,2,2,1,142,294,20,1,1,1,1,20,2,5,2796,1756,28,14,356.19828827,5816401,3944197,1633133,239071,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11043751.6,1714789.65,241461.71,NA,13000002.96,138.3,61.88,12.56,5816401
178000,3,1,NA,1250,NA,12,2,45,139,1,100,95,2,2,1,1,2,1,2,2,2,NA,1,20,2,4,4,1,2,7,250,6,0,1,1,1,60,3,4,6456,944,28,14,15.945623796,9091762,5008622,3401258,681882,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14024141.6,3571320.9,688700.82,NA,18284163.32,102.72,51.08,18.6,9091762
250000,5,1,NA,2000,NA,12,1,73,210,1,100,10,2,2,1,2,2,2,2,1,2,NA,1,45,1,NA,NA,NA,NA,363,850,114,1,1,1,1,15,1,26,4083,1129,29,14,84.055763395,20051365,5927674,14028970,94721,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16597487.2,14730418.5,95668.21,NA,31423573.91,125.69,80.21,44.64,20051365
80000,3,NA,NA,400,NA,12,1,72,30,1,100,95,2,2,2,1,2,2,2,1,2,NA,2,NA,1,NA,5,NA,1,80,4,10,1,1,1,1,5,NA,2,4622,1578,28,14,120.94951517,2465697,1336044,1129653,NA,NA,2,17,18,NA,55,45,NA,NA,NA,2,2,2,2,2,3740923.2,1186135.65,NA,NA,4927058.85,61.59,30.82,22.93,2465697
90000,2,1,NA,700,NA,10,2,55,40,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,20,2,NA,NA,2,1,111,10,33,1,2,1,1,25,1,3,2835,1512,28,14,227.79159189,2585934,2585934,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7240615.2,NA,NA,NA,7240615.2,80.45,28.73,NA,2585934
112000,1,NA,NA,900,NA,9,2,35,45,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,10,2,NA,NA,3,1,70,170,6,2,1,1,1,25,2,6,5952,998,29,14,141.92588364,5811461,2636244,2895728,279489,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7381483.2,3040514.4,282283.89,NA,10704281.49,95.57,51.89,27.05,5811461
275000,2,2,NA,1250,NA,12,2,47,158,1,100,85,1,2,1,1,1,1,2,2,2,NA,1,25,4,2,6,15,3,260,50,90,4,1,1,1,35,4,12,3762,1429,29,14,48.841044419,15698722,11293682,4405040,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,31622309.6,4625292,NA,NA,36247601.6,131.81,57.09,12.15,15698722
69000,1,NA,NA,900,NA,9,2,45,57,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,1,NA,2,2,1,148,10,12,1,2,1,1,5,2,3,4747,1577,28,14,160.42583102,3343868,1990458,1353410,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5573282.4,1421080.5,NA,NA,6994362.9,101.37,48.46,19.35,3343868
43500,1,NA,NA,300,NA,12,2,35,55,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,2,NA,2,1,2,70,5,20,0,2,1,1,NA,1,2,2185,2965,28,14,1162.262962,1720135,779390,940745,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2182292,987782.25,NA,NA,3170074.25,72.88,39.54,29.68,1720135
62000,1,NA,NA,400,NA,12,2,45,30,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,NA,1,1,1,2,1,90,15,9,1,1,1,1,NA,2,2,3949,1548,28,14,366.15594072,2110503,2110503,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5909408.4,NA,NA,NA,5909408.4,95.31,34.04,NA,2110503
6800,1,NA,NA,20,NA,8,2,37,3,2,NA,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,2,NA,NA,NA,175,3800,28,14,366.15594072,201332,201332,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,563729.6,NA,NA,NA,563729.6,82.9,29.61,NA,201332
68000,2,1,NA,400,NA,12,2,40,35,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,137,59,17,2,2,1,1,6,NA,1,5137,1003,28,14,316.08389453,3725783,2273358,1452425,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6365402.4,1525046.25,NA,NA,7890448.65,116.04,54.79,18.41,3725783
62000,1,NA,NA,900,NA,9,2,50,66,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,4,1,NA,NA,2,NA,304,19,28,0,1,1,1,2,1,6,4816,1505,28,14,583.35116997,2991498,1597498,1394000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4472994.4,1463700,NA,NA,5936694.4,95.75,48.25,23.48,2991498
42000,3,NA,NA,300,NA,12,2,50,50,1,100,1,2,2,2,2,1,2,2,1,2,NA,2,NA,NA,NA,3,1,NA,30,0,2,1,1,1,2,1,NA,3,4413,1276,28,14,308.205725,2148282,288829,1859453,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,808721.2,1952425.65,NA,NA,2761146.85,65.74,51.15,67.34,2148282
51000,1,NA,NA,450,NA,12,2,50,40,1,100,15,2,2,1,2,1,1,2,2,2,NA,2,NA,NA,NA,5,2,NA,55,15,15,1,2,1,1,25,1,3,3348,2213,28,14,242.08690218,3268167,1322102,1946065,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3701885.6,2043368.25,NA,NA,5745253.85,112.65,64.08,33.87,3268167
61000,2,NA,NA,600,NA,12,2,55,40,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,2,NA,2,NA,NA,175,10,4,2,2,1,1,NA,1,2,4832,995,28,14,207.13166685,4747514,1316121,3431393,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3685138.8,3602962.65,NA,NA,7288101.45,119.48,77.83,47.08,4747514
20000,1,NA,NA,300,NA,12,2,50,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,84,12,2,0,2,1,1,12,NA,2,1351,1189,28,14,316.26326145,1051891,828543,223348,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2319920.4,234515.4,NA,NA,2554435.8,127.72,52.59,8.74,1051891
104000,3,1,NA,800,NA,11,2,45,80,1,100,100,2,2,2,1,2,1,2,2,2,NA,1,NA,3,NA,NA,NA,NA,150,225,20,1,2,1,1,NA,NA,3,5051,1435,28,14,84.055763395,7710593,3520290,4190303,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9856812,4399818.15,NA,NA,14256630.15,137.08,74.14,29.39,7710593
106000,2,1,NA,700,NA,11,1,45,62,1,100,100,1,1,2,1,1,1,2,2,2,NA,1,NA,3,2,4,3,1,40,700,8,1,1,2,1,42,2,3,4905,1052,28,14,139.16995492,7096946,2388506,4708440,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6687816.8,4943862,NA,NA,11631678.8,109.73,66.95,40.48,7096946
79000,5,1,NA,500,NA,12,1,50,65,1,100,96,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,8,3,NA,30,100,40,2,1,1,1,4,NA,NA,4753,1360,28,14,139.16995492,7062397,3492117,3570280,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9777927.6,3748794,NA,NA,13526721.6,171.22,89.4,26.39,7062397
158000,2,NA,NA,900,NA,12,1,70,51,1,100,NA,1,2,2,2,2,1,2,2,2,NA,2,NA,1,NA,NA,2,NA,60,30,100,2,2,1,1,NA,1,1,10744,16,28,14,125.65044,16898528,5116014,11381908,400606,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14324839.2,11951003.4,404612.06,NA,26680454.66,168.86,106.95,42.66,16898528
31500,1,NA,NA,500,NA,12,2,40,54,1,100,100,1,2,2,2,1,1,2,2,2,NA,1,6,NA,NA,2,NA,1,233,7,50,1,1,1,1,NA,NA,4,678,4379,28,14,311.1344891,2534655,2534655,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7097034,NA,NA,NA,7097034,225.3,80.47,NA,2534655
75000,1,NA,NA,250,NA,12,2,60,35,1,100,100,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,NA,NA,1,NA,100,35,20,6,2,2,1,30,NA,3,6143,920,28,14,271.01509096,2007924,711504,1296420,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1992211.2,1361241,NA,NA,3353452.2,44.71,26.77,38.66,2007924
87000,4,1,NA,700,NA,10,2,45,65,1,80,40,2,2,1,1,2,2,2,2,2,NA,1,NA,NA,NA,2,2,NA,125,100,50,4,2,1,1,10,NA,4,4068,1180,28,14,84.055763395,6831380,1907404,4869673,54303,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5340731.2,5113156.65,54846.03,NA,10508733.88,120.79,78.52,46.34,6831380
88000,2,NA,NA,1000,NA,12,1,35,78,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,4,1,1,63,50,50,0,2,1,1,70,3,3,4400,1003,28,14,160.42583102,5829962,3331470,NA,2498492,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,9328116,NA,2523476.92,NA,11851592.92,134.68,66.25,NA,5829962
24000,2,NA,NA,150,NA,9,2,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,15,10,5,1,2,1,1,NA,NA,2,2286,2122,29,14,751.72654486,667121,667121,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1867938.8,NA,NA,NA,1867938.8,77.83,27.8,NA,667121
55000,2,NA,NA,350,NA,12,2,55,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,2,1,110,12,10,1,2,1,2,25,1,2,3787,1146,28,14,239.38538189,3280877,2873644,407233,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8046203.2,427594.65,NA,NA,8473797.85,154.07,59.65,4.81,3280877
55000,3,1,NA,500,NA,12,2,50,97,1,100,30,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,213,43,11,6,2,1,1,2,1,4,6956,484,28,14,239.38538189,3704361,1091021,2613340,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3054858.8,2744007,NA,NA,5798865.8,105.43,67.35,45.07,3704361
48000,1,NA,NA,600,NA,12,2,45,50,2,100,15,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,6,1,NA,NA,NA,NA,100,47,5,21,1,1,1,28,2,5,6091,768,28,14,84.055763395,3271069,554614,2716455,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1552919.2,2852277.75,NA,NA,4405196.95,91.77,68.15,61.66,3271069
52000,2,NA,NA,700,NA,11,2,50,98,1,100,5,2,2,2,2,1,1,2,2,2,NA,1,10,NA,NA,NA,2,NA,150,70,0,1,2,2,1,25,2,5,5216,947,28,14,125.65044,2833350,674085,2159265,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1887438,2267228.25,NA,NA,4154666.25,79.9,54.49,51.97,2833350
106000,2,1,NA,500,NA,12,1,54,60,1,100,80,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,2,1,NA,100,25,35,1,2,1,1,10,3,1,5810,1009,28,14,125.65044,4462770,2479497,1983273,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6942591.6,2082436.65,NA,NA,9025028.25,85.14,42.1,21.98,4462770
280000,3,2,NA,2500,NA,12,1,55,125,1,100,100,1,2,1,1,1,1,2,1,2,NA,1,NA,2,NA,NA,4,3,50,1420,9,5,1,1,2,5,4,5,4104,1667,29,14,84.055763395,15348086,14202648,1145438,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,39767414.4,1202709.9,NA,NA,40970124.3,146.32,54.81,2.8,15348086
280000,2,1,NA,1250,NA,12,1,70,225,1,100,98,2,2,1,2,1,2,2,1,1,1,2,5,1,NA,3,5,3,342,181,45,6,2,1,1,13,3,7,4485,831,28,14,15.945623796,20825218,6048715,14776503,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16936402,15515328.15,NA,NA,32451730.15,115.9,74.38,45.53,20825218
200001,2,1,NA,1750,NA,12,1,70,182,1,100,100,2,2,1,1,2,1,2,1,2,NA,1,4,2,NA,2,6,1,476,1420,25,1,1,1,1,25,3,10,2523,1913,29,14,139.16995492,7410263,7410263,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,20748736.4,NA,NA,NA,20748736.4,103.74,37.05,NA,7410263
114000,2,NA,NA,700,NA,12,1,65,50,1,100,85,1,2,1,2,2,1,2,2,2,NA,2,NA,2,1,9,7,1,75,30,15,1,1,2,1,50,2,3,5479,836,28,14,84.055763395,4865758,4865758,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,13624122.4,NA,NA,NA,13624122.4,119.51,42.68,NA,4865758
23500,1,NA,NA,300,NA,12,2,40,18,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,3,2,2,2,NA,NA,NA,1404,2657,28,14,503.86330813,391814,391814,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1097079.2,NA,NA,NA,1097079.2,46.68,16.67,NA,391814
138000,2,1,NA,450,NA,10,2,40,40,1,100,100,1,2,1,1,2,1,2,2,2,NA,2,40,4,2,1,4,1,110,1,33,1,2,1,2,32,2,4,3309,1418,28,14,207.13166685,3655648,2508673,1146975,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7024284.4,1204323.75,NA,NA,8228608.15,59.63,26.49,13.94,3655648
22500,1,NA,NA,250,NA,10,2,40,17,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,6,NA,NA,NA,1,NA,50,2,14,1,2,2,1,3,NA,2,1684,2416,28,14,484.85166373,1014714,733249,281465,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2053097.2,295538.25,NA,NA,2348635.45,104.38,45.1,11.98,1014714
72000,1,NA,NA,700,NA,9,2,40,50,1,20,45,2,2,1,2,2,1,2,2,2,NA,2,2,1,NA,2,NA,1,32,20,4,2,2,2,1,30,2,2,1086,3844,28,14,209.09996186,2267981,2115563,152418,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5923576.4,160038.9,NA,NA,6083615.3,84.49,31.5,2.51,2267981
385000,2,2,NA,2250,NA,12,1,55,50,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,NA,2,3,3,15,3,1000,200,100,3,1,1,1,100,5,3,2747,1416,29,14,239.38538189,19486579,19484939,1640,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,54557829.2,1722,NA,NA,54559551.2,141.71,50.61,0,19486579
67000,1,NA,NA,500,NA,12,2,48,83,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,2,NA,NA,2,2,1,183,289,20,1,1,1,1,20,2,5,2872,1500,28,14,242.08690218,4175453,4007182,NA,168271,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11220109.6,NA,169953.71,NA,11390063.31,170,62.32,NA,4175453
92000,1,NA,NA,1000,NA,12,1,35,75,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,2,NA,1,250,100,3,1,2,1,1,10,1,2,1165,3973,28,14,84.58932707,3100689,3100689,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8681929.2,NA,NA,NA,8681929.2,94.37,33.7,NA,3100689
97000,2,NA,NA,600,NA,12,2,45,50,1,100,10,2,2,1,2,2,1,2,2,2,NA,1,10,1,NA,NA,1,NA,80,0,25,1,2,1,1,15,2,4,5216,728,29,14,207.13166685,5012377,1588262,3424115,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4447133.6,3595320.75,NA,NA,8042454.35,82.91,51.67,42.58,5012377
10250,1,NA,NA,90,NA,11,2,40,8,2,NA,95,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,NA,NA,NA,NA,13,0,5,0,2,2,1,6,NA,NA,191,3971,28,14,583.35116997,349710,349710,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,979188,NA,NA,NA,979188,95.53,34.12,NA,349710
168000,2,NA,NA,600,NA,12,2,40,70,1,100,75,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,2,NA,96,0,10,1,2,1,1,1,NA,3,2244,2649,28,14,259.35186162,5759571,4042183,1717388,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11318112.4,1803257.4,NA,NA,13121369.8,78.1,34.28,13.09,5759571
25500,2,1,NA,250,NA,12,1,80,25,2,80,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,6,NA,NA,NA,NA,NA,50,0,3,1,2,1,2,13,NA,1,2711,2901,28,14,751.72654486,1112660,1112660,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3115448,NA,NA,NA,3115448,122.17,43.63,NA,1112660
182000,2,1,NA,800,NA,12,1,60,140,1,100,95,1,2,1,2,2,1,2,2,2,NA,1,12,1,NA,NA,2,NA,450,84,10,5,2,1,1,10,NA,6,6704,1034,29,14,84.055763395,10966409,5396658,5342915,226836,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,15110642.4,5610060.75,229104.36,NA,20949807.51,115.11,60.25,25.5,10966409
54000,3,1,NA,400,NA,10,2,80,25,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,5,2,2,NA,1,1,70,25,6,1,2,2,2,NA,2,3,1054,1297,28,14,196.22661191,1761736,1164161,597575,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3259650.8,627453.75,NA,NA,3887104.55,71.98,32.62,15.37,1761736
79000,4,1,NA,800,NA,12,2,40,65,1,100,65,2,2,1,2,2,1,2,2,2,NA,1,6,2,NA,NA,1,NA,145,10,6,0,2,1,1,4,1,NA,4250,1223,28,14,84.055763395,3586927,1546759,124025,1916143,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4330925.2,130226.25,1935304.43,NA,6396455.88,80.97,45.4,1.94,3586927
27000,1,NA,NA,175,NA,10,2,40,23,1,100,NA,2,2,2,1,2,2,2,2,2,NA,1,5,NA,NA,4,1,NA,38,62,6,1,1,2,2,9,NA,2,5987,246,28,14,308.205725,1375708,486930,888778,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1363404,933216.9,NA,NA,2296620.9,85.06,50.95,38.7,1375708
36000,1,NA,NA,350,NA,12,2,50,39,1,100,55,2,2,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,NA,1,180,75,20,0,2,2,1,2,NA,4,2907,2663,28,14,311.1344891,2858985,1217037,1641948,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3407703.6,1724045.4,NA,NA,5131749,142.55,79.42,32,2858985
255000,2,3,NA,2000,NA,12,1,97,130,1,100,50,1,2,1,1,2,1,2,2,2,NA,1,6,2,6,6,10,3,10,500,90,1,1,1,1,NA,4,16,6041,876,29,14,84.055763395,19407307,9838522,9568785,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,27547861.6,10047224.25,0,NA,37595085.85,147.43,76.11,25.45,19407307
150000,4,1,NA,1000,NA,10,2,43,160,1,90,20,2,2,1,1,2,2,2,2,2,NA,1,3,2,3,6,2,NA,100,350,8,1,1,2,2,24,3,4,5936,839,28,14,84.055763395,4649460,1967240,2682220,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5508272,2816331,NA,NA,8324603,55.5,31,32.22,4649460
122000,2,NA,NA,600,NA,12,2,45,77,1,100,90,2,2,1,1,2,1,2,2,2,NA,2,NA,2,1,3,2,NA,236,428,27,11,1,1,1,30,2,4,6619,722,28,14,179.59592524,3946847,1022317,2924530,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2862487.6,3070756.5,NA,NA,5933244.1,48.63,32.35,49.29,3946847
295000,2,1,NA,1500,NA,12,2,55,125,1,95,95,1,2,2,1,2,1,2,2,2,NA,1,60,3,NA,NA,12,2,338,270,100,0,1,1,1,75,3,10,4296,1398,29,14,15.945623796,18541030,9528870,8272263,739897,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,26680836,8685876.15,747295.97,NA,36114008.12,122.42,62.85,22.91,18541030
138000,4,3,NA,1500,NA,10,2,80,85,1,100,90,2,2,1,2,2,2,2,2,2,NA,1,NA,1,3,NA,3,NA,250,100,8,3,2,1,1,4,2,6,4484,1418,28,14,139.16995492,7043270,3607675,3435595,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,10101490,3607374.75,NA,NA,13708864.75,99.34,51.04,25.06,7043270
42500,1,NA,NA,500,NA,10,2,50,50,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,220,30,3,1,2,1,1,1,NA,3,2867,2173,28,14,299.39484032,1202267,973897,228370,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2726911.6,239788.5,NA,NA,2966700.1,69.8,28.29,7.7,1202267
64000,1,NA,NA,700,NA,9,2,40,62,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,3,NA,4,3,1,250,50,5,0,2,1,1,5,2,5,3161,1599,29,14,242.08690218,5283723,3196720,2087003,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8950816,2191353.15,NA,NA,11142169.15,174.1,82.56,18.73,5283723
112000,1,NA,NA,1250,NA,12,2,40,65,1,100,80,1,2,1,1,2,2,2,2,2,NA,2,NA,2,2,1,3,2,229,84,53,0,1,2,1,50,1,4,3507,1862,28,14,209.09996186,4271918,2544383,1727535,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7124272.4,1813911.75,NA,NA,8938184.15,79.81,38.14,19.33,4271918
45500,1,NA,NA,500,NA,12,2,40,40,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,1,NA,NA,NA,1,60,0,20,1,1,2,2,24,1,6,2527,2294,28,14,209.09996186,1396153,993943,402210,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2783040.4,422320.5,NA,NA,3205360.9,70.45,30.68,12.55,1396153
22500,1,NA,NA,300,NA,10,2,45,13,2,80,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,40,12,2,0,2,1,1,NA,NA,NA,1293,2714,28,14,311.1344891,2261658,1444323,817335,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4044104.4,858201.75,NA,NA,4902306.15,217.88,100.52,16.67,2261658
22000,1,NA,NA,350,NA,12,2,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,48,10,2,0,2,2,1,14,NA,2,1349,1287,28,14,316.26326145,930244,753329,176915,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2109321.2,185760.75,NA,NA,2295081.95,104.32,42.28,7.71,930244
110000,2,1,NA,700,NA,12,1,80,90,1,100,100,2,2,1,1,2,1,2,2,2,NA,2,NA,2,NA,3,2,NA,300,100,50,10,2,1,1,12,2,6,6173,511,28,14,139.16995492,6394243,4634830,1759413,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,12977524,1847383.65,NA,NA,14824907.65,134.77,58.13,11.87,6394243
92000,2,1,NA,1000,NA,12,1,39,84,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,11,2,2,NA,1,1,49,40,5,3,1,1,1,40,3,3,1037,4009,28,14,90.622000825,5393157,5393157,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,15100839.6,NA,NA,NA,15100839.6,164.14,58.62,NA,5393157
25001,1,NA,NA,150,NA,10,2,50,7,1,100,100,2,2,2,2,2,2,1,1,2,NA,1,2,NA,NA,NA,NA,NA,80,75,5,0,1,1,2,4,NA,1,4817,984,29,14,918.02992474,2763515,1332922,1430593,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3732181.6,1502122.65,NA,NA,5234304.25,209.36,110.54,27.33,2763515
69000,4,NA,NA,700,NA,10,2,45,90,1,100,NA,2,2,1,2,1,1,2,2,2,NA,1,NA,NA,1,NA,NA,NA,50,50,30,1,1,2,1,6,NA,5,3622,1221,28,14,751.72654486,6520205,1455767,4232020,832418,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4076147.6,4443621,840742.18,NA,9360510.78,135.66,94.5,45.21,6520205
99000,2,1,NA,700,NA,12,1,45,104,1,100,75,2,2,1,1,1,1,2,2,2,NA,1,NA,2,1,1,NA,1,102,157,60,5,1,1,1,1,2,2,4701,781,28,14,362.06989684,7823382,3716514,4106868,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,10406239.2,4312211.4,NA,NA,14718450.6,148.67,79.02,27.9,7823382
140000,2,1,NA,500,NA,12,1,40,35,1,100,98,1,2,1,1,2,1,2,1,2,NA,1,5,2,NA,4,5,2,100,25,7,10,1,1,1,10,3,2,5050,975,29,14,139.16995492,9921911,5333191,4588720,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14932934.8,4818156,NA,NA,19751090.8,141.08,70.87,23.23,9921911
