"SQFT","NFLOOR","NELVTR","NESLTR","EDSEAT","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","POOL","HTPOOL","RFGRES","RFGCOMPN","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TRNGRM","STDNRM","WBOARDS","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","PRUSED","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI","NGBTU_PERCENT","SUMBTU"
70000,1,NA,NA,500,NA,12,2,60,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,5,2,NA,NA,2,1,146,263,20,1,1,1,1,20,2,5,3064,1705,28,14,360.21806967,2235822,2235822,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6260301.6,NA,NA,NA,6260301.6,89.43,31.94,NA,2235822
410000,2,3,NA,2000,NA,12,1,90,220,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,10,1,NA,4,8,1,1500,700,300,0,2,1,1,NA,4,4,5528,1102,29,14,84.055763395,18876407,10339694,8536713,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,28951143.2,8963548.65,NA,NA,37914691.85,92.47,46.04,22.52,18876407
142000,1,NA,NA,600,NA,12,2,40,65,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,8,NA,1,199,10,7,3,1,1,1,6,2,4,889,3269,28,14,209.09996186,7749255,6511157,1238098,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,18231239.6,1300002.9,NA,NA,19531242.5,137.54,54.57,6.34,7749255
19000,2,NA,NA,200,NA,12,1,44,12,2,100,75,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,10,60,3,0,2,2,2,8,NA,1,4935,1029,28,14,751.72654486,823664,199029,624635,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,557281.2,655866.75,NA,NA,1213147.95,63.85,43.35,51.49,823664
48000,1,NA,NA,600,NA,12,2,60,45,1,100,90,1,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,4,NA,1,60,25,15,4,1,1,1,5,NA,3,7932,621,28,14,904.01813769,3663343,3524630,NA,138713,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,9868964,NA,140100.13,NA,10009064.13,208.52,76.32,NA,3663343
54000,1,NA,NA,400,NA,12,2,40,37,1,100,100,1,2,1,2,1,1,2,1,2,NA,1,4,1,NA,4,2,1,28,19,12,7,1,1,1,2,NA,3,4190,1610,29,14,242.08690218,2793415,1191955,1601460,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3337474,1681533,NA,NA,5019007,92.94,51.73,31.91,2793415
47500,2,1,NA,400,NA,12,2,45,57,1,100,95,2,2,1,2,2,1,2,2,2,NA,1,4,2,NA,3,2,NA,92,40,30,1,1,1,1,15,1,2,5300,778,28,14,139.16995492,3061277,1589869,NA,1471408,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,4451633.2,NA,1486122.08,NA,5937755.28,125.01,64.45,NA,3061277
480000,1,NA,NA,1750,NA,12,1,120,250,1,100,100,1,2,1,1,2,2,2,1,1,1,1,NA,2,NA,6,14,2,50,250,200,50,1,1,1,100,5,5,5305,931,29,14,21.599296197,36428567,12119052,24309515,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,33933345.6,25524990.75,NA,NA,59458336.35,123.87,75.89,40.88,36428567
230000,3,1,NA,800,NA,12,2,48,95,1,95,90,1,2,1,1,2,1,2,1,2,NA,1,2,3,NA,1,NA,1,177,25,20,9,1,1,1,50,NA,5,4179,1658,29,14,356.19828827,21234761,5496510,15728215,10036,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,15390228,16514625.75,10136.36,NA,31914990.11,138.76,92.33,49.28,21234761
38000,2,NA,NA,400,NA,9,2,40,40,1,95,90,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,40,13,4,0,1,2,2,26,1,2,2778,2243,28,14,299.39484032,1931937,1174052,757885,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3287345.6,795779.25,NA,NA,4083124.85,107.45,50.84,18.56,1931937
146000,2,1,NA,800,NA,12,1,70,100,1,100,99,1,2,1,1,2,1,2,2,2,NA,1,NA,4,NA,3,4,3,85,50,15,5,1,1,1,30,3,4,6168,1372,29,14,84.055763395,13861306,7275988,6585318,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,20372766.4,6914583.9,NA,NA,27287350.3,186.9,94.94,24.13,13861306
25500,1,NA,NA,350,NA,10,2,70,44,1,100,15,2,2,2,2,1,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,88,8,24,1,2,1,1,11,3,3,4814,1039,28,14,583.35116997,2486783,707485,1779298,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1980958,1868262.9,NA,NA,3849220.9,150.95,97.52,46.22,2486783
205000,2,1,NA,1750,NA,12,1,50,116,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,2,NA,NA,4,1,200,75,20,1,2,1,1,30,4,5,3901,1036,29,14,84.58932707,13118703,5766788,7351915,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16147006.4,7719510.75,NA,NA,23866517.15,116.42,63.99,30.8,13118703
295000,2,1,NA,2000,NA,12,1,84,194,1,100,100,1,2,1,1,2,1,2,1,2,NA,1,10,3,NA,2,10,1,635,1420,25,1,1,1,1,25,3,15,2968,2002,29,14,139.16995492,14595454,12812712,1041195,741547,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,35875593.6,1093254.75,748962.47,NA,37717810.82,127.86,49.48,2.76,14595454
46000,2,1,NA,350,NA,12,1,50,26,1,100,100,2,2,1,2,1,2,2,2,2,NA,2,NA,1,NA,2,2,1,70,60,7,2,1,1,1,2,1,NA,3576,1851,28,14,207.13166685,3030385,2745537,284848,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7687503.6,299090.4,NA,NA,7986594,173.62,65.88,3.57,3030385
52000,2,NA,NA,300,NA,9,2,40,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,3,NA,NA,1,20,40,5,3,2,1,1,20,1,2,1100,3772,28,14,311.1344891,1707594,1477174,230420,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4136087.2,241941,NA,NA,4378028.2,84.19,32.84,5.26,1707594
62000,3,1,NA,450,NA,12,2,45,50,1,100,20,2,2,1,2,2,2,2,2,2,NA,1,NA,2,NA,NA,NA,1,50,25,20,1,1,1,1,NA,1,3,4152,770,29,14,499.1203535,3458919,839448,NA,2619471,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,2350454.4,NA,2645665.71,NA,4996120.11,80.58,55.79,NA,3458919
57000,1,NA,NA,600,NA,10,1,80,42,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,150,42,7,1,2,1,1,NA,NA,3,5354,1140,28,14,271.01509096,3447617,1979202,1468415,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5541765.6,1541835.75,NA,NA,7083601.35,124.27,60.48,20.73,3447617
55000,2,NA,NA,450,NA,12,2,50,30,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,58,6,5,0,1,2,2,NA,2,1,2489,1793,28,14,356.19828827,1982420,1495340,487080,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4186952,511434,NA,NA,4698386,85.43,36.04,10.37,1982420
124000,3,2,NA,700,NA,12,1,90,80,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,2,NA,NA,100,50,4,1,1,2,1,NA,NA,1,6816,880,28,14,125.65044,9538876,4039225,5485903,13748,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11309830,5760198.15,13885.48,NA,17083913.63,137.77,76.93,32.11,9538876
76000,3,NA,NA,600,NA,12,2,35,40,1,100,NA,2,2,2,2,1,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,70,40,2,0,2,1,1,NA,NA,2,4220,1685,28,14,212.42624205,3764424,1122794,2641630,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3143823.2,2773711.5,NA,NA,5917534.7,77.86,49.53,44.64,3764424
98000,1,NA,NA,500,NA,12,2,45,56,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,NA,2,NA,3,1,1,250,72,37,0,2,1,1,56,2,2,2706,2008,28,14,73.063122805,2951654,2201559,750095,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6164365.2,787599.75,NA,NA,6951964.95,70.94,30.12,10.79,2951654
64000,3,NA,NA,225,NA,12,1,70,24,1,100,10,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,4,NA,NA,60,15,4,0,2,1,1,NA,NA,1,5263,970,28,14,825.40232224,2086704,2086704,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5842771.2,NA,NA,NA,5842771.2,91.29,32.6,NA,2086704
75000,1,NA,NA,900,NA,9,1,60,53,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,2,NA,NA,2,2,187,88,56,12,2,1,1,53,1,2,1596,3297,28,14,311.1344891,2431320,1871567,559753,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5240387.6,587740.65,NA,NA,5828128.25,77.71,32.42,9.6,2431320
74000,2,1,NA,400,NA,12,2,60,45,1,100,75,2,2,1,1,2,1,2,2,2,NA,2,NA,2,1,NA,NA,1,111,36,33,4,2,2,1,24,2,3,3556,1404,28,14,179.59592524,3706212,2144009,1562203,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6003225.2,1640313.15,NA,NA,7643538.35,103.29,50.08,20.44,3706212
65000,2,NA,NA,200,NA,12,1,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,8,NA,NA,NA,NA,NA,150,30,5,2,2,2,1,NA,NA,5,4748,1796,29,14,201.21025436,5338210,1958375,3379835,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5483450,3548826.75,NA,NA,9032276.75,138.96,82.13,37.42,5338210
136000,2,1,NA,900,NA,12,2,40,90,1,80,75,2,2,1,2,2,2,2,1,2,NA,2,NA,2,NA,4,2,1,212,1,3,0,1,2,1,10,2,3,3353,1892,29,14,139.16995492,5098800,3673127,1425673,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,10284755.6,1496956.65,NA,NA,11781712.25,86.63,37.49,12.1,5098800
215000,1,NA,NA,800,NA,12,2,40,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,30,3,NA,2,3,2,120,2,15,2,1,1,1,10,1,4,2711,2408,28,14,138.56608864,4744620,4063610,681010,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11378108,715060.5,NA,NA,12093168.5,56.25,22.07,5.63,4744620
84000,5,NA,NA,800,NA,9,2,55,125,1,100,59,2,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,6,78,NA,60,120,50,4,1,2,1,5,NA,10,3538,1474,29,14,212.42624205,9567940,1883772,80360,7603808,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5274561.6,84378,7679846.08,NA,13038785.68,155.22,113.9,0.62,9567940
88000,2,1,NA,700,NA,12,2,50,60,1,100,100,2,2,1,2,1,1,2,2,2,NA,1,3,1,NA,NA,NA,NA,280,6,10,0,2,1,1,1,NA,1,6889,788,28,14,239.38538189,4138978,1938405,2200573,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5427534,2310601.65,NA,NA,7738135.65,87.93,47.03,28.44,4138978
104000,2,1,NA,500,NA,12,2,40,81,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,5,1,NA,4,1,1,7,285,7,1,1,1,1,3,2,5,4130,1389,28,14,366.15594072,5876010,5876010,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16452828,NA,NA,NA,16452828,158.2,56.5,NA,5876010
440000,5,1,NA,3500,NA,12,1,105,298,1,100,10,1,2,1,1,1,1,2,2,1,1,1,6,5,NA,7,6,2,850,40,25,68,1,1,1,20,10,20,4721,1643,29,14,84.055763395,59548666,18878511,40670155,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,52859830.8,42703662.75,NA,NA,95563493.55,217.19,135.34,42.56,59548666
73000,1,NA,NA,700,NA,12,2,60,84,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,4,1,1,119,31,10,1,1,1,1,10,1,NA,2547,1510,28,14,160.42583102,3140065,2397247,742818,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6712291.6,779958.9,NA,NA,7492250.5,102.63,43.01,9.91,3140065
134000,1,NA,NA,900,NA,12,2,45,80,1,100,100,2,2,1,2,2,2,2,1,2,NA,1,NA,2,NA,4,2,2,150,50,20,1,1,2,1,10,3,3,1634,3223,28,14,90.622000825,5763306,4997631,765675,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,13993366.8,803958.75,NA,NA,14797325.55,110.43,43.01,5.17,5763306
61000,1,NA,NA,400,NA,12,2,40,40,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,100,40,5,2,2,1,1,NA,1,1,2321,1731,28,14,583.35116997,2168261,1228951,939310,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3441062.8,986275.5,NA,NA,4427338.3,72.58,35.55,21.22,2168261
7000,2,NA,NA,80,NA,12,2,60,6,1,100,100,2,2,2,2,1,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,25,0,6,1,2,2,2,1,NA,1,6107,971,29,14,1559.8286174,296402,120512,175890,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,337433.6,184684.5,NA,NA,522118.1,74.59,42.34,33.69,296402
230000,2,3,NA,1000,NA,12,1,50,75,1,100,95,1,2,1,1,1,2,2,2,2,NA,1,3,2,3,13,1,3,356,35,40,14,1,1,1,50,NA,5,4641,1109,28,14,84.055763395,11173557,7954208,3208763,10586,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,22271782.4,3369201.15,10691.86,NA,25651675.41,111.53,48.58,12.51,11173557
37500,2,NA,NA,250,NA,12,1,70,22,1,100,15,2,2,2,1,1,1,2,2,2,NA,1,4,NA,NA,2,1,NA,40,10,3,1,2,1,1,25,NA,2,6434,765,28,14,271.01509096,2477928,549390,1928538,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1538292,2024964.9,NA,NA,3563256.9,95.02,66.08,54.12,2477928
196000,2,1,NA,600,NA,12,2,40,94,1,100,100,1,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,12,NA,4,86,118,40,5,1,1,1,30,4,7,779,3873,28,14,138.56608864,12062937,9403779,2659158,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,26330581.2,2792115.9,NA,NA,29122697.1,148.59,61.55,9.13,12062937
37000,3,1,NA,500,NA,12,1,72,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,50,12,3,0,1,2,1,1,NA,1,6409,652,29,14,356.19828827,1341971,989473,352498,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2770524.4,370122.9,NA,NA,3140647.3,84.88,36.27,11.22,1341971
54000,2,NA,NA,450,NA,12,2,45,60,1,100,70,2,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,200,30,5,2,1,1,1,25,1,4,5554,600,28,14,583.35116997,2479865,746703,NA,1733162,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2090768.4,NA,1750493.62,NA,3841262.02,71.13,45.92,NA,2479865
23500,1,NA,NA,300,NA,12,1,60,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,5,5,0,2,2,2,2,NA,NA,833,3525,29,14,1134.749884,1879602,1802932,76670,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5048209.6,80503.5,NA,NA,5128713.1,218.24,79.98,1.49,1879602
63000,1,NA,NA,600,NA,9,2,40,62,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,3,NA,1,99,30,15,4,2,1,1,15,1,NA,1316,3314,28,14,209.09996186,1597195,1432272,164923,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4010361.6,173169.15,NA,NA,4183530.75,66.41,25.35,3.94,1597195
59000,2,1,NA,500,NA,12,1,35,25,1,100,75,2,2,1,1,2,2,2,2,2,NA,1,NA,2,4,NA,1,NA,160,20,30,0,2,1,1,23,1,3,5891,1058,28,14,362.06989684,3714393,1947703,1766690,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5453568.4,1855024.5,NA,NA,7308592.9,123.87,62.96,24.17,3714393
500001,2,1,NA,6000,NA,12,2,50,850,1,100,100,1,2,1,1,2,2,2,2,1,1,1,NA,4,NA,6,30,2,890,350,250,1,1,1,1,36,25,14,1076,3382,29,14,90.622000825,30072681,21532688,8539993,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,60291526.4,8966992.65,NA,NA,69258519.05,138.52,60.15,12.33,30072681
57000,1,NA,NA,800,NA,12,2,60,40,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,3,2,NA,NA,1,NA,76,6,21,1,1,1,1,NA,1,NA,4015,1489,28,14,179.59592524,3092882,1584799,1508083,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4437437.2,1583487.15,NA,NA,6020924.35,105.63,54.26,25.05,3092882
66000,1,NA,NA,300,NA,9,2,50,26,1,100,NA,2,2,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,6,1,125,12,18,0,2,1,1,NA,NA,3,6794,105,29,14,209.09996186,8389631,1489631,NA,NA,6900000,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4170966.8,NA,NA,8280000,12450966.8,188.65,127.12,NA,8389631
56000,1,NA,NA,175,NA,9,2,40,18,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,NA,NA,NA,1,49,70,7,2,2,1,2,15,NA,2,2722,2065,28,14,201.21025436,1986633,1215218,771415,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3402610.4,809985.75,NA,NA,4212596.15,75.22,35.48,18.31,1986633
355000,2,2,NA,2000,NA,12,1,110,167,1,100,90,1,2,1,1,2,1,2,1,2,NA,1,7,4,NA,NA,8,3,250,500,80,20,1,1,1,15,8,4,5906,744,29,14,84.055763395,21990116,8207863,13782253,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,22982016.4,14471365.65,NA,NA,37453382.05,105.5,61.94,36.8,21990116
118000,3,1,NA,600,NA,12,2,42,120,1,100,10,1,2,1,2,1,1,2,2,2,NA,1,NA,2,NA,1,2,1,155,59,45,16,1,1,1,38,2,4,6625,375,28,14,84.055763395,9643749,4517812,NA,5125937,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,12649873.6,NA,5177196.37,NA,17827069.97,151.08,81.73,NA,9643749
69000,1,NA,NA,600,NA,9,2,50,81,1,100,NA,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,125,50,20,3,1,1,1,15,2,4,6447,807,28,14,403.26234933,6682985,2504060,4178925,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7011368,4387871.25,NA,NA,11399239.25,165.21,96.85,36.66,6682985
184000,3,1,NA,1250,NA,10,1,68,100,1,100,90,2,2,1,2,2,2,2,2,2,NA,1,10,4,NA,2,9,1,200,100,80,30,1,1,1,NA,2,4,4183,1360,28,14,84.055763395,7998957,5401861,522443,2074653,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,15125210.8,548565.15,2095399.53,NA,17769175.48,96.57,43.47,2.94,7998957
35500,2,NA,NA,250,NA,9,2,40,22,1,100,30,2,2,1,2,2,2,2,2,2,NA,2,6,NA,NA,NA,NA,NA,32,0,3,4,2,1,1,3,NA,2,6699,459,28,14,308.205725,1421806,446000,NA,975806,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1248800,NA,985564.06,NA,2234364.06,62.94,40.05,NA,1421806
20000,1,NA,NA,300,NA,10,2,45,17,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,0,2,1,2,11,NA,1,2269,1265,28,14,503.86330813,994392,780577,213815,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2185615.6,224505.75,NA,NA,2410121.35,120.51,49.72,8.87,994392
83000,2,1,NA,450,NA,12,2,50,55,1,100,98,2,2,2,2,1,2,2,2,2,NA,1,NA,NA,NA,NA,1,NA,10,150,12,1,1,1,1,NA,NA,NA,5585,1020,28,14,139.16995492,8999413,5105130,3894283,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14294364,4088997.15,NA,NA,18383361.15,221.49,108.43,21.18,8999413
110000,1,NA,NA,450,NA,10,2,40,100,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,250,200,25,0,2,1,1,50,NA,4,3183,1597,29,14,138.56608864,3958549,1132419,2826130,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3170773.2,2967436.5,NA,NA,6138209.7,55.8,35.99,46.04,3958549
96000,3,2,NA,900,NA,9,1,50,45,1,50,100,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,NA,NA,1,70,200,25,0,1,1,1,30,2,3,617,3586,28,14,171.86695171,5231286,4329388,901898,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,12122286.4,946992.9,NA,NA,13069279.3,136.14,54.49,6.9,5231286
104000,1,NA,NA,700,NA,12,2,40,42,1,100,100,2,2,1,2,1,1,2,1,2,NA,1,5,2,2,5,2,1,200,3,10,3,1,1,1,32,NA,2,6158,1031,29,14,139.16995492,6462175,3518369,2902288,41518,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9851433.2,3047402.4,41933.18,NA,12940768.78,124.43,62.14,22.43,6462175
60000,1,NA,NA,900,NA,9,2,42,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,3,NA,1,NA,1,125,6,70,1,2,1,1,70,4,2,3001,1709,28,14,360.21806967,2552355,2089362,462993,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5850213.6,486142.65,NA,NA,6336356.25,105.61,42.54,7.31,2552355
30000,3,1,NA,300,NA,12,2,50,50,1,100,100,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,20,10,8,2,1,2,1,5,NA,NA,4676,1098,28,14,139.16995492,816618,816618,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2286530.4,NA,NA,NA,2286530.4,76.22,27.22,NA,816618
90000,1,NA,NA,400,NA,12,2,45,40,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,224,30,5,3,1,2,1,30,2,NA,2533,1586,28,14,366.15594072,4361983,3494628,867355,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9784958.4,910722.75,NA,NA,10695681.15,118.84,48.47,8.11,4361983
230000,1,NA,NA,700,NA,12,1,70,101,1,100,60,2,2,1,1,2,1,2,2,2,NA,1,4,2,NA,2,2,1,325,75,58,16,1,1,1,32,3,2,6665,1134,28,14,21.560340296,10154569,3363457,6371810,419302,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9417679.6,6690400.5,423495.02,NA,16531575.12,71.88,44.15,38.54,10154569
78000,1,NA,NA,600,NA,12,2,50,84,1,100,25,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,180,10,30,12,2,1,1,15,1,2,4978,695,28,14,84.58932707,4152012,954200,3078895,118917,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2671760,3232839.75,120106.17,NA,6024705.92,77.24,53.23,51.1,4152012
142000,1,NA,NA,1500,NA,12,1,80,130,1,100,80,1,2,1,1,1,2,2,2,2,NA,1,2,1,1,4,4,1,400,84,25,4,1,2,1,50,2,6,5427,1054,28,14,141.92588364,6828628,6249105,216173,363350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,17497494,226981.65,366983.5,NA,18091459.15,127.4,48.09,1.19,6828628
112000,4,1,NA,800,NA,8,2,40,65,1,95,12,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,2,1,NA,80,30,7,1,2,1,1,8,1,1,5944,694,28,14,239.38538189,4382399,993339,3389060,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2781349.2,3558513,NA,NA,6339862.2,56.61,39.13,53.46,4382399
28500,3,NA,NA,250,NA,9,2,40,25,2,100,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,4,10,14,0,2,1,2,6,NA,1,3943,1669,28,14,139.16995492,2064395,591675,1472720,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1656690,1546356,NA,NA,3203046,112.39,72.43,45.98,2064395
114000,5,NA,NA,800,NA,12,2,50,80,1,100,25,2,2,2,2,1,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,80,50,30,1,1,1,1,NA,2,3,4358,1064,28,14,139.16995492,5519947,1492474,3596623,430850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4178927.2,3776454.15,435158.5,NA,8390539.85,73.6,48.42,42.87,5519947
86000,1,NA,NA,900,NA,12,2,50,83,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,30,1,6,2,3,1,399,0,65,0,1,1,1,15,NA,3,1918,2694,28,14,209.09996186,3114777,2607914,506863,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7302159.2,532206.15,NA,NA,7834365.35,91.1,36.22,6.47,3114777
