"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","MANU","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","MCHEQP","POOL","HTPOOL","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","PRUSED","RFGSTP","RFGRSN","RFGCOMPN","RFGWIN.1","RFGOPN.1","RFGCLN.1","RFGVNN.1","LODGRM","OCCUPYP","LODOCCP","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI","NGBTU_PERCENT","SUMBTU"
500001,5,4,2,NA,12,1,168,525,1,2,100,75,1,1,1,1,2,1,2,NA,NA,1,1,9,3,50,14,29,107,20,31,6,995,24,7,3583,1384,38,18,84.055763395,64658952,39751554,24907398,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,700,9,3,50,14,700,NA,75,111304351.2,26152767.9,NA,NA,137457119.1,274.91,129.32,18.12,64658952
104000,3,1,NA,NA,12,1,168,40,1,2,98,100,2,2,1,2,2,2,2,NA,NA,1,1,2,NA,NA,4,5,9,4,5,2,NA,6,2,6697,918,38,18,15.945623796,11213164,4537441,6675723,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,125,2,NA,NA,4,125,NA,60,12704834.8,7009509.15,NA,NA,19714343.95,189.56,107.82,33.86,11213164
124000,4,1,NA,NA,12,1,168,14,1,2,100,100,1,2,2,2,2,1,2,NA,NA,1,2,NA,NA,3,6,4,6,0,5,1,98,NA,NA,3809,1477,38,18,212.42624205,3534081,2187948,1346133,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,80,NA,NA,3,6,80,NA,45,6126254.4,1413439.65,NA,NA,7539694.05,60.8,28.5,17.85,3534081
330000,7,5,NA,NA,12,1,168,20,1,2,NA,100,2,1,2,1,1,1,2,NA,NA,2,NA,2,NA,4,6,7,22,2,7,4,995,6,2,556,5651,38,18,90.622000825,19669327,10754419,8078640,836268,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,200,2,NA,4,6,200,NA,80,30112373.2,8482572,844630.68,NA,39439575.88,119.51,59.6,20.48,19669327
160000,994,4,NA,NA,12,1,168,100,1,2,100,100,2,2,1,1,2,2,2,NA,NA,2,NA,7,NA,6,12,14,20,8,20,1,995,5,3,2539,2480,38,18,17.191258213,25960121,9971761,15988360,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,7,NA,6,12,300,NA,80,27920930.8,16787778,NA,NA,44708708.8,279.43,162.25,35.76,25960121
900000,994,9,5,NA,12,1,168,75,1,2,100,80,2,1,1,1,2,1,2,NA,NA,1,1,7,NA,40,12,18,56,18,25,13,995,15,5,4623,1200,38,18,15.945623796,80575177,31175522,1248655,0,48151000,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,7,NA,40,12,500,NA,90,87291461.6,1311087.75,0,57781200,146383749.35,162.65,89.53,0.85,80575177
335000,10,3,NA,NA,12,1,168,80,1,2,100,100,2,1,2,1,2,1,2,NA,NA,1,1,5,NA,15,2,13,25,3,10,5,995,8,3,7634,892,38,18,15.945623796,30317186,14869718,15447468,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,60,5,NA,15,2,300,NA,69,41635210.4,16219841.4,0,NA,57855051.8,172.7,90.5,26.7,30317186
400000,994,4,NA,NA,12,1,168,71,1,2,85,80,2,2,1,1,2,1,2,NA,NA,2,NA,3,8,3,20,9,38,2,10,4,995,6,2,2494,1718,38,18,15.945623796,20171811,15246788,4925023,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,10,NA,3,8,3,20,400,NA,58,42691006.4,5171274.15,NA,NA,47862280.55,119.66,50.43,10.29,20171811
500001,994,14,4,NA,12,1,168,100,1,2,75,75,2,2,1,1,2,1,2,NA,NA,2,NA,7,NA,10,12,3,50,15,25,0,995,6,4,771,4855,38,18,7.5774326833,24592666,14139325,10439318,14023,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,7,NA,10,12,500,NA,60,39590110,10961283.9,14163.23,NA,50565557.13,101.13,49.19,20.65,24592666
500001,995,10,NA,NA,12,1,168,110,1,2,85,90,1,1,1,1,1,1,2,NA,NA,1,1,9,NA,NA,19,26,35,20,15,4,995,8,2,5090,1006,38,18,15.945623796,45402472,22710859,21335273,1356340,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,9,NA,NA,19,450,NA,47,63590405.2,22402036.65,1369903.4,NA,87362345.25,174.72,90.8,24.42,45402472
67000,13,2,NA,NA,12,1,168,35,1,2,100,100,1,1,2,2,2,1,2,NA,NA,2,NA,1,NA,2,2,NA,8,3,3,2,97,2,1,909,3114,38,18,90.622000825,7807012,6482302,1324710,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,100,1,NA,2,2,90,NA,64,18150445.6,1390945.5,NA,NA,19541391.1,291.66,116.52,6.78,7807012
164000,994,4,NA,NA,12,1,168,123,1,2,100,98,2,2,1,1,1,1,2,NA,NA,1,1,5,NA,17,8,6,100,10,20,12,161,4,4,8180,783,38,18,84.055763395,23444262,8710399,14733863,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,22,5,NA,17,8,150,NA,75,24389117.2,15470556.15,NA,NA,39859673.35,243.05,142.95,36.96,23444262
27000,4,1,NA,NA,12,1,168,50,1,2,100,80,2,2,1,1,2,2,2,NA,NA,2,NA,1,NA,NA,NA,4,7,0,3,1,50,7,NA,7680,774,38,18,251.02662093,3508192,1699169,1809023,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,5,45,1,NA,NA,NA,45,NA,65,4757673.2,1899474.15,NA,NA,6657147.35,246.56,129.93,27.17,3508192
235000,5,4,NA,NA,12,1,168,150,1,2,100,99,1,2,2,1,2,1,2,NA,NA,1,1,7,4,50,7,9,75,10,25,0,995,8,3,4699,1003,38,18,84.055763395,23745028,12916825,10828203,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,35,7,4,50,7,300,NA,60,36167110,11369613.15,NA,NA,47536723.15,202.28,101.04,22.78,23745028
270000,10,5,NA,NA,12,1,168,80,1,2,100,100,2,1,2,1,1,1,2,NA,NA,1,1,3,15,1,2,16,40,5,20,3,995,10,5,1070,1235,38,18,84.055763395,16068283,9152178,6233948,682157,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,300,3,15,1,2,300,NA,78,25626098.4,6545645.4,688978.57,NA,32860722.37,121.71,59.51,18.97,16068283
275000,995,6,2,NA,12,1,168,175,1,2,100,100,2,2,2,1,2,1,2,NA,NA,1,1,14,NA,2,21,23,50,4,25,8,995,6,2,5158,836,38,18,15.945623796,28199229,16529584,6799645,0,4870000,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,10,25,14,NA,2,21,350,NA,55,46282835.2,7139627.25,0,5844000,59266462.45,215.51,102.54,11.47,28199229
81000,2,NA,NA,NA,12,1,168,21,2,2,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,1,4,0,157,NA,1,4911,809,38,18,356.19828827,4874126,2037438,2836688,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,70,NA,NA,NA,NA,150,NA,60,5704826.4,2978522.4,NA,NA,8683348.8,107.2,60.17,32.67,4874126
80000,4,3,NA,NA,12,1,168,20,2,2,75,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,19,2,3,1,200,2,2,1046,1137,38,18,48.841044419,6993027,3251264,3741763,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,175,NA,NA,NA,3,175,NA,80,9103539.2,3928851.15,NA,NA,13032390.35,162.9,87.41,28.71,6993027
17500,1,NA,NA,NA,12,1,168,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,18,NA,NA,2762,2311,39,18,1779.4119781,2289528,997720,1291808,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,18,NA,NA,NA,NA,50,NA,55,2793616,1356398.4,NA,NA,4150014.4,237.14,130.83,31.13,2289528
176000,7,3,NA,NA,12,1,168,75,1,2,100,100,1,2,1,1,1,1,2,NA,NA,2,NA,4,3,4,6,9,20,1,7,2,995,9,2,91,4359,38,18,17.191258213,17998254,15548914,2449340,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,40,4,3,4,6,225,NA,68,43536959.2,2571807,0,NA,46108766.2,261.98,102.26,5.31,17998254
27000,4,1,NA,NA,12,1,168,12,2,2,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,2,7,0,4,1,72,NA,NA,1359,650,38,18,212.42624205,2496832,1076489,1420343,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,70,NA,NA,3,NA,70,NA,70,3014169.2,1491360.15,NA,NA,4505529.35,166.87,92.48,31.52,2496832
70000,2,NA,NA,NA,12,1,168,38,1,2,100,100,2,2,2,1,1,2,2,NA,NA,2,NA,3,NA,NA,NA,1,10,0,6,1,NA,2,NA,6530,990,38,18,375.89120122,8920217,5540689,3379528,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,4,3,NA,NA,NA,125,NA,83,15513929.2,3548504.4,NA,NA,19062433.6,272.32,127.43,17.73,8920217
118000,10,3,NA,NA,12,1,168,100,1,2,100,100,2,2,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,5,40,20,7,0,142,NA,NA,880,3082,38,18,48.841044419,12798172,9744634,3042815,10723,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,125,NA,NA,NA,NA,125,NA,50,27284975.2,3194955.75,10830.23,NA,30490761.18,258.4,108.46,9.98,12798172
102000,5,2,NA,NA,12,1,168,25,1,2,100,100,2,1,2,1,2,1,2,NA,NA,1,1,1,NA,6,2,5,18,0,10,2,185,2,2,5358,1557,38,18,52.146233763,11198770,6118767,5080003,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,150,1,NA,6,2,150,NA,75,17132547.6,5334003.15,NA,NA,22466550.75,220.26,109.79,22.61,11198770
81000,4,2,NA,NA,12,1,168,40,1,2,50,100,2,2,2,1,2,1,2,NA,NA,2,NA,1,NA,NA,NA,4,8,100,6,1,165,2,2,2317,451,38,18,212.42624205,6083452,2771882,3311570,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,150,NA,100,7761269.6,3477148.5,NA,NA,11238418.1,138.75,75.1,29.47,6083452
600000,995,13,NA,NA,12,1,168,300,1,2,90,90,2,2,1,2,2,1,2,NA,NA,2,NA,7,NA,NA,2,50,40,10,20,4,995,8,4,3910,1282,38,18,9.0929192199,45136921,15293768,5701153,0,24142000,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,25,7,NA,NA,2,600,NA,75,42822550.4,5986210.65,0,28970400,77779161.05,129.63,75.23,7.33,45136921
51000,3,2,NA,NA,12,1,168,15,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,3,1,0,1,0,128,2,NA,1035,2766,39,18,624.95414063,3234698,2259205,975493,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,80,NA,NA,NA,4,125,NA,61,6325774,1024267.65,NA,NA,7350041.65,144.12,63.43,13.27,3234698
55000,3,1,NA,NA,12,1,168,4,2,2,100,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,2,4,2,1,3,1,101,NA,1,2791,2163,38,18,751.72654486,5464835,2563060,2901775,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,18,NA,NA,2,2,100,NA,60,7176568,3046863.75,NA,NA,10223431.75,185.88,99.36,28.38,5464835
16000,1,NA,NA,NA,12,1,168,3,1,2,40,40,2,2,2,2,1,2,2,NA,NA,2,NA,NA,NA,NA,1,1,0,0,NA,0,40,NA,1,2420,2244,39,18,484.85166373,1294376,635608,658768,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,40,NA,60,1779702.4,691706.4,NA,NA,2471408.8,154.46,80.9,26.66,1294376
270000,12,4,NA,NA,12,1,168,60,1,2,100,100,2,2,2,1,2,2,2,NA,NA,1,1,3,1,NA,12,13,30,0,18,1,995,3,2,4126,1451,38,18,84.055763395,23792944,14423363,8681238,688343,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,3,1,NA,12,350,NA,72,40385416.4,9115299.9,695226.43,NA,50195942.73,185.91,88.12,17.29,23792944
44000,4,1,NA,NA,12,1,168,13,1,2,100,100,2,2,2,2,1,2,2,NA,NA,2,NA,NA,NA,2,3,2,5,2,3,1,75,NA,NA,1453,2296,38,18,392.2691563,2132851,1162073,970778,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,70,NA,NA,2,3,70,NA,44,3253804.4,1019316.9,NA,NA,4273121.3,97.12,48.47,22.72,2132851
71000,4,2,NA,NA,12,1,168,34,1,2,100,100,2,1,2,2,2,2,2,NA,NA,1,1,1,1,7,3,4,7,0,5,1,126,3,NA,2877,1982,38,18,212.42624205,4187151,1879671,2307480,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,125,1,1,7,3,125,NA,84,5263078.8,2422854,NA,NA,7685932.8,108.25,58.97,30.02,4187151
800000,13,10,2,NA,12,1,168,110,1,2,100,100,1,1,2,1,2,1,2,NA,NA,1,1,28,1,27,12,21,65,22,58,4,995,11,7,2433,1672,38,18,23.717553485,71385485,35821049,33560858,2003578,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,28,1,27,12,500,NA,70,100298937.2,35238900.9,2023613.78,NA,137561451.88,171.95,89.23,24.4,71385485
10750,2,NA,NA,NA,12,1,168,6,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,0,1,0,33,NA,NA,6274,956,39,18,499.1203535,1616579,464786,1151793,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,30,NA,NA,NA,NA,30,NA,60,1301400.8,1209382.65,NA,NA,2510783.45,233.56,150.38,45.87,1616579
6000,2,NA,NA,NA,12,1,168,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,0,22,1,NA,1261,739,39,18,356.19828827,490818,372225,118593,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,22,NA,NA,NA,NA,21,NA,60,1042230,124522.65,NA,NA,1166752.65,194.46,81.8,10.16,490818
700000,994,9,2,NA,12,1,168,75,1,2,100,100,2,1,1,1,1,1,2,NA,NA,2,NA,17,NA,24,NA,25,66,12,20,6,995,6,4,2064,2491,38,18,90.622000825,44893019,24695906,20197113,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,250,17,NA,24,NA,500,NA,58,69148536.8,21206968.65,0,NA,90355505.45,129.08,64.13,22.35,44893019
250000,5,5,NA,NA,12,1,168,250,1,2,100,100,1,2,1,1,2,2,2,NA,NA,1,1,5,2,6,12,4,36,2,12,2,995,22,12,6891,701,38,18,19.690263031,38306030,26917050,11388980,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,6,300,5,2,6,12,300,NA,65,75367740,11958429,NA,NA,87326169,349.3,153.22,13.04,38306030
29000,3,1,NA,NA,12,1,168,9,1,2,100,100,2,2,2,2,1,1,2,NA,NA,2,NA,NA,NA,3,3,3,6,0,5,1,72,3,NA,1367,2642,38,18,259.35186162,2254229,1555179,699050,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,1,NA,NA,3,3,70,NA,70,4354501.2,734002.5,NA,NA,5088503.7,175.47,77.73,13.74,2254229
88000,3,2,NA,NA,12,1,168,21,1,2,100,100,2,1,2,1,2,1,2,NA,NA,2,NA,NA,NA,10,3,7,6,5,7,3,167,1,2,2585,1564,38,18,139.16995492,5792495,2996807,2795688,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,150,NA,NA,10,3,150,NA,67,8391059.6,2935472.4,NA,NA,11326532,128.71,65.82,24.68,5792495
600000,13,7,2,NA,12,1,168,80,1,2,100,100,2,2,1,1,2,1,2,NA,NA,1,1,2,1,10,11,16,30,4,20,6,995,7,3,4856,1181,38,18,15.945623796,33590442,23387284,10203158,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,2,1,10,11,400,NA,70,65484395.2,10713315.9,0,NA,76197711.1,127,55.98,13.39,33590442
46000,2,NA,NA,NA,12,1,168,50,1,2,70,80,2,2,1,1,2,1,2,NA,NA,2,NA,2,NA,NA,3,4,12,0,6,1,160,NA,1,1661,1076,38,18,356.19828827,8728080,2588330,6139750,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,2,2,NA,NA,3,125,NA,75,7247324,6446737.5,NA,NA,13694061.5,297.7,189.74,44.84,8728080
110000,6,4,NA,NA,12,1,168,50,1,2,100,100,1,2,1,1,2,1,2,NA,NA,1,1,2,NA,NA,5,10,31,0,16,3,995,3,3,2162,2755,38,18,90.622000825,19537602,12240093,7015408,282101,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,10,2,NA,NA,5,250,NA,65,34272260.4,7366178.4,284922.01,NA,41923360.81,381.12,177.61,16.73,19537602
124000,4,2,2,NA,12,1,168,15,1,2,100,100,1,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,2,1,11,0,4,1,175,2,1,1236,1132,38,18,212.42624205,5065337,2459684,2605653,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,95,NA,NA,NA,NA,2,150,NA,85,6887115.2,2735935.65,NA,NA,9623050.85,77.61,40.85,27.08,5065337
56000,11,2,NA,NA,12,1,168,13,1,2,100,100,2,1,2,2,2,2,2,NA,NA,2,NA,1,NA,5,3,4,6,1,4,1,135,NA,1,3420,1984,38,18,139.16995492,8648186,4395325,4113735,139126,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,1,NA,5,3,125,NA,75,12306910,4319421.75,140517.26,NA,16766849.01,299.41,154.43,24.53,8648186
29000,3,1,NA,NA,12,1,168,6,1,2,100,80,2,2,2,2,1,2,2,NA,NA,1,1,NA,NA,NA,1,NA,2,15,2,1,60,1,NA,4923,1047,38,18,751.72654486,1907268,1077735,829533,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,NA,NA,NA,NA,1,60,NA,70,3017658,871009.65,NA,NA,3888667.65,134.09,65.77,21.33,1907268
290000,10,7,NA,NA,12,1,168,20,1,2,100,100,2,1,2,1,2,2,2,NA,NA,1,1,2,NA,NA,13,16,10,0,4,1,995,2,NA,3524,1680,38,18,17.175886383,20331614,14186352,5406465,738797,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,300,2,NA,NA,13,300,NA,80,39721785.6,5676788.25,746184.97,NA,46144758.82,159.12,70.11,11.72,20331614
190000,13,4,NA,NA,12,1,168,50,1,2,100,100,2,2,1,1,2,1,2,NA,NA,2,NA,3,12,NA,12,15,24,3,8,1,995,2,3,3379,1687,38,18,84.055763395,17952395,10910030,7025043,17322,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,70,3,12,NA,12,250,NA,75,30548084,7376295.15,17495.22,NA,37941874.37,199.69,94.49,18.52,17952395
61000,4,2,NA,NA,12,1,168,12,1,2,100,95,2,2,2,2,1,2,2,NA,NA,1,1,NA,NA,NA,3,3,7,90,7,1,85,2,1,5999,196,38,18,125.65044,3088840,1506650,1582190,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,90,NA,NA,NA,3,90,NA,91,4218620,1661299.5,NA,NA,5879919.5,96.39,50.64,26.91,3088840
134000,4,1,NA,NA,12,1,168,15,1,2,100,50,2,2,1,2,2,1,2,NA,NA,2,NA,1,NA,NA,5,5,6,1,3,0,143,3,NA,7646,154,38,18,239.38538189,8442091,3013588,5428503,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,150,1,NA,NA,5,150,NA,46,8438046.4,5699928.15,NA,NA,14137974.55,105.51,63,38.4,8442091
172000,3,2,NA,NA,12,1,168,33,1,2,100,100,2,2,2,2,1,1,2,NA,NA,2,NA,NA,NA,3,7,6,12,0,10,1,995,NA,1,3382,1787,38,18,84.055763395,8599525,4916085,3683440,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,70,NA,NA,3,7,200,NA,78,13765038,3867612,NA,NA,17632650,102.52,50,20.89,8599525
80000,2,2,NA,NA,12,1,168,38,1,2,100,100,2,2,1,1,2,2,2,NA,NA,2,NA,NA,NA,5,2,4,8,1,7,3,141,4,1,5576,1184,38,18,84.055763395,3999451,2270993,1728458,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,50,NA,NA,5,2,125,NA,100,6358780.4,1814880.9,NA,NA,8173661.3,102.17,49.99,21.15,3999451
9400,3,NA,NA,NA,12,1,168,4,2,2,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,24,NA,NA,3832,1919,38,18,499.1203535,491976,491976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,24,NA,65,1377532.8,NA,NA,NA,1377532.8,146.55,52.34,NA,491976
70000,2,NA,NA,NA,12,1,168,20,1,2,100,100,2,2,2,1,2,1,2,NA,NA,2,NA,1,2,NA,3,NA,12,2,8,1,126,1,NA,4783,1047,38,18,84.055763395,6074091,3172931,2901160,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,125,1,2,NA,3,125,NA,70,8884206.8,3046218,NA,NA,11930424.8,170.43,86.77,24.32,6074091
32000,3,2,NA,NA,12,1,168,15,1,2,100,90,2,2,2,2,1,2,2,NA,NA,2,NA,NA,NA,5,1,NA,7,8,5,1,40,NA,3,4168,1391,38,18,751.72654486,1226866,1002698,224168,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,8,4,NA,NA,5,1,35,NA,60,2807554.4,235376.4,NA,NA,3042930.8,95.09,38.34,7.37,1226866
53000,4,2,NA,NA,12,1,168,15,1,2,100,98,2,2,2,2,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,8,0,5,1,104,NA,1,2803,1699,38,18,139.16995492,3809402,2241664,1567738,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,94,NA,NA,NA,NA,NA,90,NA,85,6276659.2,1646124.9,NA,NA,7922784.1,149.49,71.88,19.79,3809402
40000,3,1,NA,NA,12,1,168,20,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,6,1,3,1,90,NA,NA,2507,687,38,18,239.38538189,1951606,1951606,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,90,NA,NA,NA,3,90,NA,75,5464496.8,NA,NA,NA,5464496.8,136.61,48.79,NA,1951606
42000,3,1,NA,NA,12,1,168,15,1,2,100,100,2,2,2,2,1,1,2,NA,NA,1,1,NA,NA,6,3,3,6,0,5,1,86,NA,NA,7451,605,38,18,239.38538189,5783717,2540207,3243510,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,80,NA,NA,6,3,80,NA,85,7112579.6,3405685.5,NA,NA,10518265.1,250.43,137.71,30.84,5783717
75000,4,2,NA,NA,12,1,168,30,1,2,100,100,2,1,2,2,2,2,2,NA,NA,1,1,NA,NA,4,NA,4,12,0,12,1,995,NA,1,6592,788,38,18,139.16995492,8626052,5043062,3582990,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,4,NA,150,NA,83,14120573.6,3762139.5,NA,NA,17882713.1,238.44,115.01,20.04,8626052
700000,14,12,6,NA,12,1,168,300,1,2,100,100,2,2,1,1,2,1,2,NA,NA,1,1,10,5,25,2,16,80,25,30,12,995,12,6,3232,1836,38,18,23.717553485,56146862,28322575,26011938,1812349,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,40,10,5,25,2,800,NA,79,79303210,27312534.9,1830472.49,NA,108446217.39,154.92,80.21,23.99,56146862
330000,6,6,NA,NA,12,1,168,100,1,2,90,90,2,1,1,1,1,1,2,NA,NA,2,NA,3,NA,1,6,7,50,0,10,2,995,6,3,223,3627,38,18,90.622000825,22025874,15194912,5991945,839017,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,3,NA,1,6,300,NA,71,42545753.6,6291542.25,847407.17,NA,49684703.02,150.56,66.75,12.06,22025874
400000,994,7,NA,NA,12,1,168,110,1,2,80,80,2,1,1,1,2,2,2,NA,NA,1,1,7,NA,16,1,16,30,10,12,1,995,10,6,1771,470,38,18,23.717553485,25561511,15433486,10128025,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,500,7,NA,16,1,500,NA,78,43213760.8,10634426.25,NA,NA,53848187.05,134.62,63.9,18.81,25561511
144000,8,4,NA,NA,12,1,168,25,1,2,100,100,2,2,1,1,2,2,2,NA,NA,1,1,5,NA,6,8,8,14,2,14,2,995,4,2,5674,862,38,18,207.13166685,12968633,7507250,5447773,13610,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,100,5,NA,6,8,175,NA,75,21020300,5720161.65,13746.1,NA,26754207.75,185.79,90.06,20.36,12968633
