"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI","SiteEnergy","SourceEnergy"
181022,100,56,2,19,155,153,100,58.4,19.6,3548031.2,10571684.8
63255,100,33,1,19,74,72,65,118.8,60.7,3839578.5,7514694
68443,100,110,1,11,19,17,NA,159.5,91.3,6248845.9,10916658.5
55192,100,97,1,12,12,0,NA,109.1,58.7,3239770.4,6021447.2
102017,100,32,1,11,43,41,38,143.2,71.1,7253408.7,14608834.4
49624,100,97,1,8,8,6,NA,118.7,50.2,2491124.8,5890368.8
52396,100,114,1,8,16,14,1,203.3,84.5,4427462,10652106.8
105660,100,107,1,12,54,53,69,115.1,70.3,7427898,12161466
98231,100,11,1,17,51,48,18,163.3,60.4,5933152.4,16041122.3
155597,100,104,1,13,125,123,13,175,70,10891790,27229475
72507,100,59,1,13,77,74,NA,189.7,90.9,6590886.3,13754577.9
230165,100,31,1,27,261,258,NA,230.2,138.6,31900869,52983983
60609,100,104,1,12,44,43,8,180.8,84.4,5115399.6,10958107.2
136754,100,106,1,12,135,134,21,158.3,84.7,11583063.8,21648158.2
361635,100,32,1,29,425,423,23,163,97.9,35404066.5,58946505
58033,100,110,1,12,21,20,83,103.3,61.9,3592242.7,5994808.9
195000,100,9,2,51,64,63,1,213.6,101.5,19792500,41652000
121450,90,30,1,41,127,119,NA,124.1,62.6,7602770,15071945
154000,100,87,1,13,138,134,83,99.6,66.6,10256400,15338400
47854,100,32,1,14,33,31,NA,235.9,116.4,5570205.6,11288758.6
59409,100,5,1,20,47,46,33,143.4,50.2,2982331.8,8519250.6
49409,100,94,1,8,61,56,33,150.9,61,3013949,7455818.1
84284,100,100,1,16,57,56,5,205.4,81.8,6894431.2,17311933.6
196543,100,12,1,55,139,138,21,148.2,62.4,12264283.2,29127672.6
171581,100,9,1,34,141,141,NA,145.1,60.8,10432124.8,24896403.1
114745,100,79,1,12,111,102,53,126.3,80.2,9202549,14492293.5
76430,100,95,1,19,43,40,22,149.7,76.4,5839252,11441571
91500,100,103,1,13,95,92,56,121.9,81.5,7457250,11153850
111207,100,105,1,12,119,118,9,156.9,94.5,10509061.5,17448378.3
311564,100,12,1,41,252,250,NA,130.5,46.9,14612351.6,40659102
286400,100,105,1,21,367,364,1,241.7,129.9,37203360,69222880
103167,95,10,2,36,111,110,NA,158.3,82.5,8511277.5,16331336.1
221098,100,85,1,26,275,268,29,155.6,93.7,20716882.6,34402848.8
64725,100,93,1,16,67,64,96,111,76.7,4964407.5,7184475
190512,100,79,1,15,167,166,NA,98.6,60.2,11468822.4,18784483.2
65598,100,38,1,17,58,58,51,127.9,69.8,4578740.4,8389984.2
126844,100,62,1,13,136,122,77,107,65.2,8270228.8,13572308
87891,100,78,1,20,102,96,NA,139.3,96.7,8499059.7,12243216.3
236325,100,62,1,20,241,237,85,114.1,74.3,17558947.5,26964682.5
122295,100,68,1,13,119,108,83,105.9,62.8,7680126,12951040.5
46830,100,97,1,10,44,40,76,121,74.4,3484152,5666430
64660,100,32,1,22,40,40,3,179.4,88.7,5735342,11600004
99910,100,12,1,33,95,94,36,134.6,83.5,8342485,13447886
141251,100,91,1,19,160,153,73,110.7,68.7,9703943.7,15636485.7
208187,100,65,1,15,200,198,NA,109.2,64.4,13407242.8,22734020.4
89453,100,105,1,14,69,66,2,199.7,91.2,8158113.6,17863764.1
92697,100,65,1,12,101,100,75,109.9,70.7,6553677.9,10187400.3
129565,100,77,1,17,132,131,69,111.2,70.8,9173202,14407628
