"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI","SiteEnergy","SourceEnergy"
254356,40,50,1,11,2,0,99,66.7,21.2,5392347.2,16965545.2
94537,90,108,1,9,2,0,97,102.7,61.9,5851840.3,9708949.9
183297,100,91,1,8,2,0,91,130,62.3,11419403.1,23828610
224016,40,55,1,12,5,0,98,85.7,36.2,8109379.2,19198171.2
309952,100,102,2,12,31,0,NA,101.3,32.2,9980454.4,31398137.6
922927,100,12,1,32,2,0,100,74.1,40.8,37655421.6,68388890.7
871546,100,26,1,23,1,0,64,224.2,93.1,81140932.6,195400613.2
80250,90,96,1,5,13,0,NA,178.4,65.9,5288475,14316600
193125,100,58,1,18,31,0,93,125.1,39.8,7686375,24159937.5
159457,100,97,1,6,1,0,49,222.9,109.9,17524324.3,35542965.3
67600,100,97,2,7,1,0,NA,248.3,93.1,6293560,16785080
202998,100,45,1,7,2,0,NA,384.2,122.4,24846955.2,77991831.6
305653,100,97,1,12,37,36,NA,40.8,13,3973489,12470642.4
361646,80,31,1,19,13,0,NA,266.8,138.2,49979477.2,96487152.8
47549,100,55,1,6,5,0,25,231.7,94,4469606,11017103.3
54300,100,88,1,15,15,0,NA,298,186.7,10137810,16181400
249000,65,64,1,14,16,0,87,157.4,145.4,36204600,39192600
293137,100,87,1,29,1,0,89,170.6,84.6,24799390.2,50009172.2
346071,100,89,1,37,102,0,76,198.4,85.5,29589070.5,68660486.4
135345,100,97,1,14,55,0,57,222,107.3,14522518.5,30046590
76916,100,91,1,14,2,0,75,140.3,67.8,5214904.8,10791314.8
110000,100,100,1,23,60,0,87,140.2,76.9,8459000,15422000
65321,100,95,1,12,22,0,79,151,65.6,4285057.6,9863471
79990,100,104,1,13,46,0,NA,250.1,99.3,7943007,20005499
73000,100,49,7,4,4,0,96,95.6,30.4,2219200,6978800
28635,100,107,1,3,16,0,91,51.4,27.6,790326,1471839
10103,100,97,1,3,1,0,62,95.5,47.9,483933.7,964836.5
49694,100,49,1,4,1,0,80,145,75.2,3736988.8,7205630
52010,100,97,1,4,22,0,98,79.3,41.2,2142812,4124393
73132,100,107,1,3,24,0,96,97.3,41.2,3013038.4,7115743.6
21413,100,97,1,7,132,131,22,261.6,143.7,3077048.1,5601640.8
8425,100,8,1,5,29,27,88,93.3,29.7,250222.5,786052.5
9134,100,92,1,9,0,0,NA,81.3,56.3,514244.2,742594.2
28000,100,92,1,5,1,0,83,80.4,49.5,1386000,2251200
5000,100,35,1,8,152,152,44,134.2,91.5,457500,671000
3961,100,15,1,7,27,23,NA,122.8,58,229738,486410.8
105962,100,79,1,6,132,132,83,118.3,86.1,9123328.2,12535304.6
214845,100,87,7,8,0,0,NA,214,92,19765740,45976830
58883,100,80,2,6,92,92,NA,116.6,44.3,2608516.9,6865757.8
63000,100,18,1,2,2,0,55,215.3,86.3,5436900,13563900
7750,100,33,1,7,151,151,73,115.4,71.9,557225,894350
118000,100,8,1,6,2,0,100,61.7,36.6,4318800,7280600
1709,100,39,2,6,150,0,NA,121.4,76.2,130225.8,207472.6
398702,100,110,1,14,2,0,NA,334.4,111.6,44495143.2,133325948.8
633686,100,102,4,10,6,0,37,299.7,113.8,72113466.8,189915694.2
1200,100,6,1,9,46,45,NA,97,40.8,48960,116400
323043,100,44,1,7,8,0,32,385.3,210.1,67871334.3,124468467.9
5754,100,15,1,6,43,40,84,84.8,33.7,193909.8,487939.2
4365,100,89,1,4,57,48,NA,107.3,49.7,216940.5,468364.5
8355,100,103,1,8,77,75,83,97.2,38.4,320832,812106
104200,100,86,1,3,3,0,100,64.9,31.2,3251040,6762580
57500,100,47,1,2,3,0,99,59.8,19,1092500,3438500
52088,100,104,1,5,68,0,95,74.4,23.7,1234485.6,3875347.2
23500,100,49,1,2,1,0,84,65.1,38.7,909450,1529850
24556,100,66,1,1,1,0,53,118.6,53.7,1318657.2,2912341.6
15000,100,50,1,2,7,0,66,74,25.3,379500,1110000
5000,100,59,1,1,1,0,23,127.3,89.4,447000,636500
64000,100,77,1,4,2,0,98,78.6,40.8,2611200,5030400
125000,100,86,2,4,86,86,100,46.6,33.6,4200000,5825000
20000,100,86,1,4,4,0,74,62,29.6,592000,1240000
84000,100,87,1,4,1,0,88,123.9,58,4872000,10407600
5800,100,10,1,7,92,88,98,74.3,51.5,298700,430940
2200,100,8,1,7,60,59,NA,130.6,82.4,181280,287320
8400,100,86,1,4,25,24,NA,60.2,19.2,161280,505680
10600,100,9,1,5,53,52,99,74.7,38.9,412340,791820
44300,100,86,1,2,10,0,NA,109.1,43.2,1913760,4833130
5000,100,57,1,1,1,0,NA,175.7,64.1,320500,878500
26800,100,41,2,9,264,264,NA,168.3,115.2,3087360,4510440
7000,100,27,1,1,1,0,NA,77.8,47.6,333200,544600
15000,100,60,1,1,1,0,NA,60.8,22.5,337500,912000
7020,100,51,6,9,552,550,NA,153.3,107.8,756756,1076166
2126,100,6,1,6,61,59,NA,111.2,60.4,128410.4,236411.2
2126,100,4,1,6,61,59,NA,136.3,70.1,149032.6,289773.8
14000,100,67,1,6,2,0,38,166.6,60.9,852600,2332400
46435,100,97,1,4,47,47,62,136.4,99.1,4601708.5,6333734
2430,100,55,1,7,160,160,NA,143.8,96.6,234738,349434
70222,100,4,1,4,7,0,70,173.2,71.4,5013850.8,12162450.4
1021,100,94,1,6,60,60,NA,145.8,106.8,109042.8,148861.8
68336,100,85,1,6,72,72,72,118.6,87.2,5958899.2,8104649.6
3600,100,80,1,6,59,58,NA,88,61.4,221040,316800
23000,100,10,1,5,1,0,52,160.6,64.3,1478900,3693800
265220,100,98,1,6,136,0,82,116.8,50.8,13473176,30977696
147520,90,69,1,3,2,0,78,173.4,60.9,8983968,25579968
3800,100,78,1,6,63,63,NA,126.2,92,349600,479560
2100,100,86,1,6,65,65,NA,87.9,61.8,129780,184590
97800,100,64,1,4,3,0,49,249.6,108.8,10640640,24410880
81000,100,25,1,3,1,0,48,243.7,86,6966000,19739700
74500,90,27,1,7,8,0,20,290.8,116.7,8694150,21664600
10538,100,10,1,7,36,32,37,133.8,64.2,676539.6,1409984.4
43000,100,21,1,4,2,0,99,84.4,42,1806000,3629200
132913,100,53,1,6,121,119,74,130.8,91.9,12214704.7,17385020.4
3000,100,72,1,6,60,60,NA,103.4,73.3,219900,310200
49052,100,78,1,6,48,48,82,112.2,87.5,4292050,5503634.4
60865,100,5,2,3,1,0,82,143.3,64.1,3901446.5,8721954.5
57893,100,53,1,6,84,84,65,144.6,110.2,6379808.6,8371327.8
12721,100,44,1,4,2,0,33,148.1,79.3,1008775.3,1883980.1
63205,100,86,1,2,4,0,54,204.7,94.9,5998154.5,12938063.5
18021,100,87,1,2,8,0,NA,314.1,120.9,2178738.9,5660396.1
61593,100,54,1,6,65,65,100,55,25.9,1595258.7,3387615
70723,100,76,1,6,78,78,82,118.8,86.8,6138756.4,8401892.4
2708,100,62,1,6,78,74,NA,100.1,72,194976,271070.8
52985,100,56,1,1,16,0,3,453.2,144.3,7645735.5,24012802
36886,100,77,2,3,2,0,NA,141.8,53.8,1984466.8,5230434.8
52720,100,46,1,2,2,0,69,173.5,74.3,3917096,9146920
25250,100,50,1,1,6,0,50,128,69.6,1757400,3232000
66800,100,68,1,3,6,0,85,119.2,52.4,3500320,7962560
29240,100,13,1,2,2,0,89,78.4,31.3,915212,2292416
199365,100,33,1,10,8,0,94,124.8,46.3,9230599.5,24880752
50000,100,101,1,4,4,0,98,44.8,19.9,995000,2240000
23000,100,52,1,3,1,0,60,147.4,72.3,1662900,3390200
1710,100,55,1,2,1,0,NA,66.4,45.6,77976,113544
2700,100,63,1,7,70,68,NA,83.8,56.6,152820,226260
292145,95,98,1,6,2,0,73,194.5,78.4,22904168,56822202.5
444606,90,102,1,8,13,0,70,202.9,77.8,34590346.8,90210557.4
102900,100,96,1,6,1,0,99,81.9,26.1,2685690,8427510
25500,100,62,1,2,1,0,NA,82.1,48.3,1231650,2093550
225800,100,103,2,5,5,0,29,265.1,102.7,23189660,59859580
33000,100,66,1,6,6,0,NA,131.3,89.1,2940300,4332900
31831,100,86,2,4,10,0,NA,61.6,31.3,996310.3,1960789.6
301000,100,31,1,3,1,0,89,141.1,65,19565000,42471100
103800,100,76,1,2,3,0,NA,242.9,111.8,11604840,25213020
5500,0,53,1,1,1,0,84,51.6,31.7,174350,283800
111422,100,86,1,8,3,0,NA,232.7,112.4,12523832.8,25927899.4
8540,100,74,1,2,2,0,55,129.9,51.6,440664,1109346
216300,100,53,1,4,6,0,100,33.7,24.7,5342610,7289310
633226,100,94,1,5,4,0,73,194.2,68.4,43312658.4,122972489.2
64358,30,86,1,1,1,0,99,46.9,34.5,2220351,3018390.2
9626,100,63,1,2,1,0,75,63.2,40.4,388890.4,608363.2
96000,50,86,1,2,1,0,81,102.1,41.7,4003200,9801600
22270,100,45,2,2,1,0,NA,131.4,78.2,1741514,2926278
113320,95,57,6,3,62,0,96,86.9,59.6,6753872,9847508
124956,100,87,1,5,1,0,96,108.2,42.7,5335621.2,13520239.2
119990,100,97,1,4,12,0,92,118.1,74,8879260,14170819
112589,100,95,1,7,6,0,77,131.6,51.9,5843369.1,14816712.4
79200,100,104,1,5,1,0,95,83.6,41.3,3270960,6621120
54500,100,67,1,2,20,0,37,248.7,95.5,5204750,13554150
693906,80,16,2,7,1,0,NA,154.7,56.1,38928126.6,107347258.2
651066,100,6,1,22,1,0,75,212.7,77.1,50197188.6,138481738.2
52000,45,99,1,4,4,0,73,142.7,72.7,3780400,7420400
80000,100,52,1,4,4,0,78,161.9,73,5840000,12952000
275252,100,12,1,16,1,0,82,219.3,83.8,23066117.6,60362763.6
124000,100,91,1,3,1,0,90,133.9,64.5,7998000,16603600
86250,100,7,2,4,1,0,20,259.3,105.6,9108000,22364625
20805,100,86,1,3,1,0,NA,255.9,94.5,1966072.5,5323999.5
140000,100,107,1,6,16,0,82,148.7,76.8,10752000,20818000
69000,100,57,1,5,10,0,97,93.4,49.7,3429300,6444600
153603,100,101,2,5,1,0,NA,272.1,106,16281918,41795376.3
10000,100,7,1,7,91,81,54,139.5,57,570000,1395000
37182,100,5,1,10,1,0,43,217.7,69.6,2587867.2,8094521.4
57820,100,103,1,2,5,0,62,192.6,78.9,4561998,11136132
65904,100,87,1,6,9,0,27,286.2,115.7,7625092.8,18861724.8
25500,100,66,1,2,17,0,NA,59.2,27.8,708900,1509600
17975,100,59,1,2,1,0,57,82.6,61.1,1098272.5,1484735
19540,100,50,1,2,1,0,85,47.3,33.6,656544,924242
8000,100,31,1,1,6,0,NA,58.2,29.9,239200,465600
105500,85,86,1,2,3,0,98,67,22.6,2384300,7068500
54000,100,48,1,15,208,208,13,227.9,144,7776000,12306600
5000,100,52,1,1,1,0,1,242.5,163.1,815500,1212500
58136,100,9,1,2,1,0,87,134.1,74,4302064,7796037.6
113000,100,16,2,2,2,0,NA,65.3,20.8,2350400,7378900
14287,100,62,1,2,8,0,58,82,54.3,775784.1,1171534
26629,90,58,3,2,29,0,52,382.1,124.1,3304658.9,10174940.9
2548,100,86,1,6,60,57,NA,165.4,127.6,325124.8,421439.2
3600,100,55,1,6,90,89,NA,103.9,70.6,254160,374040
30658,100,22,1,9,36,0,NA,140.8,57.9,1775098.2,4316646.4
112588,100,84,1,9,17,0,91,162.2,63.5,7149338,18261773.6
64465,100,54,4,6,96,0,8,340.7,168.7,10875245.5,21963225.5
224338,100,51,1,6,1,0,58,243.9,115.5,25911039,54716038.2
17434,100,30,1,16,159,112,43,173.9,103.5,1804419,3031772.6
146343,100,56,1,13,110,108,65,150.3,75.1,10990359.3,21995352.9
74575,100,66,1,6,106,105,91,106.3,76.9,5734817.5,7927322.5
8952,100,51,1,13,120,120,100,59.5,35.3,316005.6,532644
5000,100,67,1,6,60,55,81,101.5,71.7,358500,507500
6000,100,52,1,31,410,405,8,173.9,128.3,769800,1043400
22686,100,51,1,14,119,119,NA,166.6,125.9,2856167.4,3779487.6
80860,100,55,1,6,0,0,52,169.6,120.6,9751716,13713856
389318,100,35,1,16,136,0,87,154.1,62.2,24215579.6,59993903.8
20000,100,21,1,8,123,122,98,72.9,48.5,970000,1458000
9190,100,65,1,2,1,0,67,35.5,22.4,205856,326245
5570,100,58,1,1,1,0,41,117.4,62.2,346454,653918
9018,100,50,1,1,1,0,77,61.4,35.6,321040.8,553705.2
18381,100,51,2,1,1,0,36,186.7,89,1635909,3431732.7
19460,100,60,1,2,2,0,93,88.8,51.2,996352,1728048
8520,100,51,1,1,1,0,13,152.8,127.6,1087152,1301856
10000,100,54,1,1,1,0,54,50,46.5,465000,5e+05
6000,100,77,1,1,1,0,49,247,78.7,472200,1482000
69500,100,32,1,1.5,1,0,88,92.3,75.4,5240300,6414850
46760,100,27,1,1,1,0,89,67,30.5,1426180,3132920
1200,100,78,1,6,60,60,NA,103.9,73.6,88320,124680
41478,100,76,1,6,66,66,94,83.9,61,2530158,3480004.2
3074,100,66,1,6,60,60,NA,84.5,69.5,213643,259753
3419,100,78,1,6,83,66,NA,111.2,73.9,252664.1,380192.8
31725,100,20,1,2,8,0,NA,113,44.1,1399072.5,3584925
13885,100,76,1,2,52,0,NA,274.7,114.7,1592609.5,3814209.5
81411,100,87,1,9,12,0,58,382.2,225.5,18358180.5,31115284.2
2000,100,42,1,12,125,121,NA,125.3,82.7,165400,250600
63675,100,97,1,6,85,85,84,118.2,88.5,5635237.5,7526385
2622,100,78,1,6,50,39,NA,107.8,79.4,208186.8,282651.6
371000,100,28,1,12,58,0,74,217.5,79.2,29383200,80692500
37500,100,25,1,4,2,0,42,252.6,115.3,4323750,9472500
61709,100,57,1,27,422,375,77,114.8,67.2,4146844.8,7084193.2
2000,100,88,3,2,1,0,NA,69.2,47.4,94800,138400
207464,100,44,2,3,18,0,NA,150.9,66.5,13796356,31306317.6
6000,100,47,1,1,1,0,55,81.5,52.2,313200,489000
149000,100,73,5,3,1,0,68,234.9,111.2,16568800,35000100
54574,100,75,1,3,1,0,59,166.5,59.1,3225323.4,9086571
43400,100,98,1,2,7,0,32,155.5,91.7,3979780,6748700
85826,100,27,1,6,25,0,24,239.5,95.1,8162052.6,20555327
69850,70,3,1,6,6,0,59,179.5,88.2,6160770,12538075
62545,100,32,1,6,10,0,74,164.9,54.9,3433720.5,10313670.5
148000,100,26,1,3,1,0,100,43.7,26,3848000,6467600
90000,95,67,1,4,12,0,100,73.2,36.6,3294000,6588000
56000,100,24,1,3,6,0,95,76.3,28.5,1596000,4272800
63966,100,32,1,8,132,0,76,141.4,72.8,4656724.8,9044792.4
15000,100,9,1,15,103,72,51,129.2,57.1,856500,1938000
50763,100,73,1,4,47,0,NA,170.6,86.8,4406228.4,8660167.8
73804,100,86,1,6,58,0,76,165.3,65.7,4848922.8,12199801.2
1150,100,54,1,6,114,114,NA,113.7,73.7,84755,130755
3658,100,58,3,6,126,126,NA,121.6,92.8,339462.4,444812.8
12500,100,29,1,13,82,66,54,128.7,86.9,1086250,1608750
9000,100,16,1,9,55,50,37,154.3,94.5,850500,1388700
10515,100,15,4,7,51,47,77,134.8,82,862230,1417422
130333,100,43,1,2,36,0,27,346.8,124.8,16265558.4,45199484.4
24683,100,8,1,13,54,40,61,158.2,97.4,2404124.2,3904850.6
1200,100,61,1,6,84,84,NA,155.5,117.9,141480,186600
1417,100,47,1,19,290,289,NA,125.5,82.3,116619.1,177833.5
12000,100,65,1,2,1,0,NA,416.1,206.9,2482800,4993200
61620,90,45,1,6,33,0,2,453.5,201.3,12404106,27944670
9984,100,62,1,1,22,0,NA,237.1,118.2,1180108.8,2367206.4
176600,100,53,3,6,4,0,7,366.9,204.8,36167680,64794540
13000,100,55,1,5,1,0,NA,273.3,120.6,1567800,3552900
1077,100,17,1,2,1,0,83,135,92.2,99299.4,145395
119623,100,50,1,3,1,0,79,129,77.2,9234895.6,15431367
125000,100,76,2,4,1,0,NA,276.6,158.1,19762500,34575000
81613,100,43,1,7,1,0,77,162.7,84.7,6912621.1,13278435.1
2000,100,64,1,6,80,80,NA,130,96.4,192800,260000
52758,95,93,1,5,8,0,86,125.5,60.2,3176031.6,6621129
60675,100,8,1,3,5,0,59,196.6,62.6,3798255,11928705
47125,100,64,1,6,67,67,77,122.1,87.9,4142287.5,5753962.5
63492,100,88,1,8,26,0,64,180.3,83.1,5276185.2,11447607.6
2524,100,86,1,9,0,0,NA,209.5,129.7,327362.8,528778
60000,100,55,1,5,8,0,51,207.8,86.4,5184000,12468000
79703,100,86,1,6,5,0,91,114.2,60.2,4798120.6,9102082.6
141000,100,67,1,3,11,0,NA,137,56.8,8008800,19317000
177749,100,46,1,10,8,0,83,168.9,81,14397669,30021806.1
12000,100,62,1,7,79,77,66,135.8,94.9,1138800,1629600
4500,100,79,1,6,90,88,NA,73.5,49.6,223200,330750
337588,100,71,1,7,54,0,48,218.3,69.5,23462366,73695460.4
24000,100,90,1,7,6,0,NA,110.1,58.7,1408800,2642400
16300,100,57,2,1,1,0,98,53.6,39.6,645480,873680
1214,100,57,1,6,110,109,NA,99.4,58.9,71504.6,120671.6
99258,100,63,1,2,38,0,100,47.4,21.9,2173750.2,4704829.2
22730,100,56,2,1,1,0,NA,175.1,87.8,1995694,3980023
33132,100,30,1,2,1,0,NA,76.7,35.4,1172872.8,2541224.4
16112,100,29,1,2,1,0,92,38.9,32,515584,626756.8
28316,100,30,1,2,1,0,NA,76.1,31.7,897617.2,2154847.6
51400,100,18,1,2,2,0,42,143.5,89.1,4579740,7375900
4350,100,67,119,2,227,222,NA,156.9,115.3,501555,682515
253563,100,35,1,3,56,0,89,138.7,52.8,13388126.4,35169188.1
100875,100,18,1,1,13,0,92,118.5,38.1,3843337.5,11953687.5
28500,100,47,1,2,1,0,78,73.2,42.4,1208400,2086200
13959,100,50,1,2,2,0,NA,89.2,53.2,742618.8,1245142.8
4000,100,46,1,2,1,0,NA,434.9,285,1140000,1739600
5000,100,53,1,2,9,0,87,71.3,67.3,336500,356500
24774,100,15,1,1,1,0,16,153.5,72.2,1788682.8,3802809
36726,100,15,1,1,1,0,78,90,29,1065054,3305340
112742,100,15,2,2,1,0,61,165.1,64.3,7249310.6,18613704.2
157400,100,18,3,5,1,0,75,176,64,10073600,27702400
10825,100,47,1,1,1,0,NA,84.3,47.5,514187.5,912547.5
8000,100,10,1,8,47,42,NA,90,30.1,240800,720000
9250,100,10,1,8,52,46,90,88.1,32.2,297850,814925
5500,100,65,6,6,257,252,99,72.2,58.6,322300,397100
10000,100,41,15,19,1091,1091,63,130.3,53.5,535000,1303000
2300,100,13,1,6,73,72,NA,155.7,117.4,270020,358110
1032,100,49,1,13,376,376,NA,148.7,94.5,97524,153458.4
104802,100,47,1,9,1,0,92,123.4,69.3,7262778.6,12932566.8
79150,100,43,1,4,8,0,77,110.1,48.6,3846690,8714415
67808,100,52,1,6,109,109,80,142.6,105,7119840,9669420.8
65000,100,53,1,5,1,0,79,157.5,50.1,3256500,10237500
94000,100,42,1,5,1,0,36,272.3,160.6,15096400,25596200
58740,100,86,1,2,2,0,77,147.3,66.3,3894462,8652402
65934,100,9,2,2,1,0,100,48.2,15.4,1015383.6,3178018.8
117975,100,50,37,2,1,0,NA,204.1,120.6,14227785,24078697.5
31000,90,53,2,1,1,0,100,293.8,110.4,3422400,9107800
74494,100,19,2,3,1,0,NA,203.9,75.3,5609398.2,15189326.6
207000,100,16,1,4,7,0,58,212.1,73.4,15193800,43904700
82919,100,15,2,4,1,0,69,183.3,81.6,6766190.4,15199052.7
72909,100,15,2,3,1,0,81,179,69.9,5096339.1,13050711
293164,100,27,1,1,20,0,91,136.3,43.4,12723317.6,39958253.2
2472,100,23,1,2,1,0,NA,303.4,140.5,347316,750004.8
8700,100,8,1,2,1,0,NA,56.4,21.5,187050,490680
6296,100,24,3,1,2,0,70,446.2,166.7,1049543.2,2809275.2
123257,100,51,3,5,0,0,NA,243.4,98.6,12153140.2,30000753.8
235173,100,27,1,45,343,343,30,291.7,126.1,29655315.3,68599964.1
