"GFA","Occupancy","Age","NumBldgs","NumFloors","UnitsTotal","UnitsRes","ENERGYSTARScore","SourceEUI","SiteEUI","SiteEnergy","SourceEnergy"
5500,100,115,1,13,108,104,NA,139.4,65.2,358600,766700
6250,100,88,1,17,30,0,96,95.7,47.4,296250,598125
8000,100,93,1,14,0,0,79,157.2,65.4,523200,1257600
16329,100,90,1,21,67,0,NA,119.5,38.1,622134.9,1951315.5
12000,100,107,3,12,104,0,NA,99.7,35.6,427200,1196400
9000,100,91,1,18,123,0,92,114,62.2,559800,1026000
9858,100,92,1,16,1,0,NA,141.5,87.4,861589.2,1394907
9000,100,107,1,12,15,0,84,120.3,52.7,474300,1082700
9800,100,93,1,23,30,0,NA,193,81.3,796740,1891400
13800,100,94,1,12,13,0,74,179,77.2,1065360,2470200
12277,100,90,1,20,61,0,54,194,85.4,1048455.8,2381738
8700,100,67,1,6,58,56,71,107.8,75.8,659460,937860
8500,100,79,1,7,65,64,71,96.4,57.6,489600,819400
5836,100,9,1,14,40,38,38,153.5,64.3,375254.8,895826
11955,100,16,1,15,259,254,2,217.2,131,1566105,2596626
17627,100,108,1,7,23,21,68,86.1,54.9,967722.3,1517684.7
33000,100,116,1,8,8,0,NA,161.1,65.9,2174700,5316300
7500,100,106,1,12,13,0,88,127.9,55.1,413250,959250
120000,100,107,1,5,7,0,19,371.9,147.5,17700000,44628000
5544,100,106,1,12,8,0,94,126.6,62.6,347054.4,701870.4
15772,100,9,1,40,203,202,21,150.1,64.1,1010985.2,2367377.2
5700,100,106,1,12,11,0,NA,105.3,40.8,232560,600210
7650,100,47,1,12,9,0,96,100.5,42.4,324360,768825
5896,100,104,1,12,19,0,75,204.6,94.9,559530.4,1206321.6
10000,100,106,1,12,18,13,NA,77.2,53.1,531000,772000
8250,100,107,1,12,14,0,93,107.3,48.9,403425,885225
5658,100,95,1,9,27,25,93,75.3,30.9,174832.2,426047.4
5000,95,107,1,12,0,0,91,111.5,47.3,236500,557500
8000,100,107,1,12,20,0,83,116.7,47.8,382400,933600
6000,100,107,1,12,4,0,37,207.8,88.8,532800,1246800
5600,100,106,1,12,12,0,80,148.8,63.1,353360,833280
18442,100,88,1,19,50,45,NA,97.4,51.7,953451.4,1796250.8
7826,90,90,1,25,280,0,91,134.8,56.7,443734.2,1054944.8
50000,100,97,2,8,4,0,NA,247.7,150.2,7510000,12385000
154038,100,107,1,12,82,0,86,166.4,57.9,8918800.2,25631923.2
272412,100,107,1,9,10,0,76,164,64.6,17597815.2,44675568
96407.4,80,63,1,25,1051,0,84,142.1,62,5977258.8,13699491.54
56730,100,102,1,12,116,0,79,215.7,84.1,4770993,12236661
13852,100,92,2,24,111,0,88,163.9,60,831120,2270342.8
10000,100,95,1,12,39,0,88,139,57.5,575000,1390000
8100,100,96,1,16,3,0,74,182.3,73.1,592110,1476630
10293,100,106,1,22,34,0,91,114.2,53.5,550675.5,1175460.6
8092,100,94,1,22,25,0,92,120.6,55,445060,975895.2
21110,100,92,1,21,65,0,91,224.4,83.4,1760574,4737084
7000,100,103,1,12,13,0,89,133.1,46.9,328300,931700
15727,100,89,1,17,120,0,74,188.7,76.9,1209406.3,2967684.9
19704,75,67,1,42,352,0,78,165.4,82.3,1621639.2,3259041.6
5929,100,52,2,20,245,239,NA,129,84.9,503372.1,764841
5600,100,111,1,11,7,0,48,220.3,84.4,472640,1233680
8790,100,67,1,15,33,11,NA,220.1,108.3,951957,1934679
31000,100,116,1,11,20,0,NA,174.4,67,2077000,5406400
5000,100,115,1,11,19,0,74,195.8,79.9,399500,979000
27130,100,111,1,7,70,67,20,183,64.5,1749885,4964790
18281,100,115,1,7,2,0,86,195.8,82.5,1508182.5,3579419.8
9991,100,109,1,12,19,0,94,160.2,85.8,857227.8,1600558.2
5000,100,9,1,15,118,116,74,98.1,43.2,216000,490500
7650,75,107,1,16,88,0,93,119,49.2,376380,910350
7500,100,110,1,12,15,0,94,85,36.3,272250,637500
42916,100,17,1,20,444,431,3,222.1,88.2,3785191.2,9531643.6
118500,100,106,4,12,23,0,NA,172,68.4,8105400,20382000
9307,100,87,1,19,37,0,85,177,92.1,857174.7,1647339
56394,100,102,3,12,64,0,78,171.4,67.9,3829152.6,9665931.6
49327,90,107,1,14,34,0,55,246.8,97.8,4824180.6,12173903.6
14901,100,17,1,29,306,301,36,159.8,82.9,1235292.9,2381179.8
5000,100,101,1,16,16,0,80,153,68.9,344500,765000
24300,100,10,1,38,410,407,7,207.5,100.6,2444580,5042250
10000,100,108,1,11,12,0,92,114.6,59.1,591000,1146000
7503,100,102,1,16,63,0,90,156,63.6,477190.8,1170468
10040,100,105,1,21,31,1,NA,98.9,75.9,762036,992956
5000,100,87,1,18,19,0,69,177.4,87.9,439500,887000
5246,100,87,1,10,22,0,80,152.5,73.1,383482.6,800015
5000,100,101,1,12,13,0,74,157.1,89.4,447000,785500
8900,100,89,1,16,24,22,71,100,73.7,655930,890000
18849,100,87,1,10,81,0,96,119.8,46.7,880248.3,2258110.2
8000,100,86,1,9,58,0,80,147.4,79,632000,1179200
9600,100,102,1,12,15,0,65,207.5,119.2,1144320,1992000
5888,100,113,1,10,75,70,NA,186.7,79.1,465740.8,1099289.6
5000,100,106,1,17,59,0,65,201.6,124.1,620500,1008000
9517,100,115,1,11,49,0,73,175.4,66.8,635735.6,1669281.8
99275,100,104,1,26,697,690,NA,95.1,61.1,6065702.5,9441052.5
28633.1,100,87,1,102,513,0,87,177.5,72.6,2078763.06,5082375.25
148210,100,108,1,11,14,0,97,90.8,31.4,4653794,13457468
7751,100,110,1,12,21,0,63,198.9,78.6,609228.6,1541673.9
53627,100,105,3,11,12,0,99,78.3,31.1,1667799.7,4198994.1
40000,100,93,1,13,39,0,78,197.2,80.2,3208000,7888000
22978,60,111,1,12,203,0,99,82.8,29.8,684744.4,1902578.4
5000,100,111,1,12,41,0,75,163.7,70.5,352500,818500
19167,100,97,1,13,63,0,NA,247.1,107.6,2062369.2,4736165.7
12862,100,109,1,12,73,0,79,166.6,80.4,1034104.8,2142809.2
5500,100,102,1,12,28,0,75,161.4,78,429000,887700
5700,95,89,1,12,16,0,66,180.6,73,416100,1029420
5300,100,105,1,12,11,0,73,181.1,84.3,446790,959830
12500,100,104,1,10,129,123,13,206.4,104.1,1301250,2580000
15000,100,111,1,8,52,0,72,138.2,56.5,847500,2073000
9500,100,100,1,16,19,0,89,104.2,42,399000,989900
7810,100,92,1,13,62,0,90,119.4,61.7,481877,932514
29894,100,7,1,58,168,163,17,192.7,94.7,2830961.8,5760573.8
12000,100,96,1,12,25,0,51,218,95.9,1150800,2616000
10000,100,105,1,12,13,0,68,153.9,78.8,788000,1539000
12341,100,27,1,30,50,0,79,185.7,66.6,821910.6,2291723.7
8928,100,100,1,17,19,0,71,164,90.2,805305.6,1464192
692729,100,97,1,12,4,0,NA,159.1,63.3,43849745.7,110213183.9
10844,100,90,1,19,30,0,77,167.3,74.2,804624.8,1814201.2
5000,100,91,1,16,49,0,83,162.6,61.7,308500,813000
8605,100,52,1,21,503,495,NA,192.9,121.7,1047228.5,1659904.5
21000,100,106,1,12,16,0,81,182.8,68.4,1436400,3838800
21037,100,116,1,13,13,0,64,240.9,99.5,2093181.5,5067813.3
10400,100,113,1,11,55,0,97,106.9,52.2,542880,1111760
10406,100,91,1,6,6,0,60,188.8,60.2,626441.2,1964652.8
57529,100,82,1,7,2,0,NA,308.8,108.6,6247649.4,17764955.2
23587,85,114,1,16,81,0,82,189.1,72.8,1717133.6,4460301.7
30000,100,32,1,11,43,41,38,143.2,71.1,2133000,4296000
5628,100,97,1,8,8,6,NA,118.7,50.2,282525.6,668043.6
11000,100,107,1,12,54,53,69,115.1,70.3,773300,1266100
5300,100,105,1,8,12,0,86,131.7,48.2,255460,698010
5553,100,11,1,17,51,48,18,163.3,60.4,335401.2,906804.9
45997,100,104,1,20,31,4,88,138.5,53,2437841,6370584.5
9200,100,104,1,13,125,123,13,175,70,644000,1610000
6805,100,104,1,12,44,43,8,180.8,84.4,574342,1230344
8659,100,32,1,29,425,423,23,163,97.9,847716.1,1411417
13540,100,108,1,14,26,0,78,267.4,105.5,1428470,3620596
20570,85,89,1,16,24,0,NA,153.5,59.7,1228029,3157495
10000,100,12,1,55,139,138,21,148.2,62.4,624000,1482000
35000,100,101,2,16,20,0,77,158.6,58.3,2040500,5551000
5882,100,12,1,41,252,250,NA,130.5,46.9,275865.8,767601
7915,100,110,1,16,120,0,96,148.3,62.6,495479,1173794.5
27000,95,92,1,17,30,0,88,143.9,66.6,1798200,3885300
6000,100,85,1,26,275,268,29,155.6,93.7,562200,933600
18034,100,79,1,15,167,166,NA,98.6,60.2,1085646.8,1778152.4
28694,100,91,1,25,36,0,79,199.4,74.3,2131964.2,5721583.6
9475,100,88,1,15,38,0,28,174.1,76.3,722942.5,1649597.5
5670,100,112,1,8.5,17,0,63,226.1,91.9,521073,1281987
10731,100,92,1,16,39,0,88,138.6,62.3,668541.3,1487316.6
6025,100,101,1,16,186,180,25,189.7,106.3,640457.5,1142942.5
7000,100,101,1,11,11,0,84,181.9,90.8,635600,1273300
6125,100,111,1,11,17,0,33,259.4,125,765625,1588825
19836,100,14,1,54,180,172,NA,183,93.7,1858633.2,3629988
12740,85,94,1,19,33,0,84,164,68.7,875238,2089360
5000,100,94,1,21,75,0,NA,168.1,70.7,353500,840500
7000,100,106,1,12,22,0,67,187.9,77.2,540400,1315300
12800,100,31,1,33,185,174,78,123.3,42,537600,1578240
120000,100,30,1,27,695,645,77,124.2,56.9,6828000,14904000
12000,100,54,1,19,236,231,NA,75.1,25.2,302400,901200
6000,100,57,1,14,223,221,16,175.8,127.6,765600,1054800
22000,100,103,1,20,52,0,87,169.5,70.7,1555400,3729000
11000,100,61,1,18,193,186,NA,146.2,85.5,940500,1608200
9110,100,12,1,21,96,95,20,176.3,84.4,768884,1606093
5100,100,30,1,26,191,185,33,172.5,91.3,465630,879750
10100,100,90,1,20,58,0,NA,185.2,77.4,781740,1870520
5355,100,37,1,35,284,279,NA,151.9,87,465885,813424.5
179190,100,30,1,31,725,709,NA,171.3,91.3,16360047,30695247
470000,100,57,1,16,98,0,88,114.6,48.6,22842000,53862000
6429,100,56,1,16,125,120,NA,172,95.6,614612.4,1105788
7200,100,62,1,14,132,130,51,169.7,109.5,788400,1221840
27000,100,42,1,35,272,263,NA,180,95.6,2581200,4860000
10195,100,54,1,20,299,292,NA,127.1,80.8,823756,1295784.5
10850,100,55,1,19,269,264,NA,118.5,66.2,718270,1285725
8642,100,88,1,17,366,339,85,95.9,65,561730,828767.8
6758,100,56,1,16,167,162,50,152.6,95.6,646064.8,1031270.8
8100,100,54,1,18,166,164,32,133.4,90.6,733860,1080540
10200,100,53,1,21,185,183,NA,122.1,77.8,793560,1245420
6957,100,39,1,26,327,325,49,139.4,80,556560,969805.8
8118,100,52,1,18,285,280,NA,151.8,97.3,789881.4,1232312.4
22397,100,24,1,35,168,165,NA,158.3,62.5,1399812.5,3545445.1
5400,100,53,1,20,167,164,17,178.5,120.3,649620,963900
6800,100,62,1,19,153,148,74,114,61.9,420920,775200
11724,100,54,1,19,119,118,NA,170,124.5,1459638,1993080
5860,100,62,1,13,175,168,NA,163.9,99.7,584242,960454
6000,100,52,1,17,210,207,NA,129.3,79.9,479400,775800
8000,100,111,2,12,139,134,93,98.8,56,448000,790400
172800,100,10,1,21,209,207,NA,93.2,36.6,6324480,16104960
6035,100,107,1,19,99,98,1,266.4,115.5,697042.5,1607724
8369,100,47,1,14,208,204,NA,149.2,89.3,747351.7,1248654.8
63466,95,43,1,36,370,355,62,140.9,57.2,3630255.2,8942359.4
11127,100,55,1,16,201,200,75,121.2,70.6,785566.2,1348592.4
7925,100,14,1,48,1,0,79,189.1,65.9,522257.5,1498617.5
45653,10,110,1,16,3,0,5,202.5,91.7,4186380.1,9244732.5
6000,100,84,1,16,3,0,49,165.8,93.5,561000,994800
6079,95,35,1,40,43,0,79,211.5,74.4,452277.6,1285708.5
5446,100,29,1,40,66,0,98,116.5,44.7,243436.2,634459
5764,100,17,1,12,85,0,58,193.1,84,484176,1113028.4
169173,100,27,1,44,4,0,43,312.1,105.9,17915420.7,52798893.3
44281,100,49,1,51,71,0,NA,250.6,107.8,4773491.8,11096818.6
8654,100,107,1,13,3,0,49,225.4,146.7,1269541.8,1950611.6
93901,100,60,1,47,86,0,NA,144.5,62.5,5868812.5,13568694.5
44612,100,90,1,20,448,445,NA,243,130.1,5804021.2,10840716
18349,100,54,1,46,3,0,72,212.7,122.4,2245917.6,3902832.3
6000,100,94,1,15,59,54,18,171.2,98.8,592800,1027200
25986,100,56,1,21,328,324,75,124.8,80.7,2097070.2,3243052.8
10000,100,91,1,16,80,0,68,187.2,76.4,764000,1872000
31820,85,6,1,40,2,0,46,251,99.2,3156544,7986820
13352,100,97,1,15,656,652,74,218.2,110.9,1480736.8,2913406.4
31206,100,91,1,32,201,0,54,259,124,3869544,8082354
6183,100,11,1,43,220,218,NA,124.3,56.2,347484.6,768546.9
35000,100,14,1,52,465,464,NA,174.4,126.2,4417000,6104000
30034,100,11,1,25,138,137,13,225.7,83.8,2516849.2,6778673.8
54120,100,87,1,11,24,0,NA,98.6,49.9,2700588,5336232
6469,100,97,1,15,285,278,63,125.8,83.4,539514.6,813800.2
6960,100,57,1,20,387,381,69,108.9,65.9,458664,757944
8543,100,101,1,13,141,132,63,123.9,79.2,676605.6,1058477.7
14702,100,14,1,43,395,394,2,225.8,142,2087684,3319711.6
44948,80,96,1,26,186,0,76,185.4,78.9,3546397.2,8333359.2
5600,100,104,1,13,71,61,NA,186.2,120.3,673680,1042720
19482,100,90,1,25,21,0,80,173.6,67.7,1318931.4,3382075.2
10500,100,94,1,8,115,107,73,125.8,85,892500,1320900
19089,100,29,14,39,656,654,34,138,72.5,1383952.5,2634282
9365,100,70,1,6,66,65,NA,172,95.8,897167,1610780
8876,100,38,1,25,254,253,86,134.9,75.8,672800.8,1197372.4
10000,100,75,1,6,109,102,35,137.5,73.3,733000,1375000
8840,100,39,1,50,593,583,NA,138.7,87.8,776152,1226108
9000,100,52,2,20,322,284,19,157.1,91.4,822600,1413900
5665,100,30,1,56,298,296,2,229.5,95.2,539308,1300117.5
10373,100,77,2,7,172,170,98,64.5,38.6,400397.8,669058.5
12393,100,15,1,40,264,262,16,171.6,108.8,1348358.4,2126638.8
28561,100,43,4,46,1705,1689,33,145.5,71.5,2042111.5,4155625.5
10237,100,53,1,9,36,58,1,328.8,176,1801712,3365925.6
12380,100,89,1,6,29,27,31,160.5,64.9,803462,1986990
31153,100,112,1,12,24,0,74,193.9,69.2,2155787.6,6040566.7
