PBAPLUS,MFBTU,FINALWT,ONEACT,ACT1,ACT2,ACT3,ACT1PCT,ACT2PCT,ACT3PCT,PRAMTC,PRUNIT,CWUSED,WOUSED,COUSED,SOUSED,SQFT,NFLOOR,NELVTR,NESLTR,EDSEAT,COURT,MONUSE,OPNWE,WKHRS,NWKER,COOK,HEATP,COOLP,SNACK,FASTFD,CAF,FDPREP,KITCHN,BREAKRM,OTFDRM,LABEQP,POOL,HTPOOL,RFGRES,RFGCOMPN,RFGWIN,RFGOPN,RFGCLN,RFGVNN,RFGICN,PCTERMN,LAPTPN,PRNTRN,SERVERN,TRNGRM,STDNRM,WBOARDS,TVVIDEON,RGSTRN,COPIERN,HDD65,CDD65,EUI
28,2479865,583.35116997,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,54000,2,NA,NA,450,NA,12,2,45,60,1,100,70,2,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,200,30,5,2,1,1,1,25,1,4,5554,600,45.9
29,1879602,1134.749884,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,23500,1,NA,NA,300,NA,12,1,60,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,5,5,0,2,2,2,2,NA,NA,833,3525,80
28,1597195,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,63000,1,NA,NA,600,NA,9,2,40,62,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,3,NA,1,99,30,15,4,2,1,1,15,1,NA,1316,3314,25.4
28,3714393,362.06989684,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,59000,2,1,NA,500,NA,12,1,35,25,1,100,75,2,2,1,1,2,2,2,2,2,NA,1,NA,2,4,NA,1,NA,160,20,30,0,2,1,1,23,1,3,5891,1058,63
29,30072681,90.622000825,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,500001,2,1,NA,6000,NA,12,2,50,850,1,100,100,1,2,1,1,2,2,2,2,1,1,1,NA,4,NA,6,30,2,890,350,250,1,1,1,1,36,25,14,1076,3382,60.1
28,3092882,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,57000,1,NA,NA,800,NA,12,2,60,40,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,3,2,NA,NA,1,NA,76,6,21,1,1,1,1,NA,1,NA,4015,1489,54.3
29,8389631,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,66000,1,NA,NA,300,NA,9,2,50,26,1,100,NA,2,2,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,6,1,125,12,18,0,2,1,1,NA,NA,3,6794,105,127.1
28,1986633,201.21025436,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,56000,1,NA,NA,175,NA,9,2,40,18,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,NA,NA,NA,1,49,70,7,2,2,1,2,15,NA,2,2722,2065,35.5
29,21990116,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,355000,2,2,NA,2000,NA,12,1,110,167,1,100,90,1,2,1,1,2,1,2,1,2,NA,1,7,4,NA,NA,8,3,250,500,80,20,1,1,1,15,8,4,5906,744,61.9
28,10717140,84.055763395,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,94000,2,NA,NA,600,NA,12,2,40,54,1,100,90,2,2,1,1,2,2,2,2,2,NA,2,NA,3,NA,3,NA,1,150,90,15,10,1,1,1,NA,2,3,4448,839,114
28,9643749,84.055763395,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,118000,3,1,NA,600,NA,12,2,42,120,1,100,10,1,2,1,2,1,1,2,2,2,NA,1,NA,2,NA,1,2,1,155,59,45,16,1,1,1,38,2,4,6625,375,81.7
28,6682985,403.26234933,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,69000,1,NA,NA,600,NA,9,2,50,81,1,100,NA,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,125,50,20,3,1,1,1,15,2,4,6447,807,96.9
28,7998957,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,184000,3,1,NA,1250,NA,10,1,68,100,1,100,90,2,2,1,2,2,2,2,2,2,NA,1,10,4,NA,2,9,1,200,100,80,30,1,1,1,NA,2,4,4183,1360,43.5
28,1421806,308.205725,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,35500,2,NA,NA,250,NA,9,2,40,22,1,100,30,2,2,1,2,2,2,2,2,2,NA,2,6,NA,NA,NA,NA,NA,32,0,3,4,2,1,1,3,NA,2,6699,459,40.1
28,994392,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,20000,1,NA,NA,300,NA,10,2,45,17,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,0,2,1,2,11,NA,1,2269,1265,49.7
28,8999413,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,83000,2,1,NA,450,NA,12,2,50,55,1,100,98,2,2,2,2,1,2,2,2,2,NA,1,NA,NA,NA,NA,1,NA,10,150,12,1,1,1,1,NA,NA,NA,5585,1020,108.4
29,3958549,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,110000,1,NA,NA,450,NA,10,2,40,100,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,250,200,25,0,2,1,1,50,NA,4,3183,1597,36
28,5231286,171.86695171,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,96000,3,2,NA,900,NA,9,1,50,45,1,50,100,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,NA,NA,1,70,200,25,0,1,1,1,30,2,3,617,3586,54.5
29,6462175,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,104000,1,NA,NA,700,NA,12,2,40,42,1,100,100,2,2,1,2,1,1,2,1,2,NA,1,5,2,2,5,2,1,200,3,10,3,1,1,1,32,NA,2,6158,1031,62.1
28,2552355,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,60000,1,NA,NA,900,NA,9,2,42,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,3,NA,1,NA,1,125,6,70,1,2,1,1,70,4,2,3001,1709,42.5
28,816618,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,30000,3,1,NA,300,NA,12,2,50,50,1,100,100,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,20,10,8,2,1,2,1,5,NA,NA,4676,1098,27.2
28,4361983,366.15594072,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,90000,1,NA,NA,400,NA,12,2,45,40,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,224,30,5,3,1,2,1,30,2,NA,2533,1586,48.5
28,10154569,21.560340296,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,230000,1,NA,NA,700,NA,12,1,70,101,1,100,60,2,2,1,1,2,1,2,2,2,NA,1,4,2,NA,2,2,1,325,75,58,16,1,1,1,32,3,2,6665,1134,44.2
29,9085419,84.055763395,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,114000,2,NA,NA,900,NA,9,1,60,97,1,100,85,2,2,1,2,2,2,2,2,2,NA,1,NA,2,3,NA,6,2,200,50,10,2,1,1,1,6,1,4,4720,1204,79.7
28,4152012,84.58932707,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,78000,1,NA,NA,600,NA,12,2,50,84,1,100,25,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,180,10,30,12,2,1,1,15,1,2,4978,695,53.2
28,6828628,141.92588364,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,142000,1,NA,NA,1500,NA,12,1,80,130,1,100,80,1,2,1,1,1,2,2,2,2,NA,1,2,1,1,4,4,1,400,84,25,4,1,2,1,50,2,6,5427,1054,48.1
28,4382399,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,112000,4,1,NA,800,NA,8,2,40,65,1,95,12,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,2,1,NA,80,30,7,1,2,1,1,8,1,1,5944,694,39.1
28,2064395,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,28500,3,NA,NA,250,NA,9,2,40,25,2,100,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,4,10,14,0,2,1,2,6,NA,1,3943,1669,72.4
28,5519947,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,114000,5,NA,NA,800,NA,12,2,50,80,1,100,25,2,2,2,2,1,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,80,50,30,1,1,1,1,NA,2,3,4358,1064,48.4
28,3114777,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,86000,1,NA,NA,900,NA,12,2,50,83,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,30,1,6,2,3,1,399,0,65,0,1,1,1,15,NA,3,1918,2694,36.2
29,2661114,259.35186162,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,84000,2,1,NA,800,NA,12,1,60,70,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,4,1,1,30,100,5,2,1,2,2,2,2,2,675,3886,31.7
29,11308859,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,174000,9,3,NA,1250,NA,12,2,84,249,1,100,50,1,2,1,2,2,2,2,2,2,NA,1,5,3,NA,NA,10,NA,250,300,200,7,1,1,1,10,2,20,4055,1048,65
28,2790100,403.26234933,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,68000,4,1,NA,300,NA,10,2,50,40,1,80,100,2,2,1,1,2,1,2,2,2,NA,1,5,1,2,2,2,NA,80,10,3,1,1,1,1,40,NA,2,5496,1056,41
28,139840,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3900,1,NA,NA,60,NA,12,2,50,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,2,NA,1,NA,1329,1476,35.9
29,2369617,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,59000,1,NA,NA,450,NA,11,1,60,35,2,75,75,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,20,3,2,0,2,2,2,1,NA,2,512,4363,40.2
28,6378708,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,128000,3,1,NA,900,NA,12,2,50,63,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,5,2,NA,6,2,2,157,196,85,2,2,1,1,3,2,2,2310,1743,49.8
28,1775479,583.35116997,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,16000,1,NA,NA,225,NA,10,2,75,14,2,NA,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,34,0,9,0,2,2,2,14,NA,NA,400,4403,111
29,14243297,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,260000,2,1,NA,1750,NA,12,1,84,179,1,100,100,1,2,1,1,2,1,2,1,2,NA,1,7,3,NA,2,10,1,396,1420,35,1,1,1,1,40,4,15,2885,1715,54.8
28,3463176,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,104000,1,NA,NA,800,NA,12,2,55,85,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,22,2,2,3,6,2,278,22,16,4,1,1,1,72,3,8,1765,2765,33.3
29,24882679,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,385000,4,1,NA,2250,NA,12,1,83,225,1,100,100,1,2,1,2,1,1,2,2,1,1,1,15,3,3,4,5,3,400,200,51,47,1,1,1,15,12,3,7855,778,64.6
28,4195113,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,59000,1,NA,NA,700,NA,9,2,45,49,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,NA,1,200,3,50,0,2,1,1,20,2,4,6165,396,71.1
28,4024737,15.945623796,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,59000,1,NA,NA,600,NA,10,1,90,45,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,1,NA,2,NA,NA,52,50,50,0,1,1,1,28,1,5,6292,373,68.2
28,7109968,239.38538189,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,73000,2,1,NA,700,NA,12,1,60,98,1,100,100,2,2,2,1,2,1,2,2,2,NA,2,2,NA,2,4,2,NA,45,200,6,0,2,1,1,32,1,2,6817,764,97.4
28,1639971,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,30000,1,NA,NA,400,NA,10,2,50,48,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,1,1,NA,70,30,6,1,1,2,1,35,1,3,4680,1246,54.7
29,10875708,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,275000,2,3,NA,1750,NA,12,2,60,147,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,4,5,2,423,54,10,2,2,2,1,5,1,4,2565,1602,39.5
29,151138,2140.9064605,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1500,1,NA,NA,20,NA,10,1,45,1,2,100,50,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,2,2,2,NA,NA,NA,4985,1755,100.8
28,1538070,632.51710677,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,33000,3,NA,NA,300,NA,12,2,55,30,1,100,40,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,3,NA,NA,10,210,7,1,2,2,2,18,NA,5,4621,1464,46.6
28,4912039,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,79000,1,NA,NA,600,NA,12,1,50,31,1,100,15,2,2,1,2,2,1,2,1,2,NA,1,NA,2,1,NA,4,NA,180,5,10,3,1,1,2,24,2,4,7712,535,62.2
28,8186054,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,158000,2,1,NA,800,NA,10,2,50,30,1,100,80,1,2,1,2,2,1,2,1,2,NA,1,NA,3,NA,5,3,1,200,100,15,0,1,1,1,30,2,4,5444,918,51.8
29,2106746,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,25500,1,NA,NA,225,NA,12,2,40,31,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,100,90,5,7,2,1,1,5,NA,3,1154,4126,82.6
28,10267867,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,154000,3,NA,NA,900,NA,12,1,84,82,1,100,5,1,2,1,1,2,1,2,2,2,NA,2,45,2,NA,3,6,1,120,60,10,1,1,1,1,43,1,2,5602,1095,66.7
29,298411,1729.17335,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4450,1,NA,NA,20,NA,12,2,40,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,2,4,NA,NA,4211,1599,67.1
28,6535973,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,182000,2,1,NA,900,NA,12,2,40,125,1,100,100,2,2,1,1,1,1,2,2,2,NA,1,60,3,NA,NA,2,1,200,100,4,0,1,1,1,60,2,NA,2462,2008,35.9
28,4142786,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,55000,2,1,NA,500,NA,10,2,38,53,1,100,65,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,3,2,NA,84,5,40,2,1,1,2,20,1,4,6400,237,75.3
28,3513778,313.28621931,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,62000,3,1,NA,300,NA,12,2,70,70,1,100,20,2,2,1,1,2,2,2,2,2,NA,2,1,NA,NA,2,NA,NA,30,6,4,3,2,1,1,NA,NA,NA,4196,855,56.7
28,2086606,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,48000,1,NA,NA,300,NA,10,2,60,25,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,2,1,NA,50,2,5,2,2,1,1,16,1,3,3975,1470,43.5
28,16017753,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,255000,3,1,NA,1250,NA,12,1,75,90,1,100,100,1,2,2,1,2,1,2,2,1,1,1,3,3,6,4,2,1,9,350,100,1,1,1,1,NA,4,12,5157,893,62.8
28,12484185,25.322576596,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,230000,2,2,NA,1500,NA,12,1,64,120,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,6,4,3,NA,2,NA,240,335,130,5,2,1,1,30,3,4,5145,1132,54.3
28,1021652,90.622000825,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,29500,1,NA,NA,225,NA,12,2,85,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,6,3,3,1,2,2,2,NA,NA,1,115,4363,34.6
29,28039921,90.51747421,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,320000,2,1,NA,2500,NA,10,2,45,202,1,100,100,1,1,1,1,2,2,2,2,2,NA,1,17,3,8,6,11,4,360,556,16,4,1,1,1,18,10,5,4352,1421,87.6
29,1926637,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,17250,1,NA,NA,125,NA,11,2,50,13,1,100,100,2,2,2,2,1,1,2,2,2,NA,1,3,NA,NA,NA,2,NA,30,30,9,4,1,1,1,6,NA,1,3935,1430,111.7
28,5156665,73.063122805,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,160000,1,NA,NA,700,NA,12,2,50,82,1,100,100,1,1,1,1,2,2,2,2,2,NA,1,3,2,3,1,1,1,355,90,30,0,2,1,1,NA,2,3,2237,2550,32.2
28,9394575,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,138000,5,NA,NA,1500,NA,12,1,80,130,1,80,10,2,2,1,1,2,2,2,2,2,NA,1,NA,1,NA,NA,7,NA,150,400,100,4,2,1,1,30,2,10,3272,1558,68.1
28,8010999,171.86695171,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,128000,2,1,NA,600,NA,12,2,50,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,30,1,10,2,5,2,440,0,100,0,1,1,1,25,NA,5,1829,3314,62.6
28,2810339,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,64000,2,NA,NA,350,NA,12,2,60,48,1,100,15,2,2,1,1,2,1,2,1,2,NA,1,5,2,NA,NA,1,NA,75,10,25,5,1,1,1,10,3,2,6104,793,43.9
29,11890606,499.1203535,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,215000,4,1,NA,800,NA,12,1,65,108,1,100,80,2,2,1,1,2,1,2,1,2,NA,2,10,3,NA,6,3,1,416,104,85,9,1,1,2,3,2,5,4919,740,55.3
28,5869985,171.86695171,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,180000,4,1,NA,1000,NA,11,1,45,45,1,98,98,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,150,40,10,0,1,1,1,NA,1,1,2803,2449,32.6
28,4499416,647.9871845,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,80000,2,2,NA,600,NA,12,1,72,54,1,100,2,2,2,1,1,2,2,2,2,2,NA,1,6,2,NA,3,2,NA,35,20,12,1,1,1,1,6,2,6,5307,721,56.2
28,932303,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,60000,2,NA,NA,500,NA,11,2,40,48,1,100,NA,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,58,81,36,0,1,1,1,4,1,4,6995,161,15.5
28,2784283,160.42583102,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,72000,1,NA,NA,800,NA,11,2,55,45,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,NA,2,NA,5,2,NA,250,44,34,1,1,2,1,30,NA,4,3072,2263,38.7
28,6482839,366.15594072,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,92000,1,NA,NA,500,NA,12,1,70,93,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,5,2,NA,NA,2,1,198,279,20,1,1,1,1,20,2,5,2740,2220,70.5
28,1544051,259.35186162,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22250,4,NA,NA,225,NA,12,2,50,28,1,90,90,2,2,2,2,1,1,2,2,2,NA,1,NA,1,NA,NA,3,1,14,12,4,2,2,1,1,5,NA,1,762,3824,69.4
28,1303541,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,33500,1,NA,NA,175,NA,12,2,50,4,2,50,50,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,1,NA,30,8,3,1,2,1,1,5,NA,2,814,3923,38.9
29,9414326,84.055763395,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,156000,2,1,NA,700,NA,12,1,90,110,1,100,10,2,2,1,2,1,2,2,2,2,NA,1,NA,2,NA,NA,2,NA,200,75,30,12,1,1,1,20,2,6,4463,891,60.3
28,2136346,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,65000,2,1,NA,300,NA,12,1,60,73,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,50,25,12,0,2,1,1,NA,NA,2,5252,1307,32.9
28,9738500,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,148000,2,1,NA,800,NA,11,1,56,110,1,100,95,2,2,1,2,1,1,2,2,2,NA,1,5,4,3,5,4,2,56,50,12,1,2,1,1,30,6,8,5066,1134,65.8
29,7138948,366.15594072,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,205000,1,NA,NA,1250,NA,12,2,50,122,1,100,99,2,2,2,1,1,1,2,2,2,NA,2,NA,1,NA,2,5,2,700,250,250,1,1,1,1,100,4,8,2960,1404,34.8
28,3656377,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,102000,1,NA,NA,700,NA,12,2,40,60,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,3,2,1,150,50,5,1,1,1,2,46,1,2,3079,1324,35.8
28,1225061,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,18500,1,NA,NA,200,NA,10,2,40,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,1,30,4,10,0,2,2,1,4,NA,2,1397,808,66.2
28,588938,624.95414063,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,13000,2,1,NA,200,NA,10,2,45,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,0,2,2,1,NA,NA,NA,644,4883,45.3
28,423234,484.85166373,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6000,1,NA,NA,25,NA,12,2,55,5,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,25,2,3,0,2,1,1,3,NA,NA,1739,2514,70.5
28,6736864,84.58932707,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,98000,1,NA,NA,800,NA,12,1,80,100,1,100,30,2,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,5,NA,NA,75,40,8,5,2,1,1,10,1,6,4514,721,68.7
28,2514306,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,41000,1,NA,NA,350,NA,10,2,45,20,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,1,2,NA,2,1,1,100,20,20,0,1,1,1,20,2,2,1246,2974,61.3
28,2008628,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,44500,1,NA,NA,450,NA,9,2,45,55,1,100,15,2,2,1,2,1,1,2,2,2,NA,1,NA,2,NA,NA,1,NA,158,2,18,0,2,1,1,1,1,4,3655,1943,45.1
28,579979,2293.5899096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,12000,1,NA,NA,125,NA,12,2,40,9,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,40,0,4,0,2,2,1,NA,NA,NA,162,4619,48.3
28,1570216,212.42624205,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,42500,3,1,NA,600,NA,10,2,80,50,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,200,2,40,2,2,2,2,13,NA,4,1022,1436,36.9
28,10628866,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,142000,2,1,NA,1250,NA,12,1,60,100,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,24,2,NA,3,12,NA,350,100,50,5,1,1,1,60,NA,6,2882,2256,74.9
29,6775178,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,150000,3,1,NA,300,NA,12,2,50,100,1,100,50,2,2,2,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,NA,95,20,4,0,2,1,1,9,1,3,7063,776,45.2
28,3967908,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,73000,2,1,NA,500,NA,12,2,40,50,1,85,20,2,2,1,1,2,2,2,2,2,NA,1,2,2,NA,NA,1,NA,30,100,5,1,1,1,1,22,1,2,5643,882,54.4
29,83331,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6600,1,NA,NA,100,NA,12,1,96,6,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,50,4,3,0,2,1,2,1,NA,NA,1181,1091,12.6
28,6315927,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,67000,1,NA,NA,350,NA,12,1,60,40,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,4,2,NA,NA,3,2,50,25,10,1,2,1,1,2,NA,2,5436,944,94.3
28,6585772,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,100000,3,1,NA,450,NA,12,2,40,35,1,90,90,2,2,1,2,1,1,2,2,2,NA,1,12,2,3,2,3,1,120,85,10,0,1,1,1,10,1,3,3452,2124,65.9
28,523652,1667.7551609,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4800,2,NA,NA,45,NA,12,2,40,7,2,100,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,1,10,1,1,2,1,2,1,NA,1,10383,14,109.1
