PBAPLUS,MFBTU,FINALWT,ONEACT,ACT1,ACT2,ACT3,ACT1PCT,ACT2PCT,ACT3PCT,PRAMTC,PRUNIT,CWUSED,WOUSED,COUSED,SOUSED,SQFT,NFLOOR,NELVTR,NESLTR,EDSEAT,COURT,MONUSE,OPNWE,WKHRS,NWKER,COOK,HEATP,COOLP,SNACK,FASTFD,CAF,FDPREP,KITCHN,BREAKRM,OTFDRM,LABEQP,POOL,HTPOOL,RFGRES,RFGCOMPN,RFGWIN,RFGOPN,RFGCLN,RFGVNN,RFGICN,PCTERMN,LAPTPN,PRNTRN,SERVERN,TRNGRM,STDNRM,WBOARDS,TVVIDEON,RGSTRN,COPIERN,HDD65,CDD65,EUI
28,1051891,316.26326145,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,20000,1,NA,NA,300,NA,12,2,50,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,84,12,2,0,2,1,1,12,NA,2,1351,1189,52.6
28,7710593,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,104000,3,1,NA,800,NA,11,2,45,80,1,100,100,2,2,2,1,2,1,2,2,2,NA,1,NA,3,NA,NA,NA,NA,150,225,20,1,2,1,1,NA,NA,3,5051,1435,74.1
28,7096946,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,106000,2,1,NA,700,NA,11,1,45,62,1,100,100,1,1,2,1,1,1,2,2,2,NA,1,NA,3,2,4,3,1,40,700,8,1,1,2,1,42,2,3,4905,1052,67
28,7062397,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,79000,5,1,NA,500,NA,12,1,50,65,1,100,96,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,8,3,NA,30,100,40,2,1,1,1,4,NA,NA,4753,1360,89.4
28,16898528,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,158000,2,NA,NA,900,NA,12,1,70,51,1,100,NA,1,2,2,2,2,1,2,2,2,NA,2,NA,1,NA,NA,2,NA,60,30,100,2,2,1,1,NA,1,1,10744,16,107
28,2534655,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,31500,1,NA,NA,500,NA,12,2,40,54,1,100,100,1,2,2,2,1,1,2,2,2,NA,1,6,NA,NA,2,NA,1,233,7,50,1,1,1,1,NA,NA,4,678,4379,80.5
28,2007924,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,75000,1,NA,NA,250,NA,12,2,60,35,1,100,100,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,NA,NA,1,NA,100,35,20,6,2,2,1,30,NA,3,6143,920,26.8
28,6831380,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,87000,4,1,NA,700,NA,10,2,45,65,1,80,40,2,2,1,1,2,2,2,2,2,NA,1,NA,NA,NA,2,2,NA,125,100,50,4,2,1,1,10,NA,4,4068,1180,78.5
28,5829962,160.42583102,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,88000,2,NA,NA,1000,NA,12,1,35,78,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,4,1,1,63,50,50,0,2,1,1,70,3,3,4400,1003,66.2
29,667121,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,24000,2,NA,NA,150,NA,9,2,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,15,10,5,1,2,1,1,NA,NA,2,2286,2122,27.8
28,3280877,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,55000,2,NA,NA,350,NA,12,2,55,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,2,1,110,12,10,1,2,1,2,25,1,2,3787,1146,59.7
28,3704361,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,55000,3,1,NA,500,NA,12,2,50,97,1,100,30,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,213,43,11,6,2,1,1,2,1,4,6956,484,67.4
28,3271069,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,48000,1,NA,NA,600,NA,12,2,45,50,2,100,15,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,6,1,NA,NA,NA,NA,100,47,5,21,1,1,1,28,2,5,6091,768,68.1
28,2833350,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,52000,2,NA,NA,700,NA,11,2,50,98,1,100,5,2,2,2,2,1,1,2,2,2,NA,1,10,NA,NA,NA,2,NA,150,70,0,1,2,2,1,25,2,5,5216,947,54.5
28,4462770,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,106000,2,1,NA,500,NA,12,1,54,60,1,100,80,2,2,1,2,2,1,2,2,2,NA,2,NA,1,NA,2,1,NA,100,25,35,1,2,1,1,10,3,1,5810,1009,42.1
29,15348086,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,280000,3,2,NA,2500,NA,12,1,55,125,1,100,100,1,2,1,1,1,1,2,1,2,NA,1,NA,2,NA,NA,4,3,50,1420,9,5,1,1,2,5,4,5,4104,1667,54.8
28,20825218,15.945623796,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,280000,2,1,NA,1250,NA,12,1,70,225,1,100,98,2,2,1,2,1,2,2,1,1,1,2,5,1,NA,3,5,3,342,181,45,6,2,1,1,13,3,7,4485,831,74.4
29,7410263,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,200001,2,1,NA,1750,NA,12,1,70,182,1,100,100,2,2,1,1,2,1,2,1,2,NA,1,4,2,NA,2,6,1,476,1420,25,1,1,1,1,25,3,10,2523,1913,37.1
28,4865758,84.055763395,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,114000,2,NA,NA,700,NA,12,1,65,50,1,100,85,1,2,1,2,2,1,2,2,2,NA,2,NA,2,1,9,7,1,75,30,15,1,1,2,1,50,2,3,5479,836,42.7
28,391814,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,23500,1,NA,NA,300,NA,12,2,40,18,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,3,2,2,2,NA,NA,NA,1404,2657,16.7
28,3655648,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,138000,2,1,NA,450,NA,10,2,40,40,1,100,100,1,2,1,1,2,1,2,2,2,NA,2,40,4,2,1,4,1,110,1,33,1,2,1,2,32,2,4,3309,1418,26.5
28,1014714,484.85166373,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22500,1,NA,NA,250,NA,10,2,40,17,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,6,NA,NA,NA,1,NA,50,2,14,1,2,2,1,3,NA,2,1684,2416,45.1
28,2267981,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,72000,1,NA,NA,700,NA,9,2,40,50,1,20,45,2,2,1,2,2,1,2,2,2,NA,2,2,1,NA,2,NA,1,32,20,4,2,2,2,1,30,2,2,1086,3844,31.5
29,19486579,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,385000,2,2,NA,2250,NA,12,1,55,50,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,NA,2,3,3,15,3,1000,200,100,3,1,1,1,100,5,3,2747,1416,50.6
28,4175453,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,67000,1,NA,NA,500,NA,12,2,48,83,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,2,NA,NA,2,2,1,183,289,20,1,1,1,1,20,2,5,2872,1500,62.3
28,3100689,84.58932707,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,92000,1,NA,NA,1000,NA,12,1,35,75,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,2,NA,1,250,100,3,1,2,1,1,10,1,2,1165,3973,33.7
29,5012377,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,97000,2,NA,NA,600,NA,12,2,45,50,1,100,10,2,2,1,2,2,1,2,2,2,NA,1,10,1,NA,NA,1,NA,80,0,25,1,2,1,1,15,2,4,5216,728,51.7
28,349710,583.35116997,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,10250,1,NA,NA,90,NA,11,2,40,8,2,NA,95,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,NA,NA,NA,NA,13,0,5,0,2,2,1,6,NA,NA,191,3971,34.1
28,5759571,259.35186162,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,168000,2,NA,NA,600,NA,12,2,40,70,1,100,75,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,2,NA,96,0,10,1,2,1,1,1,NA,3,2244,2649,34.3
28,1112660,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,25500,2,1,NA,250,NA,12,1,80,25,2,80,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,6,NA,NA,NA,NA,NA,50,0,3,1,2,1,2,13,NA,1,2711,2901,43.6
29,10966409,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,182000,2,1,NA,800,NA,12,1,60,140,1,100,95,1,2,1,2,2,1,2,2,2,NA,1,12,1,NA,NA,2,NA,450,84,10,5,2,1,1,10,NA,6,6704,1034,60.3
28,1761736,196.22661191,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,54000,3,1,NA,400,NA,10,2,80,25,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,5,2,2,NA,1,1,70,25,6,1,2,2,2,NA,2,3,1054,1297,32.6
28,3586927,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,79000,4,1,NA,800,NA,12,2,40,65,1,100,65,2,2,1,2,2,1,2,2,2,NA,1,6,2,NA,NA,1,NA,145,10,6,0,2,1,1,4,1,NA,4250,1223,45.4
28,1375708,308.205725,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,27000,1,NA,NA,175,NA,10,2,40,23,1,100,NA,2,2,2,1,2,2,2,2,2,NA,1,5,NA,NA,4,1,NA,38,62,6,1,1,2,2,9,NA,2,5987,246,51
28,2858985,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,36000,1,NA,NA,350,NA,12,2,50,39,1,100,55,2,2,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,NA,1,180,75,20,0,2,2,1,2,NA,4,2907,2663,79.4
29,19407307,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,255000,2,3,NA,2000,NA,12,1,97,130,1,100,50,1,2,1,1,2,1,2,2,2,NA,1,6,2,6,6,10,3,10,500,90,1,1,1,1,NA,4,16,6041,876,76.1
28,4649460,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,150000,4,1,NA,1000,NA,10,2,43,160,1,90,20,2,2,1,1,2,2,2,2,2,NA,1,3,2,3,6,2,NA,100,350,8,1,1,2,2,24,3,4,5936,839,31
28,3946847,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,122000,2,NA,NA,600,NA,12,2,45,77,1,100,90,2,2,1,1,2,1,2,2,2,NA,2,NA,2,1,3,2,NA,236,428,27,11,1,1,1,30,2,4,6619,722,32.4
29,18541030,15.945623796,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,295000,2,1,NA,1500,NA,12,2,55,125,1,95,95,1,2,2,1,2,1,2,2,2,NA,1,60,3,NA,NA,12,2,338,270,100,0,1,1,1,75,3,10,4296,1398,62.9
28,7043270,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,138000,4,3,NA,1500,NA,10,2,80,85,1,100,90,2,2,1,2,2,2,2,2,2,NA,1,NA,1,3,NA,3,NA,250,100,8,3,2,1,1,4,2,6,4484,1418,51
28,1202267,299.39484032,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,42500,1,NA,NA,500,NA,10,2,50,50,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,220,30,3,1,2,1,1,1,NA,3,2867,2173,28.3
29,5283723,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,64000,1,NA,NA,700,NA,9,2,40,62,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,3,NA,4,3,1,250,50,5,0,2,1,1,5,2,5,3161,1599,82.6
28,4271918,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,112000,1,NA,NA,1250,NA,12,2,40,65,1,100,80,1,2,1,1,2,2,2,2,2,NA,2,NA,2,2,1,3,2,229,84,53,0,1,2,1,50,1,4,3507,1862,38.1
28,1396153,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,45500,1,NA,NA,500,NA,12,2,40,40,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,1,NA,NA,NA,1,60,0,20,1,1,2,2,24,1,6,2527,2294,30.7
28,2261658,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22500,1,NA,NA,300,NA,10,2,45,13,2,80,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,40,12,2,0,2,1,1,NA,NA,NA,1293,2714,100.5
28,930244,316.26326145,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22000,1,NA,NA,350,NA,12,2,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,48,10,2,0,2,2,1,14,NA,2,1349,1287,42.3
28,6394243,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,110000,2,1,NA,700,NA,12,1,80,90,1,100,100,2,2,1,1,2,1,2,2,2,NA,2,NA,2,NA,3,2,NA,300,100,50,10,2,1,1,12,2,6,6173,511,58.1
28,5393157,90.622000825,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,92000,2,1,NA,1000,NA,12,1,39,84,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,11,2,2,NA,1,1,49,40,5,3,1,1,1,40,3,3,1037,4009,58.6
29,2763515,918.02992474,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,25001,1,NA,NA,150,NA,10,2,50,7,1,100,100,2,2,2,2,2,2,1,1,2,NA,1,2,NA,NA,NA,NA,NA,80,75,5,0,1,1,2,4,NA,1,4817,984,110.5
28,6520205,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,69000,4,NA,NA,700,NA,10,2,45,90,1,100,NA,2,2,1,2,1,1,2,2,2,NA,1,NA,NA,1,NA,NA,NA,50,50,30,1,1,2,1,6,NA,5,3622,1221,94.5
28,7823382,362.06989684,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,99000,2,1,NA,700,NA,12,1,45,104,1,100,75,2,2,1,1,1,1,2,2,2,NA,1,NA,2,1,1,NA,1,102,157,60,5,1,1,1,1,2,2,4701,781,79
29,9921911,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,140000,2,1,NA,500,NA,12,1,40,35,1,100,98,1,2,1,1,2,1,2,1,2,NA,1,5,2,NA,4,5,2,100,25,7,10,1,1,1,10,3,2,5050,975,70.9
28,2235822,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,70000,1,NA,NA,500,NA,12,2,60,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,5,2,NA,NA,2,1,146,263,20,1,1,1,1,20,2,5,3064,1705,31.9
29,18876407,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,410000,2,3,NA,2000,NA,12,1,90,220,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,10,1,NA,4,8,1,1500,700,300,0,2,1,1,NA,4,4,5528,1102,46
28,7749255,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,142000,1,NA,NA,600,NA,12,2,40,65,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,8,NA,1,199,10,7,3,1,1,1,6,2,4,889,3269,54.6
28,823664,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,19000,2,NA,NA,200,NA,12,1,44,12,2,100,75,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,10,60,3,0,2,2,2,8,NA,1,4935,1029,43.4
28,3663343,904.01813769,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,48000,1,NA,NA,600,NA,12,2,60,45,1,100,90,1,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,4,NA,1,60,25,15,4,1,1,1,5,NA,3,7932,621,76.3
29,2793415,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,54000,1,NA,NA,400,NA,12,2,40,37,1,100,100,1,2,1,2,1,1,2,1,2,NA,1,4,1,NA,4,2,1,28,19,12,7,1,1,1,2,NA,3,4190,1610,51.7
28,3061277,139.16995492,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,47500,2,1,NA,400,NA,12,2,45,57,1,100,95,2,2,1,2,2,1,2,2,2,NA,1,4,2,NA,3,2,NA,92,40,30,1,1,1,1,15,1,2,5300,778,64.4
29,36428567,21.599296197,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,480000,1,NA,NA,1750,NA,12,1,120,250,1,100,100,1,2,1,1,2,2,2,1,1,1,1,NA,2,NA,6,14,2,50,250,200,50,1,1,1,100,5,5,5305,931,75.9
29,21234761,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,230000,3,1,NA,800,NA,12,2,48,95,1,95,90,1,2,1,1,2,1,2,1,2,NA,1,2,3,NA,1,NA,1,177,25,20,9,1,1,1,50,NA,5,4179,1658,92.3
28,1931937,299.39484032,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,38000,2,NA,NA,400,NA,9,2,40,40,1,95,90,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,40,13,4,0,1,2,2,26,1,2,2778,2243,50.8
29,13861306,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,146000,2,1,NA,800,NA,12,1,70,100,1,100,99,1,2,1,1,2,1,2,2,2,NA,1,NA,4,NA,3,4,3,85,50,15,5,1,1,1,30,3,4,6168,1372,94.9
28,2486783,583.35116997,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,25500,1,NA,NA,350,NA,10,2,70,44,1,100,15,2,2,2,2,1,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,88,8,24,1,2,1,1,11,3,3,4814,1039,97.5
29,13118703,84.58932707,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,205000,2,1,NA,1750,NA,12,1,50,116,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,2,NA,NA,4,1,200,75,20,1,2,1,1,30,4,5,3901,1036,64
29,14595454,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,295000,2,1,NA,2000,NA,12,1,84,194,1,100,100,1,2,1,1,2,1,2,1,2,NA,1,10,3,NA,2,10,1,635,1420,25,1,1,1,1,25,3,15,2968,2002,49.5
28,3030385,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,46000,2,1,NA,350,NA,12,1,50,26,1,100,100,2,2,1,2,1,2,2,2,2,NA,2,NA,1,NA,2,2,1,70,60,7,2,1,1,1,2,1,NA,3576,1851,65.9
28,1707594,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,52000,2,NA,NA,300,NA,9,2,40,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,2,NA,1,3,NA,NA,1,20,40,5,3,2,1,1,20,1,2,1100,3772,32.8
29,3458919,499.1203535,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,62000,3,1,NA,450,NA,12,2,45,50,1,100,20,2,2,1,2,2,2,2,2,2,NA,1,NA,2,NA,NA,NA,1,50,25,20,1,1,1,1,NA,1,3,4152,770,55.8
28,3447617,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,57000,1,NA,NA,600,NA,10,1,80,42,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,150,42,7,1,2,1,1,NA,NA,3,5354,1140,60.5
29,6654935,140.90682201,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,36500,1,NA,NA,500,NA,12,1,85,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,20,5,5,0,2,2,2,NA,NA,NA,2697,2427,182.3
28,1982420,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,55000,2,NA,NA,450,NA,12,2,50,30,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,58,6,5,0,1,2,2,NA,2,1,2489,1793,36
28,9538876,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,124000,3,2,NA,700,NA,12,1,90,80,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,2,NA,NA,100,50,4,1,1,2,1,NA,NA,1,6816,880,76.9
28,3764424,212.42624205,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,76000,3,NA,NA,600,NA,12,2,35,40,1,100,NA,2,2,2,2,1,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,70,40,2,0,2,1,1,NA,NA,2,4220,1685,49.5
28,2951654,73.063122805,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,98000,1,NA,NA,500,NA,12,2,45,56,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,NA,2,NA,3,1,1,250,72,37,0,2,1,1,56,2,2,2706,2008,30.1
28,2086704,825.40232224,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,64000,3,NA,NA,225,NA,12,1,70,24,1,100,10,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,4,NA,NA,60,15,4,0,2,1,1,NA,NA,1,5263,970,32.6
28,2431320,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,75000,1,NA,NA,900,NA,9,1,60,53,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,2,NA,NA,2,2,187,88,56,12,2,1,1,53,1,2,1596,3297,32.4
28,3706212,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,74000,2,1,NA,400,NA,12,2,60,45,1,100,75,2,2,1,1,2,1,2,2,2,NA,2,NA,2,1,NA,NA,1,111,36,33,4,2,2,1,24,2,3,3556,1404,50.1
29,5338210,201.21025436,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,65000,2,NA,NA,200,NA,12,1,50,20,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,8,NA,NA,NA,NA,NA,150,30,5,2,2,2,1,NA,NA,5,4748,1796,82.1
29,5098800,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,136000,2,1,NA,900,NA,12,2,40,90,1,80,75,2,2,1,2,2,2,2,1,2,NA,2,NA,2,NA,4,2,1,212,1,3,0,1,2,1,10,2,3,3353,1892,37.5
28,4744620,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,215000,1,NA,NA,800,NA,12,2,40,60,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,30,3,NA,2,3,2,120,2,15,2,1,1,1,10,1,4,2711,2408,22.1
29,9567940,212.42624205,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,84000,5,NA,NA,800,NA,9,2,55,125,1,100,59,2,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,6,78,NA,60,120,50,4,1,2,1,5,NA,10,3538,1474,113.9
28,4138978,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,88000,2,1,NA,700,NA,12,2,50,60,1,100,100,2,2,1,2,1,1,2,2,2,NA,1,3,1,NA,NA,NA,NA,280,6,10,0,2,1,1,1,NA,1,6889,788,47
28,5347992,403.26234933,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,26000,1,NA,NA,250,NA,9,2,60,20,1,100,100,2,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,3,3,NA,100,0,3,1,1,1,1,15,1,2,5537,818,205.7
28,5876010,366.15594072,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,104000,2,1,NA,500,NA,12,2,40,81,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,5,1,NA,4,1,1,7,285,7,1,1,1,1,3,2,5,4130,1389,56.5
29,59548666,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,440000,5,1,NA,3500,NA,12,1,105,298,1,100,10,1,2,1,1,1,1,2,2,1,1,1,6,5,NA,7,6,2,850,40,25,68,1,1,1,20,10,20,4721,1643,135.3
28,3140065,160.42583102,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,73000,1,NA,NA,700,NA,12,2,60,84,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,4,1,1,119,31,10,1,1,1,1,10,1,NA,2547,1510,43
28,5763306,90.622000825,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,134000,1,NA,NA,900,NA,12,2,45,80,1,100,100,2,2,1,2,2,2,2,1,2,NA,1,NA,2,NA,4,2,2,150,50,20,1,1,2,1,10,3,3,1634,3223,43
28,2168261,583.35116997,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,61000,1,NA,NA,400,NA,12,2,40,40,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,100,40,5,2,2,1,1,NA,1,1,2321,1731,35.5
29,296402,1559.8286174,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,7000,2,NA,NA,80,NA,12,2,60,6,1,100,100,2,2,2,2,1,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,25,0,6,1,2,2,2,1,NA,1,6107,971,42.3
28,11173557,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,230000,2,3,NA,1000,NA,12,1,50,75,1,100,95,1,2,1,1,1,2,2,2,2,NA,1,3,2,3,13,1,3,356,35,40,14,1,1,1,50,NA,5,4641,1109,48.6
28,2477928,271.01509096,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,37500,2,NA,NA,250,NA,12,1,70,22,1,100,15,2,2,2,1,1,1,2,2,2,NA,1,4,NA,NA,2,1,NA,40,10,3,1,2,1,1,25,NA,2,6434,765,66.1
28,12062937,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,196000,2,1,NA,600,NA,12,2,40,94,1,100,100,1,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,12,NA,4,86,118,40,5,1,1,1,30,4,7,779,3873,61.5
29,1341971,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,37000,3,1,NA,500,NA,12,1,72,12,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,50,12,3,0,1,2,1,1,NA,1,6409,652,36.3
