"exp","dependent","model","interaction","transform","obs","rank","coef","R.2","Adj.R.2","mse","rmse","mae","mape","nrmse_iqr","nrmse_range","nrmse_mean"
"E1","SOURCE_EUI","Reg",1,"meanCent",104,8,8,0.54,0.507,3218.719,56.734,44.22,0.25,51.437,17.712,30.777
"E1","SOURCE_EUI","Reg_AIC",1,"meanCent",104,6,6,0.495,0.469,2803.813,52.951,41.878,0.257,48.007,16.531,28.725
"E1","SOURCE_ENERGY","Reg",1,"meanCent",104,8,8,0.896,0.888,183674576201346,13552659.377,9300485.937,0.368,28.081,9.319,33.02
"E1","SOURCE_ENERGY","Reg_AIC",1,"meanCent",104,7,7,0.884,0.877,168558749783067,12983017.746,9046631.456,0.499,26.901,8.927,31.632
"E2","SOURCE_EUI","Reg_Int",2,"meanCent",104,29,29,0.663,0.537,2738.546,52.331,40.028,0.226,47.445,16.337,28.388
"E2","SOURCE_EUI","Reg_AIC_Int",2,"meanCent",104,11,11,0.523,0.472,2554.559,50.543,39.993,0.244,45.824,15.779,27.418
"E2","SOURCE_ENERGY","Reg_Int",2,"meanCent",104,29,29,0.953,0.935,127509219902540,11291998.047,7490974.231,0.231,23.397,7.764,27.512
"E2","SOURCE_ENERGY","Reg_AIC_Int",2,"meanCent",104,18,18,0.903,0.884,111893415467377,10577968.4,7835989.716,0.526,21.918,7.273,25.772
"E2","SOURCE_EUI","Reg_Int",3,"meanCent",104,64,64,0.85,0.613,2069.056,45.487,30.456,0.182,41.24,14.2,24.676
"E2","SOURCE_EUI","Reg_AIC_Int",3,"meanCent",104,42,42,0.752,0.589,1530.041,39.116,29.64,0.18,35.464,12.212,21.22
"E2","SOURCE_ENERGY","Reg_Int",3,"meanCent",104,64,64,0.973,0.931,69652768155349.8,8345823.396,4916744.166,0.164,17.293,5.738,20.334
"E2","SOURCE_ENERGY","Reg_AIC_Int",3,"meanCent",104,41,41,0.956,0.928,61938391102995,7870094.733,5583928.525,0.279,16.307,5.411,19.175
"E2","SOURCE_EUI","Reg_Int",4,"meanCent",104,99,99,0.991,0.814,220.029,14.833,7.222,0.038,13.448,4.631,8.047
"E2","SOURCE_EUI","Reg_AIC_Int",4,"meanCent",104,91,91,0.982,0.858,147.115,12.129,6.424,0.036,10.997,3.787,6.58
"E2","SOURCE_ENERGY","Reg_Int",4,"meanCent",104,99,99,0.997,0.937,9440469622870.95,3072534.723,1502250.338,0.031,6.366,2.113,7.486
"E2","SOURCE_ENERGY","Reg_AIC_Int",4,"meanCent",104,95,95,0.994,0.934,5943672933902.17,2437964.916,1212010.203,0.046,5.051,1.676,5.94
"E3b","SOURCE_EUI","xgboost_default",2,"meanCent",104,7,7,0.992,0.991,194.177,13.935,8.598,0.047,12.634,4.35,7.559
"E3b","SOURCE_EUI","xgboost_default",3,"meanCent",104,7,7,1,1,5.973,2.444,1.467,0.008,2.216,0.763,1.326
"E3b","SOURCE_EUI","xgboost_random",1,"meanCent",104,7,7,1,1,0.036,0.189,0.107,0.001,0.171,0.059,0.103
"E3b","SOURCE_EUI","xgboost_grid",2,"meanCent",104,7,7,0.908,0.903,1062.452,32.595,22.79,0.131,29.552,10.176,17.682
"E3b","SOURCE_EUI","xgboost_grid",3,"meanCent",104,7,7,0.934,0.93,744.317,27.282,20.263,0.117,24.735,8.517,14.8
"E3b","SOURCE_EUI","xgboost_adaptive",1,"meanCent",104,7,7,1,1,0.802,0.896,0.616,0.003,0.812,0.28,0.486
"E3b","SOURCE_ENERGY","xgboost_default",2,"meanCent",104,7,7,0.998,0.997,9622738917130.88,3102053.984,1782451.933,0.058,6.427,2.133,7.558
"E3b","SOURCE_ENERGY","xgboost_default",3,"meanCent",104,7,7,1,1,305398867967.665,552629.051,343451.925,0.012,1.145,0.38,1.346
"E3b","SOURCE_ENERGY","xgboost_random",1,"meanCent",104,7,7,0.869,0.86,220454772026132,14847719.422,9917754.098,0.347,30.765,10.209,36.175
"E3b","SOURCE_ENERGY","xgboost_grid",2,"meanCent",104,7,7,0.991,0.991,28733748304942.1,5360386.955,3423846.217,0.129,11.107,3.686,13.06
"E3b","SOURCE_ENERGY","xgboost_grid",3,"meanCent",104,7,7,0.985,0.984,30708109657423.4,5541489.841,4138198.723,0.207,11.482,3.81,13.501
"E3b","SOURCE_ENERGY","xgboost_adaptive",1,"meanCent",104,7,7,1,1,282433.962,531.445,397.685,0,0.001,0,0.001
