Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2014,101910,Michael A. Bilandic Building,160 N. LaSalle St.,60601,LOOP,Office,445145,1920,1,78,17944070,16537216,,,,78,166,72,158,4484,10.07,41.88481297,-87.63290616,"(41.88481297, -87.63290616)"
2014,101801,Michigan Plaza,205/225 N Michigan Ave,60601,LOOP,Office,2059714,1981,1,76,131683752,25801,,,,64,201,61,193,26458,12.85,41.88603179,-87.62354823,"(41.88603179, -87.62354823)"
2014,103664,Northern Trust Headquarters,50 S. LaSalle,60603,LOOP,Financial Office,580000,1963,1,80,31377219,21202799,,,,91,208,87,205,7430,12.81,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
2014,101850,One East Wacker,One East Wacker Drive,60601,LOOP,Office,579275,1962,1,92,17315777,30032601,,,,82,148,77,142,5074,8.76,41.88653035,-87.62754249,"(41.88653035, -87.62754249)"
2014,101834,One North Franklin,1 N. Franklin,60606,LOOP,Office,708027,1991,1,76,46860374,,,,16560,66,208,63,197,9416,13.3,41.88230828,-87.6349623,"(41.88230828, -87.6349623)"
2014,103640,One North LaSalle,1 N. LaSalle,60602-3902,LOOP,Office,501904,1932,1,81,18120566,27641914,,,,91,171,86,165,5109,10.18,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2014,103685,One North State,1 North State,60602,LOOP,Office,829072,1910,1,74,45261204,23312000,,,,83,201,82,199,10332,12.46,41.88238964,-87.62728409,"(41.88238964, -87.62728409)"
2014,101744,One North Wacker,One North Wacker Drive,60606,LOOP,Office,1599211,2001,1,77,109723642,,,38694407,,93,240,91,234,24084,15.06,41.88230154,-87.636058,"(41.88230154, -87.636058)"
2014,101739,One South Dearborn,1 South Dearborn,60603,LOOP,Office,942732,2005,1,83,56988589,,,,,61,190,58,182,11450,12.15,41.88165139,-87.62884674,"(41.88165139, -87.62884674)"
2014,101748,One South Wacker,One South Wacker,60606,LOOP,Office,1343438,1982,1,82,77564211,,,,,58,181,,,15584,11.6,41.88155817,-87.63615089,"(41.88155817, -87.63615089)"
2014,102157,Prudential Plaza,130 East Randolph & 180 North Stetson,60601,LOOP,Office,2751094,1972,1,83,149471292,44242957,,,,70,188,67,181,32381,11.77,41.88494749,-87.62313016,"(41.88494749, -87.62313016)"
2014,101762,RICHARD J. DALEY CENTER,50 W. WASHINGTON,60602,LOOP,Courthouse,1541766,1965,1,81,58666645,87365508,,,,95,179,90,174,16427,10.65,41.88409726,-87.63019634,"(41.88409726, -87.63019634)"
2014,101569,Robert Morris Center,401 S. State St.,60605,LOOP,Adult Education,517424,1893,1,,16366914,8711048,,,,49,117,45,113,3751,7.25,41.87632131,-87.62720278,"(41.87632131, -87.62720278)"
2014,103687,Sullivan Center,1 S State Street,60603,LOOP,Office,1097549,1903,1,91,36462645,39674099,,,,69,142,66,139,9433,8.59,41.88155564,-87.62730774,"(41.88155564, -87.62730774)"
2014,160196,The Art Institute of Chicago,111 South Michigan Ave,60603,LOOP,Museum,1008416,1892,1,,94822312,158283369,,,,251,460,248,457,27458,27.23,41.880452,-87.624229,"(41.880452, -87.624229)"
2014,101715,The Franklin,227 West Monroe,60606,LOOP,Office,3406142,1989,1,79,214100987,443100,,,,63,198,63,198,43039,12.64,41.88003331,-87.63472342,"(41.88003331, -87.63472342)"
2014,101790,The Jewelers Building,35 East Wacker Drive,60601,LOOP,Office,621000,1927,1,,30846172,25513900,,,,91,199,85,192,7553,12.16,41.88653197,-87.62678611,"(41.88653197, -87.62678611)"
2014,101567,The Monadnock Building,53 W. Jackson Blvd,60604,LOOP,Office,496749,1890,1,97,9943121,15086404,,,,50,95,47,91,2799,5.63,41.87752434,-87.6295529,"(41.87752434, -87.6295529)"
2014,103721,The Rookery Building,209 S. LaSalle,60604,LOOP,Office,337879,1886,1,68,25663102,,,,,76,239,76,239,5156,15.26,41.87908523,-87.631822,"(41.87908523, -87.631822)"
2014,103711,Two North LaSalle,2 North LaSalle,60602,LOOP,Office,776691,1978,1,89,45889489,,,,,59,186,56,177,9220,11.87,41.8823134,-87.63279516,"(41.8823134, -87.63279516)"
2014,103606,Willis Tower,233 S Wacker Drive,60606,LOOP,Office,4493970,1973,1,36,495368832,,,,,110,346,110,346,99526,22.15,41.87887581,-87.63587349,"(41.87887581, -87.63587349)"
2014,103608,329 W 18th Street,329 W 18th Street,60616,LOWER WEST SIDE,Office,406780,1911,1,97,11287176,7229520,,,,46,106,44,103,2652,6.52,41.857685,-87.636254,"(41.857685, -87.636254)"
2014,100418,Morgan Park-CPS,1744 W Pryor Ave,60643,MORGAN PARK,K-12 School,269480,1921,1,70,7619235,15863384,,,,87,151,83,145,2373,8.81,41.69164701,-87.66578473,"(41.69164701, -87.66578473)"
2014,103761,20 West Kinzie,20 West Kinzie Street,60654,NEAR NORTH SIDE,Office,392653,2000,1,35,34878044,937661,,,,91,281,91,281,7057,17.97,41.88927,-87.628761,"(41.88927, -87.628761)"
2014,100447,211 E. Chicago Ave.,211 E. Chicago Ave.,60611,NEAR NORTH SIDE,Office,394230,1965,1,85,15403962,17932947,,,,85,171,81,167,4047,10.27,41.89644968,-87.62256575,"(41.89644968, -87.62256575)"
2014,250129,300 North LaSalle,300 N LaSalle,60654,NEAR NORTH SIDE,Office,1506959,2007,1,80,94085354,,,,666678,63,197,61,191,18952,12.58,41.88814152,-87.63312862,"(41.88814152, -87.63312862)"
2014,101934,321 N. Clark @ Riverfront Plaza,321 North Clark,60654,NEAR NORTH SIDE,Office,1025053,1987,1,79,58824688,,,,,57,180,56,175,11819,11.53,41.88827025,-87.6306007,"(41.88827025, -87.6306007)"
2014,158133,353 North Clark,353 North Clark Street,60654,NEAR NORTH SIDE,Office,1364257,2009,1,85,90195435,6606325,,,67896,71,213,69,205,18477,13.54,41.88886543,-87.6302742,"(41.88886543, -87.6302742)"
2014,101804,401 N Michigan Avenue,401 N Michigan Avenue,60611,NEAR NORTH SIDE,Office,878884,1965,1,74,34658345,67941037,,,,117,205,110,198,10572,12.03,41.88961452,-87.62297649,"(41.88961452, -87.62297649)"
2014,101935,500 N Michigan,500 N Michigan,60611,NEAR NORTH SIDE,Office,373561,1968,1,54,32495267,,,,,87,273,82,259,6529,17.48,41.89117131,-87.62469712,"(41.89117131, -87.62469712)"
2014,101795,541 N. Fairbanks,541 North Fairbanks,60611,NEAR NORTH SIDE,Office,622883,1969,1,69,32817220,32726633,,,,105,221,99,212,8332,13.38,41.89221623,-87.61971658,"(41.89221623, -87.61971658)"
2014,100851,600 W Chicago,600 W Chicago,60654,NEAR NORTH SIDE,Office,1434236,1908,1,82,119811664,2098799,,19288620,,98,277,98,275,25200,17.57,41.896501,-87.64288,"(41.896501, -87.64288)"
2014,103781,625 N Michigan Avenue,625 N Michigan Avenue,60611-4594,NEAR NORTH SIDE,Office,359409,1969,1,92,14967898,14167900,,,,81,172,76,167,3760,10.46,41.893122,-87.624155,"(41.893122, -87.624155)"
2014,103766,640 N LaSalle,640 N LaSalle Dr,60654,NEAR NORTH SIDE,Office,282343,1969,1,60,21638044,10650291,,,,114,280,112,278,4913,17.4,41.89361489,-87.63342151,"(41.89361489, -87.63342151)"
2014,103816,AMA Plaza,330 North Wabash,60611,NEAR NORTH SIDE,Office,1915669,1971,1,75,101318146,39979936,,53623173,,102,216,100,214,26440,13.8,41.88863693,-87.62751976,"(41.88863693, -87.62751976)"
2014,103614,Ann & Robert H. Lurie Children's Hospital of Chicago,225 E Chicago Ave,60611,NEAR NORTH SIDE,Hospital (General Medical & Surgical),1250000,2012,1,34,118414722,193087199,,,1940418,251,461,244,451,34191,27.35,41.896764,-87.621559,"(41.896764, -87.621559)"
2014,101971,Corboy Law Center,25 E. Pearson St.,60611,NEAR NORTH SIDE,College/University,306560,2004,1,,23270864,8299049,,,,103,267,96,253,5116,16.69,41.897139,-87.62708914,"(41.897139, -87.62708914)"
2014,101874,CW GLL 444 N. Michigan,444 N. Michigan Avenue,60611,NEAR NORTH SIDE,Office,517115,1976,1,52,41443210,49803,,,,80,252,77,243,8329,16.11,41.89069402,-87.62477656,"(41.89069402, -87.62477656)"
2014,102079,East Bank Club,500 North Kingsbury Street,60654,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,302780,1980,1,,37592154,38890102,,,,253,525,249,521,9618,31.77,41.89011705,-87.63932051,"(41.89011705, -87.63932051)"
2014,103798,Federal Railroad Retirement Board,844 W. Rush Street,60611,NEAR NORTH SIDE,Office,383007,1923,4,,16227158,24838132,,,,107,201,103,197,4580,11.96,41.897972,-87.626633,"(41.897972, -87.626633)"
2014,103620,Grossinger City Autoplex,1530 N Dayton St,60642,NEAR NORTH SIDE,Automobile Dealership,275000,2008,1,,11270379,5739722,,,,62,151,57,142,2569,9.34,41.910106,-87.649495,"(41.910106, -87.649495)"
2014,103656,Merchandise Mart,222 Merchandise Mart Plaza,60654,NEAR NORTH SIDE,Mixed Use Property,4146422,1930,1,,135798726,95835487,,42748968,,66,137,63,135,34627,8.35,41.888012,-87.634543,"(41.888012, -87.634543)"
2014,105864,"Navy Pier, Inc.",600 E Grand Ave,60611,NEAR NORTH SIDE,Other - Entertainment/Public Assembly,1589190,1914,1,,114699225,95098457,,,,132,290,129,286,28096,17.68,41.89174315,-87.60470217,"(41.89174315, -87.60470217)"
2014,103594,NBC Tower,455 North Cityfront Plaza Drive,60611,NEAR NORTH SIDE,Office,939400,1988,1,71,89662208,,,,,95,300,94,296,18014,19.18,41.890071,-87.621562,"(41.890071, -87.621562)"
2014,103684,NMH Arkes Family Pavilion,676 N St. Clair St,60611,NEAR NORTH SIDE,Medical Office,675000,1980,1,62,80105094,240000,,,,119,373,116,364,16107,23.86,41.894419,-87.622789,"(41.894419, -87.622789)"
2014,103632,NMH Feinberg Pavilion and Galter Pavilion,251 E Huron St.,60654,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000,1999,1,70,185269075,260264006,,,,203,389,199,383,51047,23.2,41.89458666,-87.62152834,"(41.89458666, -87.62152834)"
2014,103748,NMH Olson Pavilion,710 N Fairbanks Ct,60611,NEAR NORTH SIDE,Laboratory,362800,1977,1,,80257371,,80110236,,,442,960,432,948,21444,59.11,41.89531,-87.620363,"(41.89531, -87.620363)"
2014,103615,NMH Prentice Womens Hospital,250 E Superior Street,60611,NEAR NORTH SIDE,Hospital (General Medical & Surgical),945000,2007,1,52,83746482,118674838,,,,214,410,205,394,23129,24.48,41.89627286,-87.62088103,"(41.89627286, -87.62088103)"
2014,101840,Northwestern University Chicago Campus,710N Lakeshore Dr,60611,NEAR NORTH SIDE,College/University,2238599,1925,12,,219950383,516911375,,,20981795,339,560,,,73204,32.7,41.89534174,-87.61664801,"(41.89534174, -87.61664801)"
2014,158438,Realtor Building,430 N. Michigan Ave,60611,NEAR NORTH SIDE,Office,264980,1962,1,79,12729954,9232664,,,,83,187,80,184,3048,11.5,41.8903758,-87.62467983,"(41.8903758, -87.62467983)"
2014,101890,Rehabilitation Institute of Chicago,345 East Superior Street,60611,NEAR NORTH SIDE,Other - Specialty Hospital,381000,1971,1,,40612285,,,,,107,335,107,335,8160,21.42,41.89544928,-87.61831774,"(41.89544928, -87.61831774)"
2014,250150,Reid Murdoch Center,315-331 N. LaSalle,60654,NEAR NORTH SIDE,Office,335281,1912,1,64,24220915,,,,,72,227,72,227,4866,14.51,41.88810068,-87.63181582,"(41.88810068, -87.63181582)"
2014,103653,River North Point,350 North Orleans Street,60654,NEAR NORTH SIDE,Office,1738520,1975,1,72,155920041,3700700,,36941830,,113,305,110,297,33470,19.25,41.88851686,-87.63777722,"(41.88851686, -87.63777722)"
2014,101724,Tribune Tower,435 N Michigan Ave,60611,NEAR NORTH SIDE,Office,919420,1925,1,69,49693289,54622000,,,,114,232,110,228,12885,14.01,41.89055855,-87.6232955,"(41.89055855, -87.6232955)"
2014,101547,Mercy Chicago - Hospital,2525 S. Michigan Ave,60616,NEAR SOUTH SIDE,Hospital (General Medical & Surgical),750000,1968,1,31,73172319,101254758,,,,233,448,229,444,20079,26.77,41.84674735,-87.62133625,"(41.84674735, -87.62133625)"
2014,103638,The Field Museum,1400 South Lake Shore Drive,60605,NEAR SOUTH SIDE,Mixed Use Property,1300557,1921,1,,64959229,80104703,,,,112,221,109,217,17257,13.27,41.866211,-87.61703464,"(41.866211, -87.61703464)"
2014,101924,"018110 - Union Tower, LLC",550 West Van Buren,60607,NEAR WEST SIDE,Office,362262,2001,1,89,26578194,,,,,73,230,71,224,5340,14.74,41.876786,-87.641142,"(41.876786, -87.641142)"
2014,101854,10 South Riverside Plaza,10 South Riverside Plaza,60606,NEAR WEST SIDE,Office,787045,1964,1,88,32314677,24510340,,,,72,162,70,159,7794,9.9,41.88124095,-87.63911942,"(41.88124095, -87.63911942)"
2014,101737,100 North Riverside Plaza,100 N Riverside Plaza,60606,NEAR WEST SIDE,Office,822563,1990,1,77,117745800,,,,80297,143,450,,,23663,28.77,41.88384565,-87.63878625,"(41.88384565, -87.63878625)"
2014,101787,111 N Canal,111 N. Canal St.,60606,NEAR WEST SIDE,Office,979270,1918,1,98,50372618,24273103,,,,76,188,74,185,11410,11.65,41.8838247,-87.6393572,"(41.8838247, -87.6393572)"
2014,101839,120 South Riverside Plaza,120 South Riverside Plaza,60606,NEAR WEST SIDE,Office,787045,1966,1,94,31426595,21336428,,,,67,154,65,151,7447,9.46,41.87996528,-87.63907767,"(41.87996528, -87.63907767)"
2014,101038,2111 W. Roosevelt Rd.,2111 W. Roosevelt Rd.,60608,NEAR WEST SIDE,Office,458947,2006,1,92,25519556,15302785,,,84180,89,210,86,206,5946,12.96,41.86578401,-87.67979313,"(41.86578401, -87.67979313)"
2014,101753,222 South Riverside Plaza,222 South Riverside Plaza,60606,NEAR WEST SIDE,Office,1237455,1971,1,84,79388164,37344286,,,,94,233,92,229,17934,14.49,41.8787371,-87.63898537,"(41.8787371, -87.63898537)"
2014,101830,251010 - Quaker Tower,555 West Monroe Street,60661,NEAR WEST SIDE,Office,454346,2002,1,74,37581474,721000,,,,84,261,83,256,7589,16.7,41.88030693,-87.64186748,"(41.88030693, -87.64186748)"
2014,103679,300 South Riverside Plaza,300 South Riverside Plaza,60606,NEAR WEST SIDE,Office,1168504,1983,1,71,92206263,,,,,79,248,76,239,18525,15.85,41.877973,-87.638874,"(41.877973, -87.638874)"
2014,103815,328 S. Jefferson,328 S. Jefferson,60661,NEAR WEST SIDE,Office,330217,1928,1,86,11375878,20499729,,,,97,173,92,168,3374,10.22,41.87715297,-87.64290989,"(41.87715297, -87.64290989)"
2014,101727,500 West Madison,500 West Madison Street,60661,NEAR WEST SIDE,Office,1855810,1986,1,73,137643117,,,,,74,233,72,226,27654,14.9,41.88239806,-87.64047796,"(41.88239806, -87.64047796)"
2014,101722,500 West Monroe,500 West Monroe,60661,NEAR WEST SIDE,Office,1153491,1992,1,85,63075187,680954,,,,55,172,52,162,12709,11.02,41.880609,-87.639778,"(41.880609, -87.639778)"
2014,103604,525 West Monroe Street,525 West Monroe Street,60661,NEAR WEST SIDE,Office,1036048,1983,1,86,59370677,,,,12420,57,180,55,172,11929,11.51,41.880543,-87.640541,"(41.880543, -87.640541)"
2014,101729,540 West Madison,540 W. Madison,60661,NEAR WEST SIDE,Financial Office,1222281,2004,1,77,91870045,1060716,,,,76,237,75,233,18514,15.15,41.88256638,-87.6416484,"(41.88256638, -87.6416484)"
2014,103596,550 West Jackson,550 West Jackson Boulevard,60661,NEAR WEST SIDE,Office,433994,2001,1,66,44027561,,,,,101,319,101,316,8846,20.38,41.8783471,-87.64152501,"(41.8783471, -87.64152501)"
2014,101912,550 West Washington,550 West Washington,60661,NEAR WEST SIDE,Office,392503,2000,1,85,26504331,,,,,68,212,68,212,5325,13.57,41.88353377,-87.6416697,"(41.88353377, -87.6416697)"
2014,101913,Chicago Transit Authority - 567 W Lake Street,567 W. Lake Street,60661,NEAR WEST SIDE,Office,428096,2004,1,88,18766884,7306250,,,,61,156,59,154,4159,9.7,41.88528144,-87.64234829,"(41.88528144, -87.64234829)"
2014,100730,Congress Center,525 W. Van Buren,60607,NEAR WEST SIDE,Office,527238,2000,1,82,27485697,,,,,52,164,50,158,5522,10.47,41.87630749,-87.6401831,"(41.87630749, -87.6401831)"
2014,103759,Headquarters,547 W. Jackson Blvd.,60661,NEAR WEST SIDE,Office,347691,1922,1,56,23203760,14152291,,,,107,252,,,5414,15.57,41.878003,-87.641471,"(41.878003, -87.641471)"
2014,160137,IL0032ZZ - CHICAGO CUSTOMHOUSE,610 S CANAL STREET,60607,NEAR WEST SIDE,Office,279320,1932,1,81,11405135,7474178,,,,68,156,65,153,2688,9.62,41.87397525,-87.64002227,"(41.87397525, -87.64002227)"
2014,158403,Illinois Institute of Technology- DTC,565 West Adams Street,60661-3061,NEAR WEST SIDE,College/University,284000,1992,1,,18063862,27221853,,,,160,300,157,294,5075,17.87,41.87897403,-87.64212148,"(41.87897403, -87.64212148)"
2014,112638,Juvenile Temporary Detention Center,1100 S. Hamilton Ave.,60612,NEAR WEST SIDE,Prison/Incarceration,611255,1974,1,,27840525,32684480,,,,99,199,93,193,7330,11.99,41.867488,-87.680301,"(41.867488, -87.680301)"
2014,250009,Malcolm X College,1900 West Van Buren Street,60612,NEAR WEST SIDE,College/University,541575,1971,1,,26306288,36058949,,,,115,222,110,217,7201,13.3,41.876251,-87.674127,"(41.876251, -87.674127)"
2014,100729,Northern Trust - Chicago,801 S. Canal St,60607,NEAR WEST SIDE,Office,568200,1989,1,66,48685589,2601900,,,,90,274,87,265,9920,17.46,41.8712255,-87.63869278,"(41.8712255, -87.63869278)"
2014,100867,Rush University Medical Center,1653 West Congress Parkway,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),4098526,1982,9,4,474588387,346243488,365475113,,,289,560,285,554,138008,33.67,41.875121,-87.668005,"(41.875121, -87.668005)"
2014,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,18,187764271,348611023,,,,298,530,290,523,56241,31.21,41.874071,-87.674135,"(41.874071, -87.674135)"
2014,101733,Two North Riverside Plaza,2 North Riverside Plaza,60606,NEAR WEST SIDE,Office,741328,1929,1,71,39443266,35504858,,,,101,217,97,210,9811,13.23,41.88253679,-87.63918687,"(41.88253679, -87.63918687)"
2014,101887,USG Building,550 W. Adams,60661,NEAR WEST SIDE,Office,509038,2006,1,85,28427269,778680,,,,57,177,57,177,5753,11.3,41.87954979,-87.64173979,"(41.87954979, -87.64173979)"
2014,250056,Whitney Youn-CPS,211 S LAFLIN ST,60607,NEAR WEST SIDE,K-12 School,430443,1975,1,6,27226255,45584993,,,,169,310,163,303,7891,18.33,41.87825891,-87.6636621,"(41.87825891, -87.6636621)"
2014,102363,LaneTechHS-CPS,2501 W Addison St,60618,NORTH CENTER,K-12 School,716630,1932,1,15,13097409,37018172,,,,70,112,66,107,4598,6.42,41.94498741,-87.69077957,"(41.94498741, -87.69077957)"
2014,101508,Northeastern Illinois University,5500 N. Saint Louis Avenue,60625,NORTH PARK,College/University,1258489,1961,19,,53531039,88910222,,,,113,208,,,15478,12.3,41.98039877,-87.72026611,"(41.98039877, -87.72026611)"
2014,250055,Von Steuben-CPS,5039 N KIMBALL AVE,60625,NORTH PARK,K-12 School,262000,1928,1,90,3596183,14820434,,,,70,103,57,89,1510,5.76,41.97280582,-87.71281644,"(41.97280582, -87.71281644)"
2014,101686,Harlem-Foster Shopping Center,7240 West Foster Avenue,60656,NORWOOD PARK,Strip Mall,273613,1958,30,,20005795,18778584,,,,142,302,136,295,5017,18.34,41.974578,-87.808091,"(41.974578, -87.808091)"
2014,101681,Presence Resurrection Medical Center,7435 West Talcott Avenue,60631,NORWOOD PARK,Hospital (General Medical & Surgical),1096075,1953,2,31,91777477,186358801,,,,254,441,246,433,28338,25.85,41.98632417,-87.81456571,"(41.98632417, -87.81456571)"
2014,250053,Taft High Sc-CPS,6545 W HURLBUT ST,60634,NORWOOD PARK,K-12 School,383500,1939,1,82,10491091,14444979,,,,65,125,61,121,2875,7.5,41.985587,-87.791778,"(41.985587, -87.791778)"
2014,101682,8750 West Bryn Mawr Ave - Triangle Plaza-,8750 West Bryn Mawr Ave,60631,OHARE,Office,691766,1985,1,82,42278570,403084,,,,62,193,59,185,8516,12.31,41.98305124,-87.84427691,"(41.98305124, -87.84427691)"
2014,158088,Evangelical Lutheran Church in America,8765 W. Higgins Road,60631,OHARE,Office,252250,1969,1,88,12955835,,,,,54,164,50,153,2634,10.44,41.98712961,-87.84592168,"(41.98712961, -87.84592168)"
2014,103733,International Tower,8550 W. Bryn Mawr,60631,OHARE,Office,308916,1969,1,41,29499111,,,,,96,300,96,300,5927,19.19,41.981083,-87.840286,"(41.981083, -87.840286)"
2014,101676,O'Hare Plaza I,8725-45 W. Higgins Road,60631,OHARE,Office,538105,1969,1,81,25242259,27050011,,-6664,,97,200,,,6508,12.09,41.98681144,-87.84464462,"(41.98681144, -87.84464462)"
2014,158095,O'Hare Plaza II,8755 W. Higgins Road,60631,OHARE,Office,256010,1969,1,89,15126478,,,6073,,59,186,,,3039,11.87,41.98655423,-87.84550445,"(41.98655423, -87.84550445)"
2014,101679,Presidents Plaza 1,8600 West Bryn Mawr Ave,60631,OHARE,Office,417395,1980,1,75,32901101,347070,,,,80,248,77,238,6629,15.88,41.98292604,-87.84221511,"(41.98292604, -87.84221511)"
2014,101674,Presidents Plaza 2,8700 West Bryn Mawr Ave,60631,OHARE,Office,441327,1983,1,72,29871538,557026,,,,69,214,68,210,6031,13.67,41.98171896,-87.84446238,"(41.98171896, -87.84446238)"
2014,157832,Community First Medical Center,5645 West Addison St,60634,PORTAGE PARK,Hospital (General Medical & Surgical),346894,1955,1,62,34473995,40258704,,,,215,434,207,424,9065,26.13,41.94536427,-87.76777267,"(41.94536427, -87.76777267)"
